group,BATF,BCL11A,CTCF,DUX4,E2F3,E2F4,ESRRA,ETV5,ETV6,FOSL2,FOXM1,HES1,HINFP,HOXA1,HSF2,KLF3,LHX2,MECOM,MEIS1,MZF1,NFATC1,PAX6,PBX1,PBX3,RELA,RFX2,SPIB,STAT5B,TEAD4,TFAP2C
progressive,0.177347331537968,0.133906558006941,0.0810028459284828,0.1548188245345,-0.146461734733744,-0.217944165568711,0.127494474525701,-0.442528021741158,0.188879425744458,-0.279726854486377,-0.289366820795749,-0.0799751652844834,-0.0025772483264504,0.0906152234957347,0.1562120560116,0.0539589814645784,-0.0751862194646829,-0.127857726296958,-0.443845384177426,-0.334069779278803,0.246995111021903,-0.233023712199566,-0.0879873958087295,-0.0359872150347271,0.479062413494614,0.293475244309904,-0.300059757429399,-0.403738250319328,-0.190408301870319,-0.407586879845178
progressive,0.19826395000863,-0.366099142959268,-0.0830099107649925,-0.177478403365624,0.11090566213889,0.186873026488083,0.0550867919827431,0.214390195379784,-0.134405143443426,0.0919750176174895,-0.152557337238382,-0.190707504480451,-0.224162640778652,0.132438491071052,0.0716250688907455,-0.207186485337025,0.193114316003812,0.0536872531278761,-0.261306295558013,-0.173191602929668,-0.123445256604416,-0.169130583612612,0.193168290614728,0.207214612951164,-0.185804177150797,0.189818063709025,-0.184685914437321,0.177031402362548,-0.15022198505905,0.203071491409053
progressive,-0.161560708770119,0.0125294676946747,0.223395840804422,-0.0476023599942317,-0.126060299852772,-0.0334762792717816,0.0256367214685773,-0.152225218478303,0.0002569607790584,-0.0473784584966896,0.185267219006529,0.17800619862986,-0.130174677706936,0.183825383524035,-0.210292343767055,-0.0831966873249776,-0.0628118835336476,-0.0786472793799515,-0.0020106053940363,0.10587911118169,-0.0888550838954138,-0.0343102747827608,-0.180949977379424,0.244209663908156,0.127596805095972,-0.12502644595808,-0.176363753416346,-0.181497709566365,0.011661661554872,-0.110620112690049
progressive,0.342953022264754,0.0275603198053373,-0.139080557121844,-0.143289665479785,0.0792954018997278,-0.34907920427066,0.410009695100379,-0.226225598417966,0.0404739787810633,0.288685930380698,-0.226147879216021,0.0917127487788257,0.352133432557602,0.170890890128251,-0.175393149861949,0.0144025952656102,0.285379455561129,-0.014624844913276,-0.0913391512115837,-0.0340928232529884,-0.0836694931249552,0.121220139117088,-9.54446339669328e-06,-0.0869541520281886,-0.185308483836342,-0.0673320987793582,-0.11919807637176,-0.112339697673851,-0.329650767279305,-0.0213700535451962
progressive,-0.240694839091504,0.101584248200644,-0.0501813029964328,0.20310584808294,-0.0374636943718687,-0.205141918429237,-0.0284110123706395,0.0997361228093895,0.0317313732430627,0.242918854392844,0.23176745372697,-0.156714768346538,0.202667309854507,0.157247279052492,0.168837217946799,0.0671903214278079,0.0463597555772288,-0.0263436178651685,-0.220177514832663,-0.131373523574931,0.162948276022124,0.0439791194800197,-0.0634000981677777,0.171092557407313,0.1315301443708,-0.168242058922497,-0.124325587760825,-0.279160906556934,0.146753685729268,0.151922171992946
stable,0.299132434038451,0.130153974752451,-0.0135103854852409,0.335112639379751,0.263970920575507,-0.124617233382554,0.18773153855675,0.244987386968122,0.339908804159206,0.185705239378143,0.333779554059306,-0.246347001113563,0.307775847934053,-0.113020055501743,0.0449585278558539,-0.102474871294778,0.18667707708523,-0.313501091080127,-0.109143240271156,0.384306999570115,-0.471251260779935,-0.127480068515005,-0.36441161472218,-0.254610658913251,0.330436542448667,0.184747354219443,-0.370113508705647,0.310858839093615,-0.30702017981168,-0.135071393821466
stable,-0.0636175060916515,0.359109407613162,-0.301686218386113,-0.0233767018675033,-0.0345031802753439,-0.422832398183363,0.330324339706775,0.150002586917453,-0.303630059528385,0.228684252124849,0.455117965461703,-0.404472611284059,-0.0381067251783655,-0.018917696135558,-0.322518488294173,-0.0951573651777087,-0.095321994132669,0.168571513563243,-0.317805222287344,0.441206818767551,-0.363949498888997,-0.0316959517248344,-0.41325404168902,0.365990897930506,-0.37971729435298,0.373814431712345,0.314336429232642,0.41797096611707,-0.0393353449718661,-0.434455202403565
stable,-0.0877526384868006,0.225191046075874,-0.229391418070055,-0.197561222692096,0.382744923348108,-0.424365339381705,0.0884713333147024,0.344166982085961,0.201833464169068,0.271698586939203,0.309398123411693,-0.348543035038073,0.295040197849834,0.22817762236071,-0.373106427156137,0.514234134861772,0.190813476807908,-0.266340317722292,-0.595845925319057,-0.559312271567386,-0.0435529065708446,-0.189559753608124,-0.0633808983228444,0.275994784910438,0.0714542368896071,-0.0254258259115455,-0.137893580980078,0.582470216021997,0.229814649468708,-0.236929728264935
stable,-0.380889381394487,-0.392964197403666,-0.583419709983411,-0.0811893698223205,0.363998827672029,-0.26641671072233,0.201474593829308,0.052896159237181,-0.561778349842683,-0.0543571133749177,0.621996113807995,-0.556830344676603,-0.575131350418457,0.28329283526812,-0.600998054460426,-0.568989330883018,0.571127253892809,-0.35365671529452,0.374049951653379,-0.0690748735773022,-0.609542531911255,0.0711803309395878,-0.492387236810052,0.167939984819153,-0.419958782088595,-0.488939866017549,-0.511051376831409,-0.450180692621825,-0.230197072420351,-0.64780149384912
stable,-0.0173937261335857,0.253456997291202,-0.228131797890518,0.182140913846438,0.248606106503341,0.218876743302293,0.183693003178264,0.295565394418258,0.292205361778248,-0.0494984842947621,-0.0371911992318289,-0.176069835095903,0.236098345330961,-0.203470584144297,-0.0545070945400775,-0.2182389603875,0.34695820417694,-0.275283056313523,-0.182032810396909,-0.283623850213754,0.16374576747545,0.40425202638802,-0.206901588253709,0.31158811821669,-0.185074706108676,0.223717070682014,-0.341766449128173,0.306768917653247,-0.228154708139339,0.0977968556752187
