group,AR,ARNT,BCL6,CEBPA,DUX4,ELF1,ESR1,FOXA1,GMEB2,HEY1,HOXA4,HOXA6,HOXB13,IRF3,JUND,MYB,MYC,MZF1,NANOG,NFATC1,NR2F2,PAX5,REST,RFX5,RUNX1,RUNX2,SPI1,SPIB,STAT5A,TCF12,TFAP4,THAP1,TP73,USF1,USF2,VEZF1,XBP1,ZBTB7B,ZNF263
progressive,0.108493357921344,0.218399755355739,-0.301373251452638,-0.0801612252745109,0.0294805149220971,0.316387371620614,0.0742467113518107,0.286913760800372,0.215196252094883,0.0935827992811987,-0.0792475824623273,0.235119188681971,0.0769554206463703,0.0826098800658545,-0.0010908480931361,0.341472275028175,0.199839228201428,-0.284791900163512,-0.0691284705097542,0.0555688144659606,-0.178406594675317,-0.157022289862192,0.10992250700539,0.115220254495684,0.0681112661697412,0.0606341238604599,-0.216001730644667,-0.218165015892659,0.339518414203127,0.0816939358863858,0.280709274599749,-0.309379708237492,0.0204614565318005,-0.169587755238824,0.0295794737153562,-0.267858439679766,0.0548070618945934,0.330184068494772,-0.185451079935
progressive,-0.0375510557738659,-0.0065599599430685,0.0615247137946494,-0.0892475695660609,-0.113670373903233,-0.0755383818314412,-0.0200404087442155,0.127069022026184,0.0993961555581144,0.0858384505608939,-0.094165456635723,0.0358650529066138,-0.0527409872665619,-0.0032546066130199,0.0512269173062577,-0.053911948826657,0.110218839731594,-0.101974391748647,-0.0496045371887132,-0.126912994806663,-0.0585745874838017,0.0846826372745386,0.110230200936899,0.0322226504858521,0.0109787113930006,-0.0743689350987201,-0.0910244620757525,-0.0869064038595576,0.070977236608354,-0.14628006278314,0.0990636509495233,-0.0906836259166044,-0.0879183085453837,0.0503945196642496,0.0125867006504922,-0.101469954233108,-0.0102682573545988,-0.0842221297528453,0.0740788456566008
progressive,-0.0963857668273247,-0.0209684176172593,0.0955649552000822,0.127445339155977,0.124189251855261,-0.0679727084585682,0.141274657114601,-0.143479079517912,-0.0685634212381002,0.118575594393578,-0.0388572827874562,0.0642843370931375,-0.11172015757671,0.0096460454650024,0.0957965628926957,-0.104137457516586,-0.0034514827156566,0.0901580094901125,0.118262509076202,-0.0674800705977324,0.106942400191299,-0.10528342522043,-0.0368241142806376,-0.0341670384064207,0.0791419328531686,-0.24831211453479,0.0578460958919541,0.0432261432041486,0.060926402761468,0.115674085645072,-0.115686156404296,-0.070070002873765,0.0398455761989338,0.002429240293861,-0.0932413340494325,0.122684933486951,0.119191957536462,-0.0986271559307599,-0.124501582750186
progressive,0.117604463661971,-0.130776032477366,-0.0024843512728332,-0.105657998250496,0.0587503322441974,0.145818717974335,0.0906357994325234,-0.306070984190177,-0.0037490622561447,0.071174820165563,0.209774032461945,-0.0171855921198795,-0.311635166205307,-0.159461480406622,0.0818347221361312,-0.017678638194367,-0.0739828609665224,-0.0538130426063237,-0.0018055593087881,-0.118903319110275,-0.041630297497103,-0.012571992010132,0.164005425807786,0.0208540734386426,-0.0093514860720666,-0.206253055231948,-0.0162459364432938,-0.176290604311983,-0.0061173223480044,-0.0133559489263531,-0.125422180366588,-0.275466617328358,0.157685968227027,0.0192438204696099,0.17231482280829,0.409098492857673,0.0776267582704912,-0.0615788597241521,-0.155193422282596
progressive,-0.0707466087380705,-0.0930134696556306,-0.0029751783223181,0.224328445502789,-0.191006448292825,-0.0784820723760977,0.170900506367265,-0.219411571854326,-0.425419182424945,-0.107513549268613,-0.0284051235615007,-0.0438134155044536,-0.225299293165861,0.0626979684345362,0.0341675742068327,0.0096145236310702,-0.109705785927163,0.119852709889595,0.304501671872625,0.23485118146383,0.203752738578967,0.0066080276422013,0.0649841580927385,0.0333219972099633,0.0310984428848624,-0.147286985788024,-0.0418717201783091,0.0322885142137896,0.224265810169687,0.117911014563451,0.227491529824411,0.197082075603664,-0.0267139695677619,0.0155335626091558,0.285241306943934,0.164386431724715,-0.0377377881936144,0.0140616322812721,0.133194035840201
stable,0.155458071847193,-0.43036052724595,-0.0089805214146063,-0.279280976068809,0.434667416646102,0.205789143230474,-0.597928268492133,0.0985634414343445,0.26720726461855,-0.195390939364898,-0.190808483046303,0.603896481536769,0.0409856574335284,0.084358960613157,0.0444445464490881,0.208834895339041,0.168488890914342,0.414933428729971,0.188959589838121,-0.412792744832282,-0.138103428039923,-0.205822681844924,-0.239568220532783,0.398590588469521,0.0682331963070533,-0.322330135892658,-0.192024554307157,-0.515218582289981,-0.0853932497374164,-0.215620985684569,-0.31725166860845,0.300536440620374,-0.446837854029689,-0.311460588783554,0.521096520959371,0.242836124453894,0.546903559738998,-0.197006343095963,-0.312413426987006
stable,-0.148476211297608,-0.182973181719561,0.111860368048072,-0.308439294504081,0.0582341628421319,-0.213068810357254,-0.156470608806078,-0.223400814777023,0.288688394429532,-0.145816259420831,0.0900978414972358,-0.0274496127274696,0.247934780937056,-0.0455124431143887,0.0986375594360248,-0.121052652768475,0.23579170677704,0.353179200342185,-0.0838648289786944,-0.211695208784441,-0.14893064498954,-0.315230957507905,0.0456584678073962,-0.0374544248890478,-0.407600361553212,-0.290065631471881,-0.242828763974507,0.376884885359723,0.146163446761468,-0.0714975675306583,-0.335184837964851,0.07986702431287,0.0843834892990863,-0.231186778698794,-0.144306327740438,-0.133358111234409,0.0220951720133304,-0.22543607180529,0.25877575109179
stable,0.0061311443333306,0.0717774983085624,-0.0761044256896369,-0.0590042809474569,-0.108460581917487,-0.217008979704332,0.0847343306692339,-0.0376490581718586,0.170442619162252,0.223986349687836,0.0333780136167389,-0.0370582968689074,0.159505551796805,0.0886381452252217,0.0096757121510374,-0.0478356990173402,0.0444428131557966,-0.0185690647387072,0.173675839806782,-0.0886780615294752,0.106153419531638,0.0175232575672667,0.0322284240542394,0.0240375984214305,0.108684113221307,-0.0233350714665697,0.012501786492182,0.0308233701445178,0.133767518814178,-0.101123965195702,-0.0291309188441713,0.0399801703402603,0.0443869303298417,-0.179639335662248,0.0024907773854155,-0.0787947845963198,0.117665281678334,0.0816448087200165,-0.0007025269548608
stable,-0.192008781518788,-0.013761002530071,0.089193109829017,-0.099174080170791,-0.184014133823731,0.252388174651344,-0.013319196220165,-0.110504546080425,0.346704793076983,0.178926740184322,0.0709153299835032,0.187103166497352,0.10859647250767,0.194814913694241,0.323224051728979,-0.0991187039030644,0.0467929462290142,-0.022214310181734,0.149263118161448,-0.0257246840228404,0.108159481525393,0.0773546268545862,0.277229246054372,-0.0656208772560732,-0.0864796727104114,-0.0548381548641699,-0.0905113057672925,-0.109900222463061,0.0122899199395937,0.221574893157188,-0.0377630030938499,0.151391492973202,0.12046023595215,0.285314181142462,-0.0931428823162152,0.178156287763778,0.0376077087778339,-0.043105609097564,-0.138973966851456
stable,-0.196671057415796,0.12436395735566,-0.133830177426784,-0.0509855888991076,0.0326897167526484,0.433414476642026,-0.28843778260709,0.443212682131532,0.158428520311297,0.217615231456635,0.0466114104088826,0.0762463041213256,0.239218854865475,-0.459974223540543,0.268337433382596,-0.416382697549626,0.0765380987062805,0.0597307032100424,0.124584869925299,-0.214106023641705,0.411667125332286,0.152931738769235,0.0849736065856283,-0.274660912965395,-0.207852238617779,-0.158115031810572,0.0721989501810986,0.0530305259066755,-0.407703852442443,0.21501497587676,0.0162683816143103,0.0199877692194989,-0.281296967620886,-0.272463296462209,0.121640069291598,-0.155382374837399,0.0824556965428762,-6.2752505826876e-05,-0.560074563714168
