group,AR,ARNT,BCL11A,BCL6,CDX2,E2F8,ELK4,ETV6,FOSL2,FOXP1,GTF2B,HEY1,HIF1A,HSF1,JUNB,KLF10,NANOG,NR2C2,NR2F2,NRF1,PAX5,PAX6,PRDM14,REST,RFX2,RXRG,SMAD3,SP4,SPIB,STAT2,TCF12,TFAP4,THAP1,ZEB1
progressive,0.103753197088908,-0.0972740731809759,-0.0737628633641645,0.131928090852201,0.0634577743288772,0.0745454993020337,-0.14102135649982,0.175943903217177,-0.122086616067499,0.268389043807898,-0.116582918181838,0.0836502405499145,-0.136720301521618,0.252408122883019,-0.0343808983849897,0.0772812824044975,-0.0270961873386641,0.126282095523291,-0.0917841460156291,-0.157936391286027,-0.0813987277785077,0.0114572393015934,0.0799987045465421,-0.190797920196326,0.192023514304309,-0.149956258863823,-0.0829846557347178,0.0941412343094464,0.0739717192889331,-0.061495446684073,-0.119986581219551,0.237547220543713,0.0108903446486499,0.0118106877896634
progressive,0.0105396423798963,-0.0065016442482206,0.0784312179103187,0.0011704014741493,0.0003436594154617,0.0450156152301455,-0.139242354387532,-0.017337466782232,0.0891374145244629,0.0534608946373045,0.112393208915513,0.0701788701048225,0.0459614322617344,-0.230641439758049,-0.0163102567311917,-0.110886684416592,-0.0408404547879127,-0.128589666147287,-0.0398622312763571,-0.155866124971426,0.0484816013084539,-0.0457571960740367,0.123684229447198,0.0250946737193984,0.0227666826352726,0.0848816147018476,-0.0418940422063679,0.0623251973668247,-0.011202091121543,0.0812649008097402,-0.177559625572449,0.105909652004949,0.0268627109752609,-0.011814046045567
progressive,-0.0544631173995711,-0.0337956645269553,-0.0474475600024446,0.155463367468841,-0.0055957422096127,0.0625358238896793,-0.0619534513644353,0.0445921288224688,-0.0232888816554974,0.07718016039979,0.0514286104301791,0.0991560704059968,-0.0385712697178135,-0.0170701362793444,-0.157012598773075,0.096741556926012,0.194352158124191,0.0681541386777899,0.0299944423079203,-0.119293820103197,-0.0326301670571839,-0.0364592287896996,0.177162387178808,0.0388541793683197,-0.0492022017710095,-0.0144404308843469,-0.0556090519679777,-0.0500546928189443,-0.0149415421269988,-0.0276198070499483,0.183879234120479,-0.0835870105967583,-0.0355518111340867,-0.0672422065064775
progressive,0.484150615424356,-0.255371607814092,-0.184667122201125,-0.211187441374602,-0.367553130710973,-0.0700130425490494,-0.0799878247374076,0.447591415790323,-0.297182774389248,0.117112998477015,0.0299243465650747,-0.0319413964497592,0.0987877115936448,-0.0548081141079766,0.449307067416376,0.0679605340457025,0.0464126042431238,0.22197095282707,0.0535916107292488,-0.0375493133705315,0.004893289375421,0.0720287286407083,0.194261406135374,0.0418357148496141,0.271334805177332,0.352484581572448,0.320985054062944,0.110420866100986,-0.140754350573705,0.144818453789634,0.0787413179121192,-0.301566005173139,-0.352850078103276,0.110137197151687
progressive,0.172745839288426,-0.217539812289308,-0.351488939282284,0.0456904707351992,0.028997064647914,-0.372077473456602,-0.397086668872554,-0.0612400693683557,-0.361319500644796,-0.160318525867891,-0.410070429162664,-0.266290740807176,0.282860492034555,-0.378693008461563,-0.0377147322712741,0.0556756006725939,0.408988449138488,-0.0986765782048416,0.435203279438521,0.364441785857418,0.0442993535612588,0.0265857948797506,0.366482091045864,0.131321461219977,-0.380362349070292,-0.317978472247807,-0.432482872520594,-0.364039907562724,-0.0143439637490747,-0.415233019563732,0.305612986257226,0.540278996643489,0.0306664052566425,0.353652899330635
stable,-0.0820727041599027,-0.415336142917484,-0.150499091503955,0.205308905881,-0.102407882117125,0.159718879477577,0.00177231659829,0.0742327844859754,-0.215025766615152,0.388373343940793,0.136843823115761,0.0787233004934709,0.144457253800564,-0.047692982824606,0.106592623780458,-0.366424893723524,-0.0585974188229363,-0.414960792595692,0.170043547237541,-0.168721224760051,0.137750347426057,0.360255555317766,-0.117270191887131,0.0750123764477032,-0.237629670851762,0.0613769057168608,0.157306454412534,0.218548423464816,-0.35177026990444,0.0417083120408877,0.106818260238882,0.0081526563521343,-0.0175130645283306,0.0404874407166193
stable,-0.003549777644054,0.0068259354423606,0.0924052440930147,-0.0088340988335448,0.0005690807434836,-0.111622336363637,-0.102303487515121,-0.0137531890981134,-0.0172720252518501,-0.0037791086899355,-0.124628076127026,-0.0897054473888546,-0.15941723176971,0.08651362031906,0.0476262339490493,0.147802038982936,-0.0602740231381785,0.0858426146662957,-0.0199336001150299,-0.0168072962012014,-0.117670487676844,-0.0257493869029127,0.0494123466450149,-0.0744039703830971,0.105085188164238,0.0379336604331703,-0.0143926465646717,0.0714881899426042,0.139538234284652,0.10716251488672,-0.127047579330664,-0.226687671894939,0.0521600723243724,-0.109067539976847
stable,-0.0585441865008094,-0.0749221429158785,0.0215836638330617,0.115390511505289,0.050679563909319,-0.0551885074113649,0.0043247415472554,0.240175322704894,0.0641503329509553,0.0460584974782702,-0.0826666337977229,0.0475801658004526,-0.083403441616885,0.106396650843126,-0.195077878903791,0.166686751524124,0.159166506500285,-0.0461065501621285,-0.0052137161986356,0.0434316174273446,-0.120980640394149,-0.0224406033618698,0.0044288556956152,-0.118529953517371,-0.174271066793107,-0.0347420904296185,0.18893514415056,0.0207187155236107,-0.0368483997387447,-0.139160572453908,-0.0341654582233178,-0.0172509135051633,0.0453537247816804,-0.098924458503146
stable,-0.0948789094824638,-0.0022771997998596,0.0277490824897753,-0.0096591325196583,-0.052421356154251,0.11935248512104,0.216438749036683,0.0318735718152746,-0.101439557028543,0.11723906066374,0.17845732032829,0.139967706365776,0.106573191479522,0.0230224779342761,0.144541373652855,0.0127190821185178,0.0579379358915101,0.0037764667225593,-0.0075866518979987,-0.120536243663219,-0.0569540796056903,0.0242435676207159,-0.0206405100843965,-0.0188955801478568,-0.0129960551243178,0.111391317549981,0.0763397815507669,-0.17434366907693,-0.0373094681117136,0.0376659203278736,0.087814893604105,-0.0243073918350958,-0.023334373623416,-0.0242267083942759
stable,0.13564174566064,-0.0689259064091332,0.122848032874494,0.0765108905525052,-0.111434040040872,-0.0497160613943166,0.0487368580922475,0.212924401341378,0.0889472115113733,-0.107855823005233,-0.122500061740296,0.0222191619440785,-0.197576766100191,0.159580870064592,0.117841894864458,0.0319012106596382,0.147597199688756,0.187661257976025,-0.0761479652113311,0.0800921258684511,-0.199468358953893,0.0732055077640244,0.147494532426794,-0.164135592242632,0.126589831556476,-0.176176792870383,0.015359708362416,-0.118091680425634,-0.119258657348023,-0.0702708246750845,-0.126258232306369,-0.0771350343348067,0.149987311839856,-0.129053891575101
