group,AR,ARNT,ATF1,CDX2,DUX4,E2F4,EHF,ESR1,ETS2,ETV5,ETV6,FOSL1,FOXK1,FOXP1,GATA4,GTF2I,HEY1,HOXA6,HOXB13,IRF1,JUNB,MECOM,MEIS1,MYOD1,NFE2,NR2C2,OTX2,PAX5,PAX6,RARG,REST,RFX2,RXRG,SMAD3,SPIB,TCF12,TFAP4,THAP1,ZBTB7A,ZEB1,ZNF263
progressive,0.0160837871984772,-0.0758516804442055,0.0198204246284264,-0.102937153351927,9.15281672982057e-05,0.0123219795225209,0.122650032383778,-0.183676437929857,-0.109465399884472,-0.0945485968190465,0.159874538023958,0.21410955355651,-0.0741126452655396,0.150806384848889,-0.126981602901166,-0.0627036592118183,0.0676095689790021,0.196888528879353,0.155680259757518,-0.0337510116912133,0.0936928084548082,0.0440525069206264,-0.174937786157061,-0.147097205869129,-0.171427680941174,0.114165371275234,0.10111345461851,0.0048326872333452,0.0398101763663546,0.0591912657917496,-0.0660169788680133,0.101648894397205,-0.122723254917617,-0.136020009421863,0.007702095278144,-0.0790254196452708,0.277231954133718,-0.0248590502381927,0.258658600784729,0.0725017495210912,0.0180173197326518
progressive,0.246920089331993,0.152141429854334,-0.186239221144015,-0.165473890758951,0.145266457335598,-0.231434131137759,0.190240611331034,-0.199869777733423,0.200920996772985,-0.193541439115259,0.192456430892282,0.102585462587893,0.134563545771371,-0.196485603296775,0.104024130930608,-0.179220832313453,-0.196099655735107,-0.0725468785324065,0.205848210585561,0.0605029118219953,-0.234224366817054,-0.17688262082117,0.259632331003269,-0.0123037679873316,-0.190411809860334,0.0979360709500582,0.0282920587083282,-0.158828684687434,0.177283585797689,0.207328176819115,-0.21846133731882,-0.22006669896638,0.0262091432685102,0.215068903304005,0.233501278291984,-0.18344598198175,-0.17445956093498,0.205361646344392,0.238687542510737,0.229635044838623,-0.220486435711462
progressive,-0.066019189219056,-0.0412766338272306,0.126746001774268,0.0321236527080759,0.204212611477595,0.0141480416872571,0.0850361573731918,0.191633738073419,0.0198405938031976,0.0112732352968672,0.0736120116337892,0.173027456546481,-0.0705059593911558,0.0810126297038005,0.170884678422122,0.101358510710114,0.0896535664358447,-0.0710014862173917,-0.0464684035293842,-0.157338026110342,-0.119132157009331,-0.0717853195607104,-0.0153688395955292,-0.186104109171559,-0.112383982593864,-0.0110164623050904,0.166391151066028,-0.0621495751850864,-0.0453662317401201,0.164393276998431,0.144220079583078,-0.0337956803475114,-0.0167202763943545,-0.0789486853927057,0.0468513106223847,0.18896014560641,-0.128701080343235,-0.094242445166078,-0.148209821332499,0.0474984986893777,-0.224099003972309
progressive,0.367925269552679,-0.202745389821512,-0.109442867550299,-0.362290579175643,0.278412787873317,0.15849421545438,0.350355490860718,0.211931881888253,0.350649545734224,0.177466200256113,0.480507445150682,-0.185593550232172,0.355696126364249,0.150149047053502,-0.369586135041924,-0.278261676341099,-0.0740323985005079,-0.244826548131385,-0.365014670851036,-0.372349706306815,0.379136111605082,-0.438134954697614,-0.361483289638658,0.0584638265865709,0.0559167123813439,0.202297500685478,-0.0653251069683689,-0.100672953221025,-0.0367623046488243,0.0145611616991492,-0.0217600606394167,0.412078425628643,0.356243395156606,0.302601523949466,-0.0245318000952383,0.0034442538424502,-0.390131857962975,-0.417823386583244,-0.220354648102972,0.0837893025672433,-0.2693256754629
progressive,0.212732172128786,-0.263419371310688,-0.208572432378296,-0.199513443588339,-0.115363449080269,0.0220928400081604,-0.224040501672712,0.218278491796107,-0.24462351021588,0.293307871740138,-0.0673261581838641,0.176804345839365,-0.0280705400940504,-0.12460731519247,0.134251748836199,0.0916991518330341,-0.251926164444518,-0.24462351021588,0.0445554346608089,-0.006717209374866,-0.0690516798581416,0.0967216524206633,0.0937019894906776,0.0109385748994379,-0.204782447272293,-0.0354964458708519,0.0292106169145552,-0.0636594246260243,0.0810995186910436,0.128797867830001,0.0688051767618162,-0.497905441690187,-0.166512841567781,-0.451377982258776,0.0308745128147514,0.109847942299989,0.362636867581646,-0.0342639303892251,0.351513415359964,0.405774909438584,0.0897887528365125
stable,-0.0337636996960526,-0.52934026819111,0.0239310422581818,-0.0468442878180185,0.410068094098854,-0.359004211460412,0.0644070533370485,-0.472877223146007,0.153328487387921,-0.0960734921584224,0.184569628372969,-0.116012533197945,0.055073165860886,0.416584070586204,0.0563259222609693,-0.0078537263486735,0.0621791858435982,0.383206618952897,-0.124767473547297,-0.0545767096100671,0.0412085602775736,-0.126245368182486,-0.334733856417526,-0.377393585608588,0.0944587580506372,-0.516752217177028,-0.180415006331805,0.05981022920449,0.371011898789996,-0.372124321541855,0.0050867642180157,-0.221659027770151,-0.0034985197389835,0.205694800382681,-0.534414000078402,0.0403322776921925,-0.0842426384468068,0.0621968928146898,0.0781192373132045,0.0091576676998589,-0.400343283919578
stable,-0.0409870143176708,0.0426269544606242,-0.0694682756499365,-0.11627550526109,0.17363954719366,0.0272525156204362,-0.0611300991635116,0.141809470038505,-0.0061189359537408,-0.133505156622879,0.0829566623861895,0.149946282193218,0.0070658925407117,0.0126115750816504,0.0201291767989057,-0.0624894595769921,0.0405957749104102,-0.0686011391584191,0.03661202651005,-0.0174255734142654,0.0324281231733632,-0.0081936537378386,-0.0717981758604082,-0.0500091038946858,0.0753205399211396,0.0063172767969889,-0.140213672827129,-0.0203172377813756,0.0515698286398785,-0.0460864299613013,-0.133114521913311,0.0092615498633753,-0.0017481810299698,0.0095814349428821,0.0513225072835113,-0.0982839348063368,-0.143225067337419,0.006458776057111,0.0531771151074191,-0.0325418063396152,-0.0412990383271708
stable,-0.0061439645660508,-0.06989757090728,0.0218310221463833,-0.0253498382160307,0.0083382376253547,-0.0429678560885506,-0.0846510650405632,-0.0314140110344705,-0.0278552990910176,-0.078483162950229,0.342530014144717,0.0567478909009789,-0.0018511685445763,0.0625487509523023,0.0458722757015928,0.109171069081439,0.149673360168808,0.162815061000348,-0.0445716702155327,0.016788183697365,-0.148157316964198,-0.0333689088509412,-0.0043087543709967,-0.076129306395703,0.0613438955633754,0.0182962477272138,-0.211232693450733,0.0213043966121504,0.0588464138631496,-0.0611523953691089,-0.147830170798993,0.0311187815683096,0.0453695876916432,0.0310788856945041,-0.0930212193649624,-0.045585025410193,-0.0360658699201947,-0.0811482073204381,-0.082201458388904,-0.0828078756707479,0.16759458668225
stable,-0.129746158557152,0.0010574944616537,0.0512211862881015,-0.0806423645888614,-0.104957527017386,-0.144387650058048,-0.0497671314033276,-0.0312321375663419,0.0872505032759454,0.0734285699828302,0.0853349962624499,0.0224981946716835,0.182988601304914,0.107483496742836,-0.0156004467058965,-0.0627538844113867,0.105090915523345,-0.0955566415929348,-0.0661390683869306,-0.0009697704892665,0.0317921289517177,0.0881686007403812,-0.0123895089768752,-0.002656954834905,0.208549924820638,0.0492263671899819,0.10293266546297,-0.0208566748596164,-0.178598797590799,-0.0528314619456197,-0.0881145243190466,0.0239534512547092,0.145385059607108,0.0704315345426433,-0.07285295652018,-0.0178620428159333,-0.0427059524752851,0.0041939268990586,0.008021335831294,0.0074168816105987,-0.176771014549691
stable,0.0090588185136465,-0.0534209158612225,-0.223861724030392,-0.256547056686475,0.329404086307652,0.116320269153359,0.023176629424489,-0.099697735331072,-0.0384189698061008,0.0379968439324518,0.186301500737578,-0.0025859938792359,-0.0446363127947062,-0.0153910256855577,0.0237169013152526,-0.0043321573706105,-0.11297266192537,0.117342332479655,-0.202878863763969,-0.0147558085194663,-0.074558842775108,-0.0328243547827037,-0.0629621639447537,0.0655539010331549,0.107765440034479,0.0242999737886052,-0.12903113056178,-0.142224330378035,0.0910152793418526,0.0238190483925496,-0.0061647880666404,0.0143138548998895,-0.0693862168822844,0.0681458204456565,0.0528696133623795,-0.0817564512899735,-0.037700977498389,-0.0732146127632536,0.0491583607159723,-0.113332797604854,0.0941697597664023
