group,AR,ARNT,BACH2,BCL6,BHLHE40,CTCF,E2F1,E2F6,E2F7,E2F8,ESR1,ESRRA,ETV6,ETV7,FOSL1,FOXM1,GMEB2,HOXA6,HOXB13,JUNB,MYC,NANOG,OTX2,SMAD3,SP4,SPIB,TCF12,TFAP4,THAP1,XBP1
progressive,0.0576575559446334,0.0888375033489699,0.0843347271586725,-0.080143911010087,-0.174257209182126,0.0226996806822125,0.0919754543567778,-0.0592219438008651,-0.0290443974129117,0.179168286015252,0.0061864428860071,-0.0339807063082352,0.0593641608787044,0.0232043219261582,0.209240316506744,-0.108612558640133,0.058845756691742,0.12769487913279,0.149268292311469,-0.0131459044047857,0.0760058528097322,-0.07447128466337,0.077944133951251,-0.13806755051971,0.184161940506478,0.0877685814413395,-0.0657295220239287,0.239021031371049,-0.0032044718990552,0.151596523505127
progressive,0.0590136807500736,0.0280727840821896,0.0025933775906437,-0.0254884636891849,-0.0096647846473204,-0.0305650229658641,-0.165654635285014,0.0397995907253304,0.0514146919309231,-0.016005577761115,-0.104328350071106,0.0263021019437582,0.0567229645138676,0.122094043240074,-0.0690339604047262,0.0794603044201956,-0.0478242678335156,0.0646419743162641,0.0324511843741932,-0.0850984099504949,-0.0082314831209431,-0.0005494699901014,0.0899115557291722,0.0164629662418863,-0.0014597183528245,0.052579296594009,-0.0741316531425632,0.0396592041619253,0.0090730477349035,-0.0142205550597552
progressive,0.0661684962843054,-0.0083414576523309,0.112007415139034,0.0127580542135165,0.0365545922736051,0.0565533385000969,0.019267158134215,-0.0365425620480384,-0.041611798346219,0.0941951624092952,0.0280379444614587,-0.0265356700438133,0.122429349925311,-0.001751149709057,0.193821219772871,0.0096113983387188,-0.119909769558179,-0.127594076138928,-0.0844333862509923,-0.0365553441627031,0.119067653768508,0.152410927704895,0.133064821215398,-0.123288007275136,0.0264920604761339,-0.0221506528247405,0.0901281942786428,-0.0610112889616681,-0.0442050638449471,0.0802573942011413
progressive,0.329744044081433,-0.314254425171822,0.159467365931524,-0.312506983355599,-0.0559113175031469,0.180803616866375,0.0620676054942588,0.0481576412475564,0.174056663530669,-0.210203200022688,0.313837003473333,-0.160770103585305,0.466599703888279,-0.035843701142135,-0.0458468165506932,-0.131662442793294,0.0632052842411206,-0.309657329995653,-0.30600830044187,0.421529073437064,0.139350641135396,0.0887075674216737,-0.0198711826205465,0.27961797305963,0.159348687213326,-0.128164830914452,0.0404380680719078,-0.291974200984179,-0.319275762662467,0.227767650315965
progressive,0.213316806507814,-0.280449223610882,0.413571509779843,-0.37287209591515,0.316022611146638,0.15634380303258,-0.070436542507864,-0.0723510824620453,0.007997836260209,-0.237804390115327,0.244783197045085,0.400879962664222,0.0032732457281164,-0.431327323871041,0.295981700981094,0.0252904552012015,-0.381147849265482,-0.270073652246286,0.0339367646716977,-0.347921317157433,-0.294561235853799,0.420612076062962,0.285822287353261,-0.435866636343052,-0.256579233536976,0.181047544376855,0.0587331450460138,0.191546634448172,-0.0096962184776279,0.126977230509573
stable,0.0274763792253145,-0.43041206334706,-0.147348837050745,0.108434861889748,-0.152274872639016,0.223019567632003,0.076184042918845,-0.0914173637082966,-0.020815829403258,0.0489647463589117,-0.437141184342722,-0.0272305750252533,0.233453569708248,-0.179354467872213,-0.0527233186210395,0.184984838880865,0.0770181754674237,0.422025813554032,-0.027297677155056,-0.0796035503937281,0.258156820731638,0.0122024464830092,-0.190344621498857,0.227977732629883,0.239673216835612,-0.429024243450589,-0.0344369457025836,-0.139684456426703,0.129788171770565,0.289956311535704
stable,0.0441714718576623,-0.0249721608867539,0.082932642863203,0.0171600483980692,0.0979927002020471,-0.143226313286599,0.166993621003456,-0.0844399238953015,0.0332184820530979,-0.133282023640905,0.0305045259965111,0.139855275007317,-0.0773850956318493,-0.013960871735259,-0.0523722466592168,0.113315104602078,0.15369408248494,0.0651993175536507,0.0679606418296185,0.0456332065249714,0.0955587024676995,-0.063813493494324,0.0801039099673469,-0.0376607708322279,0.0169985106242827,0.101956448508456,-0.0510981630148402,-0.176257751601628,0.135437277622741,0.0869358646857628
stable,-0.0326087852404518,-0.0883554217728417,-0.0128117359657951,0.111709066496518,-0.0477782642567207,0.0464755113169674,0.0103900541207322,-0.0581203642815111,-0.0088954847972114,-0.0799714473323432,0.054923424552055,0.145580642930105,0.249649023473223,0.028404809496217,-0.0092551405167752,0.0902576009118681,-0.0355739468395223,0.13729257668149,0.112596217271442,-0.0687342041833052,0.0179827859781903,0.0788365337283863,-0.13450324676754,0.187380629892743,0.13320848617711,-0.232857097544255,-0.115529409473218,-0.106633924676007,-0.0573930604930598,-0.0210118863718499
stable,0.0450792562608329,-0.0671528711373509,-0.0719864039568557,0.0980157127327442,-0.0545524507528719,-0.14091662796954,0.13300283183357,-0.0806672555004059,-0.0329014990601222,0.0944044110571849,0.105290095334296,0.0594486003403424,-0.0197194652347313,-0.113282162430224,-0.008213634121037,0.098025346081662,0.136422670699388,-0.0031621467822669,0.0440533046010874,0.0504378065963577,0.190265866138187,0.0984431925909715,-6.02084307362337e-05,0.0863003562800879,-0.128146419810385,-0.0638739199994556,0.0867218152952415,-0.118266216326569,0.0803048007473737,-0.173425568061262
stable,0.0579957524339413,-0.0410072776089034,0.0960410048618251,0.0658645691164244,0.0611137435694566,-0.111733167236535,0.146730901695071,0.0697058832751969,0.110173187150861,-0.0894564116654932,-0.183384595288202,0.0987403698211808,0.191772779514986,-0.145588357205752,0.0136732595656197,0.0596965872688893,-0.115762226672298,0.119098734993619,-0.0661562611687255,0.0620074568794661,0.110534161789525,0.102071383158785,-0.0845960069849059,0.0980813838989415,-0.0453739580025347,-0.0256943606937162,-0.106668944451584,-0.0180610956465607,0.078982056870619,0.0491220406042451
