group,AHR,ARNT,ARNTL,ATF3,BCL6,CDX2,CLOCK,E2F6,EGR2,EHF,EPAS1,ESR1,ESRRA,ETV6,FOS,FOXK1,GATA4,GMEB2,HES1,HINFP,HNF1B,HOXA1,HOXB13,JUN,KLF1,KLF3,MAF,MYC,OTX2,PBX3,PRDM14,RELA,RFX2,SMAD3,SP4,SPI1,SPIB,STAT2,TCF12,TEAD4,TFAP4,THAP1,TP73,VEZF1,ZEB1,ZFX,ZNF263
progressive,0.105775339316626,0.0537558237716308,0.148697250579087,-0.0140415501969309,-0.130467176386978,-0.0440422600780412,0.0934538267203782,-0.10746516004054,0.0176722241594547,0.0651917494410398,-0.0727506173835029,0.113355126635313,-0.23159144105635,0.037308545308879,0.0227370375809267,0.11845248130869,0.0769437901289529,-0.046129548950222,-0.0331200213137012,0.0062270009895014,-0.0283457547842365,-0.285605270468083,0.014125227701829,-0.0702007778592464,0.0691896746750609,0.0659983076132522,0.0918686028775861,-0.0636995006036901,-0.0703541866182263,0.138249184342502,0.141926345807747,0.0043698252557904,-0.0654265113297817,0.0435099781718838,0.02389690077382,-0.0131885045219974,-0.0704890003761177,0.168391681106912,-0.0052089246799076,-0.040195419227864,0.038533491005582,-0.0786173402269152,-0.0766392969861292,-0.0533630043736368,0.0315975555995827,-0.0167006353525821,0.0213842512517405
progressive,0.0757082257967005,0.0191009867126738,-0.0126638257258809,0.0027132347222524,-0.0597422401849522,-0.0166531939498431,-0.0296327640472811,-0.0921207420515577,-0.0646772937570582,0.0292527873648435,0.0402844932877495,-0.146529378783639,0.0315713416226497,-0.0098677854944211,0.0263530467760587,0.0021219879088465,-0.0064789506830283,-0.146575037896193,0.0705619020936262,0.0893603004502244,0.0415064549610058,0.0035080128339903,0.0865410437208561,-0.0255714246798023,-0.0212051753064571,0.0739004344928837,-0.0541060483760063,0.0148206383815904,0.0456490520711647,-0.0102392494609589,0.103657019862344,0.0259258632145403,-0.0573060556710758,0.0438969803623286,0.107550426561617,0.0429319479325942,0.0385092050810047,-0.0177180573205845,-0.110781389187232,0.0514554981981071,-0.0570607346765082,0.104422390410064,0.0433893129413937,0.0215100853123234,0.0455174919163493,-0.121193988499241,-0.0360482563026925
progressive,-0.0163553196995429,-0.0471766929613951,-0.0119103917330331,0.0906328674771833,0.0157057174842759,0.133165400770324,-0.0207338370988045,-0.0730661274302505,-0.0612893201715673,0.0279939624447558,-0.0738096204474892,0.0584771761515394,-0.0335755034530195,0.0934259280008754,0.030025209794727,-0.042381392002162,0.152840485492424,-0.0702745935862653,-0.121367983335598,-0.0037777689346139,-0.0209216187027477,-0.135644728614257,-0.110717102360721,0.0147385658899829,-0.0414150037477224,-0.0455851293669982,0.0356464444753689,0.20679181965299,0.161273864193094,0.0008824208705624,-0.106675217836821,-0.0534185229428738,0.107323293372381,-0.118527595740993,-0.020934595480256,0.148971115775399,0.0264023988503589,0.0479072092011254,0.0016930877949027,0.0983891637278626,-0.0769087802524058,-0.0164545538804885,0.0457492474354852,0.0516941382139805,0.138437789137949,0.044815682794743,-0.0629549277317466
progressive,0.160901594456921,-0.175706434660552,-0.0290657104932719,-0.0928790564083782,-0.140327628040806,-0.355689884675368,-0.274101318313831,0.0372930824239357,0.176348679037373,0.256540640708796,-0.0459758388373027,0.200529733483655,-0.262434340184026,0.432939149051268,0.122282498858427,0.385199906472433,-0.288506139929312,0.0169184332282139,-0.0243374630983952,-0.0080225181208154,-0.0234446880487185,0.121381418924567,-0.292168593854032,0.0091326043066149,-0.166710860942957,-0.264536860029698,0.127104868274045,0.0138954553855877,-0.177480911580994,0.105833291586555,0.0826017622318676,0.244448729338291,0.178577156293155,0.231087554835146,0.0877798575199923,0.17178376103143,-0.17990178532035,0.249236495069813,-0.0081360182046503,0.0594117572980957,-0.237013089699744,-0.211810534498949,0.300319837679685,0.124235530788805,0.0101042757560305,0.0370730029930852,-0.0349344953159527
progressive,0.310103608021334,0.000387306754398,0.0984404667428256,-0.0924049364867901,-0.0033889341009825,0.100312449389083,0.129715487160464,-0.114320043673144,0.151566043221085,-0.0738464878385524,0.140043667277744,0.0371491728593417,-0.0651966369903304,0.218247356103274,-0.192878763690205,-0.0647125035473329,0.230415243303945,0.113771359104413,0.114642799301809,0.0427651207981128,-0.0629050720268089,-0.086466232919354,-0.171964198952713,0.235772986739784,0.20298101486742,-0.155890968645196,0.117612151085527,-0.199818009706503,0.16405668605042,-0.132265256626918,0.131264714178056,-0.179258476160542,-0.104927854878992,-0.0238193653954771,-0.129521833783265,-0.293546244270819,0.0172674261335776,-0.39221263995371,0.0566436128307078,-0.303390290945102,0.0176870084508421,-0.0293707622085152,0.103217250047068,0.0572568485251713,-0.080850284980583,0.14026959621781,0.179936262980739
stable,-0.0447637866321711,-0.37541051122433,0.0264580719850489,-0.0074523676721071,0.0797306966222971,-0.0133506333737317,-0.120379341536845,-0.0444265232516595,0.0225120904330637,0.0383087480934029,-0.005094166385439,-0.41793841459929,-0.0718181229784065,0.140086717028187,-0.0020910329591716,0.0497410638716294,0.0129624441836272,0.0462374162148536,-0.0210922692529699,0.154397349955962,-0.060433610200694,0.122331529600051,-0.0818269182488613,0.0576374949947435,-0.0642540548277111,0.114401756484618,0.0234107868427288,0.26391969323333,-0.138964859877428,0.0076136967934401,-0.0096067696339703,0.140828264076363,-0.118919212098026,0.200080155278418,0.281968857103823,0.0154176447246048,-0.399341221757073,0.0063743739781016,0.0018646533225661,-0.0557965269779596,-0.0981475352294084,0.0830168045943214,-0.264262673756616,0.0443905869256449,0.0516636573134117,0.0846680499487633,-0.249420538723628
stable,-0.0139138888648905,-0.014969472228539,0.135947993249348,-0.076771556505874,0.0195335546665551,-0.101633175939326,-0.258975150839255,0.0563916778169684,0.0160170071559838,-0.241575669987654,0.322841349447618,0.073415358608901,0.128893229361503,-0.101583647101149,-0.0432659165895704,0.0516189551481315,0.0860167332620993,0.195510754930602,-0.0087251239553662,0.11808108398745,0.0399654386355466,-0.115131641674007,0.24143203635694,-0.0017663221914893,0.0540755855217136,-0.0017087449171085,0.0409591109514738,0.130798851410365,-0.180117192025172,-0.0400756403004905,0.0914611907987126,-0.0397549410732941,0.101935920962683,-0.0188444847054167,0.0361919602769318,-0.264594816640919,0.212557342810192,-0.108825382353112,-0.0611483036133977,-0.166706639978256,-0.293104235006112,-0.0204504572833079,-0.0998272306772952,0.0111421312584068,-0.176850765147395,0.271056472691594,0.103356160397411
stable,-0.0429539796235096,-0.0168176163837081,-0.176934323480384,0.101783139157051,0.0562780814927277,0.0932443397274484,0.257504517527357,-0.127545777588326,-0.0219278969176948,-0.189592220256142,-0.14767004608226,-0.139456224747029,-0.012885381441817,0.240532536548823,0.0736319117321482,-0.0196205524476595,0.0456025510926347,-0.0379249436131157,-0.228223991224515,0.0745337259440282,0.243302974803337,-0.141016119600011,-0.0335458637914642,0.0416296938889471,0.0506965827219028,0.0207498513255993,-0.131835488434025,-0.164536409180124,-0.14000868750746,-0.159523622074449,0.0633626039500192,-0.0135678354399964,0.0118941982539849,0.0858754614375821,-0.012422287657338,0.0184343824032047,0.0302473361335968,-0.128926934489403,-0.112474918461863,0.0649874944218751,0.0419790453403961,0.0062883261260821,0.0002599824754969,0.0052565206764537,-0.0898645675459882,-0.0162082824567622,0.053174540691483
stable,-0.0251661754372555,-0.0389467214938378,0.0437597708746569,0.0619941288106718,0.0318988238475914,-0.0225464298489143,-0.129639527838731,-0.0011498043836889,0.0529398775002201,0.0943145068690738,-0.0330938383930195,-0.0234750710089606,0.0183724322137587,0.0078274674621799,0.0759066396636817,0.0333541022970851,-0.108600917978629,0.0828103535508682,-0.0580693980132129,-0.0573093785374907,0.0042595303735809,-0.241553006586946,-0.0411705726928961,0.0442888519566306,-0.148223348106026,0.0642876280967336,0.0412768776677961,0.246714296402782,-0.0120527847403908,0.0250953054539888,-0.0101942805240349,0.001775415270457,0.0288954028325995,-0.0164491674954522,0.073530051431721,0.0370222348792681,0.0549951070149542,-0.0280339659670302,-0.0454105527262655,0.0387683246394078,0.0078274674621799,-0.0623875794074283,-0.126174230036242,0.0689821535400204,-0.0161192555043831,-0.0494916862454165,-0.160993385952927
stable,-0.0795911781425778,-0.227011598224349,0.0840062599832023,0.0032487372490074,0.0471984810112565,-0.201070689496549,0.0335730453018006,0.104257435529288,0.0103723717732917,-0.0300432129581561,0.183508340662569,-0.0544483338393723,0.0967810131694146,0.14515751617526,-0.0014096625897884,-0.0491794989233285,0.0267981045435382,-0.0664709413130728,-0.0350409088123753,0.0594457505524846,-0.214074105772821,0.0700245006508028,-0.128780260910576,0.156024014231262,0.071032293093707,-0.0188390006863358,0.0342487528745427,0.290452881533804,-0.270877273989907,0.0011021886605504,0.111262481606663,-0.102785338378593,0.148466082668177,0.16655828784655,-0.0626600603983091,-0.0879709011243438,-0.0068989724567566,0.0534954856710074,-0.10217350759581,-0.0950805320697659,0.0406944932207476,-0.0233638780290032,0.0973185458942468,0.0830956551690132,-0.0830659731646474,0.0015189463331353,0.0007717786370297
