group,AR,ARNT,ARNTL,ATF1,ATF3,BCL6,CEBPA,CEBPB,CTCF,DUX4,E2F1,E2F7,EGR2,ELK1,ESR1,ESRRA,ETV6,ETV7,FOXP1,GATA2,GMEB2,GTF2I,HEY1,HOXA6,HOXB13,HSF1,IRF1,KLF9,KMT2A,MAF,MEIS1,NFYB,NR2C2,NR2F2,RELA,SMAD3,SP4,SPIB,STAT2,STAT5A,TFAP4,XBP1,ZBTB7A,ZBTB7B,ZEB1,ZNF263
progressive,0.149584356003511,-0.0429764029070327,0.243782674551143,-0.110473324450397,-0.216803209809763,0.143972443490866,-0.373550682644525,0.0641233394104558,0.187760068804518,0.197912988329852,0.263054377389408,0.161699836251941,0.251731734903821,-0.03476995754149,-0.0749633849969203,0.163113155742226,0.297633594251721,0.0564661352777231,-0.0780795821169639,0.173557931487505,0.12954969044854,-0.131739761138365,-0.0526582159356049,0.187360202802389,0.197752122696811,0.2503459923792,0.167003805981336,0.127299869666444,0.0933250479682689,-0.157377146884092,-0.276994533532612,0.189290590398876,0.162276654450415,-0.200737329229951,0.138721329612327,-0.160725450131809,0.173364892727856,-0.106605655016007,-0.148626056446684,0.092270229031617,0.258821313159968,-0.08826927092985,-0.0568108473485244,0.253705786029277,0.0969146496655464,-0.180259134143882
progressive,-0.0040959169757234,0.0455373588810114,-0.0523631324443876,-0.0287167025998343,0.0029147653142148,-0.0037585528909347,-0.0030966551227921,0.0657837323453115,-0.0223415025456726,0.0144364658027709,0.0179882228117546,0.0086937290664009,0.0192878670041621,0.0898611127321788,0.0527925735277093,-0.0327605432403219,0.0882014625700974,0.0311454221185146,-0.0143496719107112,0.0468785131957084,-0.0593979660782034,0.0132560688707585,-0.0194010764285879,-0.0581420961965738,0.0194810777551821,-0.0132379553628504,-0.0353870018869992,0.012523981259472,-0.0138273990993604,-0.0484332559578219,0.0045940384431967,-0.0204327916498545,0.0535231516800034,-0.0298925711548697,-0.0128432318363526,0.0035389266075487,-0.056511880484843,0.0304925811043261,0.0252464563764372,0.0498664872710519,-0.0048385707999563,0.0795530172734667,0.0820700401431991,0.0028800477573909,0.0009222794443217,-0.0254313651029992
progressive,-0.125209650441331,-0.0550784611197139,0.110868799170573,0.030323393303278,0.0865201949832555,0.12788823821615,0.107178199911012,-0.0473662096633307,-0.0355350262176286,0.17912226226491,-0.0307275946116403,-0.0805914063893292,-0.0640990880798445,0.02949010515824,0.198948487261466,-0.0797920530556276,0.0742252357826227,0.0972028735919505,0.0360123758970938,-0.209990874870326,-0.123558910396545,0.0630252398277775,0.112885281070873,-0.0961750258619173,-0.104806533652057,-0.132357829922612,-0.122496373748257,0.105235620488733,0.0700965004033622,-0.0068480449276831,-0.0836319654850696,-0.106499503684284,-0.0606769508832994,0.183528508990211,-0.165069479837053,-0.151911822321557,-0.131040405135841,0.0639460043753715,0.161252944722087,0.0695309202144224,-0.140310641486024,0.0574991443283763,-0.166829565385033,0.0157744085229904,0.0977956016299594,-0.192705990189407
progressive,0.353409924992048,-0.241355483263241,0.0337547421126502,-0.0509371875699691,-0.166978753796777,-0.356411529501156,-0.0340386592285639,-0.114811713719893,0.1405785569752,0.0813504436260958,0.0958479613574419,0.191792836730412,0.0364451297831598,0.145880163120436,0.17333549422375,-0.0942987020951241,0.412956080110422,-0.005678342318275,0.0827263496493702,-0.0722610009584531,0.0184355027285152,-0.197127202542869,-0.0134014338655829,-0.228112387789225,-0.295935818825392,-0.0005924039822431,-0.315875536273796,-0.0657500170983155,-0.356015683522238,0.0168930683968684,-0.209260564289779,-0.0333220415081085,0.181362977678984,0.166091512809546,0.27258500102762,0.246998335942027,0.0803635586510687,-0.0243076730778468,0.0943983460829207,-0.0303463717355509,-0.266753780262314,0.168080297607077,-0.189776752210198,0.0442132658728962,0.0467576000270464,-0.210959972026859
progressive,0.0515370234382736,-0.110471853844564,-0.193735873693786,-0.317331870443953,-0.246077679480045,-0.153651522130685,0.147306122848495,-0.173152017485707,0.0365556904988595,-0.139691643709867,0.0107097958616472,-0.0984310717920181,-0.0773210117410255,0.0306126823906622,0.218065063136719,0.354939968628639,-0.0135574872468251,-0.4029792841699,-0.159161185897659,-0.0104931236910359,-0.413131923021404,0.228836765332827,-0.177237835560093,-0.194076358533319,-0.119355412839629,-0.414617675048453,0.0332437016052287,0.357416222007054,-0.054787105997444,-0.0556537946798895,-0.0165908976353842,-0.124555544934302,-0.0584395797306069,0.355837610478314,-0.178909306590523,-0.394560022683287,-0.155075367823274,0.0002785785050717,-0.258923243880576,0.153744381632375,0.258954197047806,-0.0328722635984664,0.378000078215133,-0.0176123521539806,0.469714312718199,0.1321390709057
stable,-0.023151180724834,-0.466542281048991,0.0104643052405465,0.043597281342653,-0.0499372343176797,0.182730045847811,-0.0139464647087738,0.0482142895961142,0.299171049946022,0.428110515045209,0.0095181554094082,-0.0973504067712432,0.138047223989337,0.221120373940569,-0.415171930327933,-0.106432183996356,0.214923462358634,-0.135281077487127,0.38586622416814,0.0499088820627679,0.0033410619588333,0.0067492590229429,0.0317335220749615,0.384517595587927,-0.0796312905108894,0.0108044374758935,-0.0520356804755359,-0.239650089702975,-0.0500770991203385,0.0800678583423746,-0.356092895449491,-0.0474933932149528,-0.391061988233823,0.0969047358746356,0.116064791484957,0.197158641125479,0.225135015306647,-0.449089713914247,0.0050186335901804,0.0612316253090564,-0.0847912112576539,0.223306010394048,0.057693567331563,0.0266681404524348,0.0207354074062338,-0.367277907424009
stable,-0.0054425642801488,0.0698707740895768,0.0695216422280652,-0.117508417632408,-0.0141228095687053,0.112345037192736,0.0002396480025009,-0.0420308534741666,-0.0850543606033625,0.0811311889888163,0.0508911388864294,0.0142693962910473,0.0017432263329131,-0.0607556345832838,-0.0194145294208839,-0.020162669124123,-0.018663348499339,0.09886635766121,-0.154683053715794,0.008098764348478,0.116567464688578,-0.129876444238638,-0.0303842038500842,-0.027302233218936,0.054726115170106,-0.010464223946768,0.0644342922460397,-0.0965708460839545,-0.217450758330228,0.0138320690986661,-0.0182752890435126,-0.105618470543858,0.0950447627380791,0.0178464772623878,-0.0371338837580872,0.0359295613089707,-0.0500554120959818,0.0673264908549029,0.0770979252715983,0.376485795441692,-0.115520677347705,0.145617790189717,0.14414827350433,0.0137158945593826,0.0127670344479575,-0.0041147683678147
stable,0.175305470908377,-0.0741565494531576,0.0394417178001483,0.0044289393201473,-0.0535901657737826,0.0195920170289426,0.060829468407987,0.138899589696766,-0.177334730378699,-0.231061790640558,0.0776916482923297,0.0542987960650061,0.0741001811345375,-0.054765847847858,0.13576712170488,0.0844316886758993,0.316121583438224,-0.0651456710908942,0.207145518311763,0.0260582684363577,0.111552902549092,-0.121481779243168,0.0702671354683736,0.191515388820116,0.114773949327381,0.171045636544089,-0.256363113084018,-0.0889894698671782,0.298059563628969,-0.144013001457299,0.0012642608604784,-0.110763746088412,-0.0914455180356235,-0.169604218110805,0.026630004239504,0.134760544586664,0.0469548094105073,0.0742209703887233,-0.357471771454509,-0.284740535200744,-0.121586463263462,-0.0615622565500477,0.0009663140334866,0.356690667610774,-0.155310823032148,0.0947551436003155
stable,-0.0223348170336524,-0.0594694069277281,-0.0168923043460702,0.0077257131321289,-0.0174908600651479,0.145496103592845,-0.0764510119254348,0.0218883137754694,-0.131367292385259,-0.249396205006472,0.09134249896862,-0.0435425150317834,0.0869631467417384,-0.0316812163164295,0.0601850189063836,-0.0408514278270587,-0.0499021695469848,-0.12776147688404,0.152463967951625,0.0334298196167192,0.0785942275647133,-0.0103323267474677,0.172965708095602,-0.131617092856729,0.0340006197278559,0.0072466272037542,-0.0149228629478142,-0.0039835331223301,0.0535224662349553,-0.0624513246330531,0.0446551528805529,0.186892989454224,0.0548064647936221,0.119437208032833,-0.0897290534113478,0.0527670309927321,-0.0849804309222932,-0.112778275658093,-0.0383558366434844,0.150151805133575,-0.0604215449566643,-0.0120881706411334,0.0434194249443924,0.0015337990301368,-0.120120237341297,-0.212844482879159
stable,0.120393784184778,-0.13184424439113,-0.0225151617280638,-0.0969093282392686,0.0458491223537941,0.0897117339491544,-0.0213416369397989,0.0073698766452383,-0.0946502964546897,0.178197764075814,0.137614467468559,0.0666843022639838,0.036464356878874,0.0270120332859508,-0.103083298036822,0.120840830349097,0.214311972172355,-0.185993861042762,-0.0157583429639448,0.0136500353545584,-0.160659795647049,0.13245231322424,-0.0486807503824228,0.101051840075218,-0.099229281334865,0.111054560937102,-0.0890263577574355,-0.131660702349672,0.0954127511496044,0.0086971007290684,-0.148638066558044,-0.196968622387051,0.126631741955887,-0.0670734022376582,-0.104224508440731,0.0850756267578221,0.0216334275917427,-0.0790052369203231,-0.0320049718376837,-0.0177269572290595,0.0853924541919799,0.0534492733158842,-0.0193611221931932,-0.117986179465892,-0.14902927200152,-0.0112054933719673
