group,ASCL1,ATF1,BCL6,CTCF,E2F8,ELF1,ETS2,ETV6,ETV7,FOXA1,FOXK1,GATA4,GTF2B,HEY1,HINFP,JUNB,MNT,MXI1,NANOG,ONECUT1,PGR,PRDM14,REST,RFX5,SMAD3,SRF,STAT2,TCF12,TCF7L2,TFAP4,TFDP1,THAP1,ZBTB33
progressive,-0.141645420984463,-0.0314346852001897,0.229642095732285,0.0399885622903603,0.104184457356271,-0.0720574703166273,-0.0234244276752282,0.0447673035110233,0.14512319230548,-0.145829433108145,0.134829267974533,-0.159401336954092,0.204658827338017,0.0867746923063695,0.0355513256683544,-0.156111741636416,0.0393311078589322,0.19605151755554,-0.0016912608695394,0.216434928090346,0.249862885029636,0.0187966918893456,-0.0855782646308025,-0.167081705683072,-0.0385482027586097,0.0415868967384965,0.101254951921533,-0.257585070648247,0.445675117050062,0.073414196069115,-0.0257545576919151,0.24841555601628,0.0183645840298204
progressive,-0.0014791321994965,-0.019044395965518,-0.0484692658541696,0.0615205215590608,-0.0260661020017948,-0.106784242451655,0.0341194079310537,0.0604267222607664,0.150580967614081,0.129315597761319,-0.0525243636687894,-0.0722468848580766,0.130987396411417,-0.0180932001818418,0.0776825060588932,-0.0558998192009739,-0.0440166986690184,0.0728089550938853,0.0680431152941741,-0.0013858330915283,0.0305876953562558,0.0792685908943534,-0.0321282684317315,0.15502063980057,0.0472950624465693,0.0108583474029709,0.0007054322797598,-0.231063205441355,0.12593634958247,0.0087147435077005,0.0680408397061749,0.0290175396367902,-0.0626939664373281
progressive,0.193058947721572,-0.0171919674158751,0.134741664268659,-0.0030162013630064,0.257540236128946,-0.076189322500194,-0.087752822353677,-0.0764700232071169,-0.0796345623420744,0.102104311613319,-0.262415604233739,0.136368815520985,-0.129204481489007,0.0044349190280775,-0.218887976997617,-0.0053538525076517,-0.0663305659643647,-0.0977302491070672,0.0790237150042449,-0.185463293091151,0.0829033182706592,0.0855307986005013,-0.082754980498708,0.137684077098952,0.0675963816183477,0.0496855465384018,-0.168993996871961,-0.0345862827668219,0.0693330746099602,0.0525807955642788,0.033298406623677,0.131713291601288,-0.0248066397093666
progressive,-0.431651435897291,-0.17941931229184,-0.202276115149422,0.0971414121447241,-0.190236752808111,0.132735033845999,0.319408992119305,0.417217655957253,-0.0257962799670297,-0.0763701140649331,0.47505711960359,-0.47155198879536,-0.0195754622262978,-0.0480585972625424,0.100911521506024,0.437388976691491,0.13769823316905,-0.136781105327335,0.020228984460813,-0.302292475947665,-0.160943579708077,0.0753472693911646,0.142235819272144,0.169608241098887,0.215725492900075,0.146482340850622,0.135133570282339,0.108318564479153,-0.0179375378023973,-0.168595007046214,0.0791365999946561,-0.403996187221158,0.093316384948591
progressive,0.0014618275760125,-0.443182577246871,-0.168732225529109,0.0675550956404102,-0.263595504398009,0.206770845219819,-0.459107167011093,-0.126463636682278,-0.410680240716379,-0.494937493980593,-0.10338542260991,0.215946145962877,-0.508031736735939,-0.430150539920291,0.0146182757601256,-0.123975419531618,-0.438921505376367,0.285118582751216,0.510582159315365,0.474814037774633,-0.412079862863626,0.401442734544555,0.068674793358207,0.159836849215501,-0.432172216355202,0.497487916560019,-0.44968304455297,0.241232652756456,0.0740244602321253,0.433602941216832,0.44364911796262,0.0474005367200668,0.468624597612367
stable,-0.0230806930670495,0.0892206180627633,0.0621027067901438,0.162499627668928,0.0397809917509049,0.0324807388301817,0.0656300383474406,0.117948005967194,-0.143516015322692,-0.0437749439398481,-0.0251822127127828,0.0759409248974081,0.0039471845989087,0.047411303940374,0.151730274836346,-0.0405836674961733,0.108826647073909,0.137476808496334,0.014420102860811,-0.0025230515239105,0.0278246534998685,0.0219026774325301,-0.0634132545798071,0.218314515920766,0.208381127764205,-0.112815226985843,-0.08126259697574,-0.0408813971693466,-0.0160251665507938,-0.113311587008075,0.179507393278035,0.107958640602869,-0.106333334940584
stable,0.176955970943717,-0.0860140895609897,0.0391483985103527,-0.269928525690384,-0.0653869485615483,-0.178077396703869,-0.0874149545645386,-0.110236641394507,-0.194885330888746,-0.0267081547315647,-0.0696341804754073,0.0251746019472343,-0.0990187150064192,-0.0603503160717042,0.265156657297675,0.145681399867105,0.0297960500907625,0.0789742996064462,-0.0469574107147716,0.109624565502516,-0.0099369084123413,0.0941263881214803,-0.0901078439035302,0.218256112774667,-0.190402685170275,0.218271399385356,-0.116021706343689,-0.100895299334613,-0.163116696554663,-0.162869664925927,0.0044239451334249,-0.13762535603395,0.11609936232599
stable,0.0024933159687541,-0.0292074156339766,0.012328961754586,-0.197902907428998,0.0897269941482807,-0.114166347751101,-0.108596862729988,0.329967701955798,0.0882374807124016,-0.0882212903489682,-0.11806013015685,0.212368997156802,-0.0935641102820126,0.18733869528866,0.21656230128607,-0.0680157167839999,0.148303729050569,0.0806199147169548,0.263449593789394,-0.153201313989193,-0.105075458683209,-0.0164898851569873,-0.156560814401637,-0.049380608472078,-0.0098194554223984,-0.0493320373817776,-0.12651149986912,-0.0429044630986907,0.104719270687672,-0.209058067834658,0.0843922693969529,0.116991566170241,0.0437706475423812
stable,0.267051661456955,0.093369992026379,0.225686133590416,-0.189326090163861,0.162181103430611,0.0699526490664511,0.0032858759999898,-0.137196275919577,-0.173551451381687,-0.22522976192375,0.0477973258887416,-0.168928102150591,0.208823504754912,0.294167440403538,-0.238796778830375,0.0216441869110444,0.18198398279055,0.184344945546099,-0.0284666390799123,-0.179652227821669,0.413786713705392,-0.123676721666286,-0.0682780692975674,-0.0799550990086425,-0.0004940983911095,0.076197030457543,-0.276291057972482,0.131190424786262,0.159188522288398,-0.0681612381509011,0.328179907976766,0.159980783501729,-0.120059824084074
stable,-0.0596795090391466,-0.187102522611905,-0.0176226388585017,-0.0617686734677387,-0.0512334834990621,-0.024674294193196,-0.165231267681604,0.156861100337478,-0.113972668341653,-0.0524996282838667,-0.162218295271755,0.134520350954468,-0.115074237052607,-0.104345223358027,0.114721315384507,-0.0334794159057024,0.0810398121305754,0.163369492141509,0.107135774337744,0.15289497944463,0.0208318955110143,0.175774814122296,-0.155156147922198,0.100337923628083,-0.0856725009411526,-0.120332918466796,-0.0543315062240862,-0.130064587226386,0.151175867451769,-0.10308961701293,-0.167073126963397,0.146259058592682,0.019708739247355
