group,AHR,ARNT,ATF3,BACH1,BCL11A,BCL6,CLOCK,DUX4,E2F2,EBF1,EHF,ELK3,EPAS1,ESR1,ETV6,ETV7,FOSL1,FOXP1,GATA2,HES1,HNF1B,HNF4G,HOXA1,HOXB13,HSF2,IRF1,IRF4,JUND,LHX2,MECOM,MEF2A,MYBL2,MYC,MYOD1,NFAT5,NFATC1,NFIC,NR2C2,PBX1,PGR,POU2F1,PRDM1,RBPJ,RFX2,RXRA,SMAD3,SP4,SPIB,STAT1,STAT2,TFAP2A,TFAP4,XBP1,ZBTB7B,ZEB1,ZNF263,ZNF384
progressive,0.32908574558203,0.0454795147085664,-0.0360573346002901,-0.0294275123450568,-0.13889720942203,-0.0328640822173081,0.166415258803678,0.0643169229968542,-0.0873880555984279,-0.148263774104188,-0.0055151964234376,0.200767053669661,-0.116296490633043,0.0935683198258684,0.122875332081001,0.0242228353841152,0.0580416490831276,-0.0487979018003154,-0.0065255433312607,0.107564868732408,-0.012886557693587,-0.312176338732524,-0.174720495770737,0.132839762593935,0.121672648491184,-0.100184238224572,-0.35726654545826,0.247090069007695,0.203487574930634,-0.0590751690851667,-0.166308662570284,-0.0226980457846942,0.128555057473373,-0.136519649955456,0.186870149068251,0.123266957373254,-0.335659952411145,-0.0199404475729753,0.279187121806449,-0.0930793675379082,-0.0259608174503245,-0.0436001767676387,-0.443245676928347,0.0866650550588848,-0.206164067312597,0.0210828811178303,-0.0332163132493932,0.0867484781980629,0.0148052898946821,0.100376574906566,0.013268913748153,0.125447545538991,0.113358142286439,-0.0351952954954502,0.0657513375288323,0.0647595290963821,-0.12563293029272
progressive,-0.0390703958627756,-0.0612462489326483,-0.0468346931313177,0.084860585241181,-0.0446876576392201,0.0685005107428969,0.0399255451341658,-0.0234341441406326,0.0092058346117427,-0.090039583016038,-0.0392017223580248,-0.0433575951117543,0.007773459582164,-0.117054664730617,-0.0295736577935332,-0.0074245281383914,-0.006366280915046,0.0140939289291,0.0690983517067349,0.0256040854167852,-0.0533620780608846,0.0545554694101551,0.0964906153320879,-0.0061815075903349,0.0240106063726858,-0.0757608807622269,0.148398176105474,0.0260354776831562,0.0124851793622971,-0.146463400878954,-0.0144031570138438,-0.0657701412835296,0.0054202720335706,0.0499628597071085,0.0515372505978287,-0.0248932425849421,0.0285123564656471,-0.0348816914852339,0.0160477923089996,0.0316443406721138,-0.0102709535703046,-0.0298569259896812,-0.0201425829719154,0.0042917804057896,0.0246847999500408,0.000323735081312,0.0788485804528537,-0.0255659091100268,-0.0287047650517099,0.0484991801059879,0.0675651912273139,0.0295782389503442,-0.0219895526928912,-0.0269394926271973,-0.0136747530808917,0.0048308298572195,0.0259858484843702
progressive,-0.0992377342723055,-0.0833851435295516,0.0239193290452395,-0.0660248789425724,0.103587669381777,0.0575595863761301,0.0306446475678934,0.0739990008256242,-0.003567250450158,-0.0057110928147561,-0.0591750596593683,-0.14205384948595,0.10339484503312,-0.0242966270817853,0.0180283174484686,0.0013915237444434,0.103366756446898,-0.0484345916089668,0.0339256980989815,-0.0191252906130735,-0.0094165087430859,0.0135796927117318,-0.174425565530989,-0.0257162394124505,-0.159155243589102,-0.0956105108948092,0.0492499197603756,-0.0191093484425152,-0.114142145442332,0.014954515134638,-0.108414351306038,-0.0454913632635183,0.0043438619016396,-0.240481569663699,0.0051979067529756,-0.0515448331697878,0.0135728603529211,0.0758277955339517,0.117480891447821,-0.0075907506386743,0.0387273280409372,0.0228633500334988,-0.128569809797568,-0.0174627499691394,0.0296706568618808,0.0175401833689939,0.124214560631244,-0.0444110914204506,0.0036241867735804,-0.0384631435002573,-0.113324539837986,-0.0721497090408647,0.0008578406062308,0.0255659275186153,-0.0712782037170125,-0.0958458476982884,-0.133098145387096
progressive,0.0819477912534215,-0.185473481907051,-0.224469403422076,-0.0252872036904611,-0.180696305839329,-0.237221859293655,-0.307073074631724,0.170458515766306,-0.115240588527229,-0.0830142851318226,0.365695790467091,0.0299954848047977,0.0353761806641727,-0.0113125513458307,0.444435832690903,-0.0980843672352758,-0.16165511862276,0.146700780040994,-0.0278528517545216,0.0382091411473673,0.251724246981215,-0.249487916794335,-0.0516229885714431,-0.270022746600293,0.167066128261625,-0.296825639265226,-0.0581349395654012,-0.0105202593819023,0.121089770069623,-0.301773674817343,0.0666779137851516,-0.0424640934684301,-0.10140923768564,-0.0322814193581148,0.23122386465195,-0.031476726302577,-0.0964501789409816,0.104537068569323,0.318798995697865,-0.198103304761605,-0.0526605465694225,-0.192791503855615,0.189786305988957,0.236429567329727,-0.0404468492333149,0.390904453910693,0.393489392561702,-0.101847409589169,-0.180722485921616,0.0100572852951545,-0.0006200545804657,-0.322327795210249,0.31780690836912,-0.0237260440467551,-0.0672249397150291,-0.210778598285392,0.088240656295615
progressive,0.101844284376091,-0.209482011102454,0.172695235085974,0.155473198809756,-0.143506416250178,0.301322318523978,0.0445746821266821,0.148698353656979,-0.311294637323626,0.0277642018644178,0.0175386178254133,0.167155057975058,-0.0705343691606874,-0.139960702899192,0.0989950504333345,-0.183332375138932,-0.280079696572981,-0.296067064807338,0.163799293553589,-0.123783385735318,0.107067879937812,-0.27818020727781,0.240728610008019,-0.33402519255584,0.339786976751193,0.394745533691477,-0.191468520953248,0.322786547559411,-0.199794615697082,-0.0250099423864197,0.0907006138444207,-0.332347310345106,-0.128975323142119,-0.352101999014885,0.0137396392350711,0.354761284028125,-0.0857302835220562,-0.0174119852057352,-0.0398892751985934,-0.004400483533813,-0.329877974261383,0.0439731771832113,-0.31366899894259,-0.419945425007414,-0.0825644680301044,-0.254689856327527,0.0176652504450914,-0.407535428278962,0.0764861022855568,-0.0996282135317249,-0.274001330828433,0.12561955872065,-0.149774730924242,-0.209798592651649,0.308350428916111,0.0897192110419156,0.302050456087127
stable,0.0581728108135126,-0.386778797059423,-0.0141440751511784,0.0215064047179567,-0.0786814325544977,0.108439138190879,-0.0641362910606111,0.368124377115062,-0.144594038691802,0.0472967705176293,-0.0005840307210599,-0.048019340985144,0.0108567960049106,-0.326038931869999,0.244130394482051,-0.174350068830212,-0.0483036011836402,0.313819668787048,0.0895610153318038,-0.0159837240511466,0.0266875710270584,-0.102830241185657,0.0277932082019437,0.0323712909844951,0.0288931965551007,-0.0735746104839047,0.140043003233627,0.134013795594724,0.157574552309694,-0.141329306961076,-0.024997232931925,0.0054103744314324,0.16244173029917,-0.239743366339479,0.05725104757302,-0.0638784079873038,0.169301506217614,-0.328348964857273,-0.0009796875988927,0.0774682762812927,0.0577975950109168,-0.138820224814936,0.0596222123005234,-0.138198615067971,0.0665839542382993,0.11967813921849,0.131347216639379,-0.388506379080866,-0.0371043812649803,-0.0571666982180603,0.0105936949522102,-0.102446504279098,0.153110499131861,-0.0186892224307716,-0.0401445483963208,-0.317350756823673,-0.0634409115315852
stable,-0.0724828696997504,0.0053310496641831,0.0438962596470233,0.144947930340606,0.0621953747136433,0.0132738899310354,-0.0714573135496311,0.166616642171122,-0.0024680899205566,-0.0924769158887233,-0.106940328132801,-0.0121169152083858,0.125523774036251,-0.0198736815150667,-0.0560524776060723,-0.0238064130033087,-0.0125959174820942,-0.132927429692442,0.0916540145467114,-0.032578295666964,0.0097108499412196,-0.0315281752976801,-0.163758595271328,0.0755601522555875,0.0599790680395232,-0.0063553776033442,0.0681337746966695,0.0570209219466341,0.132053557595663,-0.0576116914175412,-0.0039456277033033,-0.113610741846931,0.0191158753538408,0.0618164716330304,-0.068255367581534,-0.0142871639715724,0.127783068093909,0.0866330881494805,-0.0620750100397371,-0.0731448754062346,0.153401092260602,0.0393021365577762,-0.115477622503435,0.0409903125198588,-0.0969568153588553,-0.0146863325329961,0.0044946380016307,0.0170795015851009,0.0235466463856437,0.0641807777276168,0.0233083734597477,-0.123546354393506,0.0435585016335109,-0.0273749799424364,0.0055687084845999,0.0074300621917925,-0.0551552695010877
stable,-0.0469487369488543,0.193167915967433,0.173342958103819,0.0678660904498519,0.0698485862362134,-0.0032690950926124,-0.0524673578725217,0.005931303720012,0.0886296993796623,-0.0523945314966962,-0.169013834651968,0.0387193564805701,0.325550083579163,0.0299559159228987,0.070164167198124,-0.323025435883878,0.0129145439797262,-0.15830026558608,-0.145571833455686,0.160549791417135,0.118464238009519,0.0549839137482704,0.0853686961065861,-0.215816918849171,0.104036523776529,0.105177470331129,-0.0054215190892334,-0.0997559512418951,-0.0298183549907839,0.0093379597447393,-0.0991814320548271,-0.0315419125519879,-0.223196658266158,0.0994484620995207,-0.139486785164486,-0.100508490458759,-0.0655841973406522,-0.140117947088308,0.284241344847019,0.0005907028261403,-0.0277063900918437,0.123505441580552,-0.184671505454456,-0.0538429671936705,0.109627971076022,-0.0200838960887722,-0.247965717866372,0.0989710447468867,0.0151236107131004,0.130156917239283,-0.303176202561655,0.0192342550374744,-0.227177833477953,0.0295675085851626,0.0977491799969251,0.176037534009363,-0.140166498005525
stable,0.0307619378955565,-0.0827628119339325,0.19316802072129,0.0029283747877934,0.105662581012532,-0.0196268079852151,-0.0833521397498543,-0.0726078656843702,-0.0321195835871946,0.0666281365438906,-0.145745395831397,0.0389723458764676,-0.0096131055923614,-0.0101500757717447,0.091640475375846,-0.0351672850815177,0.0377121097411802,0.178840292601554,-0.009643546078721,-0.0211646613561021,-0.0716776044212209,0.0160689239395052,-0.127459186865459,-0.0328635490738232,-0.0450263498036646,0.0799233233663091,0.0217978234723817,0.193711078997945,-0.0304757973237763,0.0260704501378151,-0.138992478337384,0.0146613558502373,0.0491029397369422,0.0005235763653851,0.0154662023095851,-0.0870610086079079,-0.0117902091767999,0.0302627139192591,-0.0019238387379266,0.0477221592756708,0.0247018458710875,0.136476876544627,0.120964404695775,0.0668631370985867,0.114553638268443,-0.0887413234549578,0.0854135694861264,-0.0073385924515721,-0.0086962381432102,-0.0924209694461061,0.0125633975303338,-0.0504557149507627,0.152548235723041,-0.136265010759564,-0.102253246540257,-0.207613857928101,-0.0075236706086385
stable,-0.0353858180041964,-0.127490872035022,0.0305169078541545,-0.0023611211469386,-0.0211488571144705,0.0597859359768839,0.0810955262561229,0.109058562714512,-0.0650779620716028,0.0441301833492117,-0.0368862718134773,0.0732402364707481,0.0604917923849748,-0.0203256664214479,0.0789065663371933,-0.0365136336704015,0.0128524533415014,-0.0388014208892578,0.0161013082916677,0.0606299470280372,0.0070460718660308,0.118512347062231,-0.100341633974766,-0.19754184604732,-0.0309675066715638,-0.0734040695555049,0.0797049114028467,-0.0517380347450695,0.0306601056506307,-0.0894942736561696,0.0326978172346069,-0.150832159128111,0.0777118941876576,0.0561974778518757,0.0639491285212225,0.0063867605252275,-0.0410238784510465,0.0073785035841833,-0.094747342547453,-0.0275993742030403,0.114910147500857,0.0048200054421662,-0.0312683377128202,-0.0518943725008993,0.0271758418512007,0.0650732890578891,-0.0305402266552608,-0.036044157728287,-0.0432298185287182,0.026561086076797,-0.0156010182195199,-0.0213673783399171,-0.0831461927296026,0.0330442679939006,-0.135279860546617,-0.0600745986754995,0.0414607358320896
