group,ASCL1,ATF2,CLOCK,ETS2,ETV5,FOSL1,FOXO3,GLI2,GMEB2,GTF2I,HES1,HINFP,HNF1B,JUNB,JUND,MECOM,NFE2,NRF1,ONECUT1,RELA,RFX2,RUNX1,SP1,SP4,SPIB,SREBF1,STAT5A,TBP,TCF21,TEAD4,TP73,ZKSCAN1
progressive,-0.0425943241529482,0.0691276300338618,-0.0992119892775588,0.0860975897533657,-0.0399842655884265,0.0109027183195194,-0.136773937356105,-0.197842439190742,-0.0467704178561828,0.0133570891801924,0.212710614908289,0.105837874791353,-0.121033452591994,0.0845292650895961,0.187908189970163,0.181328094957501,-0.0200928718967036,-0.0746453854202628,-0.113816869613597,0.0316755791580326,-0.108931023142817,-0.190584644761326,0.0925677875633115,0.241865426979007,0.108583015334214,0.140006746736021,0.0058199726938719,0.0238866149154864,0.121001399241201,-0.0339399194390079,-0.191452374757777,-0.0121711152008747
progressive,0.369009778008995,-0.33954649464189,0.30846596142824,-0.306665172529344,0.313193596444765,-0.359736542609836,0.322005727585352,0.0198440317217089,0.226469889790003,0.326064648595561,-0.28240943366811,-0.283460269963748,0.273008322699688,0.308126715065081,0.287468792955484,-0.0770721100124339,0.323128775967161,-0.270595235486799,0.30363903479323,-0.333437051268109,0.314567882709712,0.0610011597931734,0.259185725871739,-0.138573488944189,-0.306346988024652,-0.0583819672510033,0.28703852927538,-0.180524197754307,0.0299243876256785,-0.25716830071433,-0.308517863865176,-0.249637181894052
progressive,-0.0538476167565746,0.131433882707067,-0.0544823922823379,0.0443455385664165,0.0250277549417361,0.279036490832215,0.0070442032870841,-0.0080497659386784,-0.214100609174777,0.106758864402278,-0.162235537780658,0.0188025925877754,-0.0738874199366256,-0.152530391590551,0.0401600814563777,0.0333588076655276,-0.193186109387543,0.0821583043641363,-0.220015904802891,-0.0474472142396959,0.0769823266765735,0.0773237817579675,0.135177102839442,0.0635918723392634,-0.0591326494811466,0.0843033041265497,-0.0762798618174942,0.0406722640784687,0.148111030228721,0.127819272307994,-0.0278714590447112,0.163567513439576
progressive,-0.158636849507038,0.0217067211291991,-0.317789453655274,0.155229867128534,0.159489618424364,-0.179762323342187,-0.040807380447048,-0.0719723321921002,-0.1373967635294,-0.234134869510933,-0.0534692933315138,0.0394716032149475,0.235785830134877,0.285980490823857,0.188430548833029,-0.433288475817994,0.0272053751081212,-0.0641759776423332,-0.277014819534652,0.250038668711508,0.305992589560544,-0.107739507230181,-0.124977719232588,0.204706837496692,-0.0818971979595145,-0.007382932178647,0.0640395346155609,-0.0923146230535767,-0.275447089157038,0.0296668073110928,0.219111127833039,-0.176049708583714
progressive,0.0402290402372324,-0.168269856476166,0.0190948900665205,-0.226079790641958,0.534780513384039,0.295723612988135,-0.114476646758023,0.498135627269325,-0.129987382702025,0.283982418448851,-0.241343343543028,0.0930644156640124,0.172255683043449,-0.243104522723921,-0.0117102966589179,0.0784806161310065,-0.241096160500096,0.418357300162924,0.286825023442572,-0.221259721304779,-0.235998010239617,0.261396067900911,0.05042534075819,-0.389498679900578,0.213195374529112,-0.199569409287469,-0.0181370557751578,-0.0868539417103383,0.328537161937398,0.0358415412251841,0.0847219879650472,-0.121490465601227
stable,0.12263050453832,0.241963741120337,-0.206290163918338,0.216281994020026,-0.141927093874428,-0.166172875170158,-0.153823588186155,-0.117702236191991,-0.054186809178899,0.0313219863604964,0.077764644357973,0.0567490523759311,-0.154121394636891,0.0436494976383575,0.276941016449204,-0.0357564195623213,0.0887094929728087,-0.166467699295922,-0.137158024875393,0.113051750114445,-0.235850827021399,-0.206433362855467,0.092418369113685,0.247775203704686,-0.36315075303391,-0.0210193790613709,0.121271274428643,-0.214266652416596,0.0329279446884592,0.0502249561388442,-0.161715482799901,0.140628267680049
stable,0.185737359472015,0.0265924267461607,0.019302873344178,-0.0016160573351215,-0.0709851515598336,0.161873356976213,-0.0776156594244743,0.120738841637669,0.0081452202598578,-0.0059344441157166,0.0947690490731958,0.0801705228795481,0.022273433109638,-0.0880899927343495,0.188516152764362,-0.0965538123561821,-0.0053815983656995,-0.105565622880611,0.119110647183996,0.0971448900296362,-0.049043668642577,-0.0318295934010983,0.0933483993467521,-0.0606734556385474,0.0368901649811128,-0.203353173337545,0.215769445615648,-0.0460269878266216,0.0040720032740013,0.0581956628862751,0.0732778532541968,-0.0424180156253569
stable,-0.186157717962635,0.0655261113370815,0.240887911370429,-0.039103261908078,-0.0461541461769841,-0.162234219356018,-0.144036070716339,0.283400830790197,-0.154089370030668,0.0142295308801705,0.0227097563542115,-0.0928991931873759,0.127307189013781,0.21140675087122,-0.0445012208727218,0.173006181846114,0.206839247131906,0.185646668593201,0.0928592674553888,-0.0034895089756647,0.055864084196225,-0.190182231746925,0.0130796697989446,-0.236456155119871,-0.0309504274363305,-0.206024762199371,0.0224542316694947,0.0351665847341588,-0.0353741985404912,-0.119521671276314,0.0349030749030445,0.0021639746736959
stable,-0.0266361700450386,-0.0640652340019523,-0.137518675544929,-0.0475021912852648,0.0869595791035953,-0.152665015754146,0.0474324976928702,-0.0232788614734755,-0.0515155809162672,0.148086867702014,0.0789255901596188,0.0343913846194365,0.0085302553863729,0.0692862453632413,0.180123089543977,0.0345908524873247,0.191755911405573,0.0791911467789156,0.0341029973405621,0.0727384814141005,0.128439282715033,0.0170965591826052,0.013643121518084,0.0197725528078274,0.0281886548963125,-0.133150809883644,-0.0227561595305157,0.0707221736893035,-0.186182827241325,-0.0214199651383975,-0.0371803299288845,-0.134311568681113
stable,0.263066796817844,-0.175116477519601,0.146703182776893,-0.123447133949796,0.0970870856576609,0.110120459126642,0.0660948027001679,0.221686285776484,-0.128032935321693,0.0558120882261219,-0.117219365485729,0.0909054765443207,-0.118915755867776,0.017908184425547,-0.111749870510157,-0.170769828154733,0.104985128629773,0.131106938057327,0.239618211905669,-0.109409988645279,0.0527694975906856,0.152003061542821,0.0726404817073702,-0.126801380102601,-0.0457904868349701,-0.130398704774961,0.110824035382526,-0.166158093537324,0.13297299030614,-0.158821176599268,0.216533833858722,0.0536807224391556
