group,AR,ARNT,ATF1,CTCF,DUX4,E2F4,E2F7,ESR1,ETV1,ETV5,ETV6,FOSL1,FOXK1,FOXP1,GATA4,GMEB2,GTF2I,HOXB13,IRF2,IRF3,JUNB,MECOM,MEIS1,MNT,MXI1,MYC,MYOD1,MZF1,NFATC1,NFE2,NFYB,NR2C2,NR2F2,PAX6,PBX1,PRDM14,RARG,RFX2,RFX5,RUNX3,RXRG,SMAD3,SPIB,TCF12,TFAP4,THAP1,ZBTB7B,ZEB1
progressive,0.0148067453645807,0.063155536085698,0.17951656726811,0.0423548731639115,0.260830755853676,0.0215059648344205,0.0433772163271758,-0.189216191617103,-0.24436069262347,-0.180931765894112,0.0771237303163653,0.211000141895917,0.0293837506924728,0.0746540249219627,-0.0365263684331216,0.0428993570508635,-0.151364223172289,0.193868427360048,-0.0182436563134423,-0.0997163655243229,0.27372376671264,-0.0704291056472593,-0.228175507038757,0.129855960937501,-0.0774683403713982,0.151166646740736,-0.322442438892826,-0.0643616712783132,0.0971501693145111,0.0674815409765444,0.111770825249374,0.012401367180451,-0.0666406924422641,-0.003204873511806,0.125718342876739,0.041438210417524,-0.0597760601460086,0.0440457598339397,-0.0424214977745512,-0.110252243606862,-0.0675941135945219,-0.166380031970256,-0.0227994012409773,0.102144717712121,0.20114888912271,-0.0857320894910874,0.22205752986174,0.217628141954383
progressive,0.151363470986446,0.144428188319129,-0.0666277379671932,-0.0723063931107385,0.0524674144497753,-0.115575687491872,0.156588196861922,-0.212336763371057,0.0175617668328162,-0.113088155102853,0.0908645346869665,0.0179589549423767,0.0360775416773577,-0.0948016145386865,0.0367425480550791,-0.15835095551959,-0.0837106094221964,0.104739639314281,0.127074472400844,0.0512750935723136,-0.146672868549731,-0.146108483159765,0.216477354844628,0.0360419838846923,0.0096301094220875,-0.0408717912969483,-0.0608424094456515,0.127165258254458,-0.0049160539731891,-0.05243261320589,-0.0808690122040833,-0.0030420826448435,0.114263831907152,0.075216836267842,-0.173863231707074,0.244063393013972,0.115645289979643,-0.11418288118768,0.23834464078508,-0.131891418483838,0.0118702503600089,0.103299926985721,0.10985466561664,-0.0645721949316199,-0.080144995021513,0.09705612990343,0.101308690596458,0.0931145107590294
progressive,-0.0833580101448601,-0.0084393256172491,0.104940819328914,0.0256936770465022,0.165418009997621,0.0308909885583116,-0.0010201879035928,0.183914656660032,0.0036500892668769,0.004128184705092,0.0653138601097996,0.142269908819789,-0.065249863082637,0.055354416870887,0.190911413994414,-0.0776261352296921,0.151094722412418,-0.0033135401946215,0.131103556939209,0.0372568104954907,-0.0840175559777364,-0.0638306348920299,-0.0144972089178456,0.109903977011928,0.0819335116108396,0.231688813890053,-0.123905773648915,0.0629949090079059,-0.0965873250186833,-0.12027601284949,-0.0804276992070125,-0.0039678156840844,0.114679661050666,-0.0493552602540398,0.0907809123895259,-0.0256507613929932,0.166076802924296,-0.0280623199577223,0.0618361863631609,0.0292105019156405,-0.0025064247461702,-0.0610441290387478,0.0456215983987504,0.185434774281695,-0.0767203890687901,-0.127966949702037,0.0067904610350584,0.0119169993638879
progressive,0.361534265376951,-0.189864368236035,-0.174452147520618,0.119291543499304,0.155115575607543,0.105683214398387,0.166102667347299,0.163089813576636,-0.101776601923111,0.165319434528295,0.364249654418445,-0.154479710636017,0.33064978519344,0.0029841989114313,-0.398497669268933,-0.0030715280062332,-0.219968344634755,-0.314641270502579,-0.258611469084566,-0.0362483969282921,0.332798899635829,-0.376141420999664,-0.25393117541003,0.128547063031192,-0.189288542017186,0.0180621129358104,-0.0243293400049482,-0.0460388071658413,-0.291291653779939,-0.0702344244943742,-0.0413244005636486,0.174130121483536,0.0716576158362228,0.0199806239872381,0.198816964970329,0.100207407250891,-0.0195467075474415,0.277246679205013,0.12291570093358,0.25631089324338,0.305827854513125,0.195457523854671,-0.107487106012887,0.0198550884134605,-0.283093635005417,-0.32178724658816,0.0060830172597901,0.0344022052834971
progressive,-0.0746173806571535,-0.32646655979698,-0.15510110280524,-0.113974634680977,0.101838446728836,0.101186631007621,-0.211343487892911,0.0928682208511661,-0.0666403977832399,0.110715556074903,-0.123286287841187,0.0223790064283726,0.0532005783886694,-0.385378285457245,0.0847360437579156,-0.311536875896776,0.235119242295315,-0.0666093589393725,0.151873063043033,0.133063523659408,-0.0556836858980588,0.0733758269024588,-0.0585082206899894,-0.408471185294567,0.37423534050886,-0.0454719062656946,-0.117388907506387,-0.31479595450285,0.337919893184039,0.0325597472168694,0.0346083109121157,0.0535730445150778,0.343072341266022,-0.0501277328457999,0.0356946704474736,0.355705150720041,0.331029269845483,-0.493331384427953,0.21997228648804,-0.109815429602749,-0.0180025294430736,-0.431253696693216,-0.19920729994077,-0.0866604520776924,0.261936803396722,0.220406830302183,-0.0339875340347683,0.423276713819302
stable,-0.0718797013604987,-0.423398913124659,0.0044076441978256,0.342727434596365,0.381942645805531,-0.304662330083675,-0.122875981193583,-0.394138953050441,0.0579720042557373,-0.148042048717504,0.136388964600056,-0.156028850741271,0.103058528400058,0.400972899080927,-0.0044723000744275,-0.0262443606917668,0.0658262712128048,-0.134494082879262,0.358401981513781,0.330350811402339,-0.0121609455997888,-0.0729721202257252,-0.387786228764283,0.0143342173229905,0.0293914997058683,0.321279553993748,-0.367891937865207,0.190424971265145,-0.0762844066548424,0.0792418441893538,-0.0032556414345868,-0.396336352223196,0.142534022174049,0.273446908955599,0.0684054908298622,-0.125660639644359,-0.375600681698251,-0.236386198408685,0.316077505224095,0.34187017541136,0.0456450580108899,0.0651680516361956,-0.427704027512302,0.0702854410249019,-0.0295171615305544,0.0302211711194785,0.0467592342422163,0.0806234606375338
stable,-0.157493121759187,0.0753755587629686,-0.0544222886283684,-0.152097575781776,0.0506227024140776,-0.0499531156439286,-0.0829723029530365,0.161365555128889,0.0385992794135593,-0.0878943424202789,-0.0504745798647427,0.0520796455222895,0.0874912548270069,-0.0251759769099008,-0.0448107135315692,0.111970934343108,-0.017639938682675,0.0654628820904722,-0.0448149629489681,-0.0081528108097021,-0.0202078009108984,0.0100753686529134,-0.0749330122938492,-0.0129449395164623,-0.0327344763433782,-0.0013337100036422,-0.0771111422406259,0.0157070608257806,0.0134056977744343,0.0333482136277124,-0.0853015907472902,0.0337458376843286,0.0402650510339482,-0.0011254885510936,-0.0050962655805993,0.170720344002866,-0.0934829333595282,0.0347523425482516,0.153173892502968,-0.020613316742684,0.0697214053838497,-0.0409935225880541,0.114180024330934,-0.0614423261714359,-0.129255136083528,-0.0817891437372428,0.0498584143418948,-0.0938611315080349
stable,-0.0775221774045911,-0.130706089879929,0.0816853016688055,0.0239699885520341,-0.0034666015507784,-0.0536322489345612,-0.0800040399467189,0.0287095454066781,-0.0479479831122685,0.0523512876224952,0.270779209354341,-0.0147470671051592,0.0233215018878007,0.12605459911549,0.0156277280072046,-0.106279758860472,0.000952714975849,0.0705169202292305,0.0532639725573422,-0.108921741566608,0.0095911978240937,-0.070060577761807,-0.0501096053263798,0.0732950050747735,0.0105439127999428,-0.056250213616096,-0.260171248488795,-0.170319818455569,0.0160840704746281,0.0489887641783221,-0.05574583509947,-0.0071333533065672,-0.0756968075348971,0.127263506353752,-0.0004963725084255,0.015131355498779,0.037195914099115,-0.101748358219038,-0.0702767399832181,0.091892962124331,-0.0739354857308065,0.0267560794057775,-0.213416160598387,-0.0275887042586204,0.0150352834003741,-0.0141626285065291,0.140153179556416,-0.0282932329802566
stable,0.136475007739881,-0.102674384286368,0.111877494479791,-0.191248590569967,-0.10462235584107,-0.190124436087625,-0.0166645046438191,0.187724149156444,0.120800772226967,-0.0342794746654125,0.0255371230688288,-0.0251294361428291,0.065510946780526,0.306298323556797,-0.113753095574257,0.112368407435063,0.057102705475368,0.0240378483675934,0.0133535560879937,-0.0478839150155598,0.184715950359275,0.0381175214066279,0.0556070492971445,0.019507457556781,0.0996746287095599,0.270524398887499,0.101556260675712,0.0395456318219639,-0.267034936529756,0.0718879905017095,0.160274033588694,0.121079398498878,-0.0490563164713931,0.0402367697172236,-0.0978340066708751,-0.0944880790592687,0.148135095058338,-0.0634664812788414,-0.0678931410966481,0.0376145467079834,0.0497124753108718,0.0067678442064612,-0.182278272023638,-0.0038597578792864,-0.24966481989863,0.0965337507352906,0.069699990253889,-0.130204107360378
stable,0.0762728247006644,-0.14376407286324,-0.0391143277687281,-0.0264220051438995,0.180645330098816,0.0576225495852736,-0.02962866494761,-0.111419044866877,0.0645681913837912,0.0536576923160539,0.169265089200769,0.0320446239528497,-0.0561409011749848,0.0209061437609586,0.124944093726315,-0.0480399261173768,-0.0175484579073317,-0.170279284747858,-0.0207954035321778,0.070141826296588,-0.0173310518112259,-0.0629434825291288,-0.111426690017024,-0.0031349235744838,0.006964090873424,0.0871906484631536,0.0629749787165621,-0.0708526879222628,0.0806725399414377,0.129502525946495,-0.128362666105068,0.0700039389178829,0.009768716493938,0.113859495820193,0.069549762063921,0.137593521107503,0.0333693407780785,0.0465707754675085,0.174617518332057,0.0167988211788138,-0.120875637805698,0.007378851713752,0.0074693116939384,-0.0851932957629867,-0.0281786958421233,0.0316734908256379,-0.0725389699921837,-0.0951603283673332
