group,AR,ARNT,BATF,E2F6,E2F7,EGR2,ELK4,ETV5,ETV6,ETV7,FOSL1,FOXM1,FOXP3,GTF2B,GTF2I,HOXA6,HOXB13,HSF1,HSF2,JUNB,KLF1,KLF10,KMT2A,MAFK,MECOM,NANOG,NFYB,NR2C2,NR2F2,RFX2,SMAD3,SP4,SPIB,STAT2,TCF12,TFAP4,THAP1,USF1,XBP1,ZBTB7A,ZBTB7B,ZEB1
progressive,0.127350864695868,-0.0633326244069325,-0.0914931540670877,0.0520770970107091,-0.0687741291237665,0.112207895248685,-0.063574875351907,-0.0018900144480561,0.0772871929919761,0.018317370980859,0.289348185295645,-0.0966672685899404,-0.0323267888364629,-0.0851900587252026,-0.220105551985842,0.0828772478165776,0.0730226622059146,0.289935529567894,0.122080763949535,-0.0029481482926148,-0.0081291189742876,0.174790912957961,0.0845684336588528,0.0997936770118762,0.056158796894903,-0.0293854967026681,0.107931937531257,0.220731747824739,-0.0644456075220514,0.234560620164749,-0.232382647046251,0.0557908497048945,0.0528838383651998,-0.0704630295797684,-0.226436071963008,0.280494598872707,0.0808158293980205,0.018993845317769,0.323018781260834,0.108149049227225,0.205451655201155,0.0321371017757753
progressive,0.0618500471369226,0.0772442437018318,-0.0285895439277009,-0.0166538991805298,0.0510614975009961,-0.0215763485551572,-0.0818821714487356,-0.0406865927644778,0.0531387305983873,0.124885475936578,-0.0734463679375737,0.0502860071541927,-0.0541386852372471,0.0816637128902459,-0.0147883681913657,0.0496163678615028,0.0186755792424288,-0.10445171819249,0.050265737803405,-0.0564463883602613,-0.0010810320420105,-0.107155049014212,0.0048714006393102,0.0385740759823821,-0.101265676535342,0.0322808179211496,-0.0171651372503973,-0.0456841138086892,0.0245949803891326,-0.048786075195903,0.0189188114518812,-0.0593922006747402,0.0344931800237921,0.0353272262728711,-0.0519113088006877,0.0121240746378271,-0.0167357273003765,-0.0691402569702315,-0.0208661705608919,0.0722377140572702,0.0309145135347195,0.0316081757616763
progressive,-0.0228375526041696,0.0810503773497441,0.0605828373543435,0.0640901857573112,0.112434088819364,-0.0453455405788651,-0.0978626777530963,-0.0732767059643137,0.141838160362052,0.191276608366641,0.200401569804584,-0.0906715625236383,0.0848880410988817,0.177506212014835,0.170917171575441,0.0139753420097703,-0.0194292988050529,-0.139866027602079,-0.108895210315171,-0.179395765938266,0.0952869687696669,0.0049096871907981,0.131679462033936,0.0708578967703151,-0.140541672628335,0.158732288885251,-0.003595182256381,-0.0737444024658225,0.0467178506988619,-0.0313431727680446,-0.0329744801481064,-0.117583254636135,-0.0457636897784484,0.0424132411649114,0.237038796711697,-0.0842214046729751,-0.133661354110955,-0.198734228023122,-0.101114782479478,-0.0640218705379897,-0.0669669321357727,0.0044074577212806
progressive,0.431861871535208,-0.328672142940641,-0.0029716921166964,0.191205177745792,0.211356326808301,0.125118720031975,-0.0841602809998352,0.201892651318025,0.484572311503418,-0.139982625768214,-0.202253392688123,-0.075030121115876,-0.120105095631704,0.0452342452339468,-0.27144903262573,-0.263474606414274,-0.472748162293329,-0.130327008643281,0.135011201301803,0.50590914257859,-0.189564825477987,0.0437381895141807,-0.431522910776135,0.0340716820837357,-0.446114558874563,0.0199973234971464,0.0756331717836252,0.273397036024261,0.115083303502298,0.467528983376511,0.336306247104834,0.221982542412027,-0.186913036085717,0.185730076649433,0.0275824212865337,-0.383054244805005,-0.489449807084785,0.238970057723183,0.237061531682135,-0.300199439178469,0.0774014851412013,0.107381134928652
progressive,0.263373652064134,-0.350867167676178,0.182193466512093,0.0585445875320298,-0.088417417572045,0.047303780352024,-0.406978813380207,0.167842189400085,0.0502294698920255,-0.45200363556423,0.243694540316124,0.243940914172124,0.15737130052008,-0.47254505580824,0.183517725988093,-0.402882848024205,-0.190262210296097,-0.420652562388214,0.0994734443600506,-0.151858685492077,0.260386369060132,0.0977180306360497,-0.033506844416017,0.119922474408061,-0.0184164457360094,0.518709357076264,-0.0044655261400022,-0.189030341016096,0.467278814636237,-0.381171151964194,-0.537618550524273,-0.204952251460104,0.0047118999960024,-0.414677996380211,0.1971606782641,0.479012369528244,0.0198638921400101,-0.159403884832081,0.100089379000051,0.410889998344209,0.0627945365480319,0.476918191752242
stable,-0.0446985650737617,-0.460901608656411,-0.0734989567437973,0.0054192922720429,-0.134955613404012,0.0695358945442982,0.0125115523242471,-0.0731791836669009,0.127021795571577,-0.140075569756693,-0.101507443958605,0.157348035806913,-0.123576175769424,0.116348832241784,-0.0726864263351225,0.330418098431134,-0.123988789236321,0.0067530881952924,0.0640683177176184,0.14675092123499,0.0265089284803317,-0.293141147879036,-0.0797868046115667,0.0378032191583563,-0.0831903701241979,-0.0181094455295707,0.026439073992685,-0.494862594999306,0.136399288548371,-0.210888857445364,0.252831568583505,0.178943173071078,-0.46812111715368,-0.0504907292731082,0.0629918034242083,-0.0477968475957854,0.0106549333201443,-0.0435425677011644,0.167811530071722,0.0974530517364057,0.0693565384273674,-0.0322093850651528
stable,-0.0153352802145328,0.16812248135581,-0.464436375746185,-0.0054970858267635,-0.12114738429074,0.245672059192206,0.0438461633054811,0.0148778443597609,0.110436617413815,-0.162021725226646,0.145587269556591,-0.0772136011715969,0.421824141126892,0.0721938922606455,-0.0828073709306768,0.122111806515596,-0.0615187775837625,-0.0759990092718723,-0.0067225546688737,-0.0065986783805933,-0.060515077511403,0.0594896235542724,0.0444860900825002,0.17846826638824,0.157422591421271,-0.181701135375069,-0.224216081787469,-0.0719842089824343,0.126170718849153,-0.000426617851346,0.0693121068030402,-0.128581170136716,-0.0154609693265441,0.229384442244357,-0.10703092589797,-0.0639262074984405,-0.148116158661242,0.161295991459696,0.241498334689023,0.0417420792284457,0.100039469042342,-0.0670321788241044
stable,-0.0548364998407905,-0.125578614276285,-0.0385163028105349,-0.126009142190127,0.10369344532267,0.170776072490511,-0.0275218955292831,0.143445522700713,0.323756991208901,-0.0191266012093714,-0.0628491026817318,0.157660916596632,-0.09241201943219,-0.0056925357496836,0.103597772452927,0.141627738175604,0.139969408433399,0.16926125205292,-0.174204350322953,0.0130992104155887,-0.0588946240657051,0.203528084899055,0.166686057309015,-0.0823823135875092,-0.0002551276526468,0.26612205992814,-0.0425983452528851,0.0229375705207843,0.0745849747034887,-0.159255464425675,-0.0111299438467205,0.111363220380367,-0.148994549145783,-0.167371712875504,-0.0816009851512781,-0.256467072823284,0.010962516324671,-0.153841974546074,0.0716031702631782,-0.0595164977190319,0.237460062701091,-0.133910126683035
stable,-0.160756840504701,-0.0238115566128076,0.0550212749623292,-0.0438867892566026,-0.0834353579819817,0.0758221473737394,0.129948386529987,0.0335512281294591,0.008603156251479,0.005134742329119,-0.0980190353645686,0.0974784097098883,0.0644065363275791,0.170476088385509,0.099471516290143,-0.0487199826094444,-0.0171498471568027,-0.0554621852184795,-0.084820561048307,0.141682366017237,-0.0773827534302499,-0.0022165651841892,0.0127071056656744,-0.0613225673152139,0.113544602776643,0.0565206101113092,0.0612841228242144,0.0528107167298586,0.0817209739614733,0.0544181770097747,0.0075519397007118,-0.056196234718501,-0.0901523313937984,0.0409529940372042,0.0154991368245122,0.0043033802112551,-0.0875969741326762,0.042746669820399,-0.0685080829610869,0.002415995981249,-0.0517510904466853,-0.0529656960842003
stable,-0.014405551223499,-0.0388971703898345,0.019034717661988,-0.0323039439827476,-0.0065160561703469,0.0003226207890154,-0.0667899287976117,-0.0032888005142867,0.0415744856102842,-0.0366763622191904,-0.0853444963443466,0.0005985021076086,0.0554857646563168,-0.0196022423428061,-0.0044329153287631,0.0811758457991303,0.0081081592422616,0.0252949367310768,-0.0710078698954565,0.0206680480445577,0.0166851253949663,0.101021260942242,0.0806334675000598,-0.101276733603185,-0.0517790877656338,0.0200150165547898,-0.0621523802318736,0.0288658140493148,-0.0008436793296477,-0.0051860767951274,0.0987812741000115,-0.080884384657063,0.0107356828046495,0.099624588989344,-0.0044406141304213,-0.130709343452688,-0.0344101812293061,0.0703717848803447,-0.007722080283365,0.0741956293323589,-0.0152378417932973,-0.0307202685931216
