group,ARID3A,ARNT,BCL11A,DUX4,E2F1,E2F2,E2F3,ESR1,ETV6,FOXK1,FOXO3,FOXP1,HNF1B,HOXA6,HSF1,IRF2,IRF3,MEIS1,MYOD1,NANOG,NFIC,NFYB,POU2F2,PPARG,PRDM1,RELA,RFX5,RUNX3,RXRA,RXRG,SPIB,SREBF1,TCF12,TFAP4
progressive,0.0667069839889111,0.0768713306798827,-0.109700233547252,0.0542851746367639,0.0487072357426032,-0.154773392523755,-0.18468765514217,0.121679312735001,0.147869569022673,-0.129424784725694,-0.0276752470474234,0.14620933090618,0.157150761271121,0.0119883027328407,-0.0099429816087726,0.180218847545277,-0.0037401475346542,-0.156060077064036,-0.0860487580460505,-0.114740900939826,-0.128772218910461,0.0693772002929367,5.9953043095568e-05,-0.048564270793683,-0.0180666189482221,0.158626528485781,0.173349612338289,-0.0989086857900498,0.0209720356520843,-0.140725933349209,0.0370371453154236,-0.0724601702398127,-0.051744087964021,0.180931366403606
progressive,-0.0183224224334778,-0.0105696322311024,0.080835291988257,0.0334395254356729,-0.0674472942876331,0.0105117414809177,0.0330441925495427,-0.0678487209369406,0.0350581812796548,0.0020010394833602,-0.0340054836907687,-0.0303050460013268,0.0068737648640435,-0.0034985817841923,0.0122576046312266,0.0731030682366051,-0.0375573859027628,0.113131475107781,-0.0575060813841942,0.02567530942734,-0.0133194428648787,-0.0463491627268753,0.0510619268241534,-0.007551696017523,-0.0009948068387013,0.0399872739697286,0.0861315339097657,-0.110959810255455,-0.0959676293983954,0.0116002399284707,0.0625319125647083,-0.0859951859586727,-0.072553867830247,-0.0319869246382736
progressive,0.0502141607417666,0.0053646831464325,0.0432004940185142,0.0784194231977811,-0.0747014533432991,0.0664641030754308,0.0403240430889628,-0.0068214492709751,0.0456902397586416,-0.182166144398779,0.0225598207473974,-0.0132092741318916,-0.0451574795759517,-0.018399145343379,0.0248800518839416,0.229725585366574,0.0124040797648717,0.0991773945204845,-0.265762573860454,0.147236298159551,0.0498887532438169,-0.0233801503468801,-0.0535234793197536,-0.158298639566597,0.133389073979353,-0.0039835931842038,-0.021638085090414,0.064031871218662,0.0063484732565132,0.0583039424931228,-0.0473180340100136,0.0036445639770375,0.0856124424257175,-0.0070552886125251
progressive,-0.109488936286611,-0.148099409912935,-0.113934833253294,0.18397994680533,0.0498244242702035,-0.177413046361159,0.227377046344075,0.272492842894255,0.322945357871663,0.305814491720261,-0.189453504166589,-0.0129353844339962,0.0105708076539321,-0.197112379304331,-0.0403168551336961,-0.237871224194949,0.0216096044622519,-0.197804784310531,0.0071840440366529,0.0876904940953957,-0.0208049915301468,-0.0697495414545279,0.0687164075025902,0.0970803817486361,0.0799454104292137,0.138394792711422,0.224782580154838,0.0442030808601902,-0.0337554282468864,0.228563439902128,-0.159035577520731,0.0278056713951975,0.186334944860012,-0.29346614631326
progressive,0.359651537770044,0.158236627854995,-0.0343228089393747,-0.132894901584111,-0.321780259105007,-0.160937233132933,-0.16737472245825,0.0667928770485362,0.200190216823892,-0.0096405327944995,-0.311888507214885,0.135846725957672,0.183609756512831,0.180155493948026,-0.47546354085185,0.0092951065380191,0.0109594330465158,0.0797306604730763,-0.028890195996546,0.0566185036758395,0.335691516525083,-0.420069730267169,0.25225537439158,0.0351706733870994,-0.0761193859735081,-0.147811035386676,0.246163311322743,0.016737472245825,0.301808341003047,-0.145141832495691,-0.0250277024013556,-0.149914995312511,-0.053855093623996,0.0466011422379067
stable,-0.0131873100907291,-0.328150062451137,-0.152460689700933,0.297129228988239,-0.0351799837179334,-0.306304823345431,-0.0820478117190383,-0.340891207937526,0.0982178465909644,0.117185228664357,-0.134977138607083,0.301756995079307,-0.116048938938046,0.275737590563612,-0.0481457845227255,0.304987446083662,0.303605336820537,-0.34940318011292,-0.307574867118727,-0.0580364339258274,0.0935432236830085,0.0013378264728014,-0.0981527809194981,-0.0082328332947301,-0.165065459446614,0.110865802782322,0.340969048407492,0.323530161441235,0.0091958528995903,0.0710727821253229,-0.3218953209033,-0.0780121670718927,0.0758055112995919,-0.001985813826584
stable,0.193588270403814,0.12303530029225,-0.0619099061735443,0.0722898859061301,0.0674576579574525,-0.057184518387977,0.0212862235828925,0.0885711057337151,0.0894575738299223,-0.13733784029903,-0.0780061398901438,0.0262936693990711,-0.0685889426559869,-0.007292604276305,-0.0512661838668803,0.0498656619573077,-0.166276872136714,0.0930370245517285,-0.0702648069287753,0.015434435220533,-0.0524499728741432,-0.220033958092111,0.0392194975897726,-0.201727048771953,-0.0952812784922641,0.104771737552554,0.140289681376966,-0.152546384888987,-0.121414992904279,-0.0696249869805486,0.140121789692078,-0.132740660709196,-0.0064848926431906,-0.001946322514262
stable,-0.0640591287579684,-0.159182613738752,-0.0429053198792496,0.0104436330203068,-0.0248611774450923,0.220366310667463,-0.0233023056949614,-0.0496173531660825,0.11968581136497,-0.0173091303654427,0.0251196432274974,-0.0091674582196815,0.0487127229276646,0.210657689715871,-0.0526947113878434,-0.0234396156418641,-0.0633645019677547,0.0505139063488002,-0.0536397269047621,0.0198857111337938,-0.030200111262898,-0.0133432960166642,0.11564728351489,-0.0045231511920895,0.118336943063043,0.304303073503526,-0.0292631728016794,-0.0196757076855896,-0.177323680841311,0.0413464481291187,-0.0165095018511269,-0.0231407645809582,-0.0638814335325649,-0.0215899698865275
stable,-0.0505733446710015,-0.155263188494188,-0.0615388073584035,-0.0653864232482751,0.0734273582211499,0.0059594378521245,-0.0004245477810387,0.234216945830803,-0.105765769199705,0.0217162254969645,-0.0272195777328874,0.0892229616631134,-0.06073459256175,0.0079159966258833,0.168388992890248,0.0175617222110848,-0.0819377217404876,0.22258433663034,0.0609371625029886,-0.134906728890208,-0.174463665140083,0.117683431910294,0.0336666390363765,0.0952964209192884,0.0274815843634713,-0.0557855784284978,-0.102125575225712,0.133988492689504,-0.0611542883681484,-0.208261307491751,-0.179128838756869,0.123638017787778,-0.0040999185711746,-0.156612037444232
stable,-0.0825164342694835,-0.127247963306862,-0.0038483466408867,0.263690871591759,-0.0180190209918379,0.0999943189148515,-0.0452490976899568,-0.0493745948873335,0.12432161062819,-0.0420804856891109,0.0292771978904083,0.0214369350046335,-0.135296837108102,0.100561738763689,0.0500551120484606,-0.0500987030760301,0.144421953586852,-0.0922432634329095,0.0352263834946231,-0.0726625605061718,0.0093923244143789,-0.0287881222115004,0.0277064479170384,0.0320645379996406,0.0097828024364191,-0.0035119086044502,0.142666528637126,0.0163618254537631,0.016020001831027,-0.099340407470657,0.0560077499515853,-0.136117747758233,-0.108408031664893,-0.0748586829194141
stable,0.148659819344796,0.0616875162337854,0.0755327944226621,-0.0713261346103104,0.0462998558843838,0.0526971107823094,0.109674100448726,0.125076703465832,0.179079803405571,0.0481273441447227,-0.0055290859042568,-0.0055254996640075,-0.123595885096253,0.0443695620702335,-0.0345304130931054,-0.0597987630358554,-0.14073213642051,0.0177811768624113,0.0578822164759938,0.0331368599029238,0.0351553154565345,0.02346118371049,0.143174664883593,-0.0198187590306845,-0.0582901513043442,-0.0214080611678035,0.129230466234508,0.0251715214560206,0.111026113022687,-0.0459032774834893,-0.0305311575085011,-0.0610578322166907,0.0261855308864916,0.0289457404649855
stable,0.0356102538514454,-0.0158485997228861,0.0187070808743329,-0.0398958424864271,-0.172037050236451,-0.117242453335852,0.0115147068712486,-0.106737868829998,0.239920025568013,0.0995247143804322,-0.12338190551092,-0.0451780668394184,-0.19250468906998,0.0190591098948616,-0.104046044106956,0.146835598170653,-0.0048810654027016,-0.0999273871380815,0.0049021210868849,0.141403231651361,-0.124419826884191,-0.0693124223355609,-0.0366349638150327,0.0622633095562335,-0.0204831897636773,0.01872400799299,0.0276974451640501,0.0319570238362171,-0.0220246585122862,-0.0655752448213011,0.0972179472021283,-0.0531365649853029,-0.0069328248503411,0.0892436228883935
stable,-0.061883255152306,0.0962414881245975,0.0565715292284127,-0.0094511031256283,0.102261502040161,0.0319250969038698,0.126825427260247,-0.0522499998435451,0.139253652464554,-0.0231030130748692,0.0961016912206073,0.176257142886175,-0.0216992238008654,0.0436011319682627,0.1102787020228,-0.0320697013434852,-0.0220171777368552,0.0956991491404343,0.0320977675584082,0.0851678083398,-0.0974975458351186,-0.265187370894765,-0.105873218821366,-0.0521699632782293,0.0914792345884225,0.215050494401034,-0.0679632742347469,-0.151316749789549,-0.152553477200578,0.13477545528679,0.0473922187939286,-0.160627466197789,0.310549663413726,-0.372611042212367
stable,-0.0450250368759474,0.116897042576103,-0.0029256907797283,0.121215039595802,0.0447945566266085,-0.0914051069932436,-0.0918563765122797,0.0626214597841835,0.0763323057038814,0.0484708191043112,0.0435104752004946,0.176939264102754,-0.0632784762556156,0.009657327448795,0.0114482684090334,0.115513202631533,0.0164541652418807,-0.0191194775026607,-0.0329982382811528,0.124447646895616,-0.0071993595546376,-0.0936205607842212,-0.166464752782732,-0.014075109610521,0.0944608805381643,0.0299364211857411,0.0562423458113738,-0.045769032552022,-0.181298021808804,-0.234177464566608,-0.0683659477083051,-0.0817634608274404,0.075755745662333,-0.190395908171847
stable,-0.115869664261892,0.0441293414358508,0.363042205091111,0.386553739462671,0.157346422332747,-0.0863295313335223,0.355446170909531,-0.251151415876714,0.255250862895345,-0.273457230536912,-0.108514774022584,0.0362921633119975,0.357616466389982,0.434420812003744,-0.0698111712878623,0.354963883024986,0.389688610712213,0.0998335921007772,-0.044249913406987,0.384504015953356,0.0837975199396621,0.0225469586024702,0.399454940374245,-0.306252806685959,0.462996369163025,0.154332123054342,-0.001205719711362,-0.0036171591340861,0.0995924481585048,-0.314572272694357,-0.291181310293934,0.336878087354555,-0.158069854159564,-0.191106574250884
stable,-0.0486754038079679,-0.003662971502426,0.0017813883852204,0.162122108357018,0.0488683529567713,0.052526538158892,-0.0148004427902725,-0.0756882392726786,0.164935432161633,0.0087703622382414,0.056881277500715,0.0753723888202991,-0.117442720890735,-0.0198108825900444,0.0624796383019786,0.0405000399441815,0.0589520215574776,-0.118097718148165,0.032535477448821,0.0885050441349688,-0.0668378482786202,0.0050308552987047,0.0499680451487351,-0.0746965450700698,0.114532786408392,0.0439491477533417,0.049524529776362,-0.0480410488883477,0.117511929432118,-0.0568900107974807,-0.0761870352793844,-0.0158829632792449,0.0164542796749378,0.066898935988205
