group,AR,ARNT,ARNTL,ATF1,ATF3,BCL11A,BCL6,CLOCK,E2F6,E2F7,ESRRA,ETV6,ETV7,FOS,FOXK1,GATA2,GTF2B,GTF2I,HNF1B,HOXB13,HSF1,JUNB,KLF1,KLF10,MAF,MAX,MYC,PBX3,PRDM14,RELA,SMAD3,SP4,SPDEF,SPI1,SPIB,TCF12,TFAP4,THAP1,TP73
progressive,0.103610434686994,-0.0202172852355209,0.0786821253944379,0.0161641998180812,-0.0039980661583794,-0.102248708025253,-0.0125214663744659,-0.0696520895011715,-0.0108617187261479,0.0050801115865647,-0.0209944322697472,0.170552825679448,0.0543200559763769,-0.10431422270914,-0.0218265985630337,0.0260791287945669,-0.0735447020796854,-0.0129111861261428,-0.120544904131919,0.155399604746599,0.152334573523116,0.0527199125253741,-0.0056486439301874,0.179967996386136,0.0069163793577011,0.0172806322831791,0.063586216189777,-0.0404827123227195,0.0239906894194043,0.0263909045959084,-0.100419317661499,0.095761020394396,0.0245683916395371,-0.154902138945929,0.0902499246118592,-0.116342808221191,0.237050477661164,-0.0037619418382458,0.0231012113979299
progressive,0.121832768459511,-0.0428336718164892,-0.0082243718514742,-0.0625450881387057,-0.095945740132498,0.0571727343997865,-0.107353812582719,-0.0921468098881637,-0.0195970949210803,0.109302541203402,-0.0467830249570554,0.0996423828073948,0.104289698186477,0.179773411744561,-0.0186464222168952,0.0511257339712678,0.0734687988630597,-0.0560047006105465,0.041078236617464,0.0608317713506253,-0.0599683439262547,-0.103546609079091,-0.104021945431184,-0.160053722163052,-0.0751399972401952,0.124987136593493,-0.0594042580653855,-0.122599925230294,0.156468392431367,0.0715020194948288,0.0775610537550461,-0.0090584668110796,-0.0701594951459599,0.0391069445623461,0.121935056028949,-0.126600422155579,-0.0095210172169924,0.111181323177337,0.0721947169319763
progressive,-0.0906710501224135,-0.0238189214856498,-0.0007311211901175,0.0422780408653296,0.0496952014692871,-0.0858575225336229,0.0906522648914238,-0.0985232766760915,-0.0570868141590987,-0.0138860427475569,-0.0527684652591956,0.0974397445526079,0.165995317935514,0.132949842396983,-0.0303682044178849,-0.198314180739365,0.107893349893734,0.107178759706887,0.0057445236366381,-0.145520918975263,-0.122170876855116,-0.10375759343905,0.0780030417522261,0.112602431598222,0.0200032653670299,-0.115744073628933,0.150786794926285,-0.0588826822417102,-0.0692386043816902,-0.117216835738522,-0.0812461240302811,-0.0712230761834379,0.11440581377323,0.209607861610349,0.0599173727646207,0.119931677321148,-0.129292733627916,-0.164025874318558,0.135403193564232
progressive,0.536800373737416,-0.332117352607226,-0.0203585576143755,-0.116397248275983,-0.336036020933481,-0.269816244915722,-0.3729011859555,-0.237216954760333,0.220872377071531,0.226769441880778,-0.28855042055886,0.407796124060182,-0.113889191619638,0.0407960876967575,0.354997582820707,-0.0500099961622791,0.0137983963927288,-0.271350761664746,0.255994701420302,-0.40476929998469,-0.0688571841303225,0.497813844833429,-0.203454863093261,0.0199364633888233,0.0229837113784549,-0.0555938942880518,0.008379251174349,-0.0624059504507539,0.203863341376054,0.273512973374994,0.392712382670933,0.197715743220027,-0.0228448287623055,0.0877969605091323,-0.146816625995537,-0.0572645704646729,-0.237167937366398,-0.449874833564908,0.200173420888162
progressive,0.050516356563631,-0.101310106177337,-0.0707352277690867,-0.373463509750773,-0.211157754006977,-0.334412732590236,0.0636154728171656,0.230236231562125,0.0793652337714154,-0.134720557986352,0.208137251906162,0.0646017592174317,-0.487133017381445,0.140854026538007,0.0655572241676895,-0.0695331912187624,-0.416767647012458,-0.0090615063024451,0.246325028466467,-0.152350427391109,-0.468794254626496,0.0029588592007984,0.23803405841423,-0.0636771157171822,0.0323625225087325,-0.142333456138406,0.0296810563580089,-0.0759748742705006,0.172723405846607,-0.189921774951247,-0.385114017853917,-0.235290949363489,0.125905623283974,-0.0242564811565452,0.142734134988514,0.301125566581254,0.525413258291774,-0.0913547778246506,0.224503441860579
stable,-0.0158778280510225,-0.466174424868129,0.011287069661637,0.035938034724601,-0.0271160568366173,-0.130856159913191,0.122412746140964,-0.132762563177466,-0.0441228568818131,-0.0756355864172645,-0.0823054422149932,0.201486219106153,-0.156833353531708,0.0388183685974736,0.0410670366054865,0.0608902325162555,0.0757674851784367,0.0557002268667475,-0.0728910793992767,-0.0828164730090859,0.0365050053592769,0.002561779670702,-0.0129707547450454,-0.228206721638545,0.0470826518311149,-0.194414845873984,0.309549307629625,0.0285163512555483,-0.0536656636292917,0.0594203682448226,0.262079478272443,0.282903344224913,0.0385839607883292,0.0451856665264641,-0.485266190799022,0.0183668669983943,-0.0999813906578253,0.0743956339441001,-0.227490720074938
stable,-0.0453171293498627,0.151240254866904,0.105603257003369,-0.0713712679246655,0.0674631774290241,0.0515927314959409,0.0616698012997698,-0.0835256656326263,-0.0051421286819105,-0.0036566786903878,0.0361542292186308,-0.0480075385718661,-0.0476543504213532,-0.129447394938256,-0.136691689799034,-0.0079488537270673,-0.0538033379474361,-0.190839128723299,0.0420827013299852,0.0879862562882468,0.018220389047731,0.0176139716572277,0.0195877057813635,0.159183050478182,0.0963076841363527,0.0137900889710567,-0.0442303033772723,0.0208696030823675,0.109284168156914,-0.0032556314251398,-0.0200317656687151,-0.057555734867294,0.0245402154390706,-0.180118081211073,0.088465453247176,-0.136642013249562,-0.15622729578461,-0.0609476738976918,0.0874222457082682
stable,-0.0688661742983904,-0.134496381478687,-0.161462774129467,-0.0311371947140999,-0.0126722070352996,-0.0168989393944884,0.0255441651272716,0.135015734226036,-0.0508646090710701,0.0380725514017671,-0.0063281134753829,0.337882907382566,-0.0497460031537045,0.0231231823204017,-0.0494104213784948,0.0206462692176634,-0.0661255898008445,0.0685146124386469,-0.0448161470750286,0.0085333651410466,0.123733794545176,0.0301863796843391,-0.0381924020357705,0.132802492518105,-0.184969478478679,0.106770934812553,0.023482734222412,0.137964059822521,0.0363227321453165,0.043929252383403,0.097846057600428,0.001709869045116,0.128352038975443,-0.0646314518969347,-0.231719215782297,-0.13090885250085,-0.107713759800047,-0.0626419313724772,-0.124972251096545
stable,-0.0281932763850511,-0.0414669945449313,-0.127011004658714,0.0477257552314937,0.0703431322572908,-0.0425754419811608,0.0403741759771085,-0.0146105875189769,-0.160355796514745,-0.0694210290212952,0.0187029466002405,-0.0285274937248253,-0.14249921324976,-0.105152228860965,0.155629867152686,0.0325381018021154,0.156677001335935,-0.0460522640913295,-0.192809742871593,0.0192211036989552,0.0633642414033732,0.0651038546791043,0.017027051018783,0.105024793472418,-0.0825661095719817,0.0123900859845779,0.21391833298582,0.173030808792583,-0.0835218749860841,-0.0488546404187166,0.10447537863689,-0.0938934325049036,0.0456471157334018,-0.0635277434113203,-0.147550944407066,-0.0092859522748767,-0.171654266152146,0.0947530202672724,-0.212837536624464
stable,0.0643489520777392,-0.0834379981356608,0.030539448487277,-0.152200871121776,0.0710595613979752,0.0754791488542255,-0.0305725795131554,0.0291154541460383,0.093769074567959,0.0362279313856881,0.0953532859805491,0.177412485064066,-0.113686807554542,-0.0046952375915588,-0.0872062067741576,-0.0524570615918161,-0.0896000033653165,0.0275055147781799,-0.235341329796065,-0.157924541454568,0.0755351288634683,0.0624583814961987,0.0476819439544151,-0.0471070635329658,-0.0900700983490565,0.0591485234639926,0.135155026854269,0.0799048598380174,0.158340347253834,-0.0815354546868373,0.0326733150436821,-0.0943519064356192,0.0300145616414291,-0.0070867492843813,-0.0155192579909616,-0.121063099156118,-0.0600771975438569,0.0323301233135482,0.114506309191891
