group,AHR,AR,ARNT,ASCL1,ATF1,BCL6,CDX2,CEBPD,CTCF,E2F8,EGR1,ESR1,ETV1,ETV6,FOXP1,FOXP3,GATA1,GATA3,GATA4,GMEB2,GTF2B,GTF2I,HEY1,HIF1A,HOXA6,HOXB13,IRF1,IRF2,JUNB,KLF10,MAFK,MECOM,MITF,MNT,NFATC1,NR2C2,NR2F2,ONECUT1,PAX5,PBX3,PRDM14,REST,RFX2,RFX5,RXRG,SMAD3,SOX17,SP1,SP4,SPI1,SPIB,TCF12,TCF4,TFAP2A,TFAP4,TFDP1,THAP1,ZEB1,ZNF263
progressive,-0.0441925265190551,0.0367959009182927,-0.141555233880091,-0.0546333258436313,-0.0029655845768056,0.0272773683483116,-0.263368411742646,0.0021265298602191,-0.0826434224155183,-0.0272288279928066,0.0024824924672558,-0.0998844944017954,-0.243778911128127,0.0602108438357061,0.141055961652039,-0.149421082917401,0.181175721199674,0.0541340536155798,-0.155567216502535,0.118246617455688,0.0418903268008178,-0.0541155620515779,0.0626355501654561,-0.0272172707653054,0.196415081382745,0.160737920086568,-0.0587985506350606,-0.0554446432142149,0.0287335790134617,0.150976685739062,0.0624228971794342,0.0063148691066509,-0.0347525830960821,0.22915901833912,0.018093995375865,0.116164005059973,0.026010696214181,0.110942449674935,-0.0748214908427121,-0.0372674358003413,-0.0893651059302112,-0.0912443111219049,0.129466373913845,-0.237665137779997,-0.123865741466767,-0.180701874872126,-0.0772161483809589,-0.0484964380404987,0.313977510970363,-0.0589418602560753,-0.0850635058542678,-0.0166100473647121,-0.0605621835517424,0.0006102216120628,0.174239073253459,-0.163691947435872,0.0381134248534285,0.209479371350092,-0.0791831885016617
progressive,0.0118913237467836,0.0533259840826214,0.0315067771414046,0.0948713248511399,0.0255997776109356,-0.0172274851552759,-0.0261372599860771,-0.0198898802208569,-0.0417583626971712,-0.014698513077036,0.048266523755831,-0.125689002586333,-0.0484446737673377,0.0480603245935764,0.0006125328055209,-0.0913105988764719,0.0486417759077281,0.0859645823609601,-0.0558253908398026,-0.0473651605061226,0.0950191514564327,0.0160274363543605,0.0117912565062777,-0.0011879194384298,0.0986860093528494,0.0172843415419269,-0.0833688987890496,0.0280696190470583,-0.0266732261909079,-0.0987906251042873,0.0353275263243569,-0.126119594954571,-0.0310056828537198,-0.0544123201102346,-0.0447747835302996,-0.0664476800365342,0.0080781554153848,0.0016101728699584,0.0184555831069391,-0.036160661910084,0.108955030867189,-0.0230010616984037,-0.0221201667478898,0.156268641582748,0.0650763039905103,0.0116987701173253,0.0597287713046878,-0.0643113960687645,-0.0435042328099369,-0.0269703955718042,0.0258878499699677,-0.101322629523149,-0.0756068648834448,0.0867158447499096,0.0307797734774262,0.038751038885907,-0.0057841897353027,0.0203629253577938,0.0064422076501445
progressive,0.0227892350329564,-0.126929897011417,-0.0570591074749067,-0.0798121236057513,0.130857384209171,0.172343118336445,-0.110027742692557,-0.0624134685037743,0.0324981644803126,0.0722386002620726,-0.0168342438774008,0.163901850463003,-0.0542332785497222,-0.0105329094704006,0.0959234985618365,-0.0536145389719782,0.0797012032180338,-0.114761855022759,0.178168325092767,-0.0175148574129192,0.0070491038235176,0.0207715403611425,0.0365576997586817,-0.176303806194467,-0.0018705553819846,0.0176891608793324,-0.0427428318547397,0.0805915845616166,-0.143695475886898,0.137363959061471,-0.0533813797896332,-0.12659109936458,0.139197540980883,0.082262935981986,-0.0734972071104592,0.0473690420390671,0.0237482813784596,-0.172395937568692,-0.0633453506726936,-0.0993167569534399,0.0690573733599156,0.0538499618357052,-0.0751119664962789,0.107254732999619,0.0171617231173287,0.0390847227414435,0.049884746614919,0.153645864681666,-0.128032309844447,0.0170560846528358,0.119351846304975,0.217488470697937,-0.0574378968261597,0.151835674136535,-0.0883620481855284,-0.0212371041653718,-0.138365260792772,-0.0422538766762299,-0.234981445857497
progressive,0.067674113572818,0.458000203499951,-0.265034476661674,-0.331149732965912,-0.0961181264023906,-0.349798538182472,-0.260913564251057,0.335603219842082,0.193681514679776,-0.250710508116502,0.140796700180064,0.192264993807977,-0.144424909678751,0.439397931336185,0.0514751367239116,-0.0970282581702617,0.008199397626039,-0.328805288276644,-0.317303412521473,0.110797935939512,0.119819873704635,-0.236673949603289,-0.154712820203694,0.158679078644733,-0.291866256073874,-0.237393843302387,-0.311895998063038,-0.308463501109924,0.395903213166344,0.0680313231839674,-0.124822176879926,-0.448938575778034,-0.042502469249982,-0.0405166027910632,-0.278130793784619,0.120527449830934,0.060420431813845,-0.320202147986662,-0.0183518148502016,0.0940939386058772,0.137702252169303,0.0473583301708945,0.335927582592436,0.155212366211623,0.331293437981892,0.225081744980931,0.107446187519187,-0.161602449255519,0.0556302646145233,0.105802475860219,-0.106588063280908,-0.0182861211286109,0.20403785616471,0.0323979536978127,-0.232139714194331,-0.0487857999962924,-0.378576494096797,0.0389440593304859,-0.0832147845866176
progressive,0.304691135986981,0.0759155751691701,-0.285330326056774,-0.149212296821211,-0.128012054063496,0.0009976584827159,-0.417520075016643,-0.173343161371904,-0.0576147773768486,-0.099609964133675,-0.293654539021936,0.0543723873080216,0.0240996877231082,0.0855803917204813,-0.207450610749757,0.340575664537172,-0.363334748674131,0.0002494146206789,0.004957115585995,-0.323210171572397,-0.133467998890849,0.196226952819202,-0.338081518330382,0.0217926024818275,-0.0855803917204813,-0.124644956684329,0.169601942061719,0.0775055933759988,-0.0441775646877676,-0.0649413318592942,-0.136367443856242,0.0750114471692088,0.0439281500670886,-0.30883765405577,0.372812504259933,0.0159937125510408,0.170319009096171,0.10469178703001,-0.189430404405699,0.0919716413753806,0.151114083303888,-0.0582383139285461,-0.345408072812828,0.439063262877792,-0.0100389384823297,-0.513762941771152,0.310178257641919,0.320840732675947,-0.0629460148938622,0.0485111437220652,-0.111207743995248,-0.160685369372445,-0.0023070852412807,-0.0203272915853384,0.075946751996755,0.0909739828926647,0.199843464819047,0.422820135706072,-0.0247544011023906
stable,-0.0061015239965063,-0.0472536800301237,-0.395429544637473,0.0803439415581375,0.0316537934041388,0.0774323723921828,-0.0458656578714944,-0.104499757208469,0.262002925470768,0.15034497917132,-0.0411490120476722,-0.343222467114627,0.0313959865566372,0.136284026029332,0.31783139844091,-0.0928338544505691,-0.0586994084995628,-0.0669287917109712,0.0339112705850519,-0.0038528118673191,0.117974785697045,-0.0415337216005959,0.199564412595569,0.109642174947105,0.385337445025869,-0.0869212554276753,-0.0087882981673833,0.207180099277716,0.0862549685880587,-0.180223039786413,0.0153902399268248,-0.070414328856517,-0.155460482484819,0.035917181254203,-0.0827608092992392,-0.324413857014721,0.104980024879665,-0.038616007371203,0.0559226496400438,0.0570148513029257,-0.0887013707425844,0.0305453954500243,-0.143624137579772,0.2626528731107,0.0066914977227272,0.30045244449533,0.0010267019556915,0.0807702374706083,0.193965926350285,0.0762905814964389,-0.393405627503363,0.0453384209557242,0.1428217066215,-0.0609817041149823,-0.0697593317846125,0.317444021263547,0.0078325264400603,-0.0115320451744784,-0.328298966192204
stable,-0.0927314676095302,-0.133172260150416,0.0012151533664969,0.108068657110186,-0.0493181290444701,0.171390360101327,0.0027405066878585,0.0183885067732112,-0.230288049956654,0.010689685846179,0.0718979989873473,0.0618714571391661,0.0886695579643353,0.0168906317943081,-0.0602374117076355,0.132793669654321,-0.0138045086213052,-0.112882862708911,0.0189911984178004,0.191075844638578,-0.0845600191922123,-0.153302893835494,-0.0148151009939447,-0.204057834875626,0.0297590448825279,0.0985880183321798,0.058933717015439,-0.153953214607012,0.0946164819021816,0.101339516357022,0.0751947894525318,0.0498731915621313,0.169545036747782,0.0934477364029478,-0.0213115917809604,0.121142241822096,0.0122358005818425,0.0040588564960328,-0.143396646064298,0.0718497592305868,0.0555221281417612,-0.0819520191779869,0.190699086031981,0.207714896941933,0.0433626562889701,-0.0211332878698966,-0.0060562266778477,-0.114798408493183,0.0517496570371289,-0.105986409381666,0.184739338867654,-0.0478062095794216,0.198210443600463,0.0344138760949935,-0.194152197734263,0.008918248702356,-0.185669328102415,-0.193577595061964,0.109539053746631
stable,-0.0459817313025674,-0.0197614734249212,0.0021582770407242,-0.054430302766815,-0.140945921094434,-0.0376856031980734,-0.0165922562089878,0.0151961959670324,-0.0880320285904325,-0.0420904139614846,-0.0256345544428028,0.0210452069807423,0.127611138783342,0.283737209175361,-0.0308898386869454,0.0864434083151039,0.176601620607365,0.0300794818798334,-0.0355674428309686,-0.0311786787370052,-0.0388650334024841,0.062927014239406,-0.0861946849386636,-0.0889707587531267,0.111749006034228,-0.0831458177435885,-0.0387286367121781,0.0813566141001628,0.0749138763168856,0.0246236142675937,0.113088902933116,0.0064427377832771,-0.0396914368790439,0.0129737322485171,0.0571100965645916,-0.108724208843324,-0.0036987573077095,-0.0152122426364801,-0.0842369912660364,0.0114252286468079,0.0283303949100271,0.110048059072765,-0.0981494536772477,0.0893959954934925,0.142237677984979,0.0061218043943219,-0.0824558109573346,0.0663369314970558,-0.0906636823798658,-0.0381670032815064,-0.0556177563059496,0.047297558197284,-0.116563006868557,0.125067741675872,-0.0427403040741191,0.0749620163252289,-0.0362815196213941,-0.0881764486154624,0.163050208258729
stable,0.0685485008408738,-0.06712988066645,0.110446776478334,-0.0417942676792328,-0.0720666304976505,-0.079797082462627,-0.0163558561286517,0.0885555200612439,0.0119197957707772,-0.0429794746450772,0.0916177078546294,-0.0687299100703398,0.0547976812473534,0.183200343258229,-0.0685533384203263,-0.083977960504386,-0.0798817401030444,0.0087064336195033,0.0279829783425571,0.0536040085174674,0.0700904792913346,-0.0166291793677137,-0.046158973740184,0.222002568046136,-0.127414586407717,-0.144808103328914,-0.0169012932119127,0.162451964986774,0.103865249633309,-0.105626128553992,-0.0469934561957275,0.130411466878495,-0.0360943896894121,-0.154357485168003,0.0239569028432758,0.0473441807060284,-0.097110779322859,0.0178168051232843,-0.164164468112933,0.0235021703747477,-0.0200638607789361,-0.123332878744733,0.0810415497767635,0.0430399443882325,0.128662681906443,-0.0014053168309297,-0.0464020621076684,-0.0586375099377164,-0.0354751795195016,0.0558292950655832,0.0607249254714382,-0.0196272692333546,0.0787243492190515,-0.0527284066365783,0.0244624298960542,0.0276189504887621,-0.0993965356141302,0.0274314942849806,-0.0156290098159247
stable,0.0044018038996183,0.0599198183706084,-0.0658803117633738,0.139952357260868,-0.0154661853948299,0.098024332128337,-0.14467221974903,0.010831380808059,-0.0201203108678011,-0.102113689696832,-0.10465112008235,-0.164430632017457,-0.0024735334547271,0.159349054938361,0.0189507532231482,0.0855101481343495,-0.0441666258114853,0.0524348150524261,0.173390002961155,-0.0080444349778983,-0.077904343275306,-0.0329095874795916,0.0389192571279476,-0.131873328696249,0.04186376018486,-0.14925481194095,-0.0903720191360829,-0.0286589465134349,-0.0134445306666377,0.0200570119644404,-0.0719071862008701,-0.0627514322495795,-0.0943189081699063,0.0555288249668401,0.0449425894029738,0.0882221105252093,0.0366141834000423,0.0783536458836809,-0.133468911881616,0.0191641570114406,0.074904637686393,-0.104882188680882,0.0327102143348494,0.109080111228978,-0.14559672415371,0.0270611092246773,-0.0635406904508582,0.119751864715336,0.107181236132378,-0.0366661197822329,0.033765824753031,-0.11287215716054,0.056701050733873,0.0644246669966279,-0.092922008097631,-0.0671563182905679,0.0265254146537214,-0.0915423128144958,-0.02639343460013
