group,BCL11A,CLOCK,E2F3,E2F6,EGR1,ELK3,ETV1,ETV6,GATA1,HIF1A,HNF1B,HOXA1,HOXA4,HOXB13,HSF1,HSF2,JUN,KLF1,MAF,MEF2C,MNT,NANOG,NFYA,PBX3,POU2F2,PPARG,RBPJ,RXRA,RXRG,SPI1,SREBF1,STAT2,TP73,YY1,ZBTB7A,ZNF76
progressive,-0.164883408673251,-0.101568273379925,0.207961203610501,-0.0909966332355595,-0.0198323594559493,-0.211823738207092,-0.219274918583424,0.147129795109286,0.238643773887782,0.0692915297327784,-0.170084955263327,-0.0169600382741209,-0.102188619845438,0.0981224243337546,0.125492578578202,0.299088928929339,-0.0220164472005669,-0.0138746924569654,-0.147092340228349,0.277337006825387,0.186923265174404,0.0278547267665652,0.136565177755095,-0.0303080214679149,0.0397958109951768,-0.10577726562518,-0.0164286471508324,-0.280501944264533,-0.102450804011995,-0.258817909132278,0.0962145663360447,0.0335057319278803,0.15375930903507,-0.0756963143729433,0.208525367754609,-0.062889086022672
progressive,0.0147829361622395,-0.068206669206248,-0.0296779747853778,-0.0230577869917442,0.0798975737928713,0.0791297487182211,0.0439080768938692,0.0963666538190425,0.0792909919838977,-0.0554845755443696,-0.128692089461814,-0.0751892704351165,0.0600324034615225,0.10978209352333,-0.0760937683730544,0.189812501054116,-0.0652966121733239,-0.0914571802917294,-0.0468534538802272,-0.111288566319794,0.0039443174084778,0.0963927598715806,0.103770023188819,-0.135655495063816,0.0754326709837806,-0.0629685665469847,0.0108647248062997,-0.0409005060764645,-0.0043021238932648,0.0704894131531829,0.0215536176705045,-0.0597644325104695,0.0420660645397835,-0.100400806761254,0.0125524043203808,0.0928607645281899
progressive,-0.0986725379131312,-0.024298993948155,0.0801329730295771,0.0377478047304927,-0.191155077900142,-0.136561837004477,0.0010695756524671,0.133012306425236,0.118334168292695,-0.0283536441811919,-0.121269035196833,-0.0749608216347519,0.0765712708924141,-0.071784805739268,-0.0941591720908783,-0.135724281674913,-0.0822652778331798,0.10874982715085,0.0019862461085289,-0.112551156834618,0.117647996714796,0.148637543908647,-0.0040150926697878,0.0680146656726768,0.106188474930468,0.0356253893177023,-0.0436395994875042,0.11004761951437,-0.0009303634587249,0.204254717114569,0.108980326029013,0.0476539314349219,0.0767515620941457,-0.0697628056793408,-0.0650912096040912,0.0116550274334632
progressive,-0.151749868647104,-0.163411190980121,0.1035557884508,0.0577014003149423,0.250551997038585,0.0212525467524713,-0.115853958181811,0.378668362462534,0.0219526662461616,-0.0310404648607223,0.128828864240711,0.267097650063339,0.19948041196841,-0.28335170125575,0.0600892341873318,-0.0747628584676608,0.0648635264517695,0.015643337920902,0.0953125347657594,-0.012409583638651,0.0872068291148428,0.134721422022575,-0.141121532050356,0.0322481366003295,0.0970222568299185,-0.111497811941109,0.216295659140047,0.0395010444396785,0.309411551800849,0.1369937155463,-0.20452292289939,0.0877941592205515,0.35215872984585,0.0363897079077977,-0.0237462926111362,0.1473469560748
progressive,-0.182056303117713,0.0249595869956344,0.0700386889839474,-0.0147416572116168,-0.185978975852135,0.0184428887432888,-0.110467525714519,-0.056657313446364,0.084052753672244,0.0519121448160152,0.200309385115788,-0.0822812240502472,-0.218087950250828,-0.111321656067981,-0.391254970801022,0.0698488822387335,0.219764576500218,0.154502690604155,0.0312232095876947,-0.0113567702553013,-0.35971541663797,0.245736466136993,-0.151718858341017,-0.125019376180921,-0.0408400846785348,-0.131599343348338,-0.0587768221012531,-0.0007908614383914,-0.364080971777891,-0.168643293122594,-0.144949084428386,-0.359335803147542,0.197114304904687,0.0125272451841207,0.249690773328951,0.129005317830414
stable,-0.102191844783223,-0.108426382905972,-0.0436634272914488,-0.0074594862178056,-0.049125812011177,-0.0814135565895201,0.0177316929256207,0.159857704306361,-0.0257231863737466,0.0538039347121061,-0.041855625428099,0.0788537662689494,0.0059316780037829,-0.037851532925033,-0.0020993252304902,0.0004330156782149,0.180467436709102,-0.0458156734442877,0.059746949467714,0.0192354286325769,0.0158456915954275,-0.032089954440121,-0.0930701495403982,0.0422607575209743,-0.0617838984424186,-0.0384995127144473,0.134039964598245,0.013205675665134,0.0103440865385347,0.0527884511975757,-0.0167366638058722,0.0218545559946142,-0.115083757751041,0.0408200252092665,0.0530024022373354,0.0096212841870758
stable,0.126914229604894,0.0390929815169091,-0.0499790244565064,-0.133362677497418,-0.165439302773626,-0.0165552390072556,0.0386159137859049,-0.0859426394063105,0.0973539512207182,0.0330251990677772,0.0138695701485197,0.0131255422364355,0.0103916722338936,0.0933841544539168,-0.0137317643143048,0.0489544411689354,-0.0115756900740542,-0.0216855710056966,0.0160682838621373,0.0579050227957024,0.107723994736237,0.0505271579764555,-0.123778683403968,0.106687052181024,-0.0816206035116952,0.0006136376384548,-0.190361765974918,-0.117574331047385,-0.112006480974396,-0.0553707549655884,-0.0321279162369248,0.0037182856702746,0.254257325796986,-0.0048238221609047,0.0357831696422222,0.046604326426696
stable,0.0183200474960272,0.0917622184482707,0.0113872620598648,0.16008579080746,-0.101375788907061,-0.100063743065171,0.132986374838535,0.0170484968961703,0.0376038817524555,0.0875993075672106,-0.0191218532882937,0.0424552117480878,-0.062467960361122,0.0642902462526366,-0.0226692364904422,0.0785526704968912,0.220537088115305,-0.114650129245695,-0.362464812394872,0.0578919980113185,0.0674569741796687,0.0426981832002898,0.242323528329414,-0.0204177010333707,-0.0028913602812032,-0.236532708718601,0.0515747402540678,-0.0454032653681382,0.143944387332843,0.0543689119543902,-0.0322666088524193,-0.0981847638348089,0.111086547946733,-0.0403332610655241,0.176356779056584,0.0809418897768771
stable,-0.109156019090044,-0.0525162938770461,0.143929763093051,-0.0731857382440469,-0.12687789708773,0.118496059223173,0.259683758717707,0.134997080523338,-0.0321642236116918,-0.0532349455784756,-0.197418851151389,-0.0825500982317086,0.0092950484022446,-0.0784789545830018,-0.0244256458995144,0.0051363532772215,0.0392510292224037,-0.0263420504366595,-0.166100958477421,-0.104690893797913,-0.0055655987097165,-0.0039604883105848,0.161691768850716,0.163099888428136,0.095307077926626,0.0792717818407547,0.0116248904664389,-0.0024769771841146,0.128586366868624,0.0460630204769006,0.0961023371698322,0.0165253411546971,-0.0830133914605489,0.159269511339299,0.023210869165626,0.04733130089076
stable,0.0874687127271032,0.0173313495466068,0.0500009586385411,-0.0204490800337689,-0.0991315974132979,0.0202348316258895,0.059355693137448,0.157377659610679,0.0337382326435879,-0.0778355301118886,-0.124846503058188,0.0469599124352991,-0.0575224244059489,-0.207007541128982,0.0092659397091724,-0.129418195623703,-0.0120513092877343,0.0105919699577654,0.0602008568154098,0.0472128302961066,-0.0211590642819665,0.0111802412845946,0.0791280343656213,0.0660764160011161,-0.0113416523505046,-0.0702853544967205,-0.0823440049018788,-0.114792725849155,-0.0835811936020277,-0.0269186151088887,-0.0152221109104144,0.0694457551052139,0.0788820835525603,-0.0216484409377645,0.004413881920252,0.130066177822828
