group,AHR,ARNT,ATF1,DUX4,E2F2,E2F6,EBF1,ESR1,ETV6,ETV7,FOXK1,FOXP1,GTF2I,HEY1,HOXA6,HOXB13,HSF1,IRF2,JUNB,KLF10,KMT2A,MECOM,NANOG,NFYA,NR2C2,REST,RXRA,SMAD3,SPIB,STAT3,TCF12,TFAP4,USF1,ZBTB7A,ZEB1,ZNF263
progressive,0.0745230322191616,0.02464051401348,-0.0073894097621639,0.0987358707063264,-0.34746463829961,-0.172954727283777,-0.178397870345972,0.0151104395848397,0.246217603272994,0.0234398206909372,-0.114159634072477,0.105201318368857,-0.12236780232887,0.143822476726537,0.187148065873684,0.20579426141405,0.17695475132402,0.0952778739374029,0.167001575438865,0.139630341754687,0.0979171122120972,0.0502095641963933,0.0352111893216576,0.0687162506078542,0.209192795275571,-0.0992390183843444,-0.407003017853436,-0.261421811288737,-0.0489631301758487,0.181544830368484,-0.0963893728988426,0.361394967876007,-0.101850812240238,0.0201464904348195,0.0802314713297655,-0.212641643904895
progressive,0.127516531660807,0.0640486344651824,-0.127080039612149,0.0957405115402325,-0.0867131647989609,-0.072021188028629,-0.224548488694402,-0.130612544969794,0.151209560470684,0.162989586844115,0.049666935175222,-0.0989604855859291,-0.114697488930588,-0.12091355641871,-0.106440201311304,0.12199764940703,-0.0291488037795105,0.178148106750792,-0.164053395348246,-0.199531709471899,-0.105141994323211,-0.181851903308255,0.110187571945913,0.14131749368121,0.0500651120870791,-0.154286791849866,-0.166833872236515,0.142161929245224,0.16793674715464,-0.106715168763643,-0.119945911395179,-0.0779840751029859,-0.186510573176982,0.153866076622244,0.151195286204033,-0.138192931838921
progressive,-0.0425414030301539,-0.0069556384653833,0.0205513988008957,0.0821800533839668,0.133270453685539,-0.0491462170908138,-0.0059565025804109,0.0998782806877757,0.11574576050912,0.0633564835570836,-0.105877603377543,-0.0241685711964914,0.0868729871233825,0.0415843360245487,-0.131959557355256,-0.110026646605139,-0.0784126349906308,0.106969140551125,0.0078969296412258,0.0385771623797782,0.0841392611944992,0.0539202836690093,0.153333552993779,-0.067809023700115,-0.0552785074885808,0.136684793984185,0.109672066050472,-0.121539997411972,-0.0019456856707358,0.117519414512443,0.0605731764489461,-0.0405716779997796,-0.17760053531879,-0.218564355372672,0.15536863503317,-0.114872080032261
progressive,0.138894141922923,-0.280620579440047,-0.0999596092666798,0.295102052345974,-0.191253483359564,0.110390082464554,-0.137802074102467,0.254103211939342,0.49472033947245,-0.0736178985600373,0.370777450253529,0.0798080984500552,-0.217389580299512,-0.0743668228758116,-0.276747959887207,-0.405415880698377,-0.0381311411175038,-0.243717674200414,0.396936695763238,-0.0198410476457218,-0.403647057632575,-0.417412286556506,0.0789570480912208,-0.21086849202998,0.189420661306778,-0.0479107310009417,-0.0404092327180317,0.238778858758026,-0.0905980553195014,0.143416283109626,-0.0119106199819593,-0.402486905783412,0.119646787007524,-0.278985201070511,0.0432796553683084,-0.270486952607334
progressive,0.176492485239707,-0.185055296914514,-0.299113180482164,-0.2562067176656,-0.131891940976689,0.136727773469295,0.321351849651984,0.401189288001255,-0.0163863878093411,-0.46380869855838,-0.0347748718735829,-0.0436764998376798,0.0598164758002639,-0.324462799217291,-0.283158013404648,-0.0221462647272862,-0.427093333391585,0.177416529665046,-0.142641657791463,-0.220014977673164,-0.128164961794489,0.25580629841462,0.403499399064602,-0.306905955135854,-0.194850167823105,0.0310786941722277,0.412154615181942,-0.44609784707272,0.118616502732655,-0.209912091956127,0.134787280176084,0.419362161699584,0.102815343059362,0.456262335751446,0.457124777215096,0.107343160743522
stable,0.0069572109805594,-0.557891349935732,0.0631389305738183,0.454778799626598,-0.270376579920809,-0.0491932442816167,0.102886946518224,-0.535195381880161,0.205284289833524,-0.172554029994222,0.0455310671071696,0.436857395534483,0.0145251154131303,0.0351493728771475,0.476769997874392,-0.109366030477813,0.046731012914045,0.381801711358153,0.0093739626640937,-0.296861010379401,-0.0578560142542062,-0.142665140570728,-0.0068776805673518,-0.113928639278279,-0.513569626825597,-0.0186125724990586,0.0942355582734149,0.249538714345784,-0.566367667371894,0.0495318624898699,0.0162101778497376,-0.117362473490815,-0.116185007776984,0.0567239809973263,0.0109254196737626,-0.41559321105208
stable,-0.0489235768115627,-0.0230576556827474,-0.137303797253156,0.187277978647923,0.0238838651592343,0.0294586621905518,-0.0837894957515967,0.0361784186208367,-0.120837067386864,-0.0819538107141606,-0.11883323722903,-0.126295130575603,-0.210409424635306,-0.103768523150802,0.0397983774178894,0.1811068107939,0.0374897086245143,-0.154083228656303,0.0643136940364593,0.223717082689233,-0.137712063282899,0.017589915077007,-0.0849604632087552,0.100608241661312,0.166329395032899,-0.0732550225071076,0.0126592711148393,-0.10150037854112,0.134482830197274,0.0160566493208619,-0.269659410225829,-0.207304788293573,0.112467311357855,0.152764680589875,-0.194035235069089,0.0202003983131105
stable,-0.130044645599392,-0.246314321685159,-0.0626294502727201,0.070430214710662,0.232499470962751,-0.0053839631856961,0.0588008542295584,-0.105780918175855,0.198863659475224,0.0751202448635351,0.0903229616515897,0.15089454155111,0.195465780486918,0.0734133291276255,0.205085128045361,0.0689546099856934,0.0691061585790686,0.0356857056189696,0.0381663168052681,0.0251730189837881,0.194747918728825,0.077592879808077,0.243171682433064,0.126949863797837,-0.0572135821199976,-0.027183031906448,-0.0587769255042886,-0.0031665679773649,-0.0630761198110889,-0.210644568549703,0.0192785763256705,-0.0848193548395447,-0.126790338962705,0.110215708592517,-0.0660991154368354,0.106450922483408
stable,-0.0646960879926351,-0.111660602158488,0.0860655548635863,-0.225579414105543,0.0964985081230614,-0.0855151237389647,0.0241468606023931,-0.0147390552671585,-0.0046870772620611,-0.0676741847760678,0.129079704167799,0.127355100098297,0.0431739906569963,0.114225274691113,-0.0573914583519151,0.0400540797410191,0.0274266128711533,-0.0143604836421459,0.11571432308283,0.0915999114768662,0.0078802988736756,0.0032737431953473,0.0434924715478799,0.168269679152044,0.152519897736836,-0.110224433612805,0.0766926021541465,0.151857697846734,-0.135088777580698,-0.126031902132777,0.0582074905213868,0.010438962332888,0.0472229043226076,0.0816957566777261,0.0078730879855801,-0.0462362144682096
stable,-0.100450001590272,-0.111887471913653,-0.121411606702079,0.229437069135403,0.0298221985474375,0.0824000991051916,-0.0257373518906987,-0.0485428012632953,0.174244263000492,-0.120349311285911,-0.0872384974659096,-0.0717642863219082,0.010339608507049,-0.0943729805448818,0.102334838407147,-0.126113348009861,0.0867821987909901,-0.0760317071661536,0.0069074052933123,-0.05161364073178,0.08978860835764,-0.113246929162983,-0.0081616224765175,-0.0261885435953382,0.0618450909039726,-0.0717212874560694,-0.0835159721113502,0.0914452730380811,9.50261255653222e-05,-0.0941156713190828,-0.108956344560683,-0.0852604128434771,0.0989222879093982,0.0239316731131618,-0.114763790532012,-0.0197884610817955
