group,AHR,AR,ARNTL,ATF3,BCL11A,DUX4,E2F1,E2F7,EBF1,ELF1,ELK1,ELK4,ETV5,FOSL1,FOXG1,FOXK1,FOXP2,FOXP3,HNF4G,HOXA1,HOXB13,HOXC6,IRF4,JUND,KLF1,KLF10,KLF4,KLF5,KLF9,KMT2A,LHX2,MAF,MAFK,MAX,MEF2C,MITF,MZF1,NFIC,ONECUT1,PAX5,PBX3,PRDM14,RBPJ,SP4,SREBF1,TCF4,TCF7L2,TFAP2A,TFDP1,XBP1,ZBTB7B,ZFP42,ZKSCAN1,ZNF384
progressive,0.0502992715424921,-0.0233427092287462,-0.0446934381203594,-0.0645873103867085,0.0399881212530015,-0.175348489250841,-0.101364689368497,-0.179207509146565,0.0963741303463543,0.0493068174336957,-0.0456670332437155,-0.0317019545251644,0.10701295550787,-0.0183026453698228,-0.146838418011449,-0.046301166629146,0.0413436108315239,-0.169348974507642,-0.0421545472054574,0.078762195318283,0.23451148395028,-0.0389980245173851,-0.108724408436579,0.19824329757538,-0.0474114893969443,-0.0420248916805552,-0.148448503893416,-0.127333512319806,-0.132420723642331,-0.0910535390790063,-0.0616217349262194,-0.0159617738020441,0.0021852849378961,0.0288094576332566,0.0101767800182284,-0.11967440685786,-0.0046369530451367,-0.0949809227969513,0.153245758314795,0.0257212987674055,-0.102922913040503,0.18375959675722,-0.112904031084788,0.0041584062895887,0.0064615598864868,-0.0826165004676467,0.115857819679377,-0.054646267686484,0.0678027674042817,0.0913434959801511,-0.13482760165915,-0.0330362277450665,0.0326048284531194,-0.0883048419510808
progressive,-0.245271580999465,-0.22648016459776,-0.157957104068573,-0.351173684808602,-0.0864759841587966,-0.284638738867054,0.204158989198127,-0.297292357064121,0.142689224083927,-0.14894836261551,-0.332389268810375,0.192354753289675,0.25383307445257,-0.352566765100644,-0.154299782162831,-0.280611951222217,0.384082581556801,-0.353928732488342,0.187582811585778,0.227121868249873,-0.279533889086666,0.263922989331618,-0.271117848461374,0.249981296894672,0.240414078808619,0.213240068153791,-0.187895496274444,-0.155642303985313,0.265053165581946,0.287833256320666,0.297530370782359,0.278705508008484,-0.217213963861243,-0.280138257253566,0.251646615099733,-0.218140350588112,-0.202688904467831,0.304718229508638,0.194756669505101,0.239729594913031,0.191288358493254,-0.0499665465552851,-0.258007648393045,-0.302030074573239,-0.0427872438777017,-0.0206729692919623,0.0025147004936757,0.285599349788703,-0.235148219748246,0.169801786752673,-0.252198091329246,0.263541856253393,-0.169870235142232,0.227644565042867
progressive,-0.159657480818892,-0.0491669686177215,0.0686449070923319,-0.147138149466389,-0.142718837051707,0.354473834368744,-0.105676095696434,0.131390979436659,0.233043636991876,0.0705849991056788,0.174079935380994,-0.172897703844476,-0.110600648429002,0.240549074336087,-0.0955705191552966,-0.0839546129443803,0.0642071102757757,0.19500119756859,-0.01264333088174,-0.0965833103413034,-0.0187354816660092,-0.137557067828424,0.0498208543340103,-0.202666062878963,0.228072873254623,0.0176164051692275,0.0024545745321701,0.17408301611464,0.0168169547881818,0.238540435999124,-0.0556950432128499,-0.0873796185749296,0.149159110737935,-0.273710861481255,-0.247811133722291,0.176750931451771,0.146407245408959,-0.161784727401212,-0.322190826495997,-0.211384539096147,0.0538250378899415,0.209510682856182,-0.321579300867336,-0.158008518135059,0.18564654985358,0.0739607129978977,0.0678670218468057,0.160426894046893,-0.116756724436419,-0.0683761130817491,-0.0276133858493557,0.121468706547438,-0.0673371356597542,-0.0794582821885569
progressive,0.260385620896438,0.463242395183563,-0.0572936292462638,0.0177925133907168,-0.202722364365382,0.288495495884274,0.0553768877580759,0.209134837715199,-0.0233215215257451,0.0561385439812857,0.0247104240504218,-0.198352641805386,0.0736328353581354,-0.0143174568723221,0.0789728295407128,0.28598931088511,-0.0473850978277792,-0.100223598209606,-0.0457847796970277,-0.073502625746447,-0.267540149022545,0.0265025563403271,0.0957082649010557,0.125225243757138,-0.341142182106948,-0.0337270896340082,0.0288547299708279,0.170606793688937,0.0429215683432336,-0.219457799725724,-0.157863052983688,-0.0694437261304816,-0.0078279778381726,0.0005320392735656,-0.0207579322891695,0.0395781215398789,0.159347162536266,-0.0961184951830418,-0.212334073873351,-0.154043571040827,-0.0355192219239135,0.244565853127969,0.348211303928613,0.0093806924549734,0.257834632590026,0.0664475049582961,-0.0337606921144439,-0.0785247964682365,0.136578681834359,0.100139592008517,0.100743036553009,0.0737168415592247,0.109846508544387,0.15910634475981
progressive,0.372349586333765,-0.0929670560724741,0.282527428947899,0.281372160042614,0.003337443504155,0.109172911549381,-0.374499670129711,-0.0631547001555502,-0.417469255245708,-0.103300294614185,0.239269026605581,0.179002498713241,-0.0787508303768904,-0.0846876289179355,-0.132310380457995,0.392310065752846,0.0409157737288245,0.224763983683676,-0.0212441115360642,0.372702585165935,-0.0542334569425203,0.0283361789823937,-0.380276014656133,0.414067630135704,-0.381591737576041,-0.0652406023456472,-0.105739195636452,-0.361695439762808,-0.367182967062909,-0.402643304294557,-0.0489384744599665,0.449977238608295,0.13712400089668,0.0213082931419133,0.457069306054625,0.074835752420093,-0.0173611243821914,-0.474622975254364,-0.276398085589306,-0.464674826347748,0.2898441320147,0.033663252267872,-0.136193367611867,0.103910019869752,0.36859496239159,-0.126501945128648,-0.0413650449697684,-0.378093840057263,-0.225983434194809,0.348185211731565,0.0749320248288668,0.117965791550713,-0.0988396730076701,0.327294099027671
stable,-0.21550739711825,-0.253923355195102,-0.276129445482767,-0.257862620951515,-0.299970653314445,0.0177281496862737,-0.253900724648808,-0.282576534368225,0.304728059355831,-0.279435782834154,0.310388312737699,-0.174423845224705,-0.223351037853063,-0.263236333818956,-0.211688116870669,0.240440637842298,0.215035644723876,-0.156560639151876,0.257833981437896,0.275078748470458,-0.280586257779694,0.184534029666726,-0.0765269610619936,0.310913564325025,-0.0730121028525691,-0.316635458081381,0.246086837994133,-0.276008200029174,-0.0527385739914728,-0.263889663637236,-0.0050213644689318,0.250692129935269,-0.165930412208828,0.101078632360947,-0.255973963753945,0.0482318969576358,-0.0514042924889871,-0.115083160682689,-0.21875868457544,0.271127028644672,0.274692139266317,-0.316802546140529,0.163496974280128,0.153817690946559,0.312032152976215,0.0906647043125635,-0.356277439330053,-0.272096653057516,0.440762453803091,-0.0794377242176669,0.314202165530923,0.232949297046582,0.332138448399922,-0.295953707117541
stable,0.244371926529018,0.13750045090662,0.390285947502022,0.26216634944198,-0.360945242263916,0.212591718069903,0.0128117128927228,-0.340240329045524,0.0258333020747024,0.27689966494781,-0.384637806188198,0.196938033307361,-0.363253881445741,0.121921457411725,0.290745944489928,0.0749425019111921,-0.18102076861684,0.244536741144405,-0.119125781782183,0.111980111416191,-0.326702691105255,-0.165294244436262,0.330689106034727,0.101514074697516,-0.363089684113558,-0.249883030971621,0.406619878355037,-0.299918772896859,-0.287902120770498,0.221781213123334,0.379712503505903,0.0892011266333797,0.212155916128093,-0.470496961556765,-0.274338556935673,-0.195175072477603,-0.417984679418295,-0.24271081742787,-0.226872564987423,0.267536096030936,-0.356869321269907,0.43567107777061,0.360336601025071,-0.425120473253028,0.0102697406599002,-0.250071302348749,0.22703737960281,-0.344386620324754,0.212794804243919,0.153386234153751,0.361091538383192,-0.390298293166096,-0.350527353635128,-0.265704616765568
stable,0.114643830985719,0.0126734499206666,-0.102643452887264,0.0114175963987353,0.0255767292440396,0.238858414955569,-0.0402693946313409,-0.173824902182614,0.310228652688856,0.372405714313888,0.202110335101408,-0.122663235501581,-0.335747924582219,-0.0475172290095459,-0.0975215404840931,0.112123915748903,-0.0076336194470336,0.259091610586685,0.287442709049108,-0.0657312091740272,-0.0302143582629364,-0.0514735780132773,-0.127588151273861,-0.197349583188204,-0.0444966140025477,-0.172331011065023,0.12721878259094,0.0737670300757971,0.192063506925957,0.175811284877434,-0.199180010216901,-0.274186477428722,-0.0194452091075513,-0.067873547534969,0.0045801716682201,-0.411394630844436,-0.0143643376691493,-0.10168309431167,-0.169507392688916,-0.123672843234899,0.0535174180587734,-0.0411887122421664,0.155701212140625,0.025437189963825,-0.354856597778665,-0.211599006156,-0.046901614538011,0.190430076528151,0.0120660436420854,-0.0594519415643706,-0.0816551035043985,0.0903311634565647,0.391842715228486,0.0658543320683343
stable,-0.0162394753378126,0.0644463925566716,0.0997491690231915,0.0983744117302559,0.067520399404479,0.0534681505345262,-0.0995510058097954,0.144543963411386,0.127290140125002,0.0365834062330924,0.136289227053354,0.0122848807104761,0.0050333456202616,-0.0650396436767762,0.0289454528767555,0.162159434562218,-0.0848386257352167,-0.152967138500805,0.0335168305057874,-0.0683824093827521,0.0067449803759706,-0.0486651696498375,-0.0322473474199684,0.103683947329188,-0.0696840939907479,-0.0040834007160439,-0.0388560905867293,0.0664788040140656,0.0218462557568392,-0.0277663817570485,-0.0677594337806381,-0.0634270905277652,-0.0457856104551751,0.102026807457163,-0.0305951616282782,0.0864449862838091,0.248593274165273,-0.100619848642051,-0.0250478301732704,-0.19541865289059,0.0473721546824278,0.0423549098232546,-0.0626938866381996,0.233096910877696,-0.0194435267944112,0.0971074056846044,-0.29187955109149,0.289869432995603,-0.0655164739090107,-0.0391818213687491,0.123870586173835,-0.0590266286702875,-0.138658515973521,0.106546167242679
stable,-0.0495560331803472,-0.145175326857064,0.18006893401811,-0.0968495786990778,-0.19857177695137,0.266892551012703,-0.266464619649061,0.0034998319278509,0.166859582757832,-0.170188251552552,-0.0320984289566971,-0.266703645646635,0.0646996643237263,-0.0395013168224819,-0.173350886931355,0.0629421479072298,0.0351740473893466,0.133329350896985,0.128789221730236,0.127577996666335,-0.115259710229459,0.35564240035238,0.107187982537426,0.0699756020102753,-0.0146028930626308,0.052319068294256,0.213714890416865,-0.173504260769924,-0.0300908270605578,-0.0968716976632163,0.0335755522065184,-0.11750647930805,-0.0638896396199979,-0.098168433701244,-0.222847198908528,0.0376489241683189,0.141702272994309,0.109795149546597,-0.12408903597405,-0.0729295190785371,-0.086685867615798,0.0304321179710527,0.216265724659922,-0.102084949264164,-0.117338892858481,-0.0383206347537427,0.0608743071300323,0.0219819206841215,0.160730464856672,-0.235469362263366,0.164160174962041,0.256008985300778,0.100135892030553,0.0542782437774197
