group,AHR,AR,ATF1,CLOCK,CTCF,E2F6,E2F7,E2F8,EGR1,EGR2,ELK1,ETV7,FOS,FOXK1,FOXM1,FOXP2,FOXP3,GMEB1,GMEB2,GRHL2,GTF2I,HEY1,HNF4A,HSF2,KLF1,MAFF,MAFK,MAX,MNT,NFIC,NKX2-1,PBX1,PBX3,PRDM14,RELA,SMAD3,SP4,TEAD4,THAP1,USF2,XBP1
progressive,-0.0339933281856848,-0.0977535824511741,-0.0317394047347033,-0.0053474511255711,-0.0316424363595824,-0.0438817373656993,0.11088688457426,-0.0195947070213872,0.05127261961577,0.0460008511244396,0.150904077429042,-0.0695074043031442,-0.0861623140007433,0.118466973409932,-0.0050778317410885,-0.05336808255131,-0.02302407638542,-0.0688782924060182,0.0959395643117168,0.126870110892972,-0.0730668531947782,-0.0430303077304912,-0.108611675382398,0.0689137686408185,-0.0419068936284804,0.073362488484781,0.0282911147121103,-0.0429333393553703,0.047408075104853,-0.0731614564875791,-0.0422356400709636,-0.0093941069751297,0.0216097571580465,-0.0175063393328073,0.16535946056902,-0.128064477464584,0.217857192826562,-0.0260844929075293,0.0083014389432793,-0.148188962925656,0.0346957576347315
progressive,-0.0215316553240621,-0.0135502623582099,0.0143904914910189,-0.0159972729483494,0.0810821113160632,0.100917632457851,-0.0265691111417515,-0.0018160549446999,-0.007544034891125,0.0890705584444109,0.0467479348583246,0.0432020425105376,-0.0483288510531712,-0.0712587981430273,0.100031159370904,0.0278937260992582,-0.0830267087773496,0.0437977273434991,-0.191366103976401,0.0227677013524573,0.0475521093828227,0.0205150721288632,0.0229213253356948,0.0437734296726809,0.0085167255196847,-0.0661139622962382,0.0111110897263989,0.0304128459060193,-0.0367780518645468,0.0530637616793828,-0.0447860938887156,-0.0686855964237999,-0.0334720010416101,0.0064522072959731,-0.0158138647234639,0.0195063268919927,-0.072432140504795,-0.014601332570054,-0.0685280534613982,-0.0572406096726094,-0.0098915034104933
progressive,0.0723647087987547,-0.0738059722642544,0.0388538064637398,-0.124844867412479,-0.0813077180669377,-0.15244643686273,-0.151926574352134,0.109841375807112,-0.128083129923416,0.0763579551907193,0.0011290406067129,0.0540122644268905,0.135116923128456,-0.151051739642673,-0.17661966191491,-0.0965509113291724,0.0551565726550601,0.080893202144392,-0.114482732729908,0.0668454636422064,0.0328986707146066,0.227576875288342,0.0345391766401145,-0.0475265788321417,0.187052027656181,-0.100595304253016,0.0024199180008655,-0.030229890483999,0.0585833902909861,0.088085015231507,-0.0879239418251402,0.150095986539492,-0.121549351321079,-0.0116148430230819,-0.188010834283653,-0.0723418073665698,-0.0120087476566613,0.062033109359097,-0.189358201877195,0.0136232986256931,0.0429714839705755
progressive,0.0415221448150624,0.334288547273642,-0.33101623858066,-0.263370644124108,0.112774293871446,0.224038291423054,0.256870042660034,-0.179923333709181,0.268186261078344,0.234934983085853,0.176813333728168,-0.1542799327158,0.0867677615224749,0.416984836021327,0.0790732281771455,-0.0911445947553741,-0.0807458332089511,-0.0648643383921521,-0.0229281688118155,0.13264748260461,-0.205606624131775,0.0603306984375212,0.400975419931536,0.101028920214712,-0.189190060764505,0.0564875582575336,-0.073684028740785,0.0044965015205366,0.0660252583319909,-0.0751338031680244,-0.409293053671115,0.0988184956373178,-0.0990537057199154,-0.0120245996612209,0.141769782416234,0.317559745960468,0.301784164455716,-0.0143313090677489,-0.294168034471252,0.0882065319692419,0.180761011722643
progressive,0.374151055238644,0.118120361896968,-0.063738699284729,0.026832199238533,0.0438509209912841,0.0821593463925918,-0.154016171570875,-0.166111853123117,-0.274125311297187,0.127444795654223,0.2171028125509,-0.147365176862903,-0.309955915140623,0.0049882460309787,0.487152759443693,0.133704555379373,0.44767062909392,0.057250719152933,-0.306467403210462,-0.0305163286601055,0.244652275924607,-0.438117974930019,0.0269952138147087,0.176023139354604,0.129563985144508,0.288894431898713,0.0799749510718364,0.0112806086713638,-0.432640685170513,-0.0293426237116399,0.0075964792497912,0.188673070465845,-0.0078246996564373,0.437139887472965,-0.004205776065335,-0.4163066246377,-0.139931712189287,-0.177033829726894,0.13109632216056,0.0841155213067012,0.078638231547195
stable,0.0655461034639395,0.0496542079294197,0.0704897515732717,-0.0090386139261958,0.12051436064459,-0.091401066909632,0.004517192632937,0.0075072980145883,-0.11074428682368,0.0861720825695238,0.106735025134034,-0.146160939643267,-0.0357190512030564,-0.0285711401453425,0.135890556301739,-0.107983610849715,0.0019977469791831,-0.0316170540091462,0.070677140230085,0.0955886207193531,0.004364075792917,-0.0556733125335879,0.073645364753095,0.12818372452453,-0.017683618249193,0.0016675181103408,0.0325341815942634,-0.177300794252158,0.091882494970209,0.161800541502083,0.0343489160883615,-0.0329976624337076,-0.0459514749426267,0.0475583658648672,0.0973284194189135,0.123574583114831,0.128352084209896,-0.0712702344254358,0.102602542249432,0.228227779767936,0.171349594065481
stable,-0.0651679945965319,-0.135765760137618,-0.104552160685403,-0.0630661070078927,-0.216488102064029,-0.122961055891975,-0.019754962724252,-0.109391052226657,-0.100447602691352,-0.0749032857279171,0.0477974040526575,-0.0283697948373998,-0.123076703946311,0.0212545956911314,0.0511594130639505,-0.0994668060775316,0.0050986256960737,0.104201424782909,0.20471917465476,0.0999382456870099,-0.210705699347237,-0.202590744889716,-0.14559963649565,-0.176411943518886,0.0235075209026463,0.13701261047207,-0.028551798332748,0.0682721653227483,0.139202340025478,0.157518969571214,0.0963929692672065,-0.0840786633284741,0.120636087630218,-0.0513129785131506,-0.147157409467988,-0.0095115785016863,0.117869381718293,-0.141661283082421,-0.100549347700905,-0.120813667429499,0.0325640906659622
stable,0.0372075246202496,-0.192645405373206,0.224795121340846,0.113539646495206,-0.0430321623266425,0.133061156343103,-0.0358043906069449,-0.0932513075935262,0.0851180249698935,-0.0983906938050494,0.115318037279511,-0.0938957703089395,-0.0404543114649896,0.187081815855335,0.0081088093559588,0.0808107298592836,-0.0118205882865033,-0.0003915722827827,-0.120082166720034,0.197221906428229,0.0663062398845404,-0.11231598311151,-0.102347205412333,0.09127713066783,-0.106891075443791,-0.014259757298004,-0.0909426626762865,0.204188629959405,0.159418865627914,-0.102053526200246,-0.147353544664672,0.107421329576726,-0.0108253420677639,-0.11899718518649,0.246062390949482,-0.0083372265209153,0.0398343220172503,-0.0039973003867402,-0.149099304425412,-0.119551912587099,0.005269910305784
stable,0.0134342537702623,-0.0347552711736056,0.0512541450484125,-0.105936197166105,-0.0187902818584611,0.0355640755984734,-0.0745081927539816,0.0193978056677321,0.16799690209458,-0.0615759132018846,-0.0804656080473173,0.0268218693491058,-0.0297048459712825,-0.0273397987380196,0.0849735574441904,0.0459815747764367,0.0020815361222697,-0.0541813052203543,0.115331338095336,-0.19610991295349,-0.0351627416881065,-0.0597189767909211,-0.0998167755236306,-0.0678377040602692,-0.0410477450526605,0.148753738851026,-0.111779471622548,0.132559240541268,-0.0550244746283728,-0.0192591184143025,0.0144627486231291,0.0778833250277091,-0.116320558681745,-0.0036893264053908,0.0591126803024769,-0.055785413540995,0.0967558373815665,0.038537873961834,0.0232577296680495,-0.0532092671255208,0.0513179657314066
stable,-0.164382138237853,0.100587672716035,-0.075684716170215,0.0704234968608542,-0.130278822642137,0.127656938570732,0.137514388428328,-0.0508161417330171,-0.0959450003099358,-0.0143009235821037,0.139194004092318,-0.0827135636664632,-0.061491951986212,-0.128157583690231,-0.160624604132957,-0.155548537444307,0.174355408981303,-0.189296019497692,-0.0312007467723523,0.026809153616151,0.0747287800469927,-0.11205346748426,-0.101491728270951,-0.0845987625851732,0.145107868654757,0.116925133246548,-0.190778611964268,0.160496912670398,-0.0138366468828669,-0.173525036129597,0.100165581492577,-0.0798257975941297,0.15177530201883,0.17210860675788,-0.0707735606408023,-0.074595555287723,-0.0914028258141837,-0.0650327416566978,-0.0049222221228343,-0.112144790526557,0.0777490614815815
