group,AHR,ASCL1,ATF3,BATF,BHLHE40,CDX2,CEBPA,E2F2,E2F8,EHF,ELF1,ELK3,ESR2,ETV7,FOSL1,FOXK1,FOXP3,GATA2,HOXA1,IRF2,KLF10,KLF3,MAFK,MEIS1,MXI1,MZF1,NR2F2,PAX6,PPARG,REST,RFX2,RFX5,SMAD3,SPDEF,STAT1,TAL1,TCF12,TCF7L2,TFAP4,THAP1,USF1,XBP1,ZBTB33,ZBTB7A,ZEB1,ZFP42
progressive,0.116315817722427,0.0651032405005017,-0.0830012321915382,0.159037178267218,-0.224276578725495,0.0801559585911268,-0.319034518995301,-0.204040391897487,0.0924901726972005,-0.0617720167059606,0.298258387507148,0.0347325271601371,0.26711531854423,-0.0766392755437537,0.295042195401073,-0.0587060700705339,0.142658074381021,0.0909360711101771,0.0434796306544711,0.11069804567145,0.0611639920669288,-0.0693570653882454,0.160396430259494,-0.323020719138451,-0.111442230268257,-0.199695011176066,-0.144857761974739,-0.177963412398007,-0.058037008209051,-0.0244078462239909,0.105122530159093,-0.0409794521194561,-0.212679506459792,0.180353254415514,-0.237669553882547,0.353835126134325,-0.0231401500653918,0.0331267786925782,0.262011667713129,-0.185811390653927,-0.155928975093171,0.0599596807162597,0.148869785558157,-0.148343926410886,0.239172008589035,-0.0623190041225414
progressive,0.0707239812299981,0.0399282189788017,-0.0742209443803527,-0.0724120110088083,-0.0700555460803597,-0.10527622580831,0.0467257732021403,-0.0577634241235306,-0.0614244157149831,0.0601160386190896,-0.006283906475863,0.0554316019655755,-0.0818293997702457,0.0436446568038648,-0.0603039397441031,0.016377431252718,0.0112686768947676,-0.0089807496717542,0.0169449850606483,0.0445533589658156,-0.0968137444034985,0.0082414665569468,0.0514579552234857,0.0191705352708498,-0.0102329104474593,0.0850298795880995,0.122174235587704,0.0539684374675192,-0.0152122902603184,-0.083190912840016,-0.0637138831111523,0.115260398291099,0.067648255437768,-0.0669682689894608,0.113228909898535,0.0588977616528132,-0.0375070667778074,0.0633465518134824,-0.0746745253747502,0.072995736634875,-0.120128115550159,-0.071946878715742,0.0281990303104353,-0.0135281109143978,0.121220868404234,-0.0608691832922996
progressive,-0.0325876736888643,0.0773946777269269,-0.035016611199529,-0.0408227543929429,0.043336997956036,-0.0267503023869721,0.0502102284659884,-0.102505123588198,0.0552767986512946,0.0566249389441376,0.0232976922471656,0.0355619606061254,-0.0511554499933433,0.0482657074673283,-0.0129040637521734,-0.147386770422135,-0.12201126646939,-0.0768805564288088,-0.107875596585281,0.153339914223752,0.0730920537075651,-0.0078268303103136,0.0208596148023122,0.0063004613007896,-0.0272065374352281,-0.020964724045483,-0.0160893308169585,0.0071573301309865,-0.0698816518237609,0.0269879406758801,-0.0418601369233678,0.1014319429822,0.0318701888550461,0.121320439776956,-0.0867021773758207,-0.0900306367428965,0.0777199070518105,0.121502476799549,0.0225893473475362,-0.0491949341098529,-0.0235558953879983,-0.0806066029330959,-0.0637617042231994,-0.0816257055951434,-0.0440704776746845,0.0921320599451304
progressive,0.22015908587957,-0.087112958413683,-0.0790335987644343,0.0034631766318134,-0.171127212166008,-0.370460120205284,-0.0386506587680181,-0.257527856538573,0.0133815260331295,0.0892429714121213,0.0423660555466863,-0.0953170423113764,-0.124830956968332,-0.113626561983053,0.103029158340205,0.209788957533887,-0.0086572486670422,-0.0579205551527184,0.0242408505977115,-0.0378025338785944,0.0044734430442152,-0.0942056106752361,-0.044149612299445,-0.172120848678617,-0.182762598720912,-0.0271039650120078,0.119221137438287,0.140352196774778,0.138147349227273,-0.135788675106687,0.224923552170156,0.10371514170665,0.153118416515581,-0.0402388141982135,-0.0754456978841762,0.0225958763432247,0.146110299577974,0.050765540766943,-0.121427370810775,-0.181943576156125,0.0852642678867366,0.13154389318462,-0.0150763899869942,-0.137724672607544,-0.0276111769556828,-0.0483805359716845
progressive,0.302122763216158,-0.28555504786803,-0.0112355770751676,0.0291998048281191,0.145173812265018,-0.221632866429082,-0.105849292501932,-0.183863553662276,-0.372138816967061,-0.33868599708789,-0.130700865524124,0.103881479567863,-0.0544005059515175,-0.0654773884352279,0.0786807784444643,0.120480933834283,0.326022168689608,0.0751894974324066,0.309708364687811,0.396577784051465,-0.153140280756168,-0.35461893407019,-0.187196140082876,-0.134826924902011,0.0404353819032866,-0.413970711275171,0.345605081275422,-0.0356110663229887,-0.104674952525149,0.0079664684911498,-0.365346688452694,0.373186201270678,-0.47062468042538,0.0253593957148556,0.0498935795541339,0.0259306962441014,-0.0930902473487753,-0.12993913148513,0.254990469553379,0.0368488841363546,0.0186624839553631,-0.0403084262301209,0.319039606665492,0.317516138587503,0.522930417769663,-0.308470546874445
stable,-0.0495917323775195,0.104477203643118,-0.0732043632665156,-0.0795925006079357,0.0260687595564731,-0.0833704094775901,0.0664806361632167,-0.115217863387739,0.106192252342697,0.0801353763447996,-0.0896637198861518,-0.0947425885769026,-0.06072686829826,-0.0401190386714464,-0.104168376041608,0.0799023426595681,-0.0792136276408398,-0.0452952462667871,0.101134590490217,0.244386348242724,-0.286073581881764,0.0681853471329791,-0.0630619392511454,-0.171511053273016,0.0034281651132125,0.0644413015745492,0.1287434785609,0.217810556853708,0.0344736237409786,0.0649454832853205,-0.175616581225017,0.146409740983153,-0.038584079022145,-0.0374591504508379,-0.116349989724199,-0.0444622861021009,0.0834741249258057,-0.082734928936707,0.0417443326887792,-0.0186327918530389,0.0209993107597149,-0.0124677369242222,-0.0008078404473727,0.102864807634482,0.0709240243130844,0.0448531392420694
stable,-0.170333544616392,-0.110699542444684,-0.0675581157356544,-0.220206978153931,-0.0111296530553701,0.100733953885811,-0.040960363680262,0.111416800600716,-0.139558745280476,-0.131518723795572,-0.047430019784453,-0.165914710920108,-0.237738985940033,0.0604808777877351,-0.13309656710667,-0.131943096344884,-0.0159180211448138,0.0541576644869041,-0.182617914755278,-0.14114780548715,0.140315262571026,-0.170557882527922,-0.0182741923767486,-0.124753066280334,0.0471165698691758,0.102535511947573,0.0118668523590937,0.0274327876149778,-0.0762462245205351,0.129548912300162,0.055791592275884,0.146784295514352,0.059775459688145,0.138759853051082,-0.0754759976909474,-0.0553990009307058,0.027974937567843,-0.157793678522707,-0.121824833373997,-0.0435477275932461,-0.132068351678822,-0.0157466519068392,0.003180613056809,-0.0519485592191949,-0.0784528371447829,0.11769389999751
stable,-0.191860151503756,0.0805830552710075,0.164895978082603,-0.271636969031274,-0.0050654532974802,0.0732210459769205,-0.0555082470669214,-0.0016287631181608,-0.0806726372425063,-0.0431215035533082,0.146067476436664,0.107164469359392,-0.0133721452001005,-0.0715027008872608,-0.0509314227048894,-0.145692860919487,-0.0151230655521234,-0.057812946879119,-0.104183832853158,0.0513141820376572,0.0616568278379785,-0.0101797694885052,0.0443837949698828,-0.0147321624037648,-0.0066616411532778,-0.131978675464573,0.050906991258117,-0.0500193153587193,0.0052120419781146,0.0135513091430982,-0.117132499642537,0.0272899260447848,-0.0421849647603657,0.0756641906541617,-0.129682119467966,0.0316631550170467,0.0113036160400362,0.011686375372804,-0.147329767853239,0.028071732341502,-0.0014821744375263,-0.0037787304341331,-0.0462242972934046,-0.113655090385263,-0.0868212180135635,-0.187201888985816
stable,0.117173752727862,-0.114552968373579,0.301560111668535,0.0602169211104033,0.107042660970259,0.128392763363875,-0.0327989206129338,-0.0203966453990538,-0.0166329350320583,-0.0586754989691947,0.136635276843788,0.124102206888346,-0.0405793741647123,0.0024032005786012,0.0809863926419462,0.194973398722599,0.007268276012392,0.234958695836853,-0.0003422666134325,-0.0415523892514705,-0.118733510580504,0.14693383476582,-0.177516579056778,-0.0199052483326257,-0.0526491618112578,-0.0132176031823067,0.136591271136346,-0.0731472648135792,-0.106561042949929,-0.0887900714282077,0.0489380138170395,0.054127020152829,0.11034920093217,-0.132630757466627,-0.0684753255402252,0.109939703376813,-0.0625858950276613,0.154750959740466,-0.0513644396301236,-0.108285822205477,0.0651101113017262,-0.020185173527183,0.0072450507779091,0.0499134736653221,-0.0010280222210598,-0.103063811589106
stable,-0.0053567019976578,0.165061156398659,-0.0037560505167246,0.0457297463393822,0.102059585338749,-0.124504461468365,0.0473223376260735,0.0738414544985908,-0.0304068953311836,0.0164057755938731,-0.0526325060604627,0.11632486388386,0.058792884402589,-0.0889013651004446,0.0575452881740886,-0.0240569149779951,0.158136652897763,-0.0670205151213844,0.0496182745835594,-0.0788666575772534,0.066052026549307,-0.085895943603294,-0.11849061933202,-0.0790154900011619,-0.152203740734998,-0.0403460052017384,-0.0180101760023607,-0.0031393050724361,0.0493500388170441,-0.0874850671319976,0.0620982201040893,0.0181297199297508,0.0190946001590571,0.0406936713708119,-0.0214699675191012,-0.113880094502465,-0.101227885760812,0.113008328261291,0.0152845650855495,0.0237547982787072,0.10657062300333,0.0898748210015315,-0.0187887345322148,-0.0150224681879045,-0.162910068629555,-0.0035976583275524
