group,ARNT,ARNTL,ATF3,BHLHE40,CEBPB,CTCF,DUX4,E2F1,E2F7,EPAS1,ESR1,ETS2,ETV1,ETV6,ETV7,FOSL1,FOXP1,GMEB2,GTF2B,GTF2I,HOXA6,HOXB13,IRF2,KLF1,NANOG,NFIC,NR2C2,PRDM14,RELA,SMAD3,SP4,SPIB,STAT1,STAT5B,TEAD4,TFAP4,THAP1,XBP1,ZEB1,ZNF263
progressive,-0.0167113375093404,0.157375064014517,-0.1382688335609,-0.0395697969659492,0.109359876079847,0.0040029910884157,0.115962510806142,0.0337562576093822,-0.0083418653371239,0.0463495755507546,0.11247484730612,-0.172406985722395,0.0251981387307001,0.0891470716529379,0.163618809884609,0.213683805324899,0.0833496362835082,0.051231384222949,-0.0718076786452426,-0.169588787973367,0.0647081208872822,0.094482092534568,0.012043481809113,0.0210594140364127,-0.0535710634970403,-0.07700466535141,-0.0391925035530181,0.162151046485523,-0.0023695866787748,0.0046931619657288,0.196307603203747,0.0831701918554068,0.0482429443241834,-0.111234840296547,-0.206101127952819,0.0857491303669666,-0.0059009610010267,0.0378880805948964,0.132837188756446,-0.0917536169995903
progressive,0.0571257194011209,0.0023916396668847,-0.13152128439937,-0.0050947064964611,-0.0194929215327507,-0.0223448989231288,-0.0094493955359437,-0.0893478482633087,0.0642295846316464,0.0022737206441179,-0.0526243874743514,0.0507180299396222,0.0102438371572762,0.0269913619548419,0.0856333990461558,-0.0540205184682629,-0.0510339924493434,-0.159211089796754,0.0175888316715363,-0.0342879794341208,0.029584824564539,0.0484805920717401,0.0642817411224855,-0.029154722487909,0.0718247791237,0.0335396471742548,-0.0386101651532254,0.123985805309872,0.0485319926714077,0.0489696536597536,-0.0865570980578288,0.0627366995677724,0.046436662343783,-0.0037575350139329,-0.0482545806114372,-0.0262853596005846,0.0591998847759412,-0.0073706948140938,0.0850815984909011,-0.0383720594341771
progressive,-0.0270134224358795,0.0942750262569269,-0.011065930177104,-0.0670797993917965,-0.103539508396474,-0.0211074187985118,0.200383936670117,-0.123942340734735,0.0098883504507109,0.14864812935701,0.211913807610663,0.002109987504626,-0.114204865329046,-0.0150776976242264,0.136539652618808,0.050052796185892,0.121640741922932,-0.0222578410168009,0.040445073318921,0.0600407241663171,-0.0823973883376072,0.029189794960315,0.113725837061102,0.150356789241879,0.10901702690598,-0.021396344509728,-0.0008713033849993,0.0590743695029542,-0.118513102239635,-0.0413812529732796,-0.181869305520301,0.0885606339267366,-0.229975813625415,0.0536911478965861,-0.0001727519265496,-0.0685334804505789,-0.116438570370589,-0.120632896622188,0.0155906727772996,-0.278762768183576
progressive,-0.124972758486227,0.0483581495925656,-0.176032748171732,-0.0063188857667277,-0.199096202413183,0.116143555468591,0.0428915404728764,0.0188198552701611,0.0774586774188988,0.0234136674383083,0.237103910414265,0.0720577332736203,-0.0321430049740281,0.464515397001454,-0.0441323348851782,-0.217323704893348,0.0205558730311435,-0.028244147118394,0.0583912104743975,-0.196090661813595,-0.178123083190472,-0.239983593146234,-0.229712496732163,-0.178875494355594,0.119592334645452,-0.0756241621963004,0.218260798799001,0.0649905404026708,0.153899547734432,0.238407633760378,0.103066649418764,-0.155612309150311,-0.0153724441136004,0.216833953625868,-0.0666048043569334,-0.298960316309127,-0.290780922934096,0.221063872394157,-0.0436836242267052,-0.182012364904005
progressive,-0.421670190002637,-0.12413191429479,-0.225564712610618,0.241410680186096,-0.0871063070832039,0.168847932384495,-0.159172899344281,-0.217192087864279,-0.0787026726155826,-0.351681249067503,0.313663330774869,-0.202648528582676,-0.221037293303338,0.0145125495603202,-0.429236561995624,0.222773837695172,-0.108440995325726,-0.38780757436189,-0.353107696246509,0.139295668002048,-0.248201809147015,-0.0214277174063702,0.373667141456962,0.20540839377684,0.439655828346623,0.123139603213743,-0.175949158558241,0.27387785836912,0.0098610913679098,-0.551973038832691,-0.0440958236640498,0.0421112015019547,-0.0643761813829588,0.399870355940874,-0.0168692883778081,0.262063154560397,-0.0146365884454511,0.127387935029477,0.383869339758982,-0.0203423771614745
stable,-0.434332685126989,-0.0028415522041833,-0.0664777344275816,-0.110793345211274,0.0471659893052382,0.29077623967975,0.375044128551043,-0.0009845614657803,-0.112089959703803,-0.038891079511389,-0.395236370010265,0.142803978165435,0.0084319328269255,0.213100755718427,-0.145882749512063,-0.112438219613064,0.38109570798263,-0.004487802752229,0.0838482117167069,-0.010978325385979,0.364703575774476,-0.0618886188389615,0.316900857832847,-0.0758021218278121,0.0028281703681822,0.17537726512479,-0.407613619244866,-0.0646528221329259,0.0667765005249671,0.186482860312737,0.221049898476293,-0.43611588595411,-0.0509350166322611,0.0405729675021184,-0.0022226660157936,-0.0766947662143937,0.0530350158180451,0.250747277028398,0.0083272508048746,-0.354752140214962
stable,-0.0306992662788805,0.0915077445070921,0.0708144356514897,0.186825571511595,-0.042540542328848,-0.0488874321914836,0.10449990051872,0.136078463445556,-0.0911436036514982,0.183101348312911,0.0537923729804627,-0.050789733249804,0.0392188226511471,-0.0051125863270352,0.0424869563835432,-0.0885580817905416,-0.0336032591556827,0.0738749238458297,-0.0329614456744184,-0.093328448785062,0.0539957560001423,0.0468322894028052,-0.0168801817022086,-0.0729152482799165,0.0550303301032429,0.141126503065747,0.025212796197105,0.106743811978358,-0.122094358514593,0.0997478014600984,0.0030696221622897,-0.0175536596056985,0.002267050845111,0.104222836824246,-0.166970151982577,-0.165736457378173,0.0614368952231497,0.144901876484949,-0.0332312021945323,-0.0587423746779936
stable,-0.011280000702638,0.0541504307234902,0.0306745318252649,0.0060738465321897,0.110269237637968,-0.0920557322299333,-0.187783088620198,0.013842906845189,0.121067187028527,0.0337917969767062,0.185878985937488,-0.175868387023323,-0.222297962565022,0.317478994134931,-0.162603941752629,0.09426513407696,0.225760697823453,0.0863112874276639,-0.174510609160969,0.0025468377654816,0.0539013708789163,0.181130780513514,-0.148600351136747,-0.0237811980625417,0.154858984005233,-0.281092154261536,-0.0763729962103112,0.0587861575079789,-0.0511697467771378,0.0774736800395572,0.0214914543301686,-0.115957443120495,0.0882475268645128,-0.128193512258755,-0.0802053041413357,-0.20786052576827,-0.0123887187204187,0.0227929928727807,-0.181620866014127,0.189446165646869
stable,-0.0899185905264981,-0.100108703391826,0.0102626317565527,-0.0769292484598779,-0.018273551940563,-0.187201474456915,-0.306491424577806,0.0737843458770785,-0.0900249515669617,0.116080989184176,0.0502833905273657,0.0301992836025469,0.172715825934682,-0.0210679465491073,-0.0788739633929004,-0.0288975695050546,0.245202083658829,0.081282799229764,0.191683141934632,0.217881800037923,-0.153416131683282,0.0620544152214026,0.0972188255765015,0.0736707329474924,0.0848156778806183,-0.174410350692977,0.0348803780311335,-0.04269791450521,-0.088452500275562,-0.0404413683399192,-0.0756529159743144,-0.130853087326749,0.0576090071892979,-0.121713289735999,-0.110280686534347,-0.0248643105047465,-0.0158272480098996,0.0531950240100575,-0.0872233050692949,-0.296091006927925
stable,-0.0564472005830584,0.0245277845073202,0.0303873497883315,-0.0106468080067998,0.0499795516287394,0.0079150871677079,0.232549369921066,0.063663658918591,0.016855527162837,0.0264751475872236,-0.0904587419075888,-0.058001559143621,0.0533244017173677,0.133157343562818,-0.144490028854597,-0.0002982852928656,0.0652537952015025,-0.0083898300219536,-0.0616533637424533,-0.0301043388307763,0.0522048342210944,-0.050294441454285,-0.0218033568193226,-0.0211655501151404,-0.0127756283554371,-0.0860682190800003,0.0736025267116297,0.125565035667122,-0.035340179152171,0.0429742735928153,-0.0035974958510616,3.76583462160088e-05,-0.0202033128594529,0.0548253689076557,0.0042698418179729,0.0125767409142768,0.0288524854995616,-0.0322459107266098,-0.0396573576489441,-0.0361304081273347
