group,ATF1,CDX2,CEBPD,CTCF,E2F7,ESR2,FOSL1,GTF2I,HIF1A,HOXA1,HOXA6,HOXC6,JUND,MEIS1,MITF,MYBL2,NFATC1,NFYA,NFYB,OTX2,PAX5,PAX6,RARG,RFX2,RFX5,SP1,SPDEF,SRF,TBP,TFAP2C,TFAP4,ZEB1
progressive,-0.0886752863472772,-0.162521534217193,0.122560299726864,0.185327061277001,0.174555789071536,0.392182762568799,0.0368489671555744,-0.0369509327272268,-0.117591795508164,0.0294471936133504,0.220067195018855,-0.233966956354566,0.0226664830984638,-0.124740972520613,0.222352150783612,0.139444871432764,-0.168333571801382,-0.0439402091841297,-0.14906903095714,0.067139694134413,-0.175932324288843,-0.0402231006175275,-0.0556036801415541,0.145690262696475,0.0256559282673646,-0.0981789411051547,0.0987374343498874,0.154253053315924,0.0033416898709727,-0.123093301578683,0.188242349666518,-0.0689889788202912
progressive,0.06804631433762,-0.0108056978814986,-0.0641664499764898,0.100609378464384,-0.085897417304749,0.0499785849632956,-0.108275158099652,0.0731319880549309,0.0449146515305778,0.179267280999635,0.0524756119365585,0.0468425489107431,0.0127755229533792,0.151885392554645,-0.0543809925933953,-0.0473961497291313,-0.0437018542257778,-0.0450955617559416,0.0532085701028396,0.130919993819557,0.0471709824958458,-0.0759722009492703,-0.052675933130309,0.0114183080437823,0.137308531734982,-0.0419835953041886,0.030453480082499,-0.0349490603608548,0.13728135637924,-0.249121144713423,0.0833033354895527,-0.0426334745257748
progressive,-0.011314462148891,-0.127507736327866,-0.180082199629824,-0.266326899809411,-0.251014590218024,-0.307262156474836,0.0906484782316362,0.187046754891672,-0.15861567849809,-0.358957988663033,-0.173095640652693,0.122064472415839,0.131197531756384,-0.0568613940383612,0.147147949091013,0.104546480054412,0.0729711486215998,-0.0470257333063283,-0.186724286650438,0.0385156067329671,-0.0340784437335898,-0.0455674181071485,0.0874048270992254,0.127204995555507,0.101669304593804,0.21665540942736,0.22442575591789,0.271077426064387,-0.153608695147732,-0.222390032879701,-0.0479066406664988,0.102884061427252
progressive,-0.123588512118186,-0.246182686147589,0.176081850888362,-0.0128175963882366,0.107480785959723,-0.0894849191922272,-0.038644219904794,-0.127547960878923,0.0747915769910779,0.0535468964404239,-0.0619726034032724,-0.094168774926233,0.408780376056342,-0.37761021821225,-0.0179338927868933,0.0084160665658658,-0.162046810081172,-0.142286750665848,-0.0306371816109069,-0.085612234004334,-0.14300702604041,-0.0126068848541869,0.066520116379952,0.178283992999116,0.0502498806723528,-0.0348610526888828,-0.383701571905725,0.0082838554072464,-0.277161413251596,-0.088227535985774,-0.188378865839535,-0.204660119143686
progressive,0.091470669079057,-0.463494594770026,-0.227936019506719,-0.39245360954061,-0.369863687217442,-0.156216102185623,-0.123750803983475,0.469111214801196,-0.0656095284959768,0.169671301820734,0.0755157649245791,0.354063085811073,0.298730120339161,-0.219171623414124,0.0614742148466537,-0.372147367889456,0.402545009266943,0.381991883218815,0.0653626440990023,-0.149797107864286,-0.27660310626032,-0.13285466612191,0.354927181200484,-0.405569343129881,0.36523460477417,0.396619783739555,-0.151340135345376,-0.0406433438519292,0.274813194382255,-0.0911620635828389,0.122948429693307,0.430597248873172
stable,-0.0128451157811675,-0.0831340889749617,-0.143681916884862,0.187827046237287,-0.0671041082672846,-0.0347236344064338,-0.115200564092137,0.0523889374301663,0.084611501916719,0.140631253373816,0.180238679405305,0.0523745689702665,0.17208175261509,-0.168040383793957,-0.128188837628772,-0.0467840885924766,-0.0703256127665385,-0.0730799986344519,0.0492139388461212,-0.0652771106961667,0.0423063017493223,0.214722408426279,-0.269777413590842,-0.113787952904527,0.159593693062431,0.0986493435541638,-0.0360401684921804,-0.0095592405815628,-0.0302129916849754,0.154867140283546,-0.0026968641334481,0.076999810284833
stable,0.0198651462562621,0.17634185797712,-0.0804302468239108,-0.027232976231755,0.105016341673238,-0.0384819144732528,-0.142136053594028,-0.179526483275922,-0.0651008536014135,0.0555752800163963,-0.153042903028313,0.0659677657045842,0.164291841269811,-0.225429756009249,0.238917037920964,0.245155851779127,-0.260516008383567,-0.0602463919307129,0.182285343368624,0.145927948052397,-0.30334540399309,0.0850053769865634,-0.125684412198228,0.229906443349683,-0.0556780297120879,-0.231321558919088,0.0416708466455267,0.184918073595358,-0.170595258230055,-0.091590586525411,-0.249840499581498,-0.14220065669611
stable,0.0681171154207452,-0.158210424359265,-0.0653339597591556,0.125448470325063,-0.214236916965271,-0.0144773646135507,-0.278588100689622,-0.113828588972373,0.147829336327757,-0.0176486755157775,0.356978942054039,0.0189287619476659,-0.0792745139335273,-0.0544903888877397,-0.421660470664039,0.0503115260842847,-0.0549033199948005,-0.0326628505685072,-0.190088705824357,0.37791454918202,-0.0431265248214272,-0.0001816896871067,-0.0286409015857353,0.0375767307425304,-0.0519797677568102,-0.0193416930547266,-0.308079640355902,0.0796213760634584,-0.377741118117055,0.147482474197826,0.101614086825515,0.137836403536886
stable,0.0425041761869296,-0.205394250018999,-0.0153815943434773,-0.105541082846291,0.0734961960629777,0.163493798671379,0.0025171430800277,0.0289605344792559,0.0050440236574638,-0.2179057170014,0.0488603276201525,-0.132681922497384,0.0290603438276902,0.0284760939831964,-0.227318225433631,0.153389927923163,-0.010063703571407,0.0664681573085868,-0.0317734540430587,-0.0871530361780221,-0.0329456052935745,-0.0580878236016277,0.119382935412092,-0.11215284358648,-0.111398187537342,0.0284128002500429,0.0378033993131059,-0.0472025186864012,-0.0451430379845602,0.0056550516198303,-0.186896656504887,-0.199298576641446
stable,-0.189419166147173,-0.221953394647195,0.114634585248009,-0.0928204408091714,0.159220497664882,0.0766920589629464,-0.0052657733622193,-0.0099474833045015,-0.098111093515803,-0.105609487452143,0.173457309429626,-0.0048201648812601,-0.0556658683334759,-0.0159761923992723,-0.211917954998693,0.0687353856527677,0.0611981466433673,0.116291697567093,-0.0910781005500286,-0.0048645592504715,-0.101251948893374,0.0678814877074676,0.139648407603623,0.0610387893555523,0.0826505694614017,-0.0232928931307882,-0.0524597624819916,-0.0900186936705874,-0.0970637101113566,-0.071505224338481,-0.0856879304657481,-0.138555751191408
