group,ASCL1,ATF3,CEBPD,E2F4,E2F6,ETV6,ETV7,FOXA2,HOXA1,KLF10,MECOM,NFAT5,NFE2,NR2F2,PAX5,REST,RFX2,RUNX3,SMAD3,SRF,STAT3,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP2C,TFAP4,ZEB1,ZNF143
progressive,0.067186022578428,-0.04528073294126,0.0461073931179075,0.239659148588402,0.111227970298706,0.149700204700523,0.163382274154831,0.15213921373483,-0.180173357101486,0.185559903733576,0.0605751512532271,-0.178546547715955,-0.0097921874569054,-0.187128871007622,-0.135290288676689,-0.100777828823653,0.180493898802635,-0.186817969658387,-0.103809719500686,0.136905047622327,-0.0444733534684411,0.0087124680425087,-0.22235953707827,-0.0931812315152191,-0.0484114372254146,-0.134429887268342,0.0818248969602257,-0.0684537288551527,0.12847455987331,-0.0929354025414056,0.0222210111623599
progressive,0.049849068330203,-0.0101361281332959,-0.0112067675882154,0.0051538423019085,-0.0147117615901144,-0.030361524067662,0.0788206672894754,-0.0312304258211353,0.144297259295492,-0.0135616978432869,-0.0941225513684661,0.0420638992373832,0.0093132924691292,-0.0033231123734297,0.0137380197713226,0.0096818211835822,0.0302360336864474,-0.0260217807578102,0.0132503546190076,-0.0215629010100964,-0.0750861370839624,0.0468778055699256,-0.0166830725152704,0.0424483128102178,0.0288445200922197,-0.0578288269381973,0.0346440818873401,0.0311176433266259,0.0217964084283059,0.004500974622425,0.0200022136741047
progressive,0.15005008105808,0.229338811885124,0.027329011459116,0.0539822886290175,-0.210269204109608,0.0214752218451198,-0.0329441703355497,0.142062515625684,-0.375608642262398,0.175941129949747,0.0200218139224891,0.1553841344702,-0.150636232287239,0.171719914378493,0.103985853763139,0.24377944671258,0.0701188234554623,-0.0988549067716629,-0.104003615921599,0.127183232711058,0.119832015912162,0.0300929577689436,0.0283383654202629,-0.119642810311182,0.113165028347831,0.137181783388156,0.0516299610347915,0.12343001140182,-0.087490986696471,0.074203347633355,-0.0909422513118997
progressive,-0.218190874699773,-0.206269831501922,0.368936289932201,0.166783743979719,0.16589545435709,0.325005947694567,-0.0699714015222149,-0.0396025615169553,0.212605736156224,0.0544284380779076,-0.364550973864717,0.0118789441636025,-0.109510814487798,-0.0116193334524074,0.0127728469907986,0.304443376066774,0.245123030209266,0.0427740220969602,0.354882228999126,-0.116489431064951,-0.0475733120012155,0.0829154512522881,-0.0192294355432777,0.148008978006318,0.0247219562114809,-0.182977839153727,-0.192396796416113,-0.0143038485362789,-0.170415487334167,-0.0537773063482074,-0.0204910032695717
progressive,0.126772572486746,-0.113871521496403,0.0343589215150995,0.107486817689957,0.356523176985702,0.107881747822314,-0.355042188989362,0.0848441567681289,0.0183971619989853,-0.141154611473431,0.16886554242718,-0.0226755717661912,0.0587787680325361,0.309131561102806,-0.183576689857495,0.096198398073406,-0.463713797076391,-0.236036575772312,-0.398550325237409,0.0213920488360294,0.0048049832770158,0.0365310372430656,0.0322526274758597,0.448903917112986,-0.0763860697668065,0.362710415725969,0.0979426728246515,0.36155853617326,0.352146034685407,0.36208510968307,-0.255980547456364
stable,-0.0048622554303731,0.0169899995996359,-0.074105942026355,-0.142083842435224,-0.0581146365705888,0.144514003144312,-0.0862647295708629,0.0522503148725174,0.0693107819421587,-0.0596346213863072,-0.0943349161533681,0.161074899986765,-0.0256378607480053,0.0157490084406736,-0.013844799868726,-0.042675913112198,-0.0433845054266999,0.145775326226358,0.208753408388671,-0.0772931445349528,-0.0070169433767031,-0.0803743235031766,-0.0203994151505238,0.0535375239639533,-0.0645855438373486,-0.0567240322117629,0.0347944662839788,0.114536714929528,-0.0972502659733174,0.0363970185434403,-0.0834566926327516
stable,0.256667259555007,0.0346057888137448,-0.0276858987784,0.0090331916179994,-0.0264619079697299,-0.0673277347049794,-0.0345931115397037,-0.0052515607715335,0.021852451128379,0.109821323427109,-0.224853640348819,0.0750500961871271,0.042401678485331,-0.0003270736702608,-0.0057979512827058,0.0063988540722548,0.0550903620730871,0.012641777673804,-0.0696039392590623,0.0277328046923521,0.0315695816808968,-0.107350522716494,-0.236498984282991,-0.0459684295367999,-0.0480120061122283,-0.0372147718114072,-0.0675261340437229,0.149556971181592,0.0232089194507788,-0.0026812434596966,0.0520224617551363
stable,0.0185035768740894,-0.190406178257181,0.20299488013407,-0.242254141098756,-0.130308738432063,0.366961484658992,0.0553044936976796,0.166086720109693,0.0075235230089922,0.138929441879866,-0.166804424607262,0.356789879538282,-0.0390365250861307,-0.182998147925959,-0.162638438730572,-0.253910652076504,-0.31470104796824,-0.193689470096632,0.0017076417355936,0.0689243801975109,-0.375095468964767,0.156690565825437,-0.117497300676619,-0.0395067452741927,0.0732058587519703,-0.0581010663951011,0.352582646276675,-0.281818632711833,-0.121036326302559,-0.380787608083412,0.0978140485938824
stable,0.0151717855940387,0.0777011985220743,-0.0504573993049496,-0.0076205824913385,0.17349059479631,0.0603848464685158,0.0683919712679827,-0.121876046402284,-0.0331744980280559,-0.141771825012006,0.0257075413258453,0.130825987536641,0.0688020530115419,0.0111081356880737,-0.0015944870210295,0.0200754216695903,0.153060842677602,0.0747934587875317,0.0084271178842602,-0.0339389102207329,-0.0520828592673355,0.0199626801630528,-0.0947499443623133,0.0471470113327732,0.142105093861002,-0.179283773747618,0.0891066744471699,-0.0081235830589671,-0.0384386591409965,0.0375094709003033,-0.157646076916009
stable,-0.023395894002069,0.0386755286207059,0.0666146295722954,0.0531626399538958,0.161700440500668,0.0496224060020449,-0.0379839484797894,0.125816013746408,0.089836049807491,-0.0108901865632022,-0.0098531512342975,0.0221027214239622,0.0930297282432379,-0.0143029259746863,-0.076911069516176,-0.0442779688228572,-0.0166121798071459,-0.13194287989659,-0.108470058607125,-0.115160484113975,-0.0255058449245218,0.0411826023122336,0.0181458458390703,-0.0427940089175524,0.12491183107739,0.006455050970788,0.0258562755092072,-0.117871644750795,-0.087924684189752,-0.129583345853276,0.0261719739977177
