group,AHR,ATF2,BARX2,BCL11A,BCL6,E2F4,E2F8,EGR2,ELF1,ETV1,ETV6,FOXH1,FOXP2,GATA1,HEY1,HINFP,HNF1B,HNF4A,HNF4G,KLF1,KLF10,KMT2A,MAF,MAX,MEF2A,MEIS1,MITF,MNT,NFIC,NFYA,NR2F2,PAX6,PBX3,POU2F1,POU2F2,PRDM1,REST,RUNX3,RXRA,SOX17,STAT4,TCF12,TCF3,TCF4,TCF7L2,TFAP4,THAP1,TP63,TP73,VEZF1
progressive,0.002452985412777,0.0704997663244809,-0.009106162343027,-0.199822904492192,0.0970251137402462,0.131507145798581,0.0386132549137801,0.0930249313426529,0.127456386382167,-0.0663984298892472,0.164448877738302,0.0158214110691018,0.0635914053447292,0.205439252536629,0.16366723290199,0.0287254477344417,-0.0793415487964026,-0.0458825518914755,-0.181941629383869,-0.0407122011948161,0.0787116350165517,-0.050041362211732,0.0410478486833498,0.0201181587134133,0.0450066498837267,-0.141091490864998,-0.0794541976110475,0.199701059855943,-0.201321823413589,0.14029145438548,-0.0331394421041998,-0.004333530930726,-0.065094922176928,-0.0675410107235023,0.107239372586515,-0.0180651915403956,-0.128134578225437,-0.0979998708302345,-0.221646888113084,0.0913926730080027,-0.0666076348307306,-0.0552760836596171,-0.0282702545650604,0.0992551004791344,0.0266678826506221,0.204188620798531,-0.0371603151004014,0.0754747058120624,0.046933174509694,0.113425861570379
progressive,0.0371798440029109,-0.0486689464970196,-0.107364360668787,0.0041236914394709,-0.0618046487489491,-0.0752855691570009,-0.0393480562817147,-0.103006738505102,0.115574647737093,0.0379891383206627,-0.0641159448687774,0.0146399752260856,0.0125747227482305,0.0411930050678338,-0.0255953522814525,0.0486886299883775,0.0970290135911929,0.0099144231854802,-0.0933292742732759,0.0065409755896876,-0.0820930289373795,-0.0117101632432047,-0.0073139311541634,0.0445384415413095,0.0588877067411867,0.0598574972192411,-0.0052948591752633,-0.0376454342792602,-0.0049231440115438,0.0444188264784425,0.0487219405122139,0.052934964720155,-0.0413898399814124,-0.0225126147118682,0.0128586192581996,-0.0426124876176792,-0.0427093909597487,0.0063744229705057,-0.0196191414822633,-0.0017419889851702,0.0375841126331068,-0.0863802447665926,0.0187757795833152,-0.0105526225398908,0.0639645333967939,-0.0310075553475031,0.0195434357462716,-0.0372608491404221,-0.0034052440049091,-0.0222960963069318
progressive,-0.0150144349838312,0.0545798666058838,0.0860896907767478,-0.0303520283365198,0.0980269650687794,0.0527056987230937,0.158230841888856,0.0403563786786963,-0.00107192158248,0.048125738623671,0.0805018381422876,0.0444602639783106,-0.130317943618443,0.013383577481323,0.0945317323613252,0.0098295887068038,-0.0575282159198872,0.0807172770548591,-0.0931351458441657,0.125328197615388,0.067197355366629,0.0688251997374929,0.002354762380065,-0.0785335098956113,0.0443329591663365,-0.115926473602082,0.156079465894785,0.117444338667927,-0.0299595679398423,0.125024624602219,0.120632231947657,0.0412829166593361,-0.0493709152757015,-0.0722533902658601,-0.0292959256951726,0.0269984128163504,0.130182352694447,-0.0808219833795005,0.192753044421166,0.121616772712451,0.0710850484707607,0.158154007031925,-0.0331956713258817,0.0361733986734176,0.0133534461648794,-0.0509347305991228,-0.129540555654199,-0.0269343837689078,0.0609202488685221,0.0258835541079382
progressive,-0.0087728049730744,0.079571239626556,0.24013829237911,0.15080947549463,-0.0585113174905083,0.0169501027114827,0.020600999129516,-0.0170880527818985,0.233320007710639,0.0275763556603413,0.233071424415435,-0.171529302902623,-0.228602388470876,0.147416723267771,0.191286211502269,0.078940220492575,-0.0934782457352036,0.0637329325320876,-0.0216294783673683,0.035175902113741,0.0485748148937286,-0.0864496213554059,0.136335644839225,0.194878376702204,0.129435409633874,-0.0820434141557892,-0.155830311720852,0.197510354778355,-0.0738169460952525,-0.206975641788071,-0.105639705408293,0.137823047083609,-0.0914704575816275,-0.251894096894641,0.0660302792493087,0.131486904740453,0.206307744912493,0.0757537104501987,0.218776519098885,-0.0355515087411107,0.000714335513143,0.0982300110320004,0.0739070916858212,0.0508038694968825,-0.0918542592626853,-0.109539185121531,-0.108189732947563,-0.236272958722906,0.0429666664865289,0.294653155354405
progressive,0.0700747367864645,-0.175590283763426,-0.0993397840803688,-0.095957079780225,-0.204638093166495,-0.0723091836636236,-0.298453828022776,-0.125470398949369,-0.113429213000234,-0.110387882528545,0.173014463057812,-0.041275199258635,-0.103498337990637,0.0227168765844517,-0.26040616314226,0.17835230837547,0.227727377563807,0.0116687781362757,-0.222979177949844,0.202527782226956,-0.0033206363313337,0.131863399736797,-0.158925034137947,-0.121435980976721,0.106601736431136,-0.205879452542695,0.0967639633747547,-0.215562055677051,0.204451889260065,-0.111629241904744,0.243896083438806,-0.0281167898709198,0.073985018821493,0.0515784820810912,0.15209755756885,-0.309688130377382,0.0061136949277827,-0.147287289986076,0.0922330016516264,0.195234795891784,-0.0051516414112281,-0.0915192200103116,0.216462041224796,0.163642199767505,0.0041585539102684,0.214941375988952,0.213979322472397,-0.0499026469232218,0.0894089090707724,0.225834304515103
stable,-0.0707886777135693,0.152731600472918,-0.111567574770688,-0.173993418338436,0.102492425984421,-0.218036433830942,0.164449409028734,-0.0263764440576532,-0.0314541674310369,0.0517202741059332,0.108516466814192,0.11553118447321,-0.0965222433225575,-0.0369341647745885,0.12886801515052,0.127516431603526,-0.107653881236129,0.0001921606237661,-0.004295022661652,-0.0221750320211724,-0.21006333524583,-0.069062176726138,0.0545585140654649,-0.0741535783643869,-0.0769187250960451,-0.281659932971976,-0.336359884095665,0.0483610252381675,0.0754270343221333,-0.079126292558545,0.108913231483233,0.243375466987725,0.049613108907062,0.0168821134460377,-0.111632546528798,-0.0632435948331972,0.0176489511700437,0.220742593045369,0.0296875340345392,-0.0559247257568285,-0.0118202530603796,0.041232844472333,0.151714042053692,0.156886325931751,-0.15766119013757,-0.0570213141508316,0.0449784093345905,-0.104720130892417,-0.223958647577827,0.0182073853307561
stable,-0.144252123860198,0.477907584078458,-0.0049571072396292,0.435670604900919,0.184429857021127,-0.468618541166668,-0.206446689652772,-0.26797242495173,-0.422555342211508,0.486918301336059,-0.291454257105203,-0.371052362333202,-0.0685475459209649,0.134815125698687,-0.291991504446403,0.18977261810839,0.0728418864067207,-0.414653076578866,0.433071686047213,0.340234617839052,0.376710437887083,-0.140146972054413,-0.0941753355693674,0.345450040391719,-0.369829912401081,-0.45221369966686,0.381787607173617,0.391134861986937,0.428355309275368,-0.0795835522526165,-0.142132240446162,-0.0178352777051027,0.279370436546019,0.505002798744585,-0.414223763805085,0.397208303713191,0.171332785550943,0.315055544931607,0.0892800784751133,-0.134330026519274,-0.458264705556066,-0.0581063924580687,0.353640940036112,0.463802719063043,-0.445287089758813,-0.396484899561891,-0.0862542723435231,-0.484417008692209,0.105832268850668,0.0338556781052256
stable,-0.0777771175904475,-0.071084202479216,0.0961025753531376,-0.0389886322867194,0.055632855392282,-0.177058027033488,0.047002517485694,0.0341130517810496,0.147924632189264,-0.260447266027014,0.12156927746896,-0.280237799705201,0.106510218468689,0.152255812901197,0.129527121512697,0.207848638896881,0.0682421153207385,0.0982401451314854,-0.225253420537811,-0.0033304457969764,0.0760638594160413,0.111746063543743,-0.0774248589003827,0.368502619204396,0.132817537913075,-0.0513897393528649,-0.0919715416241956,0.345293575056716,-0.337896142565355,0.264410176290243,0.0404697199608556,-0.124091129454651,-0.0066368739559939,0.231345894700068,-0.0768964708652854,0.212708207643911,-0.0154193235696554,-0.232770941218967,-0.0894416837591847,-0.109904711300223,-0.0827887980445515,-0.0478431348142578,0.172934999183866,0.0228327678196558,-0.0332724344524858,-0.164048473139049,-0.0365948743701426,-0.313806451692514,-0.172318546476252,0.131856832394716
stable,-0.187009830900361,0.162489799965603,-0.128005794604104,-0.284478882299441,0.260316816818263,-0.389868973970995,0.349189876247883,0.219779941059873,0.152797011488543,0.503269295960698,-0.313167945233968,0.104974273215376,-0.189832575318823,0.388114099558834,0.470584760034196,-0.287136504606319,-0.0849547237744445,-0.316941648382647,0.0174547329923886,0.210392086117343,0.355969524989921,0.453396391907939,-0.343152674372529,-0.1383590715275,0.147540825148272,0.369272099774964,-0.272590090265404,0.262852706765507,-0.462548013756524,-0.218862729914505,0.254442326512718,0.234232344271565,0.446987966599243,0.367969201945605,0.324285363900022,0.457184558307268,-0.175759832436685,-0.361690945892756,0.15269817927577,-0.110962058984344,0.150205679080475,0.257880964354679,0.491898770408274,-0.348612551492783,0.0923466501273184,-0.142133979947066,0.209180788875432,-0.343517871451434,-0.324921746928608,0.502661839433411
stable,-0.0467584716724646,-0.0041979511145164,-0.0178021779021143,-0.006710525815991,-0.116094140552582,0.0261542225820042,0.128737534137117,-0.0930165914937875,0.0448083918071243,0.173807742222458,0.108103450914481,-0.0005077760130656,-0.0432236998616552,0.0585527611080756,0.098997945455637,0.0867298845016982,-0.101972101384873,-0.0148587726682543,0.0810003104510204,0.0094428007166205,0.0685696511853165,0.0002153465239526,-0.110482619842126,0.105331030545671,-0.0669599370644743,0.0192003950644459,-0.115169969877538,0.0234500403434694,-0.065854561844696,0.021041128939969,0.0655690982359066,0.220086622200272,0.0452046679068517,-0.0058971676318854,-0.132713585300797,0.108558845340639,-0.0119782436699472,0.105698159935623,-0.0830928700658753,-0.192282494201085,-0.0492721920779398,0.047280866868578,-0.0208151502828908,-0.0229402020632026,0.0108773137816912,-0.0781970935586737,-0.0714717194188349,-0.0684541642220561,-0.0422220337680111,-0.0014904234202998
stable,-0.0082495844282713,-0.0662464823823664,0.0464241961979306,0.140746717604669,-0.120900314181315,0.0011087975028289,0.102626890674032,0.0521340269475953,0.170814959661111,0.0521867275807856,0.0227217142409741,-0.0997316310291588,-0.069558583193717,0.0908749472162827,-0.0711970667216622,-0.0566338273397151,0.0148967123151287,0.0824133692804887,0.0321158254149153,0.134444674654916,0.0402028417882605,0.070977629621881,-0.133300743396627,-0.0208760011045517,-0.0842706944208344,0.164370595227375,-0.107434558041964,0.0079872722370811,-0.0543611497513441,0.0004093975742185,0.0207851892789978,0.0822540764061564,0.0154356283946454,-0.0483312445345631,-0.0913611626626091,0.193206178405807,0.0459525701924308,-0.050170407309798,0.126383264238941,-0.186399757644617,-0.140718431954087,-0.0722757921117667,-0.0891191526743432,0.0755083953577963,-0.0647583594180433,-0.0462398928536097,-0.038738836062855,-0.0910470430692996,-0.0346826737693429,0.132439370900471
stable,0.170691928534003,0.0073508680121914,0.0879199272990627,-0.0842855435948532,-0.108291787413889,-0.0884539903628056,0.0175211143994485,-0.0424233731134764,0.0303530841817694,0.0209542016067008,0.180784438469183,0.162479276941681,0.0631350915415932,0.17909114761131,-0.051643189089287,0.114959665685727,-0.0476767207169943,-0.147926603973649,0.100247837560548,-0.0823830462150745,-0.232068539701771,-0.0589588711284331,0.0635720522301101,-0.126546761196892,-0.0229562561970342,-0.030071460017666,0.0821293798977707,-0.13138469611089,-0.0941894403489413,-0.186304272085611,0.133070895222258,-0.0484073069867774,-0.111812157655052,-0.0787479806121626,-0.0117008362147306,0.102505876923773,0.099119704347248,0.115410809867254,0.061973954431096,-0.0260989909367919,-0.0558462763113228,0.0436161503237663,0.0569109929452965,-0.0478941100233289,0.173907762814661,-0.0366253248264577,-0.184538427205799,0.0067015640677379,-0.121545170594311,-0.0382909305970123
stable,-0.450563689693551,-0.176622499578729,0.46802376951858,0.312079921163618,-0.605993817315873,-0.368694654557954,0.553312644033446,-0.506027364752088,0.574199637432096,0.485036249774355,-0.215048962205902,-0.479406038212918,-0.559323959937596,0.467643732356041,0.533578623293795,0.568568754757354,-0.114637836566949,0.580631884402997,0.493124144271997,0.472177432791007,0.34957064280751,0.341560509438456,-0.530946373885134,0.471384682949247,-0.48643289157257,0.39765226953802,-0.519776980130957,0.582390421300785,-0.0311705725987394,0.464574148111144,0.450203807933894,0.455057288358044,0.519481008161335,0.132250171097487,-0.501212038769639,0.470496139934507,0.676799725638582,-0.487666463839384,-0.509747763875543,-0.470940427944663,-0.0725779334977541,0.62828169922972,-0.0664362895900302,0.385178660590222,-0.54044351830965,-0.561464657356415,-0.58726482725784,-0.481257166743163,-0.457667589061055,0.379283601313943
stable,-0.0730886244329323,0.194534229660398,-0.0186419015480152,0.0074183211566867,-0.12406370764418,-0.266792044471449,0.141634961131588,-0.0787169402265212,-0.274569267378762,0.104847689706111,0.0572705591199384,-0.124909159867569,-0.172411787001106,0.0780575227820009,-0.149403888320421,0.203826066412883,-0.167558291313561,-0.109310812584034,0.0906266950464203,0.0356180228252208,0.153235878203499,0.0953280498906012,-0.145524705016656,0.287017717187585,-0.047125948843311,0.0842253763041688,-0.20879059304999,0.0412713047810928,-0.0912010221213874,0.0598873184203271,0.0134118329127009,0.381267797716825,0.243095390472,0.156140301418041,-0.175227511866947,0.208963460021747,0.226373750235027,-0.151550109201494,0.0179551477359317,-0.0429281046074525,-0.212993704408693,0.198758672866621,-0.0707424899042953,0.136466596840398,-0.0225518185135777,-0.211647454145247,-0.149726657608334,-0.268265653765276,-0.107489889209839,0.0334414633165632
