group,ARNT,ATF1,BCL11A,CEBPB,CEBPD,CLOCK,CTCF,CTCFL,DUX4,E2F3,ESR1,ETV6,FOS,FOXP1,FOXP2,GATA1,HEY1,HIF1A,HOXA6,HSF1,HSF2,MEF2C,MEIS1,MYOD1,NFATC1,NR2C2,RARG,SPIB,TCF12,TFAP4,USF2,ZBTB33,ZNF76
progressive,0.0833186486823183,0.0645980872377935,-0.120853764103725,-0.020327604497747,-0.0029252310070063,-0.031505838345837,0.0398757587271694,-0.126335133490678,0.192223898672785,0.116436115082956,-0.128143916613349,0.100533037108345,-0.0745360781589318,0.0228287228587532,0.212365810606608,0.278710783445764,-0.0447381529010412,0.0354214296937734,0.160633237797748,-0.0052016842906719,0.187361504498914,0.19501157963244,-0.179848979412738,-0.187013044378957,0.067766323328454,-0.0673055306698268,0.0310083656745828,-0.0345548643954596,0.110040037881116,0.132522593120702,-0.0750771083451806,0.274288549423417,0.0431586198572894
progressive,0.135270184299892,-0.0036583510861959,0.120173183108966,0.0021305887523186,0.0141532504684223,-0.0508263198120229,-0.0154845862165155,0.0477835892130741,0.0327332487436755,-0.0086284705211348,-0.138921009463261,0.048180205346056,0.0526144790757138,-0.0330214915879489,0.017089112963228,0.0441907136554729,-0.0236840791365123,-0.0616440812835268,0.0515947165326578,0.0048090646864415,-0.0926847499834141,-0.0475555537514165,0.145356426072613,-0.0744042834366748,-0.0207978877323647,-0.0118458025296697,0.0329552634670715,0.0512440085289204,-0.0419224005154205,-0.0077246071896143,-0.0793623613950906,-0.0082228232807605,0.0367054308117566
progressive,0.0446402894386371,0.0423574661653509,-0.0528832746946317,-0.0680785286540808,0.0413585899521963,-0.015393825736763,0.0742846488609621,0.0210177695965195,0.111253599069205,0.043363864036737,0.0921169961964051,0.0875445801574243,0.0305868231987426,0.0282588699760669,0.0266522437778003,0.015327635144325,-0.0015547267564687,0.0242814171032045,-0.0130748985039652,-0.0334578401457389,-0.167744261051705,-0.100456258677764,0.0402190587301111,-0.101868826093656,-0.0726343970449522,-0.0521784953183321,0.116829404316279,-0.0436963213305731,0.11286699475988,-0.0218338695146465,-0.0013373508335759,-0.0614587172444624,-0.0148093928921688
progressive,-0.254207230265771,-0.200809428154634,-0.0697573360010747,0.0454013524458646,0.193062399026049,-0.14356945941551,0.124374981720601,-0.0483807693485893,0.0400940105340578,0.353952274726932,0.341460803586277,0.436363273365195,-0.004102490794694,0.0317472817544212,-0.0712443185449322,0.237564201995336,-0.0036704344551863,0.110286128782145,-0.307265656892563,-0.0885988086741146,-0.0690118002985173,-0.0607005083164429,-0.141527754694429,-0.0106760167424712,-0.156134530058793,0.249197012271985,-0.0211135165782741,-0.235602911545647,0.0032806296820028,-0.18180576398506,0.0713942434576951,-0.0432724186846314,0.0856330213089139
progressive,-0.0322813654790122,-0.0087673958066799,-0.0763042256955923,0.0883865026023243,-0.0165124451058671,-0.157875084914632,0.0171940094441956,-0.0205708509386412,0.0737948297226556,-0.20744340042943,-0.136157966679711,0.224854271254003,-0.0091081779758441,-0.158401748266977,0.0230492667143811,-0.169740500440987,0.0074972077216132,-0.101274264636172,0.0636643052393188,-0.37486038608066,0.366309851654358,0.377307821659204,-0.117043185009317,-0.0169461678666216,0.37715292067322,0.103907581397895,0.139534808174157,-0.165062490664278,-0.233559706666289,-0.0849167205162885,0.0868684729396836,0.101181324044582,-0.233714607652273
stable,-0.458389841595961,0.0613179042378849,-0.152458393433964,0.0184368289734096,-0.146057305318689,-0.142640793357419,0.305144295763345,0.0440478033150436,0.407484040408944,-0.0218367389342032,-0.449541542931841,0.193916568469581,0.0347985970838656,0.394677276161167,-0.0936519792852297,-0.0252795019218673,0.0525339324132172,0.0524529562741418,0.38244410866489,0.032751584614879,0.10231964250827,0.0514066045518136,-0.372782075481697,-0.356482647646534,-0.118237129734184,-0.436288889628537,-0.35302432323962,-0.481417714940407,0.026113102082536,-0.0939020971727476,0.334743723347615,-0.0936036868564937,0.0638083462067733
stable,0.149686453749265,-0.0616155925559582,-0.0215428748115902,0.13182469152684,0.130121752583664,-0.138772852163272,-0.15844000853763,-0.0328365912845075,0.0406316745637372,0.13646912557585,0.1335555176866,-0.0100472791403542,-0.0821248216224025,-0.0406747178762917,-0.178049571747302,-0.0145383334981496,-0.0061024504813132,-0.177294191924163,0.145893186049923,-0.0588220209467896,-0.13750095258948,-0.0698732398841887,-0.0453846262598922,-0.0824109687143139,0.0991251113498997,-0.0015913900768376,-0.134780130240966,0.0506965347754164,-0.128712841902303,-0.10120331522929,-0.0216350238750871,-0.0276513877312915,0.0003898147883453
stable,-0.042367450125929,-0.0140718747023314,0.0824814824971405,0.112239382208374,0.17380083746491,0.0424713310862528,-0.149436756847416,-0.0419918805001427,-0.045851457718329,0.0592760741294118,-0.0179873878222305,0.277482026711219,-0.0224223057437489,0.114173166239018,-0.02120769759227,0.0464427801078648,0.185195779728127,-0.0410489610141262,0.264840512924116,0.128133169137924,-0.173201524232273,-0.0897371680336066,0.0013983975428211,-0.0686013880292532,-0.021015917357826,-0.100908366689972,0.120677712523912,0.0094691490756744,-0.227763000931602,-0.0126255321008992,-0.150691319214404,0.0665397505089798,0.120166298565394
stable,-0.0605220045962308,-0.0075103634477781,0.115211838442049,-0.0435836869052624,-0.134067746928429,-0.119534237267592,-0.0383578309358329,-0.0442224828352272,-0.139599166299386,0.0549400589935253,0.0339343796467924,0.0826512910966117,0.004282699643455,0.133194364922489,-0.0512540500869111,0.0459319536760557,0.132461734562134,-0.0161130559057408,-0.155489666184329,-0.0967469067489609,-0.073321983305883,-0.0068631464791885,0.0398808359213987,0.0330297194973884,-0.0676883084659111,0.0421617343831939,0.0726904054090252,-0.0454062402647664,-0.0439638366488949,-0.040378880205778,0.0220619181913828,0.0105347193195888,0.134196468518836
stable,-0.0054749456446984,-0.154567422304206,0.103939419687568,-0.0271526024576581,0.108740588410239,0.0660421056526506,-0.026154201267117,0.0620694208166128,0.134824995688009,0.0205023497842374,-0.0742893982760245,0.203120332685219,-0.0909701160532623,-0.0563672336162853,-0.148058310617095,0.131227316514627,-0.0691301699443931,-0.130725055580819,0.0890328304052426,0.115327441831556,-0.156738526951877,0.0498623698617726,-0.0876056620825024,0.132981347263917,0.115909545627524,0.139263171718703,0.0840906120496502,-0.0244064282249878,-0.115498364022745,-0.0518042231792523,-0.0312961638081901,0.0043883884335816,0.130676090164209
