group,AR,ARNT,ARNTL,ATF3,BACH2,BHLHE40,DUX4,E2F7,EGR2,ESRRA,ETV6,ETV7,FOXH1,GTF2B,GTF2I,HNF1B,HOXB13,HSF1,JUNB,KLF10,KLF3,MAFK,MECOM,MYC,NANOG,NFATC1,NFYB,NR2C2,NR2F2,PRDM14,RFX2,SMAD3,SPIB,STAT2,TCF12,TFAP4,USF1,XBP1,ZBTB7A,ZEB1
progressive,-0.238895739544367,-0.120166214709904,0.0488635724783164,0.0103169989292435,0.0419172690260674,0.127948284868539,-0.117212251392292,-0.0472426915932042,-0.0695044774996662,-0.107093257798445,0.0072225899667567,0.179305343140288,0.260121451021425,0.216458972178717,-0.201180327926439,-0.0912021784390081,0.0433217254748151,0.0342272943722684,-0.0062394704526333,0.0503716363700045,-0.0408075181927946,-0.128077218575309,-0.0906426982471299,0.0516793925386745,-0.0584138763298009,-0.0226347727010474,0.100395612209253,-0.110892197372927,0.100036439740393,0.0232886507853824,-0.0727646583708576,-0.0801783465101489,0.185694468788279,0.19308052827612,-0.234072237478586,0.0463263413200869,0.07246304559252,0.250481354052726,-0.0190890957648646,0.166382041424188
progressive,0.0565137592321088,-0.0995265296696155,-0.066853636946402,0.0093439838305829,0.0082155565402953,-0.0457679506268129,0.0295057229728895,0.0063782648582565,-0.0396608112517261,-0.0309385984314292,0.116636213791882,-0.0910822583362552,0.0141621411599855,0.0384725545950407,-0.0198201816202128,-0.051339655039327,0.0219770681455411,-0.0183570128115983,-0.0496614034451811,-0.100917751771802,-0.035890046501161,0.034541235089079,-0.0885451902674877,-0.0042675756917924,-0.0003127788395226,0.0321313990906258,-0.0451196729352114,0.0473818288520498,0.0578936213280176,-0.0601179105572624,-0.0427037782667433,0.0422955753744849,0.0515759431699107,-0.0255032140942519,0.0476340209914228,-0.0259545850103669,0.0073181160443283,0.007964879068426,-0.0942312520765343,0.013426012753167
progressive,-0.0089606136016638,-0.0789193599771056,-0.0318432340696643,0.08800327089576,-0.0212078949476489,0.0039644247751409,0.0514823030330273,-0.0528968182647605,-0.0694489157518117,0.0036391619143681,0.015816852136653,-0.0141708707760907,0.0750215006246344,0.0285437070959636,0.0155437826186553,0.0512432726516221,-0.0928466618202454,-0.0704481535171162,-0.0338712101853203,0.0600185620651712,-0.0541373556872431,-0.0502432784610599,0.0695676745172567,0.199758294880516,0.0112669542121208,-0.0167699479612432,-0.0488650716416921,-0.0264854739700032,0.138887241550017,-0.102083370640937,0.105198329851781,-0.0242093903698507,0.0567470228260022,0.0596577472172906,0.0329423199689735,-0.025645085508797,-0.0972664546004684,0.0433923349028741,-0.164278924597514,0.104121180284942
progressive,0.319740784392745,-0.112919551854155,0.134784007788745,-0.218658258021379,0.177256751116353,-0.054741277088036,0.070471466142412,0.207482878564303,0.152136120020024,-0.187615689514785,0.462091940516975,-0.136420999508677,-0.371750545589949,0.151801872338298,-0.164606024310017,0.149296384592895,-0.284732449334517,-0.0638056906535508,0.390483484309673,-0.0994674525322035,-0.0344110728072737,0.0411521910112783,-0.381573865777089,0.0558166231132634,0.0876550846652799,-0.220908950402842,0.0297494135412247,0.207854112669827,0.0271699529482272,0.244607658984284,0.236306261643039,0.279884488081932,-0.14175800347592,0.230941860324835,0.0379768380348746,-0.336539470134608,0.0479261860364363,0.176589625620448,-0.152270367039734,0.119229161780521
progressive,0.0090351438839422,-0.256255373949743,0.116397577760029,-0.0425274875916594,0.233262490548538,0.0190672691619748,-0.0394430764036929,-0.254292566830128,-0.156713012883551,0.235412231679545,0.0200019392189343,-0.379507198794142,0.0670781544211302,-0.279559814036601,0.182416439449938,0.16057631578565,-0.207122884622236,-0.379476043125576,-0.228838385612263,-0.123064890833007,-0.128859845186156,0.0268561863033043,0.0906318398565108,-0.0350189714674177,0.396393571156544,0.351062073394006,0.113313166572062,-0.0864881359373234,0.362838916111696,0.184753114592337,-0.456835568173261,-0.424651762545288,-0.103343352631161,-0.179456650936233,0.0058572656902798,0.389134300380825,-0.0151416549227447,-0.0506279614186422,0.439170304096726,0.501668575238754
stable,0.0036085034136168,-0.433956354504712,0.0079745337881804,-0.0445361259189321,-0.116097499445619,-0.121752647972611,0.364678644604926,-0.0776594988581056,0.0833473248321762,-0.0626529401811016,0.208208468469222,-0.160315079712318,0.242811744481103,0.0409989230776158,-0.0518812740015213,-0.0111267896437539,-0.0120234930386909,0.0290911091528909,0.0046496154393108,-0.133406462527032,0.0241716550567013,0.006669338522051,-0.10816139852096,0.186248462985743,0.0216958746776182,-0.0290620942435491,-0.0524451621166804,-0.395702432112531,0.0575827512526101,-0.0133356328568924,-0.183731871471881,0.118307626925236,-0.389710663071749,0.0020517821792916,0.0077967817943931,-0.0786367305178224,-0.0875965820879953,0.181253332298139,0.0312523869408789,-0.0219405512245923
stable,-0.0755025321642056,-0.040675539579263,0.0879961565042956,0.005222309338698,0.227092939486517,-0.0339376862845122,0.136807292293879,-0.0555331195141141,0.0452063018772007,0.0123074620740424,-0.0669671448579465,0.0307405782531775,-0.0074910475121365,0.0227398733897304,-0.127928878123624,-0.080906120824268,0.0627031134133294,-0.0552840893352702,0.087284467316717,0.11311951726752,-0.0330496007202526,-0.0837559294150091,-0.0352933138021897,0.0592258464307952,-0.0452703905261679,-0.0355392921406066,0.0022760625904634,0.074956252727771,0.0186497968494527,0.0317745417898481,0.0609672265784466,-0.0545467646881048,-0.0184434924365869,0.0931342350472081,-0.189617559779016,-0.179928576791347,0.15696530868236,0.005962075458205,0.0571609711978808,-0.0969191275447848
stable,0.0672589392673033,0.0718878047202176,-0.0008102520116886,-0.0184272165430577,0.0666492446842504,0.0561801469094615,-0.0924970860868329,-0.0128597423241278,0.0335091351764702,-0.0500110004046241,0.242305462980633,-0.0802229714543217,-0.0477406903124668,0.0499628666217515,-0.07852224445949,-0.0843464321870738,-0.0182828151944399,0.0258879528883096,0.176273935176581,-0.0092978423915558,-0.0563646597438064,-0.0197188063834723,-0.131445338727906,0.0440343890312772,0.0166462665767717,0.128252464464024,-0.104506464913545,-0.0483584071926651,-0.0694089149022791,-0.0607849454709395,-0.0817311633176629,-0.187898243740312,-0.0392691445268905,-0.23974635019124,-0.156418749741636,-0.0339343169251781,-0.0334048453135795,-0.0976875123399275,0.0757946634300431,-0.0228555245673362
stable,-0.0453990636219919,0.0981703764780757,-0.0456132957865682,0.184530145826572,0.0321106176621996,0.136943977563962,-0.116085995122474,-0.0014233730256595,-0.0783460339718877,-0.072608969225607,0.200909828782567,0.0558395531792529,0.0353628313696376,0.0622749905750281,0.0554946030837487,0.0309632047129435,-0.166221163038178,-0.127400358255012,0.0895889863829006,-0.0668174386747731,0.0987743417330111,-0.0985540578123734,0.166140069506954,0.0859724569605616,-0.153122742218716,0.0150216688957994,-0.0932418263416084,-0.105535363604894,-0.0028963704510231,0.0244115736007879,0.145231252314549,-0.0021072214606064,0.0926281782769746,0.0714833425981722,-0.0957097324634789,0.0485423457203233,-0.169460062882281,0.0232532674906211,-0.0529310792161068,0.0837393589738765
stable,0.0804441720519005,-0.0394261835041142,0.0234242282340646,0.0253480265268971,0.0459786552692369,0.0177354988943116,0.156380249404571,0.0295425337965318,-0.0264145542660771,0.0986276529884913,0.162823250148092,-0.117289409834974,-0.0133244363710424,-0.0648829007560232,-0.0722668014877283,-0.137392236783854,-0.113028439655788,0.0438117716387087,-0.0456736511021319,-0.0708906337017024,0.0317293379400055,-0.111731219524754,-0.0943555291580477,0.241117200196651,0.0180494076225029,0.068587519466514,-0.0916408773213148,0.112861777484117,-0.0340766995818289,0.124312767642284,0.0045854358612424,0.0404060065222015,-0.0034126959862187,-0.0178365243528215,-0.110228184693149,-0.0139218222604136,0.127565548727344,0.0536836250978418,0.0707664288444886,-0.103988795459828
