group,ARNT,BCL6,CLOCK,E2F8,EHF,ELK4,ETS2,ETV6,ETV7,FOXA1,FOXD2,FOXG1,GATA4,GLI2,GMEB2,HOXA6,HOXC6,IRF3,JUNB,KLF9,MECOM,NR2F2,NRF1,PBX1,RUNX1,RUNX2,RXRA,SMAD3,SOX17,SP4,STAT2,STAT5B,TFAP4,TFDP1,XBP1
progressive,-0.0116892288861041,0.0591375326371227,-0.005335609677157,0.11690897754189,-0.0860754476246997,0.0269879810301241,-0.145415628529275,0.151673883847656,0.108640928229834,-0.123934912179326,0.0089832784912992,-0.0144523976152484,-0.0672863770859711,0.0193731743684442,0.130448265904971,0.145952050413707,-0.0487071071064872,-0.0051305773124405,-0.120528037188863,-0.0945056155507173,0.0733729774013339,-0.0672315428488958,-0.320725452653667,0.0106402260898802,0.16743515086092,-0.157097705123586,-0.352796329050948,-0.0298035998990796,0.0312269059657743,0.116048318429534,-0.144037620310599,-0.0229302474865489,0.071158151042943,-0.101614993592398,0.118391886040188
progressive,-0.0432534009010187,-0.0653850536787751,-0.048447980354453,-0.0986915210029987,0.0504176080657023,-0.252188403523989,0.0762517218516273,0.0241640074861793,0.0879801021481511,0.0588324347365335,0.0771220589374102,0.0681897345398973,0.0428041187837632,-0.150347203175414,-0.146699628289772,-0.0114288588850201,-0.115545481056066,-0.0928461489538889,-0.148777460071146,-0.0415244880414228,-0.126971987678692,0.0981520688273062,0.0373641199538874,-0.098783259236365,-0.0789819144036059,0.0715134813026305,0.0666050937738006,0.0865703128866756,-0.0180465570868292,0.205322711673239,0.0034633143314444,-0.0354760373389637,-0.0918793691099516,0.145100873949311,-0.206522365494183
progressive,0.0120906194931604,0.116438915882436,-0.0650411975156052,0.0147912786548188,0.0208764748214808,-0.0443312388167962,0.108505778000914,0.0274325630931868,0.141586722873847,-0.119031920434554,0.123658745164048,-0.221852915456812,0.0914522035585404,-0.12546254074406,0.0300828801712468,-0.071755282480451,-0.0135489909303278,0.0563072332580709,-0.118066126923057,-0.0186172770083011,-0.0481990598243449,-0.0302447493323557,-0.226804253002118,0.152032317973729,0.114013201946585,-0.0346206381374519,0.135235875404504,-0.0054539838876968,0.310065412312393,-0.0559556131664755,0.0393620879188321,-0.0237320327019038,-0.064152853363491,-0.0133445246215587,-0.113952791446267
progressive,-0.0956500652923248,-0.322293803741509,-0.313100746206785,-0.159945112127135,0.332336426593235,-0.0620506727884013,0.095369694648737,0.366689579370121,0.0177267509428197,0.0528646597422096,0.101595613613633,0.24704316834118,-0.114594103853536,-0.103501852210488,-0.0366017535164134,-0.289731359949548,0.0146793052037227,-0.0447254576919259,0.163899887989199,0.0579831851098192,-0.327640570537567,-0.0056849022456109,0.0290218838555987,0.304082391987663,-0.0070881643612562,-0.148282256912967,-0.0387475047233689,0.237099168328906,0.1532753903847,0.34644794602125,0.0132027804073409,0.138424199660788,-0.164133765008473,-0.106281607385356,0.347947013180935
progressive,-0.25360378198754,-0.0569052756445605,0.0612677995947636,-0.442026323777928,-0.293508045179103,-0.363982053404075,-0.313460176774885,0.0468971324646829,-0.307654170635276,-0.183033541616608,0.174308493716202,-0.13828559374504,0.144733147524384,0.101204140168314,-0.422619507675922,-0.137451581813383,-0.0139215837822657,0.109961265450707,0.0329755486824173,0.301976474023615,0.0812520085725321,0.349932160093862,0.183963785694225,0.357951505590559,0.162536094527051,0.0363757511730167,0.163305951694734,-0.433942823517258,0.0321415367507608,-0.0515162754707803,-0.303195414539113,0.109865033304746,0.315577283986013,0.275961717232331,-0.0929281756157226
stable,-0.126098903752466,-0.0140610521745686,-0.0004625697101033,-0.0434574955680818,-0.077440512268267,0.136789875751611,-0.0272972443513472,0.0725006392428146,-0.138361545753388,0.020006288158161,0.0738855820442304,0.131434608803448,0.0911836342149175,-0.115996171833192,0.117225261640655,0.103827733210865,-0.0894476146375827,0.0418259049065051,-0.0685030469969673,-0.0052704987270458,-0.130880898436025,-0.0468164610291986,-0.0879090911838056,-0.0370263242749756,0.0616589517176636,-0.10802079623233,0.115525006744025,0.188713869096745,-0.0953663729017587,0.133704381661183,-0.0941936470455163,0.105179875255392,-0.102135332712345,0.111205482973109,0.0468676381137423
stable,-0.0250678831990411,-0.0251895841966115,-0.0964029544537054,0.0164315263973591,-0.087149264612534,-0.0080064122598537,-0.102354952982552,-0.0731637390938055,-0.0295437053791184,0.117681081199906,-0.107303706500338,-0.0158520278648864,-0.0485902267864494,0.0704201067599767,0.0675137860459761,0.0700959911498669,0.165528490498594,-0.0394393206893401,0.02510319540559,0.0163211757518937,0.118582803617137,0.0136815883123609,0.0512392728527364,0.0295802787359013,-0.120523083251978,-0.039301855313846,0.0711635548228552,0.006908580981252,0.053523846501429,-0.0837107384998316,0.0842196126192064,0.0646106182075602,-0.0478839826554708,-0.0663604641570833,0.192913106677292
stable,-0.31172992959203,-0.115339659028341,0.120451482178313,0.0954898522511777,0.196398568977894,0.139371866564572,0.0453508336275907,0.074918083438223,0.0096676525482421,-0.0791585730967223,0.0784532078893399,0.0227625501629426,0.0164723521959318,-0.297191107905747,-0.112302439429494,0.331770599895897,-0.0367785717543425,-0.120683837776039,-0.0735654419228896,0.0999212054363805,0.0217169499731756,-0.0799552208603543,0.0492842819605235,0.0353927365821911,-0.0327787361077737,-0.323488782519806,-0.333256016038502,0.155993590216185,0.0969503731511696,0.155006078925849,0.062827293942267,-0.115779474981179,0.212389613149965,-0.0066885218488267,0.154923094783804
stable,-0.0979504657087711,0.174301700117886,-0.0414042334932534,0.0655808792617104,0.0629374730214862,0.0510166198213416,0.221560524351382,-0.0543523170976302,-0.110537462261963,-0.121206962060589,0.094409322351636,-0.137057438479832,-0.116232676648579,0.0505845604876827,0.126883499530764,0.054822975391933,-0.0889008771294259,-0.0481752382668471,0.0631715570408748,-0.0490032482290464,-0.0625203552209797,0.0985755198456493,-0.160355024047819,-0.0765342681902327,0.019404071054006,-0.0028799805151383,0.154045961674189,0.0284822975718934,0.014419824619895,-0.133430381307071,-0.032677133004449,-0.0975545150802307,-0.037737332232085,-0.0253918904648578,0.0542863253262068
stable,-0.100642308212809,0.0916542059005599,0.098551739938694,-0.0019021726574755,-0.0821916662553197,0.092826672536707,-0.0594938232427811,0.181871163948656,-0.140339086287844,-0.0261812356334521,0.126541497391661,-0.0093912908106717,0.0719033916187952,0.0825878154830374,-0.126585397708287,0.0096621124822559,0.0369446134799264,-0.0147720998250708,0.135290549875778,-0.0368476332571726,-0.109154736563429,-0.150161865367678,0.001127329690883,0.0803594106784955,0.139429593487697,-0.0949591910592127,-0.0777905049349177,0.112243692211661,0.0572006381226969,-0.0620349999672979,-0.0087321201843133,0.142214766554895,0.0599025765700719,-0.141082395224183,0.0336063820359843
