group,AR,ARNT,ARNTL,ASCL1,ATF3,BCL6,CLOCK,DUX4,E2F7,EGR2,ESR1,ETV5,ETV6,FOS,FOSL1,FOXK1,FOXM1,FOXP1,GATA4,GMEB2,GTF2I,HEY1,HINFP,HOXA6,HOXB13,JUNB,KLF10,MAF,MECOM,MYC,NR2C2,NR2F2,OTX2,PBX3,RELA,RFX2,SMAD3,SP4,SPIB,TCF12,TFAP4,THAP1,ZBTB7A,ZEB1,ZNF263
progressive,-0.0293380616384523,-0.0024461720527658,0.110601268916597,0.0411619886075223,0.0141146413586694,-0.0539163754134855,-0.0346007607650569,0.149264504202929,0.0115404453480018,0.042666270112868,-0.0703811708564944,-0.103953167674126,0.0831812805045653,-0.0622859416613133,0.195990962694967,0.0488754320711035,-0.129242471643935,0.0759182070357457,-0.0330141781439172,0.107213206316411,-0.0922481200945366,0.042236475397055,0.0239336217013136,0.137808646112827,0.0930368391208957,-0.0139088885691844,0.131142255733513,0.0929682548577341,0.0545976457608913,0.101356110242405,0.0387546809705481,-0.0476363430499829,-0.0328701511912777,0.0034772221422961,0.0299918982805935,0.0975039607948251,-0.116506373974815,0.166175097356489,0.0230191648591581,-0.0884782717627508,0.198565158705635,-0.0431989412234236,0.0925841829840288,0.145817001908003,-0.067843553119513
progressive,-0.0504540732521106,0.067995448175727,-0.132837939144816,0.123255922732836,-0.208356482879796,0.0651916515075714,0.0586251807354715,-0.0948252443058472,-0.0243804161805959,0.103588047497432,-0.0428701561797025,0.0890351864300711,-0.0149793625423237,-0.0574079995894939,-0.152035761698307,-0.109373600075937,-0.0205238817168446,0.1030489135907,-0.119305527909278,-0.0652006621021129,0.0825130177478001,0.0965748014126503,-0.0718872741347658,0.136640410041319,-0.0723370529789611,0.0495425014376648,0.0274733027569572,0.0982372561055524,-0.128144170271586,0.0836506053086613,-0.109865428361326,-0.0714510111823827,0.160943485285434,0.0335809840903203,-0.103881642702908,0.0727432806162059,-0.0733642607566892,-0.0717536169824006,-0.0622249132547908,-0.068528575019431,0.111281593470094,-0.119117056306785,0.124665329895698,-0.0439101289663644,0.0573651992654219
progressive,-0.056500341717183,-0.0273536975687079,-0.0191818254689655,0.0117690274865365,0.037762998817406,0.122942977659356,-0.0863031983073316,0.144025867089783,-0.0190616950448605,0.0486460644261681,0.116509993448533,-0.0425629600755513,0.0189978757570547,0.0656692963369969,0.126841209921563,-0.0632006161216392,-0.0522672458977831,0.0384147063681756,0.158599939979171,-0.0642750326022283,0.05767536742796,0.0987427037234041,-0.0547832274676322,0.0351028607386309,-0.017872403846221,-0.0996662063587112,0.123389712673996,0.086343742325467,-0.0444279849097814,0.208598222491671,0.0271765051931531,0.0763961923944226,0.0762144951279637,-0.0043021708132602,-0.0969812913799646,-0.0184542855879796,-0.001985155258335,-0.0253144836195256,0.0326769769868607,0.146166441084304,-0.0435585409653215,-0.082436500281452,-0.123584924613167,0.00599525897799,-0.197226376219832
progressive,0.386631068882975,-0.307045811797108,-0.012024994278863,-0.311837020455093,-0.26818787059254,-0.293188204033265,-0.248605047595157,0.236506530932796,0.197880049083685,0.107713014876518,0.330916078972949,0.176111977465653,0.552659587604374,-0.0685514534586132,-0.173488317595253,0.474924643836552,-0.109538820733397,0.037960695820763,-0.405286692932905,0.0455566472566525,-0.277252908172779,-0.0444415577735922,0.0667283706529749,-0.329029004463155,-0.372119928821368,0.489152586569129,-0.0030566250176684,0.0312456514612349,-0.43657319016275,0.0880811769568028,0.209127612233333,0.0717796307044447,-0.178871789898087,-0.0151333572701044,0.25215590641301,0.375105754506778,0.287668579168397,0.216264729535167,-0.226518378981965,-0.0432080155615621,-0.352964624868772,-0.414557320881816,-0.1789262509229,0.0956526209315262,-0.197965825197767
progressive,0.120001105517884,-0.286336828127763,-0.0922990508250666,-0.154798341256746,-0.151991117451572,-0.0285658158636402,0.169482281160734,-0.113553745349957,-0.214089375911083,-0.0946743940448293,0.221122859730641,0.284948640531798,-0.0942425134594179,0.0090077950671522,0.173122417523487,-0.0063548143281964,0.248022850479123,-0.16642826844961,0.0355376024567101,-0.243611498785278,0.21439786204352,-0.416764764922008,-0.0429104210219477,-0.188546724145323,-0.0804531833394965,-0.100165447202203,-0.0604941305708407,0.0448230350430554,0.0703039895823284,-0.0402574402829919,-0.100689873627345,0.435921753746329,0.0526585828069481,-0.0076196074711869,-0.129810964529372,-0.433546410526566,-0.432003979864382,-0.283159420963665,0.0,0.0883812769431202,0.4224100611456,0.0608334653165211,0.403530709840473,0.486636873918925,0.186449018444753
stable,0.0197002837316859,-0.607394982499579,0.0467887875493458,0.0497174887923099,-0.0265549269293745,0.16908236330729,-0.117256719451984,0.509939191380345,-0.0858929443888527,0.156049359536134,-0.516162209455035,-0.0383446016654371,0.291227474116667,0.0300767326600337,-0.0757541809981954,0.0158089914660705,0.263549123070915,0.44329150571865,0.11972520295772,0.0473405390020821,-0.0459603578570057,0.0349948642138012,0.140082839442601,0.499599044374238,-0.033711881583542,7.82214371307473e-05,-0.220166343313012,0.0482671113424577,-0.189421353161112,0.311867312020479,-0.537629816157934,0.0700563842328097,-0.201003413002485,0.0028567110850737,0.11228699101784,-0.204373874178261,0.244001175233992,0.239564504414863,-0.570322128279104,-0.0129729096918152,-0.147773276571732,0.1060561838441,0.0276716004932417,-0.0519251082898472,-0.495864383809528
stable,-0.0451541745269753,-0.0012257437528113,0.115034267311822,0.161128763267323,0.0491295269842925,0.0300394902144343,-0.191579455135389,0.226495313195245,-0.0064419576707941,0.0471394319223772,0.0350851763878226,0.0129322920067214,-0.0562620615498624,-0.184934315471035,0.0361385782710971,-0.181225639380265,0.0288603090018136,-0.0535148716786132,0.0980322883507733,0.194331482673151,-0.18676174399644,-0.0311188945552179,0.0643318940023873,0.0483790839664144,0.124022046985248,0.0277833234942866,0.201109053458307,0.0859979881905862,0.0622148101944975,0.038531409070246,0.101115696044698,-0.0375517816012995,-0.0909009632018317,-0.0060416407668172,-0.0617709542919008,0.102023363224259,-0.0140098822225625,0.0064504235871924,0.121678197559547,-0.148985010902272,-0.221926741881733,-0.0548948160515366,0.100390650776015,-0.133661702221344,0.0630589830010711
stable,-0.0401226186359144,-0.144533974787875,-0.0435612443332854,0.12692597730737,-0.0801574765231719,-0.11984926966568,0.0528160141916391,0.0478535427675908,-0.0772773283172532,0.111607737541819,0.0246767268723172,-0.121405028391869,0.342123311263726,0.120503486155667,-0.035678733453929,-0.0028721699560408,0.111496042043528,0.0694506651870421,0.0625813920421778,-0.0489944325001293,0.0576109423682517,0.0126295695567016,0.0692432306902169,0.0635866515267921,-0.0074995548852176,0.124875567088752,0.0598448523340612,-0.0272776363325097,0.0780432403055308,-0.0271021148351961,0.0591746793443183,-0.0589911795971268,-0.107147895860078,0.0049465149242924,0.13290168646591,-0.0057523181619594,0.0132997425464445,0.0381839039155868,-0.0881117916514293,-0.113753886758971,-0.0684214709527941,-0.172633370857808,-0.0397316843918977,-0.0503507349793708,0.0959224982818847
stable,-0.0557993775956869,0.0430352068709595,-0.0260295334637873,0.0420604665265382,0.0304332925537498,0.0974439869592538,-0.0871136623472922,-0.162546065252623,-0.0529544819172095,0.0677053922095428,-0.0279333419786619,-0.0485002430560193,-0.0020444307347232,-0.0095382729634121,-0.0403008859294571,0.0269970624123189,0.0938983839801628,0.172279045905057,-0.107249081570584,0.126930182852826,0.0940522270924759,0.1240492301949,-0.0711620546393277,-0.126410962348769,0.0314873582529575,0.0653136125728001,0.0567332533634,-0.0437611540571869,0.013175220290439,0.111438902582486,-0.0134107925561684,0.119572155246726,0.0659349945186272,0.128365250634872,-0.0071260610383153,-0.021556064213558,-0.0274285442663846,-0.0143278417334723,-0.0742641567712036,-0.0221077359991183,-0.0200789299554893,-0.0630576475586463,-0.030450119144159,-0.0674421762595696,-0.168728635328706
stable,0.0556708768776769,-0.0910594175550887,0.033789339034587,0.129285108854171,0.0142956421031623,-0.0344448444362203,0.0069755583158369,0.232343529541285,0.0874760153730688,-0.0474877246516554,-0.0907623845483828,0.0228016245864337,0.2164067994468,-0.0184644048659899,-0.0087131808948848,-0.0845398689418899,-0.0731680671609898,-0.0321971564316629,0.0753798851369639,-0.0687081509768277,-0.0325796029498874,-0.0008764228457798,0.0024434007145152,0.0677880186553027,-0.120643212234641,0.013544878302877,-0.0441531793388413,0.015253057376887,-0.106221956664166,0.17716959157294,0.116157316487211,-0.0178366109985099,-0.12118121708521,0.106613473240444,-0.107328959528501,0.0693549053676757,0.110909672597832,-0.0583363344908681,-0.0326209879383926,-0.0966408760433803,-0.0371830904047451,0.0080837462128826,0.0311443460247426,-0.0992637180571746,0.0398257589273497
