group,ARID3A,ARNT,ATF1,BACH2,BARX2,BCL11A,EHF,ESRRA,ETV6,ETV7,FOXH1,FOXK1,FOXP3,GTF2B,HIF1A,HOXA1,HOXA6,HSF1,IRF4,JUND,KLF5,MNT,MYB,NFE2,NFYA,NKX2-1,NR2F2,PAX6,PBX3,PGR,PRDM14,RELA,REST,RUNX1,RUNX2,RXRG,SETDB1,SP4,STAT2,TAL1,TFAP4,TFDP1,TP73,VDR,ZNF76
progressive,0.0686289533700849,0.0133862516315117,0.14715361688752,0.0522204036242382,-0.157670312894319,-0.292827384408369,0.0095276257871122,-0.198577756385529,-0.0751242651419034,0.0552201659614157,0.085095094546445,0.0956718859589975,-0.19401801747401,0.0547243788639523,0.20382608848797,0.0638413527117515,0.154232354890192,0.0096953921281731,-0.0564671456307934,0.23211600074626,0.174965269875025,0.0550173439669989,-0.0226559679689335,-0.195547946345475,-0.0492556969404167,0.0049628789251134,-0.0003405406326011,0.0884554293181414,-0.0160855369399236,-0.0249220655608747,-0.0513740599932148,-0.0627971950367907,0.0311619718582424,-0.0590988236077329,0.0568402379415108,-0.0148185254686282,0.0879346024682809,0.101113024154896,0.122857545136574,0.0233645929617726,0.188972507365986,-0.0646301049122614,-0.0648654785847946,0.156042728988505,-0.164185656468056
progressive,-0.0326112962739127,0.198418574992834,0.0412652585585397,-0.137523375877093,0.0696662516952151,0.0793896936447455,-0.0651739423548961,0.0653306124677192,0.0954714684362729,0.0339281498011684,0.19378196423281,-0.0041740216374256,0.026117732387163,0.13010051084744,0.0064078076144675,-0.0529808846795478,0.0724121015673263,-0.0050686904396,-0.115918567318779,0.0831299864435133,-0.178175147256999,-0.0200183175210948,-0.151988150188377,0.0996776486758044,-0.0700183471592966,-0.0203753604624234,-0.108700198015336,-0.084687617196792,-0.0395921866694965,0.0810339052498475,-0.270786149264937,-0.0751777413484258,0.021663353705738,0.0983970766483603,-0.0806760377289778,0.217270937042708,-0.059485992679874,-0.209171916789292,-0.0534599653929703,-0.067516572831373,0.0421755943719964,-0.0474966061511958,-0.0960437266378481,0.0750251941333085,-0.0557522965174355
progressive,-0.0113026427654616,0.0796427671210352,-0.0076414798237065,0.105956732309375,-0.037809842597494,-0.0720044550783728,-0.0025373926163494,-0.0994841636909536,0.0448201420481573,0.0932523464318856,0.0412017441504979,0.0063228909640867,-0.0549285313599813,0.123972695052613,0.134751862000532,0.0365894549502423,0.0545341426199869,-0.050927623901243,0.0576354002621918,-0.072298266770216,-0.0388179889147889,0.0841330967510917,0.0243198470210595,-0.0758873626932171,0.101224067429443,-0.005248221244865,0.0448209339934183,-0.026377320809223,0.0189211561765982,-0.0817921065594785,-0.0053020735226153,0.0001671004500779,0.002191312537278,0.0764916169273852,-0.0759055774342209,-0.0277188760814127,0.14377449435948,-0.0493967937116664,-0.0201272888091513,-0.0570366896448509,0.106589496572941,-0.0520743606392187,-0.0575641251886988,-0.0974156026691356,0.0319185618006702
progressive,0.0869872930561987,-0.341300764206563,-0.198334824793088,0.162918354045738,0.306048238627734,-0.0410898364475294,0.321459084468828,-0.047894999056717,0.359005404291455,-0.137214915475575,-0.147862722736442,0.425968376939723,-0.0348829298918967,-0.0847409566243409,0.0444708460194229,-0.0141165418790756,-0.279030362478367,-0.187850962700743,-0.0614966955820122,0.111721441770362,0.323433617068662,-0.103616222737103,0.124038901142232,0.0192089089118595,-0.339307536105055,-0.31992461521608,0.0713334056933485,-0.0087149800109207,0.117263938958825,-0.0881953100874155,0.0241891029346019,0.100252470551369,0.0698463942525412,-0.0858641248402698,-0.189500481194559,0.0778193066585717,-0.0335454824644782,0.257298998956085,-0.0835343777086376,-0.0098625961905766,-0.104109496358183,0.0941232222334576,0.315695117491308,0.0161299035977702,0.327430140080271
progressive,0.490049728648862,0.0965455334168044,-0.317641598606656,0.408978655240224,-0.20218702991158,-0.229852344999351,-0.127758651530838,0.409620279191782,0.0135118455681063,-0.379879121907794,-0.361234284727222,-0.185429322000297,-0.0553683727609273,-0.344250121303625,0.310772448066445,-0.100621732638468,-0.209962002501049,-0.392296432499713,0.0524244511008371,-0.344967230425955,0.153612322520091,-0.116435875915106,0.386861500204161,-0.19388366112671,-0.125947007432321,0.0136628159096494,0.114548746645818,0.319717440802873,-0.0884308775588634,-0.367461811315875,0.125494096407691,-0.515941142223501,-0.223851273923013,0.33447479168871,0.184561242536424,-0.350666360819206,-0.358026164969432,-0.402826613822343,-0.325265600854582,-0.206678397572487,0.285258460345664,0.31760385602127,0.0037742585385771,-0.269821742922883,0.0642378803265837
stable,0.026682275660661,-0.151022407029281,0.133355877031331,-0.0992055736808083,-0.0077028246983929,-0.0479921012908839,-0.0061344308048456,-0.0041586795040127,0.0004027627582417,-0.0513946999675569,0.0243725769134041,0.0043083188694678,-0.114217597405519,0.0164364171402663,-0.0427216211420696,0.0574686693679375,0.212919221625276,0.0511323872766823,0.0238687840881158,0.0808879088166364,0.0573741657910101,0.0893819529651713,0.0626592652776916,-0.0553034932178822,0.0480632661391447,-0.0153966689463817,0.0078091803813768,0.0820882086674556,-0.022360486115587,0.0272936250431153,0.0321728812682188,0.136544041348644,-0.0544982809729244,-0.0025417285239779,-0.0973482390166998,-0.0143438677722585,-0.0710034090011666,0.247861475392834,-0.0062238698254404,0.0542613432756337,-0.063882225102205,0.0249865891038271,-0.234425155230604,-0.106817549636741,0.0870575826681262
stable,0.161748175732945,0.0778574759493448,0.0101149736316648,0.010469241226046,-0.0505108197796787,0.0574287118439708,-0.170159862795014,0.0453409147159118,0.0135295528181868,0.0069218950879574,-0.0428430279487491,0.0221473955990201,0.165495005883689,-0.0415740694468412,-0.220627316484985,-0.116572719328533,0.188576440337951,0.0327860981602315,-0.072011059886138,-0.111410820312097,0.0659084503083504,-0.0930009144752683,0.0941124207130069,0.0168060276882551,0.263446993462353,0.0340550566621395,-0.0241442372374063,-0.0720897860182227,-0.0505101526090678,-0.0854585507191856,0.122798755469335,-0.0717548663715572,-0.167915500859989,0.0033765504617014,-0.0623664415351489,0.0263018669930163,0.0859656003834601,-0.0099561870262735,0.0217410886969897,0.0404465511144414,-0.121166188984493,0.129325018385036,-0.161504658459971,0.133153910520919,0.0971520500162101
stable,0.0893979146512316,0.0854386064896197,-0.202852276505662,-0.0235669015085964,0.073431854190415,-0.301190841474113,0.0917168153098763,-0.264303143959746,0.255405436247317,-0.0761458268131251,0.0860398029566758,-0.193851506541738,0.026950778766026,-0.0920260020643622,-0.113926730507118,0.140817389626438,-0.0966552148606936,0.110774743315552,0.12782295741707,-0.0040967244969389,0.151699045680152,0.192649113607626,0.094928922148147,-0.328656931497615,-0.135913344159452,-0.0561002188972855,0.095538707136161,-0.214017353750989,0.300280458252571,0.039369780071212,-0.11416720909394,-0.0038476573891585,0.0380471478436887,0.212273883996526,-0.140336432452793,0.304007876348318,-0.217298168756923,-0.120436829393239,-0.151965289829848,-0.331276430389788,-0.304145292683645,0.136815138860036,0.0494698807177533,-0.317826806569649,0.108077947734758
stable,-0.0023150151195187,0.0305478819615158,0.0360033214910781,0.0737013114317649,0.000127680499628,0.043553237095347,-0.143235595648396,0.0068689529395859,0.0891609695028909,0.0035892407117663,0.0345846492729886,0.155620604112317,0.126916996034318,-0.0806089554318443,-0.0232546170585195,-0.0254509795925253,-0.0590051569543744,-0.0167454909815216,0.0408590495829935,0.182292931514416,-0.0274139060615545,-0.0758899357536721,-0.052309024084992,0.10770688449937,0.189154146241903,-0.0425150269721088,0.0006990184929131,-0.0041180185385088,0.138329569177839,0.16119211682336,0.0541739332007715,-0.0151720545214588,-0.070359693507156,-0.220455214181023,0.326502252185228,0.0916010857180048,-0.0948588730115449,-0.153170170281072,0.0268619135985161,-0.0039606748925025,-0.0525927585286099,0.0515300440670593,0.043413949277571,0.0685863532345441,-0.0267961387956774
stable,0.0181688002579598,-0.0214572597325558,-0.122212444624724,0.0412549626103653,-0.0909272056416613,0.0633998033752484,-0.0290852313564203,-0.0234042314990582,0.0584927600298238,-0.0584285824444492,0.0348050397771736,-0.0887610233776636,0.158095315488664,-0.0355276038854503,-0.0749729599296953,-0.0870024568676767,0.220454032590733,0.114134323866738,0.0083030191512834,-0.0509187479130351,0.0277383577646914,0.0336954470775671,0.0053756152217009,0.0471800386335952,0.101850029330979,0.110334809471115,0.119264403197099,-0.0786033475120951,0.0312847356294517,-0.10543380636902,0.11659532034057,-0.0381461500394572,-0.080879814552215,0.0117339780330916,-0.109917126644889,-0.0424717696290682,0.0548669026299211,-0.0188337303778021,0.0026302239577771,0.0221846057001349,0.0031536613776286,-0.0561401355883927,-0.0198136088519102,-0.110784203574821,0.128474062872122
