group,AR,BACH2,BCL11A,CDX2,CEBPD,CLOCK,CTCF,E2F7,E2F8,EBF1,EHF,ETV1,FOSL1,FOSL2,FOXA1,FOXH1,FOXP1,GATA4,GMEB1,GTF2B,GTF2I,HOXA1,HSF2,JUN,JUND,MAFF,MECOM,MEF2C,MYC,NANOG,NR2F2,NRF1,PAX6,PBX3,POU2F2,PRDM14,RUNX1,STAT1,TCF3,TCF7L2,TFAP2C,TP73,USF1,ZBTB7A,ZBTB7B,ZFX
progressive,-0.0846839510707614,-0.0462707803542564,-0.235144261883777,-0.127206253744705,-0.0751696585600225,0.0379222155392573,-0.0272677901524455,-0.0460008713468596,0.160693585076217,0.0253598126863643,0.0847630623315502,0.1312851372789,-0.0421988772254246,0.0950568334412369,-0.0414705882658107,0.17877283496823,-0.0252388189933933,-0.0582677703726888,0.0302530768463261,0.0947915780374158,-0.220445854989589,0.0302251552248713,-0.0668676297807815,-0.0112617206534547,0.245659079163315,-0.0376290385139814,0.0103659019651118,-0.0261695397085548,0.048820955113799,-0.0559107201615422,0.0826526531099213,0.0227607750892757,0.208881650103706,-0.0653365942043407,-0.0496586037574444,0.206289592911982,-0.0931744507948227,0.0127787954191681,0.152773151790192,-0.160560957374307,0.0058123508661838,-0.0433110884800427,0.0577558739793499,0.0389832371545415,-0.127136449691068,0.192091448402192
progressive,-0.0583304434712431,-0.0843845903343029,-0.026214063722937,0.0874652963801091,-0.0604624119925859,0.0488753591310073,-0.0367316725840872,-0.0609329365995321,0.0746273553886262,-0.122927628888922,-0.0720356258951366,-0.102110759186838,-0.0922766411354511,-0.0400499474265378,0.0685066913430402,0.195755150772873,0.0874406937862819,-0.101353460595593,0.0379164412430808,-0.0234747186664839,0.0803574532572046,0.214652249325374,-0.147222690293333,0.0767093498912574,0.0465527205075033,-0.0283729413312783,-0.0973709157198065,0.0348711014259012,0.0460714322657577,-0.0928563397525057,-0.0690018185438136,-0.104315766658605,-0.0912786984233332,0.0261417936035694,-0.0984703441314618,0.0197643399849114,0.0928724852047049,-0.0657012268156764,-0.0762972564446509,-0.033688639260079,0.0380179269426182,0.0142026161178383,-0.0228212122679475,-0.0220639136767024,-0.0697268262306605,0.0533999299020504
progressive,-0.213597307607422,-0.0348904869385375,-0.324741916545188,-0.23530334312566,-0.237406795961721,-0.191937998737638,0.115013876892026,0.315951277390828,-0.0645347771046554,0.279735863871926,0.152932552112646,-0.30106657889129,-0.0615864763183166,0.136537527750168,0.0058069165538704,-0.36971782299364,0.444814329960196,0.0296766973577879,0.0057511460379734,0.0898078646734407,0.15425747869301,0.117155012509098,0.179951106097884,-0.291894589993093,-0.381479372602946,0.257328928626875,-0.458094495644264,-0.0707795675738794,0.0413289669021604,-0.132802410496309,-0.2421261874556,-0.159729018495878,-0.412977655594829,-0.16442353935429,0.301144959075793,0.179254728304791,-0.0984198874458064,-0.464805798942411,0.389645984903756,0.291877255913828,0.3176304221127,0.260917836690409,-0.301486365071758,0.0906399004781744,0.186033106953138,-0.450893316192969
progressive,-0.0615566330672662,0.281631047950865,0.0525376261426194,-0.015720478474286,-0.0848793918941978,-0.110279470415335,0.212309715974048,0.314531042187943,-0.132079043448092,0.204921718927572,0.101078936868265,0.18955746938902,-0.0609165128724025,-0.0716798132065073,-0.125383031345744,-0.132283772721503,-0.142217237067384,-0.138776420412263,-0.23756238941833,0.0037233430524268,0.0019954279848416,0.125650544263001,-0.087505386041144,0.185738586009002,-0.101925151198362,-0.186206733614201,-0.0636899120962043,-0.257990276319236,0.0283126936508585,-0.189270848406245,-0.103461985610764,-0.174052639082727,0.0065595259200745,-0.112165709454358,-0.0121104189531463,0.166481750552004,-0.28599178147451,-0.0174361097854665,0.265127138790328,-0.0642099244506671,0.0881550602687669,0.0018411985988723,0.0718053804941991,0.0619374295158098,0.0669997020163418,-0.339415202940086
progressive,-0.0893692230172866,0.0467826276061059,-0.316236784601113,0.0592141558253991,-0.0307500269807202,-0.0111476676223385,-0.0263034854010234,-0.204760108377728,-0.180930403151325,0.202943915338134,-0.10170681021729,-0.0663223596182947,0.0213872387248797,-0.0565524936122003,-0.0645061665787002,-0.106842252605109,-0.189291153868079,0.106278606489373,-0.166526113526955,-0.218726006578748,-0.248442682347285,-0.0170033244913758,0.251981127407185,0.297010189319889,0.0834822524751528,-0.0031939946558385,0.133928579833544,-0.0278065417096533,0.0075779088893424,0.376171154907731,0.27296128838181,-0.0105527078335058,0.120745523459936,-0.258243862026476,0.252951851273175,0.174636354858937,-0.0367622522152398,0.0356349599837674,0.194896301352345,0.328856194858985,0.211523861766563,0.258463057738151,0.0303429492304663,0.158290617502587,-0.0785660057990091,0.0126820376040648
stable,-0.501286939935729,-0.522274422808423,-0.539015683450369,-0.489620752287073,-0.541102176467956,-0.500879256858735,0.549800130175722,-0.439255501093402,0.513255697422966,0.517247189203784,0.508324476137184,0.519943014992362,-0.504796702414489,-0.501160480037839,-0.519524134448901,-0.0678616499146486,0.4353398661918,-0.447016250682259,0.505388881619828,0.506153644755142,0.191999526800235,0.524839690902872,-0.521824189358854,0.437458140954637,0.524789850264895,-0.520455382468625,0.377425568998692,-0.502164058926063,0.558577752666183,-0.565778390687712,0.530332977356515,0.272584834037185,0.232310691974976,0.482265922769851,-0.554709528314091,-0.515828779919545,-0.524385788496205,-0.509342778502592,0.501764047304819,-0.610076139817543,0.567474401842751,-0.120383294905938,0.408953679720516,0.511861874916162,0.520460528538321,-0.431097837054877
stable,-0.174003733443751,-0.0607502008090598,-0.165797257287996,-0.0562470125359564,0.130017168131915,-0.227769035127922,0.0254009684815008,-0.276681689378357,0.0477265739469179,0.117645946637961,0.113690509588618,-0.016995588250079,0.118629450790568,-0.1395217228861,0.232244682836702,-0.13751003766543,0.0160310564862286,-0.0657864520049511,-0.152727729485316,0.12388113040072,-0.0864614596486014,0.115858258007119,-0.184538917316162,-0.169323673546439,0.20064096725709,-0.212466885577446,0.0824056525426139,-0.282378302105463,0.164139927328284,-0.0146528042449907,0.255327959827276,-0.0460869923508804,0.135475095968221,-0.339800378719206,-0.0782745678941431,0.234373874465151,0.0060105751603898,-0.210992547367347,-0.122462485331808,0.0586803743970408,-0.0408793776436452,-0.468199997706542,0.0106790068194321,0.0474891130811984,0.0799735147066105,0.0674021651119085
stable,-0.474541852657369,-0.22797112519053,0.119173451660291,-0.509957095357249,-0.362744243276113,0.309185388549278,0.201123699281156,-0.575779687843043,0.166628436908922,0.0694865141385038,0.0589747389165381,0.47000594965063,-0.27091420691923,-0.182244102992085,-0.323161089700552,-0.631754490908563,-0.540180449077634,-0.516148962953749,0.346968580614228,0.144420911782456,0.295697676963103,-0.260610427249601,0.301033562863447,0.551828200008518,0.237346924703577,-0.118685462095192,0.516620952860976,-0.192115891899167,-0.0707744865972073,-0.248082695135752,0.324601058909041,0.595963256248689,0.196859790458243,-0.348232553586124,-0.0680465449300153,0.353600438802211,-0.531876626642017,-0.482669678856392,0.450430368244123,-0.50335723648501,0.10731770517707,-0.0238394902294199,0.504965202101155,0.119045454397315,-0.199491734178203,-0.540564440866564
stable,-0.0782706944292436,-0.0694350198570714,0.0853324948091818,0.234384861212939,0.131265486782849,-0.0303845153361759,0.137180406494403,-0.0902533710453043,-0.0971851996391087,-0.121415310213355,0.0368903252976527,0.266498723370173,0.094769890613455,-0.0450496652049432,0.0807413618082506,0.484704504094378,0.0207004138267412,0.0009627539713617,0.0831831465681167,0.0297563183698623,-0.261021856715589,0.038214112008275,0.0996438325934737,0.192902199471891,0.0122618752677557,-0.128024616226753,0.0565040305792193,-0.28400760778185,0.108018588701856,-0.092644611221674,0.159068618033312,-0.0841603418490489,0.111285934992165,0.245525128104058,-0.017717079957984,-0.200042223612002,-0.230890064296896,-0.0880534782207428,-0.0093748167961347,0.0042288968192063,0.221550147332223,-0.280658427403976,0.0107010103916855,0.186479427040444,0.220740230553815,-0.314203182651146
stable,-0.361368290256719,-0.316849228558306,-0.236606164037221,-0.139914906905794,-0.234701303098985,-0.192339593604591,0.320117432173791,-0.153136755932354,0.199070337868703,0.169225282743993,0.274358863725249,0.460863113831568,-0.283191697607668,0.208430277676635,-0.25591180870197,0.114023513415691,0.018222975336031,-0.269514574837189,0.254146894295159,0.310413524079043,-0.178291330246016,0.289110348076927,-0.349360428048679,0.456271040814345,0.22109128489687,-0.242546249413064,0.43400545127634,-0.326208020887299,-0.0239270931428157,-0.309645998366188,0.322519518685963,-0.157977143392021,-0.144804727758161,-0.504347838014182,-0.153546130518705,-0.217265131121987,-0.227726834308186,-0.407364340946518,0.276949228581767,-0.384315069192194,-0.336483373493771,-0.140185941431234,-0.0772014191473574,0.238872526740465,0.367001126671801,-0.360279699936675
