group,ARNT,ASCL2,BACH2,BARX2,CDX2,CTCFL,E2F2,EPAS1,ESR1,ETV6,FOXP3,GATA1,GATA4,GTF2I,HOXA1,HOXA6,IRF1,JUN,JUNB,KMT2A,MECOM,NFATC1,PAX5,POU2F1,POU2F2,PPARG,RARG,SIX5,STAT2,STAT4,TCF21,TFAP4,VEZF1,ZNF76
progressive,0.0032059839264697,-0.205143591433698,0.010393966674906,0.0558568572391374,-0.410778272890815,-0.112267348985808,-0.185275293646609,0.257766667197871,-0.0713400917510768,0.0789867340496872,-0.0409689535574746,0.363624364793114,-0.20289662293032,-0.0615924180786889,0.0462898676319696,0.145571128545675,-0.0393451134328681,0.113914353734161,0.098857348299151,-0.079399064352369,0.0198613483999653,0.132962623840636,0.03984778576816,-0.131429125748639,-0.0841292805213367,0.130479376175046,0.0667141163889668,-0.16706789938212,-0.0414716258927664,-0.0533643437240496,0.146032104558224,-0.01532803153284,0.0973562806803992,0.0903559313843069
progressive,-0.159047924098171,0.0554933828351813,-0.0706232954797301,0.0386974558104927,0.10105551969278,-0.146629098956835,0.0789175145068642,0.0204063876754222,0.0493793236516552,-0.0428342671582485,-0.0181926634395403,-0.136216509080961,-0.0647029943788759,0.0533803517761211,0.0667054155088517,0.047888759503856,-0.0276959634156313,0.0717827926673732,0.0204079133296164,0.0868287943312373,-0.215000528845827,-0.0295336138926262,0.110628999761807,-0.127169379708956,-0.0586118200082637,-0.0853084799266499,-0.0550097504555986,0.151462371444274,0.130261117933639,0.0109801332361417,0.0516876384475816,0.100526117687369,-0.0757510192266625,-0.0618080655452537
progressive,0.0332136422144963,-0.11599413291796,-2.13249709242352e-05,0.198144013766949,-0.0580503788862904,-0.0559079809145092,0.221973907168677,0.0787203685607098,0.309045286664538,0.115435114037303,0.104181622238142,0.20546685646111,0.252400071040934,0.224173425598291,-0.123107533933401,0.0074469844891847,-0.212519328988197,-0.168829033201066,-0.187865377781468,0.143504107016327,-0.148250436259179,-0.139038048819909,-0.153074449324682,-0.169634050853455,0.102880799011764,0.204979428554271,0.273622986747175,0.120448767022811,0.0986835877702116,0.0063952064589572,0.114778609575278,-0.180162493641192,0.201218617610561,0.0163539678805751
progressive,-0.17074414788856,-0.230653747035598,0.129383635930879,0.135251752384503,-0.274085520937951,-0.0447662505143127,-0.193569344345344,0.0134907460172955,0.0376517962548856,0.403368623543058,-0.135867346858751,0.125663902877315,-0.185791094702052,-0.246374129414878,0.010149734396434,-0.252531451326202,-0.337851192854327,0.204966793716428,0.351807421941635,-0.379604197933172,-0.382383324664787,-0.228426865011306,-0.0074022825482812,-0.16563760580688,0.136045001639909,-0.0652461284260319,0.136612395204541,0.112667560475803,0.1212211561795,-0.274537232319502,-0.123665630881491,-0.352884367979357,0.154971433093124,0.0189512204924462
progressive,-0.140780545086083,-0.106212334579038,-0.042059576604072,0.14554200658843,0.0919279500719944,0.087007773186235,-0.354379708081404,-0.129606982093906,-0.148906772716756,0.078437142482009,0.351872005023501,-0.13678091742411,0.15608070804696,0.129162579020354,0.128495974410025,-0.136209542043829,0.311018665333357,0.185093880134599,-0.258166442657296,-0.164873540287962,-0.0518047011455438,0.350157878882655,0.0093007214679193,-0.195251664672941,0.257087178050098,0.0356157320375614,0.167412986422548,0.174872609442893,-0.212646870694852,-0.356601723449166,-0.15649336804383,0.209440819949937,0.150366954244143,-0.11665580680752
stable,-0.300835083271657,0.0626208043510293,-0.169455292756769,-0.0979788974201085,-0.0167001090409274,0.0497812388703763,-0.171047407169386,-0.0323929059378135,-0.303935851570309,0.106819686336612,-0.072119779084032,-0.0410208729222947,0.0149544774032183,0.0737489227770732,0.1118051389354,0.301067625224113,-0.0219791440466211,0.120001386939518,0.0149722688152971,-0.0429599921932625,-0.0620911602814192,-0.0852364855853604,0.0641433924324329,0.0130283762386497,-0.0640708285430599,-0.0185260672166403,-0.218201495737994,0.185799043188822,0.0132723934108205,0.0191617847457991,0.0016468868899111,-0.0474631480575664,-0.0060121954720106,0.0088265654298817
stable,-0.0770590959761958,0.15282267096129,0.225289679418717,-0.147372462957714,-0.0442101943940011,0.0740232399197946,0.0188842108416796,0.0935839388326503,0.005830771155945,-0.0792825485498603,0.122824286237914,0.0421251284211981,-0.0492124993367524,-0.115825878137199,0.081805015028958,-0.0823221113902131,0.175408723376017,-0.0270236906021771,-0.0457787818028742,-0.0940423444480043,-0.131063231367781,-0.0131090414450093,-0.0196496617276952,0.174606204650485,0.0051542830847689,-0.190833886993482,-0.164044341577584,-0.0661018426151192,0.0952507560162421,-0.0303480580094816,-0.0122737794612375,-0.253364861068512,0.108908401486096,-0.0264046576822516
stable,-0.375368799780386,0.044606914270688,-0.0453261199536756,0.0649062926489431,0.040792699862035,0.075928725812932,-0.0139073368586692,0.0343683344915283,-0.0701589184235713,0.266801065500188,0.156859567555856,0.0162023302740452,0.144285589547669,0.193821891083778,0.062934537742775,0.120341696978095,-0.0960260801229322,-0.202492764093279,-0.145796729578216,0.117117392848747,0.0294631901142986,-0.0007757724220989,0.0105618182883676,0.112438515427963,0.0802924456872384,0.0475322227790194,-0.0394997458252035,-0.109836445428839,-0.0794762684514885,0.0413422053276884,0.178718571741039,-0.212933367940694,0.0164205162677605,0.0169700217334139
stable,0.144885616939562,-0.0046216091251183,-0.0201265590000207,0.114247640879245,0.111496624998964,-0.173590809236471,0.0882349322098455,-0.306179775406192,-0.113964734990847,0.0819049129569459,-0.0069482661728032,-0.0364704711646544,-0.0110065023649916,0.0101699789191259,-0.12003867563787,0.035981482969622,0.0401226398532373,0.246564675957964,-0.0598443507715854,0.085133942234865,0.0866972411526491,0.0931321306917651,0.0008657895722517,0.0084396191965551,-0.0409250194849861,-0.157837097287288,-0.0625575645719517,-0.168964322423621,0.186975184370323,-0.0078616132004322,-0.21481458709498,0.0896201955254483,0.0503913919489159,-0.175171180061313
stable,-0.0907067038605672,0.0152567936444203,0.0952195219893308,-0.0662822218618384,-0.0543494287495374,0.0641303596195006,-0.0059307445377313,0.0096191415933943,-0.0531847034850282,0.119691864332474,0.10122249719206,0.0830769865932304,0.0800613215810327,0.0186014579844863,-0.047170562412983,-0.004555026041408,-0.160463364336146,0.236477637432558,-0.0504180697905733,0.0398961607132312,-0.0528133572502917,0.0967852455896659,-0.111605875359625,-0.0367229225825882,-0.008005233328789,0.0068764612368506,-0.0791853799822893,0.103556719856097,0.0736453945392264,0.0064699494634784,-0.038749875349087,0.0695267176979118,0.0791444230176596,0.0207983080239456
stable,-0.086173081631608,-0.0878825356988734,-0.0879371537370332,-0.21367693029431,-0.0846262746503542,0.0014040758649578,-0.0502341107653685,-0.0172786125139663,0.166557556489632,0.0699648016113028,0.1620390454211,-0.039875392456262,0.0760738744430396,-0.174883940616385,-0.0728556347912504,-0.0209220279434743,0.0156958964358009,0.0351012931097119,-0.138164324088713,-0.057728550520815,0.0013868757092942,0.128980346235717,-0.114880141434108,-0.175555350201498,0.184464427320994,0.175471159965882,-0.0565936420041362,-0.0190064737653629,0.217330001951559,-0.0900455307128467,-0.0320994133107434,-0.108032065423072,-0.0536759524407841,-0.123461208567529
stable,-0.0903202262285129,-0.0426735128305206,-0.0737315242204265,-0.0040593391508439,-0.0279731875561051,-0.0803260287019979,-0.211251106392485,0.0031039703415356,0.105085398069271,0.0743869776603996,0.142591729655416,-0.0009771706721304,-0.133964341221211,-0.101504861367329,0.112018250691178,-0.145895690161685,-0.0407612379010639,-0.16163132440909,0.105303556453023,-0.0484778395403206,0.110253837113426,0.0674404289964631,-0.038211118728529,-0.154242868756413,-0.022535160092823,0.126567080970086,0.0151577451270876,0.115525136228331,0.0479889746931936,0.0830248477594223,-0.02945263960633,0.0230502989797614,-0.0675202294046133,-0.0393238522656432
stable,-0.163361783341777,-0.0406358425597854,-0.0044596987162288,-0.0877690007300011,-0.116481146017734,-0.1336553182486,-0.124460350513864,-0.126961733708529,0.246964611746314,0.244815592895486,-0.0194518182903947,-0.0665034600914597,-0.0419923761351866,-0.374978435067831,0.0535842736757026,0.172403826367986,0.0161720605848939,0.18122885595406,0.288978564421142,-0.120773876722668,0.0682357222886413,0.0324944261108645,0.0438037935377228,-0.0670032510052689,-0.0124767155640073,0.211208811276647,-0.098740564323099,0.106109194348834,0.0953431531987303,-0.0100150224083912,-0.212595623966824,-0.122705544824248,-0.0773898981078901,-0.126614192885019
stable,0.0313037099246634,0.0877666473000366,0.0279251945024259,-0.103176510842928,0.0046745606902914,-0.0248877933371006,-0.15532073662545,-0.185686841120691,-0.137083510861976,0.192186929810098,0.0316548902905808,-0.0430372847295916,-0.0433361645077009,-0.133176700131723,-0.0600337073835476,-0.0240802107312387,0.0213537524826967,-0.212287033424867,-0.111388458761662,-0.0163971788189296,0.151652004215963,-0.016075980884929,-0.0292087448416073,0.049431207003912,-0.0006249623387318,0.0390321607684901,0.0076481918406576,0.0545627906325584,0.162711230678192,-0.0299955745310479,0.0282785608062239,-0.0559507262522569,0.119531886973253,-0.147658025839363
stable,-0.0313070135535221,-0.476655255973281,-0.461360226450949,0.504258004564363,0.220583003892373,0.546319335750774,0.041344376677552,-0.370187511407677,-0.419059910428251,0.240896714976719,-0.168723294418218,-0.190709899356569,0.402091987051915,0.0112322873054621,0.381539291131282,0.361823042137652,0.355848421230491,0.394205487454463,-0.0308290438809492,-0.137296788446553,0.158327454039759,0.0399104676598335,-0.405796252014355,-0.408066607959076,0.517760647814546,-0.434474432368726,-0.49338419451333,0.444033825820183,0.354892481885345,-0.354772989467202,-0.542734563206478,-0.018999294484771,0.358955224102215,-0.381061321458709
stable,-0.0337417993672279,-0.0710381000303506,-0.0900187095917725,-0.117991280280825,-0.232651494503744,0.0331745079140355,-0.142574656891391,-0.211381686692554,0.0592279032319939,0.114431708627995,0.158994804107,-0.006280112410461,0.0492491917923758,-0.0960740059974012,-0.0728401365749242,0.195690607006108,0.0638711731376786,-0.014424893854961,0.0159278925179559,-0.183461064526567,0.307976649229546,-0.0067914262176656,0.0601418350696005,-0.127384886111411,-0.181103461729214,0.0920437965704597,0.254289355903193,0.188340422927056,0.0772133194317104,-0.057927537762239,-0.0563162054907939,-0.135533719314355,-0.0839156069636099,-0.0739407888337815
