group,AR,ARNT,ATF1,CEBPA,CEBPB,DUX4,E2F8,ESR1,ESR2,ETS2,ETV5,ETV6,FOSL1,FOXP1,GTF2B,GTF2I,HEY1,HOXA6,HOXB13,IRF2,IRF3,MEIS1,MYB,MYC,MYOD1,NANOG,NFE2,NR2C2,NR2F2,RARG,RELA,RFX2,SMAD3,SPIB,TCF12,TFAP4,TFDP1,ZBTB7A,ZNF263
progressive,0.0478949901802461,0.0788554185111837,-0.0838116521928045,-0.370116598513674,0.0352845360901335,0.0207914461006252,-0.0610482480515714,-0.0543857324416662,0.333604455559701,-0.139392927139926,-0.271559922086917,0.0929637362000856,0.239632982381837,0.114856822042328,-0.0518228740822699,0.0080023477280881,0.0055036180854596,0.171253447816925,0.0857400943184628,0.141211434322554,-0.165344444629041,-0.207884686959181,0.202706293080187,0.23974520763618,0.016891045934359,0.0621773715289461,-0.18418683580219,0.135881879896893,-0.0524481290707554,0.148249560987813,0.212424083981812,0.122799621676275,-0.181969814451077,-0.0810930526641151,0.0743549567808766,0.232221534972537,-0.150178003113472,0.0312810719147763,-0.127000052624561
progressive,0.108438733212773,0.14872808027049,-0.0298381643245216,0.0690124175873795,-0.0651141038551487,0.0120666391283123,-0.0600374926311839,-0.175986179397594,-0.0456729476665016,0.0584581526342812,-0.0756533203089911,0.0890871155946984,-0.0078109235387547,-0.0592579803697303,0.0978679149104934,-0.0407566029596117,-0.0537306665930524,0.0070058288285661,0.0449145033040062,0.113816314421855,0.0416775711140704,0.23192671810637,0.0850458411195368,-0.0369869538960185,-0.0871752037642412,0.0694676346898693,-0.023877453769275,-0.0265944603099207,0.0353158180536551,0.0542167331190168,0.0126527781743281,-0.076395211322305,0.0601879776237425,0.0882639626854027,-0.0849766180229599,-0.0223124098466654,0.111671903277895,0.119570860537296,-0.0615671725805422
progressive,-0.0409494481847944,-0.0306842733479571,0.0561525209055791,0.0748081381507922,-0.0542018670756441,0.110475411205354,0.106452328624309,0.133447272878886,-0.0791461817933954,0.0624314463165415,0.05628406788833,0.0788612886136091,0.140584636314429,0.0069111026252111,0.0909357982360548,0.0721862188603054,0.104200244279613,-0.0642197335849097,-0.115934986838039,0.182837527174024,0.0717863160327426,-0.0330596360079165,0.0274835473333661,0.197753451623889,-0.13492661266205,0.130478821250981,-0.0986113767553098,-0.0602838478610023,0.147071030109615,0.0989909837626767,-0.0909583491473835,0.0411223385049814,-0.0707346918677795,0.0401383670740045,0.106227571208066,-0.136573580886092,-0.0672904160108383,-0.169933895711725,-0.150583710397587
progressive,0.356764475356118,-0.239675758661801,-0.084635519306454,-0.0345811419063682,-0.0591083590069927,0.157920184753632,-0.210056187777455,0.224367363940644,-0.0806398334724099,0.250725539705079,0.171912577935176,0.40570175000001,-0.0391244805550342,0.0423245712553989,0.0233174765548928,-0.157349372491626,-0.039800191490488,-0.25706714132713,-0.35563374939558,-0.181694038654043,-0.0479414184063584,-0.228567397839846,0.107063400617695,0.037681783215023,-0.0034139750085628,0.0768035391291884,0.0385059870778245,0.161876363295079,0.122869042297402,-0.0040815120214103,0.297664290271732,0.308350331759029,0.209281027450291,-0.0555063837784851,-0.0033118009759841,-0.240167556338614,-0.0083156039314714,-0.218849966181394,-0.247720260826831
progressive,0.171136364124159,-0.385164976967049,-0.302316188195494,0.022558603432762,-0.0726819661285702,-0.1688496015844,-0.356704054005989,0.27839788811747,-0.0573853788693686,-0.356673151809506,0.195178272988116,0.0039863833463374,0.177903945153988,-0.0869587809038251,-0.388780533955588,0.14554934543604,-0.355931499093908,-0.213225155734326,-0.0407290949649046,0.250153280531793,0.0799130801056474,0.100432138570516,0.350770832281208,-0.131025313088919,0.0692518223189311,0.392396090944126,-0.0782443614955527,-0.166315621472774,0.401265021334815,0.103924086773121,-0.14354070266463,-0.371444401728492,-0.532166725637801,0.0061495371001638,0.0821689404489236,0.305746332005133,0.404880578323353,0.372340565426506,0.134671772273941
stable,-0.038401814778294,-0.498535951367943,0.0263185185411278,-0.0148724291330182,0.0497978011347901,0.444301666813877,0.136943834953098,-0.453383837526431,0.0451817502692124,0.156362690616764,-0.0947487464973722,0.188296059630679,-0.12356698191074,0.407647266861144,0.0979826148768378,0.0388780773708002,0.0463579903063816,0.364771202306745,-0.114994255245629,0.329873623318509,0.303035309250407,-0.350372672414741,-0.0091534493935283,0.326345139542151,-0.356427106264892,-0.0440885111364142,0.0621532609296827,-0.447144589589668,0.120575262525062,-0.359981539640624,0.037482754650397,-0.209868259372034,0.155868750155103,-0.482600392200125,0.0418007396259049,-0.0744443902969849,0.302437712192343,0.0766764812463616,-0.360133550408537
stable,-0.0406248174688646,0.152434166817547,-0.0511992389947672,-0.0984264002707163,0.0836919382580467,0.0383710832480057,0.016840857676717,0.0935326986574388,-0.195256936008395,-0.0418902313292178,0.008245502197864,0.0247401445826493,-0.0320985837820962,-0.0980680583485943,-0.046341310940551,-0.111315795499939,0.0130688693560381,0.0689556572508485,0.0634119682593733,-0.116890407398399,0.0814303217275641,-0.0770568525494485,0.0533056346588146,0.0437334791181366,-0.0613589297681631,0.0797562404297993,0.159071071520673,0.0970748873360124,0.0415185501138865,-0.0390950430703639,-0.0241999032076734,0.0937333943870875,0.0288280316197843,0.181882475571563,-0.100526732619669,-0.133211032639954,0.106719196326322,0.100572207482882,0.0520032345763811
stable,-0.101303602766989,0.028796841712828,0.0403746242911914,-0.113822927967163,0.0617747710004751,-0.107192233740685,0.0362493909397001,0.109617902868061,-0.135087428705508,0.0661314004200384,0.0320842617144033,0.275816133967117,-0.144048041962229,0.0845233982443855,0.170395277023398,-0.0507555306553891,0.234236654286999,0.176124324501871,0.0396405402131698,0.115753888259351,-0.200987433057474,-0.0913854885389359,-0.0199000618541959,-0.152928863471339,-0.126501836662559,0.226784105060127,0.0420342926415013,0.108636464372445,-0.0448908372059769,0.083645689020664,0.0093356344704928,-0.03928147734892,0.0327305748700528,-0.262490912116072,0.0020666062631262,-0.0708311343543293,-0.0095191554899983,-0.122639916078184,0.0654771080896278
stable,-0.0159720144761794,-0.0210325857144145,0.0459950231605415,-0.0169451549876441,0.0048344273369306,-0.102435969932406,0.0298317486827269,-0.0367267318863314,-0.0598499457947209,0.0490804439416381,0.0342896704818473,0.08354333102874,-0.047941304183471,0.0758977425356991,0.110222296917216,-0.0363369945245087,0.109577546219879,-0.0263193008539542,-0.0279768875347929,0.134533969200546,-0.0120012643793374,-0.0077718922677055,-0.0410451180867745,0.0587156176089221,0.0005641568601693,0.046960946313454,0.122616907337652,0.121361086949557,0.0011511686890874,0.0413771165801791,-0.0105433579517783,0.0363815015689144,-0.0863172024989967,-0.0673379552927038,0.0154884514531771,-0.0409500895325029,-0.0139006325716771,-0.0865433464003013,-0.10730768695519
stable,0.0284544016635534,-0.0668333166775563,-0.0840120639723111,-0.0446683678006932,0.0121923631013452,0.184232113561644,-0.0047882052786693,-0.086471244714148,0.04021708037293,-0.0374321667223919,0.0494693558704539,0.151387462297789,-0.0301462497173105,-0.0124833085571479,-0.0487502782187437,-0.047888581140715,-0.0533419480843845,0.101356531022999,-0.150000894686987,-0.0567814319444471,0.040783221059798,-0.0469888552591897,0.0595825980008013,0.0686832148125921,0.0506193961932417,0.0145552163817442,0.110000482623054,0.0659665977887417,0.02015649847947,0.0757215565459305,-0.0733012720112714,0.0329891424560126,0.0215888102212486,0.0409816282386649,-0.0689465403090726,-0.10053957371379,-0.062450782404734,0.0001218930436204,0.0181704179664866
