group,ARNT,ASCL2,BARX2,CEBPB,CTCFL,E2F3,EGR1,ESR1,ETV6,FOS,FOXK1,FOXM1,GMEB2,GTF2B,HOXA1,HOXA6,JUN,KLF3,MECOM,MEIS1,NR2C2,NRF1,POU2F2,PRDM1,REST,RXRG,SPIB,TBP,VEZF1,XBP1
progressive,0.0065770012523823,-0.202981058630306,-0.158724041440248,0.0917806347217304,0.108012203532815,0.0068974369951377,0.0437037468428544,-0.0432749623237717,0.0642231608447664,-0.133490303021539,-0.037668489472109,-0.133988246334022,0.0040135153103391,-0.0080155041551115,0.0044353839500818,0.150883739561751,0.068040726240471,-0.039959950826777,-0.112592820949038,-0.179762146392663,0.082660895165325,-0.136494099948231,0.014202910871338,0.0916999494627632,-0.0775431444536921,-0.187021514406596,-0.008667902106189,0.0117477737056222,0.202916510423132,0.0518690950503336
progressive,0.0003861468290182,-0.0610468549789244,-0.145381625891787,0.0495352793727879,0.0506421324642175,-0.0158775382800073,0.0254462415303171,-0.100474039361851,0.0243006978921685,0.135789404858177,0.0207942722659946,0.111978787224448,-0.0989658666779834,0.0193179623853078,0.0432529966790739,0.0214611152182678,-0.0477471692038368,0.0583734140644638,-0.216204292341693,0.0597298591141391,-0.0104532753576483,0.0524188630606042,0.0607062264401637,0.0141425327830234,-0.0480248307744079,-0.0917254239743478,0.0508090328618286,0.0293555040252704,0.0363554584287119,-0.0138527330017169
progressive,-0.117349963361208,-0.0573281541628435,0.0901462423885356,-0.0281868785706333,0.0426595033498516,0.168441613592415,-0.0965469843484692,0.137745753160935,0.0369028469294596,0.0832376491982467,-0.0429001839627473,-0.150148373297796,-0.145651127380103,0.0621296567043852,-0.1642365145822,-0.126221087461052,-0.125870662543534,0.0484070774829644,-0.0695513991259423,-0.147651501153321,0.0308653964606894,-0.125741239949807,-0.0204253072333838,0.0237342872320629,0.125111534698458,-0.0519014875135915,0.0832754920619095,-0.100068641240934,0.0734378612241164,-0.01762417846506
progressive,-0.220127460691864,-0.113776290097411,0.144876360557178,0.0282747891394584,0.0854438141249667,0.124712065436398,0.0909213162666241,0.0904859180271795,0.370478576398652,0.0733433141580655,0.310352414474581,-0.0681377642290581,-0.0920585709740696,0.0684509213224126,0.0394110948978732,-0.215534489989331,-0.0133586223244133,-0.0806091081223002,-0.383518547645617,-0.404380578746328,-0.0262928343775698,0.0363481987655021,0.0194335952362866,-0.0671076422114445,0.013927249678136,0.264654828277218,-0.0938413688125529,0.035449932366143,0.118668682933064,0.3691888636326
progressive,-0.102551544025147,0.100305889776421,0.0142848561932839,0.0189944921871395,-0.121327708715883,-0.0477825320701112,0.143846630487828,0.0446323781934263,0.165679380128219,0.143628302991424,0.220354823156224,0.100087562280018,-0.404872747259865,0.0135986840617288,0.0809059322388176,-0.0576072694082868,-0.0793776397639902,0.0432912235726595,0.200986055260964,-0.0987152180169073,-0.0354938129868059,-0.113156022421908,0.264394598145126,-0.209313689766656,0.0799390533261717,0.0110411333895688,-0.16742600009945,0.0259809720720644,0.128158240389091,-0.0806564151000703
stable,-0.38809200683881,-0.0528079682304372,-0.160735033910866,0.0899353780326175,-0.0677673103471981,-0.0745812910155886,-0.0290800661670961,-0.298770660514265,0.126021211305498,0.0896484861475533,0.0784756490253929,0.120896927875302,-0.0374555522428603,0.112086926398311,0.119975331260658,0.285578217196382,0.212976045720079,0.0937459935950258,-0.0638550484504077,-0.234922678131255,-0.360872799069494,-0.173761567876012,-0.0883851878818189,-0.197235664437439,0.04413126716002,0.0321639748926661,-0.351536614289909,-0.234326693541264,-0.0284408735298454,0.15286715883893
stable,-0.037112552372462,-0.0029642925697355,-0.130688256297134,0.0537710587943132,0.0237161714983226,0.0200768722203047,0.010270355232347,-0.0633175822400211,0.0140298862658185,-0.0421140713366339,-0.0665913037438427,0.0017180324446789,0.0226420197744737,-0.0513737474469957,-0.201992400729364,-0.0162892667667781,-0.105605592918301,-0.131438941876869,0.0014134860184285,0.0537728897347516,0.0957996862438227,-0.0527799097036708,0.0100768858593583,-0.011118690968796,0.0014397294980453,-0.1883976679744,0.108770068309299,-0.0686346332730736,0.185953972802644,0.0033262084630551
stable,-0.226236616786468,0.052803571614207,0.0045807641787595,0.197753763246132,0.0541158116162067,-0.112007332195222,-0.119808317237785,0.0297870429901763,0.222750727701402,0.162910973499786,0.0109648520412487,-0.157058222079824,-0.0341665433649481,0.0388117119609837,-0.114583508886264,0.236348110298809,0.165720616203454,-0.0373062587071559,-0.0412912820261119,0.153008794343592,-0.0006440441727605,-0.0747976801139804,-0.0871794293353023,0.0002656682212637,0.059026648433506,0.0365253551476837,-0.243142776321433,-0.221768560337942,0.17721680468723,-0.0665297630461666
stable,0.0884378537750067,-0.100976680273274,2.42647827736183e-06,0.0944458139897546,-0.0757655709714845,0.0310577087110928,0.0997440293083741,-0.0380241278453986,0.0450645545671639,-0.01997719565752,-0.0799512459999337,0.0244770996228875,0.019239546261202,0.360556473428888,-0.0565951793411874,-0.0353404428706364,-0.0740100139378132,0.0697539710393206,0.0219086723663,-0.0101790763735329,0.0213214646231784,-0.100424656465174,-0.0114541907082865,0.0866956423718609,0.0096986336746152,0.0622610061188272,-0.0395503826818592,-0.0401254580335939,0.0727118480594246,-0.004486558334842
stable,0.0299229584914106,0.22591413191107,0.0537573193946378,-0.0593230337692971,-0.106054524238271,0.126129649418351,-0.0506263260114023,-0.21316622995966,0.156531764093986,-0.047959621622429,-0.0173063757132566,0.0031914747690251,0.0369689478790045,0.020414631041256,0.112551946536183,0.066739368080836,-0.0201949372403625,-0.0405781308489744,-0.0845944949975816,0.0342473315469208,0.0897117541654305,0.0182491764934164,-0.154193012424763,-0.0433452232915301,-0.0230307961900489,-0.0521166812553019,-0.0723281887383464,-0.0173767071877517,-0.0621882588712923,0.201454520517304
