group,ATF1,BACH1,BARX2,CEBPA,CTCFL,DUX4,EBF1,ELK4,EPAS1,ESR1,ETV7,FOSL2,FOXA1,FOXA2,GMEB1,GRHL2,GTF2B,HIF1A,KLF1,MEIS1,MXI1,MYB,NANOG,NFAT5,NFYA,NR2C2,PGR,PPARG,RFX2,RUNX3,SIX5,STAT3,STAT5B,TCF12,TFAP4,VDR,ZFX,ZNF263
progressive,-0.246692858358473,-0.0395908631149052,-0.106383189189337,-0.276694302745872,0.121266574445631,-0.050726368547038,-0.193318356184909,-0.0174440913608328,0.289364391261317,-0.0711913108649763,0.0992670490443806,-0.230001103831588,-0.217075634922967,0.143901099743425,-0.108074221522522,0.135646101088365,0.0089866289706427,-0.180761003158343,0.0831803849986218,-0.125361863633482,0.031855828143246,0.0680347171763635,-0.150614613142385,-0.0980476651850768,0.165601530990507,0.178499391207973,0.097946433317512,-0.102934403519343,0.182343901451175,-0.144094360581504,0.0266561913092336,-0.0638727069848907,-0.0219857210556738,-0.24614758670818,0.194454913970751,0.0560571466640322,0.266658543511375,0.0537656252982462
progressive,-0.204150700527143,0.0743468579121862,-0.202713893636538,0.189267337003258,0.188351090514904,0.175642495954757,-0.167627972073864,-0.209799382695496,0.168775913076515,-0.126742917359527,0.153383272974127,-0.202527334417235,-0.0058442684466546,0.244516699349063,0.289433088161175,-0.182063743922403,0.107510768163083,-0.206773061166227,-0.23478101621911,0.178678596797941,-0.130785535281051,0.252201735576508,0.222808879222262,-0.172799724625125,0.22999441818512,0.134796558496081,-0.161556522642412,-0.137619018942965,-0.229497929940199,-0.26054123358135,-0.135013207912046,-0.13752874835298,-0.164327829754971,-0.140420416252187,-0.179175085042862,-0.14331509317106,-0.262809282154739,-0.238186474226319
progressive,0.0147356741824754,0.0970312881482782,0.177466935254584,0.0254964800155806,0.173493575394151,0.218608708281737,0.0420989092577697,-0.0774631696556672,0.111033836707302,0.187389775483107,0.0687689936664471,-0.103880582167373,-0.213978401489179,0.242875015569078,0.118190862469574,0.0798337600203864,0.0423968358228553,-0.0065317570978265,0.177534063012287,-0.106822889839269,0.18093721405448,0.0552008899213199,0.271075462004487,0.159136531934899,0.0145561639989554,0.0079082532529689,-0.0567191840365537,0.0613947454972265,0.127100752376806,-0.159904352803904,0.188883179530878,0.0808550070308318,-0.0074202570818033,0.173268056298049,-0.149922681506833,-0.0671390713698647,0.0955145025219815,-0.148540151395942
progressive,-0.121485555687718,-0.148928656524131,0.265626005513675,0.101629584769114,-0.175624922725841,0.263606684810339,-0.310500254030609,-0.10548936815541,0.0192238238694869,0.317128923411743,-0.139510621222162,-0.340343602193908,-0.0654893420258387,0.0177915943780741,0.0103177867174512,0.124018239869387,-0.0634345227841074,-0.0009502685662757,-0.168272629292802,-0.301887762484535,-0.236474878849086,0.220295737311201,0.0558692381206963,0.252135195595039,-0.152296921686491,0.235291139126441,-0.238698998812395,-0.0704727906851873,0.51825408466105,0.465807724838706,-0.0702871060228115,0.0086261448300723,0.258182235077848,-0.0022459652177063,-0.235642028525195,0.307298558933028,-0.0885524693556237,-0.286667081483325
progressive,-0.556222320886779,-0.474738509362688,-0.528978399118169,0.508305252565651,-0.468260716814747,-0.53880356771959,0.558825835595042,-0.47207300620899,-0.477342024070951,0.632840039444236,-0.608044661270301,-0.461256022480611,-0.513450293536742,-0.514628074000004,-0.454995189491692,-0.507530396997716,-0.654907926019037,0.524205288819686,0.494109898561074,0.490173632275962,0.537811752592633,0.47470751513997,0.46739287857866,0.474614532471818,-0.638635959092393,-0.580428808829082,-0.505515772521083,-0.525631023064688,-0.0718136140362569,-0.548442770984707,-0.451337871211037,-0.534092445866543,0.519649138080226,0.472506925327034,0.640154676005546,-0.520702941652618,-0.479852556111061,0.554920563532647
stable,0.0223389242240868,0.0876391833546615,-0.0155663305705288,-0.0085794650866928,-0.0166892887080026,0.194652902929938,0.0527330659269486,0.0588735362014976,-0.0252570592973869,-0.293401954193011,-0.0887324517887641,-0.0930858119439975,-0.0652768701359576,0.0108826605321313,0.0546999849089635,-0.0011559891257901,0.0655074665298255,0.0465330730477312,0.0831448209747364,-0.117767454241161,0.106611476600504,-0.0538254274408518,-0.018827949736206,0.01148810136422,-0.0489016144801713,-0.308131674745879,0.0329553320787196,-0.0139918216390186,-0.0925605619505961,0.0921927342107605,0.172646675221119,0.0134491014986174,-0.0203472320008346,0.0180186427898118,-0.0431101652844801,-0.111457103493465,0.0399133670467418,-0.180826999954775
stable,-0.0416980720448263,0.172875925281062,-0.179618851777005,0.0161852191886149,-0.0226646738822559,-0.0694168913568829,-0.137874428211403,-0.0017717258927924,0.293168489796279,0.147663137533028,-0.154422531016614,-0.0339762746167212,0.155434335924064,0.0058866431384622,-0.0061330380646887,0.0902079879783269,-0.0310488101467026,-0.222212240038912,-0.0169030578722007,-0.122586964793594,0.0927896457078244,0.0158375827828002,0.138439184898744,0.0216931216112685,0.0289757993688708,0.0516416930279891,-0.0944101192696659,-0.131873126047865,0.0910099912654257,0.0221334610586338,-0.0070881233480323,0.0080737030529385,0.0668913433630606,-0.102688744835506,-0.0720052578591242,-0.0484135535613625,0.166242168814314,0.0123197463113279
stable,0.0564372670587432,0.0358942300430394,-0.211070892020944,-0.0141734136040484,0.168422457530074,-0.0336428285604291,-0.113443393566829,0.172108025793422,0.286945525616387,-0.0628549630999206,-0.106136353879496,-0.191497319700599,0.0899278656256863,-0.0788871850454835,0.214371879248117,0.0828451648761222,0.204661208084687,0.298867537737825,0.0677743955209979,0.282979533680828,0.212841567208335,0.0733347963357009,-0.0045028029652205,-0.056829860199839,0.0881732146481359,-0.0765396383038294,0.172484594724677,-0.0546505676615116,-0.199717739348849,0.0563491339046197,0.0786628461077145,-0.0946790438434368,-0.128305848194025,0.0732066026569757,-0.0665645676780294,-0.133970406372692,-0.228881801258819,0.257428931089923
stable,0.0028130301649509,-0.0446492952105871,-0.0119668673612167,-0.0062247060442832,-0.0827546066625544,-0.16968643008768,0.0080545059753111,0.021199314600785,-0.0576900967018453,-0.0226251798477658,-0.109091389939484,0.0014609374201465,-0.0863839718925707,-0.0557865242686412,-0.0093485482265998,-0.0753108402544403,0.0963081875132018,0.0443856492192031,0.0305176281953454,0.142290225304088,0.0462843841112809,-0.149522349287926,-0.0475941483712302,-0.0983568861801953,0.0203914452326908,0.0821027479957838,0.132526857925907,0.11619169092763,-0.060945761879854,-0.096072357383294,-0.127917890617812,-0.0069116368842196,-0.0830702562210464,0.0134749708073448,-0.0837692809137986,-0.260928502656351,0.0563428414981672,-0.121194917837519
stable,-0.110383718897363,0.0555169931437467,-0.135468640541766,-0.103190965316734,0.170605842653796,0.177112248957214,-0.166862105098627,0.001747040662515,0.139847209009196,-0.0268574900942005,-0.105394372775724,0.0958432940089504,-0.0211403255607768,0.15833034074066,-0.229679584614819,0.0019037093931303,-0.126591283395676,-0.167721571323167,0.108918958424186,-0.0592696239533305,0.0710145257391037,0.0190647413543537,0.0780497350873868,-0.0081480181260363,0.102669534918016,0.0963829717068819,0.0942067508805576,-0.093126335666811,0.0683556269853688,-0.0115665759071021,0.186221567982691,-0.106064177678143,0.0788345993487314,-0.114444710632028,-0.0933417090923687,-0.121148888168329,0.130908566742013,-0.0660296032051532
stable,-0.0152335663965711,0.135239177474747,-0.0615055690290855,0.0282281120493938,0.0287308709998402,0.0506335184830078,-0.033686339777565,-0.155581096668948,-0.0305473000472441,-0.0150100517475878,-0.0218156257798301,-0.0466719448444285,-0.0394059306352807,0.0021335218294282,-0.0610436387545201,-0.0310658540328853,-0.0259378319461454,0.084089489162354,0.0153491979749784,0.0094913260544251,-0.011068743437183,0.0619821022607178,0.0467121774812454,0.0119347881971101,-0.0276875046183863,-0.139842685185206,0.0816236755547707,0.10050678913994,-0.248593886657777,0.0720515862071796,-0.053073702410841,0.158860801618362,-0.0393412603968415,-0.0333045767571016,-0.212212258233006,-0.0618658746432465,-0.128105483937797,-0.0166032641655405
stable,0.137281109644683,-0.0419055569888558,0.0666210639119631,-0.0523864975900081,-0.0249094221848449,0.161893176705554,-0.098375722420106,-0.117174469223341,0.0177289027880874,-0.0139504515003481,0.0125676674219836,0.0003736247823947,0.0887544360340391,-0.0651465631557498,0.0779976558002587,-0.0393970713697361,0.114859623026327,0.118860125218331,-0.146660208833302,0.0191755437414053,-0.142553094623287,-0.108419870962992,-0.0811113335733643,-0.107823781516883,-0.142329802440674,-0.0230652963209099,0.140731035929962,0.0321782102640433,-0.197788463939077,-0.0464462911013627,0.0772013067808615,-0.0548483663112136,-0.0463319555736383,0.121051671099561,-0.0042130366289447,0.0303675989154727,0.0060875048524687,0.182795062787762
stable,-0.332519033851297,-0.0132453976744636,0.171139036633647,-0.0834959079779093,-0.0668486333116299,-0.0168866883626351,-0.0684522630176,-0.0794302289259776,-0.0628148671778767,0.0298683089544993,0.0567573031404748,-0.169224395162973,-0.110043848161481,-0.0117826257545918,0.0364263356951572,-0.148331867253741,0.112310422532347,-0.0993668836502427,0.114228126128807,0.0665463402541597,-0.116582667022217,0.0985656199798989,0.0587545217923119,-0.078739023623839,0.146574596778397,0.163339657504862,-0.0031960798690752,-0.0152133201337928,-0.0792788262921769,-0.156647376034798,0.0028505495955244,-0.0290575359917185,-0.0130915008000237,0.268437860743898,-0.33200018725833,0.0350939323886956,0.0617649254888029,-0.113683591084256
stable,-0.19474098933522,0.299028983173288,-0.0556272858500301,-0.0357184252152085,-0.0578239712526892,0.288267330911312,-0.121015363066641,-0.0863587861411099,-0.0415668566933223,-0.0861129025588621,-0.229268888687324,0.0140959830590219,-0.254224548925283,0.109745120444962,0.207542778558145,-0.0025180216777462,0.149309195618662,-0.0599905073700775,0.0055290292081449,0.0037145085155306,-0.0926213596467744,0.0355992852012695,0.0533566048816757,0.159655275219164,-0.0055131332756648,0.0809776155982516,-0.124542193606022,-0.0503945303300952,-0.0203492574441854,-0.11615282381417,0.0317393818899867,0.156909809240847,0.0267804338070231,0.144087567251464,0.0071101181322877,0.0941898642910369,0.152364632280343,-0.134065287795583
stable,-0.0566560549412795,0.160545622637442,-0.231697896327024,-0.0157042369773269,-0.024160364580503,0.0188450843727923,-0.182169148936992,-0.184101978103433,-0.0835948614485403,-0.060763316919965,-0.0617297315031851,-0.0804540140530749,-0.0427638453074903,-0.198356593205929,-0.196786169508197,0.0496495492129336,-0.0585888841077197,0.0713938773353863,-0.227832237994143,-0.139888510921112,-0.137472474463062,-0.194611736695951,0.0151002278628144,-0.0672866153567008,-0.177216274197989,0.127808328630861,0.158008784356489,0.158008784356489,-0.183256365343115,0.012442587758959,-0.101473531238112,0.113795317174169,0.0333413031210941,-0.147619827586873,-0.187726032790508,0.112345695299339,0.278085796321589,-0.273132921582586
