group,ARID3A,ARNT,ARNTL,ASCL1,ATF3,BATF,DUX4,E2F7,ELF1,ELK1,ESRRA,ETV1,FOSL2,FOXH1,FOXP3,GATA2,GLI2,HNF4G,HOXA6,HSF1,KLF4,KLF5,KMT2A,MECOM,NFIC,NR2C2,RUNX3,SMAD3,SP4,SPIB,STAT4,TBP,TP73,VEZF1,YY1,ZNF143
progressive,0.0213819368570837,0.293317095399731,0.0088221313050186,0.103995565380942,0.14708792270753,0.01589156790662,0.10395333177363,0.0576911075871803,0.123413639498052,-0.0233716090237475,0.0087306251558442,-0.104056569480391,0.0265203590799536,0.0389088838912563,0.0614029724075365,-0.0839228703505069,-0.0568910153597836,-0.0600022244317131,0.0251078795465437,-0.0743944992787833,-0.0756943558593632,-0.0296691091361597,-0.0859383519438609,0.306287505467322,-0.0730430238448231,-0.0891082188037226,0.0037611373622193,0.0821819072046761,0.0343805026628824,0.0060135964188198,-0.172376468240905,-0.0268253795772016,-0.147857512885202,-0.12326816818398,0.136822809819377,-0.0861823683416593
progressive,0.0247667833317112,0.0462554263529364,0.0214855202393148,-0.0458080878442657,-0.0324675635228598,-0.0653863690317784,0.0742339908795366,0.112009502954669,0.0352476201186303,0.117783526707076,-0.0112513832233206,-0.162092679234329,-0.0829777802287727,-0.0101755848551735,0.0131117805464661,-0.0280925460663313,-0.0881163178624041,-0.0668376819246561,0.0023897088569653,0.0533699042403997,0.142763439904174,0.0775503852684255,-0.0582718911443151,-0.0599043253879984,-0.0749030469038487,0.0599339918161476,-0.103649815780418,0.0927068072707531,0.121676074358441,0.0735266807768216,-0.038492190523579,0.146613829999749,0.0850840966273655,0.0612799108195479,-0.0458900608694148,-0.0849474749187836
progressive,-0.0716657361120435,-0.0908665761461878,0.0395827253633035,0.0121276567712355,0.0674112013661162,0.0087146360458109,0.140890080678786,-0.085313969452806,0.0117111342780131,-0.120569018412408,0.0072525728025036,0.112089205583663,0.0857813061503771,0.0157493236993647,-0.0969388735658637,-0.116617829068199,0.0009716291801231,0.0549778894566012,-0.0198660441638007,-0.025226942722594,0.0750518099109195,-0.120091672856404,-0.0373877057178749,-0.0136459236042012,0.0691234860702317,0.109353707582888,0.0782153790877228,0.0388443795758724,0.0190091318995558,0.0729684275326206,0.0065427137659953,-0.0368187406116063,0.119746752196582,0.0455934298080112,-0.0510867532629861,-0.0302660179871786
progressive,-0.190259952483398,-0.189244334892073,-0.0228631730892871,-0.117243559812696,-0.0394733008993819,0.0607583178679067,0.10273394532927,-0.0408782616600956,0.100959039279492,-0.0489062129890653,-0.0297327938502522,0.0191443223183249,-0.050150448455654,-0.0277971625063498,-0.0031770956847303,-0.141945374844258,-0.129123375949145,0.0511868494901844,-0.04385583629005,-0.0300417743725788,0.0815362188222094,0.133695733454426,-0.153072830336657,-0.301088356159896,-0.124419389970227,-0.0259044836117394,-0.0002410879411875,0.228231303220439,0.17417356744209,-0.169685729272512,-0.0770816341617611,0.168764329957054,0.122192790421443,0.381863900960772,0.171279126584959,-0.0001870509888524
progressive,0.021819210932876,-0.0707963758992254,0.0688399420921742,0.12753295630371,0.0004310786354519,0.0146235137103318,0.0480486879053759,-0.315052162725312,-0.249229771081301,-0.306098991065925,0.324303773440011,0.0047750248850063,-0.0552775450229549,0.128461433364683,0.172331974495679,0.110787209311153,0.0944393810590135,-0.310675056580722,-0.238353325509898,-0.367411636985207,-0.0505356800329834,-0.122260532993182,0.042079906799118,0.145240340252275,0.0451637770373513,0.0476839290599935,-0.161952927349797,-0.269921545582995,-0.463973251326446,-0.016016229301792,0.0123023210578982,0.0373048819141117,0.10276251471274,0.105448466210556,-0.324270613544976,-0.186690209045732
stable,0.0821194265957726,-0.361578285250481,0.0161355274496881,0.0434071108039796,-0.0309715806061237,0.0184899387775122,0.314661885191763,-0.0637431651227127,-0.0442185784281614,0.159762578770581,-0.0553769135312036,-0.0091284040400617,-0.106998932700696,0.236876660655668,-0.0288065667343086,0.0488330906642746,-0.112409331683652,-0.0639248934864486,0.264045148111301,0.0219396226821793,-0.0380236507210972,-0.0051985281742729,-0.0219270026569199,-0.111602766453898,0.163565914613865,-0.333621337447485,0.223220628399548,0.156990784376581,0.158802971465277,-0.339855193078618,0.0510492156383905,-0.193671373178722,-0.109438820430374,0.0235760516498588,0.0162306144861621,-0.116885994413085
stable,0.382554117692231,0.0614730330513306,0.182377531512214,0.236924175943698,0.114711994396153,-0.350896007901458,0.415397491845758,-0.185680953692729,-0.0224892612642751,-0.212002862697797,0.133822498880585,0.0140404859496835,-0.138286073890746,-0.0364136063733285,0.187412393900609,-0.0409694662676658,0.0327875009923595,0.0309085305274634,0.0620844988825398,0.0088706490708262,0.169928488973326,-0.0467457466711104,0.0140367192197171,0.149844912580913,0.0077739028622817,0.022405765416687,-0.100632585570151,0.0647149319757288,-0.0463565179079178,0.0675606964653293,-0.0838857041396227,-0.0510875307456917,0.005493775655966,-0.157379628090329,-0.28078209630725,0.0128357601487695
stable,0.138937478704138,0.079719833626898,-0.0460890506550913,0.0920064322673028,0.150145014789298,-0.13351764177893,-0.14846102322581,0.0652260615780372,-0.100254721041866,-0.349125784919766,0.0631333341981679,-0.236167554704787,-0.0310884461939185,-0.108543883398067,-0.0092374294502045,0.0953008429473315,-0.0705069283256763,-0.192367424621428,0.0130386725425454,0.297355306416983,-0.0793764955411382,-0.0273035525342329,-0.0203877425210709,-0.117699565684996,-0.122489949452978,-0.0205185379823128,-0.136517762671164,0.152049723693632,-0.081183107849541,-0.0761147837264199,-0.148297528899257,-0.0335653852411857,-0.13207889170527,-0.0470046188837842,-0.0860797629297822,0.171570946283976
stable,-0.144452755149871,-0.134797745710653,-0.0301092255920834,0.159383853632186,-0.0753019454366521,-0.161688225156948,-0.0799266654620821,-0.0940343351862147,0.0472955356732986,-0.0719922534280198,0.10956887175848,0.399522717477222,0.0443520851123354,-0.0548637062596919,0.122250903632626,-0.0271694620255597,0.210722793207601,0.0615076702398872,-0.126730601876765,0.0958852063949039,0.151016834250542,-0.0001659147497828,0.124218529665237,-0.150827568535974,-0.318246612050239,0.143358946799451,-0.0984968274563014,0.132718280846708,-0.150952926346921,-0.279190279951344,0.156346999212086,-0.333647187824531,-0.109932655209856,0.337364907217815,0.309601839087476,0.154485067020077
stable,-0.0369233369513329,-0.0608688812460524,-0.0802304131053176,0.132342291152076,0.0929101114469308,0.0070216987105991,0.096416604763662,0.142496711524089,0.0090077697439032,0.088871145394069,0.127152954178705,0.0933471280730289,0.0333683385564895,-0.13880312046431,0.102263491645461,-0.0623189947123713,0.0693091415760431,0.113196583344256,0.0669835349959537,0.0801951880583002,-0.0741195738324328,0.0983658967037568,0.113451446919734,-0.0384220025880728,-0.0952349174577698,0.130178587929802,-0.0755823551298315,-0.0315231206189461,-0.0417771412241705,-0.034949792472182,0.0591778435276734,-0.0224481501503185,0.113496420074683,0.0065803966843959,-0.0983585503035767,0.0520221671984052
stable,0.0223177249436904,-0.0328417149445182,0.125654082292796,0.116409356482662,-0.0651822875080445,0.0341919128913447,0.0038961363541813,0.0122460527904123,-0.0286762759750612,0.0710498295521568,0.113996994629064,-0.0903198595624259,-0.0113494009812848,0.0269744799729432,0.0630195756273305,0.026173634795476,-0.130610233045987,-0.0658756572974315,0.103519065508842,0.0086526899580801,0.0003887538323134,-0.102351268649215,-0.0108835719420908,0.0983737580726299,0.0145509392559297,-0.0155470825671658,0.0775910887432642,-0.0771670215691529,0.001391038594297,0.0597228448661002,0.0923305705371406,-0.0250448361480949,0.0350738252186783,0.0605783489552198,-0.0688272385266552,-0.0146353842037071
stable,0.0673891418822987,0.0163740308943223,0.0783995020967869,0.125915872692609,0.0707893603456466,-0.120981934420043,0.13221614330056,0.087297557860818,-0.122334151457379,0.208545686841037,0.0743458451389102,0.0230873521936654,-0.143652386295576,0.134558142146541,0.0583855778298208,0.131295227036942,0.223102836492553,0.106138771759576,-0.0939126423888911,-0.0607763386145163,-0.0220686268950818,-0.216332341107173,0.0717543334486296,0.0536329997503687,-0.187688979475411,-0.148464704878892,0.0471325485519052,-0.033783326224336,-0.0793791608128915,-0.0753617188621303,0.149096899136963,0.0173124843464254,-0.0085401830559213,0.028179980635206,0.0287829462458022,-0.174199031903656
stable,-0.0010597167531354,0.0243150467517086,0.0670062400118862,0.0421434351955087,-0.148589463747393,0.168747883120387,0.0254624098567995,-0.112858476777568,0.0873750267346911,-0.0602039328981887,-0.0209965066974938,0.015585210114326,-0.155505806598974,-0.0685323724809995,0.0556169767710883,0.0590843856323192,-0.0631877280783317,0.0335411395876747,0.0513752338446484,0.0565983536296423,0.0254318561475472,0.0058089549496722,0.0636366007195318,-0.0396007016744188,-0.104609032797708,0.0987792562314141,-0.0931614690303698,-0.0169437803360862,-0.00015185975747,-5.39866556932782e-05,0.0632724179908001,-0.158911279778497,-0.0216515363505582,0.0798989620166255,0.0114573418745913,-0.0852881715810567
stable,-0.0895660212200875,-0.0999774848937744,0.0681919679762101,0.0143604779564547,-0.0334525121828694,0.1981729418425,0.121074858768712,0.0022187000466094,-0.0607303358528067,0.0800279568814082,-0.0704855646896929,0.0316603399708319,-0.0499444991085244,-0.0634434310854205,-0.126192917124146,-0.138282292176529,-0.193690002811602,-0.0149723040592352,-0.0628862406814781,0.0299076973209204,-0.0089774833237594,-0.01885819233275,-0.006606729536085,0.139029880548117,0.0188941658882413,-0.0534135351934271,-0.0718645509835247,-0.0156265265822039,0.147437272606654,-0.0882410641743499,-0.172269969574959,0.151101668528926,-0.0561982467457086,0.0771864043548562,0.0521265640170128,-0.119313146923585
stable,0.190235436378479,-0.0170396424139393,0.410898805638993,0.519952517088204,-0.391059793399906,-0.0458853227861079,0.103576683530445,0.0130231552735107,-0.303549058431175,-0.0012171173152813,0.293933831640452,-0.0254377518893808,-0.305496446135625,0.338115190185166,-0.316207078510102,0.369638528650954,0.374872133106664,0.100168755047657,0.346756723123664,0.29016076796308,-0.380836007951543,-0.405300065988698,0.435484575407676,0.135465157190817,0.0563525316975277,0.458731516129551,-0.319006448335249,-0.305253022672569,0.136438851043042,-0.176116875521215,0.3287433868575,-0.158225250986579,0.303427346699647,0.25291697811547,0.223462739085661,0.337750054990582
stable,-0.121753639709208,0.0063981474203676,0.0427659472398595,-0.0473554592674798,0.0810749879731339,0.108988473140921,0.128305543323175,-0.0308234498748885,0.111437100297638,-0.0104329600701206,0.0738586083927166,-0.0953990050891528,-0.0129286934530171,-0.199076475379525,-0.0743130489846556,0.0097650356244482,-0.118390039055319,0.0015998874504795,-0.0156213809792406,0.074913038389645,-0.0190180640438035,-0.0520903591791201,0.0371632030470887,0.0906776691957876,-0.11653673436171,-0.104326956867135,-0.0318587752969243,0.0551265382257645,0.0827092222766694,-0.108315284016969,0.0993527784771773,-0.091897902073733,0.0204114335685791,0.179450697337274,-0.0717345750902809,-0.0277972254382664
