group,AHR,ARNT,ASCL1,ASCL2,BARX2,CLOCK,E2F7,E2F8,ELK1,ETV1,FOXG1,FOXO3,HNF1B,HOXB13,IRF1,IRF2,IRF3,JUN,KLF3,MAX,NANOG,NR2C2,NR2F2,PRDM14,RARG,RXRA,SOX17,STAT5A,TAL1,TCF21,TCF3,TEAD4,TFAP2A,TP63,USF1,USF2,ZBTB7A
progressive,0.119161611020289,-0.0248899381122862,0.102186476090236,0.0365769935011976,-0.0767743900736355,-0.231180984635137,-0.213385331569733,0.0428720725720884,-0.0206141861407332,-0.148223404327249,0.143870395778017,0.110436945782385,-0.226444357217429,0.0189251975114718,-0.0322639452507651,-0.200595371933953,-0.180791047848891,-0.153338322573593,0.109770940802392,0.0507815477144814,-0.0567169840961761,-0.0118016082454702,0.0038068844656381,0.0450166086076648,-0.0642934567485727,-0.133893641177727,0.112791939391639,-0.163259132755564,-0.101294029417046,0.273453652725232,0.146260021646231,-0.222437671257793,-0.0181259915354806,-0.0073819991982387,0.202550762555212,-0.151297683314896,0.218742675628794
progressive,-0.0123008086081261,0.0034243910414047,0.104669369589617,0.0385754725907309,-0.0812044162065569,0.0056104214854447,-0.0769016531135329,0.0653001222555176,-0.121187444011153,-0.0123215079495065,-0.0148171285428876,0.0429340339083454,0.0679388382958326,-0.0602998813551116,-0.0871298276695289,-0.0178725313249032,0.0118490229832154,0.0473258941664413,-0.0420826609976571,-0.0359430563499664,-0.0489215433954585,-0.0472358970300049,-0.0302093387876038,-0.0111470453190116,-0.0058453140115436,-0.0702706641008995,0.0517924520477795,0.0253593931050467,-0.0275400237209004,0.0470595026425896,-0.0401279231942586,-0.0446043807606048,0.104953760540756,0.033627430029458,-0.0386618698417098,0.0204491493410771,-0.0382091842454348
progressive,-0.114412823156293,0.0616112289126259,-0.0745891146336109,-0.158818890837315,0.0792895227091366,-0.0596034604243159,0.0977538723907112,0.0337263882604691,0.103453948677635,-0.0137049171474566,-0.199497048665335,0.175488147460746,-0.13439681842258,-0.0223103084517626,-0.213164489966066,0.0648144769114743,-0.0245747864901412,-0.0715976051687607,-0.0485996149295881,-0.0739885641898373,0.249310881028824,-0.0873393345857394,0.085756916957762,0.0157211177012798,0.0584923015689095,0.0804906235966837,0.255158986910313,0.0256156781329375,-0.18552511610996,0.068939630739766,-0.04604376218292,0.0976911003474463,-0.0336842279329031,0.0276206359327432,-0.213404335385108,-0.033543693507683,-0.108797067524501
progressive,0.121648303571644,-0.390136330669467,-0.188649470709052,0.0223833369602731,0.10004908158955,-0.402669894547682,0.101776896590391,-0.210894705226984,-0.118953771474418,-0.167298833123171,0.180219083839939,-0.215878668923904,0.187559995886141,-0.358644370401031,-0.169908969283411,-0.0326827102157302,-0.169149405850537,-0.0710583099990627,-0.157051631901487,-0.124971969017312,-0.0197348390104938,-0.0450704992936959,0.140985714442513,0.0845524530873359,0.247200302846787,-0.0863677329683261,0.395439464455352,0.162193646171308,-0.334829371455158,-0.100695094125389,0.167986276391712,0.111763237643209,-0.0503674951932546,-0.0947935164226936,0.136798141496425,-0.019776269743196,-0.227063432281923
progressive,0.401573995191966,-0.0806388272024945,-0.386403585690857,-0.185211552889748,0.210176450078465,0.225273216815005,-0.0262168241863818,-0.379039309234009,0.432724884604436,-0.0268059663029297,-0.498119659541254,0.380806735583652,-0.383605160637255,-0.325059162805307,-0.0492670094963186,0.392663220679179,0.497604160189275,0.515720280273123,-0.269458875556098,-0.0917588846523363,0.48272832174644,-0.170851213798893,0.398849212902932,0.355841838394935,-0.389422939038165,0.0256276820698339,-0.0796078284985357,-0.354663554161839,0.096692949878425,0.0708443395148856,-0.154060663477277,-0.375209885476447,-0.30200897749537,0.385740800809741,-0.367845609019598,0.373147888068529,0.015833194382225
stable,-0.0809642207156554,-0.155517047432004,0.0791128611219351,0.0963557785080844,-0.170909440977229,-0.153515753786679,-0.0893547887696191,0.120909527052606,0.211877820170201,0.0725184372603019,0.0571341226587717,-0.116770489188796,-0.0925665867646835,-0.111982182836192,0.0125371834097913,0.206276437780786,0.221777479189493,0.0480889930149733,0.110055104039153,-0.060146342886149,-0.107191759243172,-0.0842678958014278,0.100988244822659,-0.0871411581972553,-0.213396438717403,-0.0002405296546915,-0.0144728426022023,0.133367146796217,-0.0497818938785701,-0.0233604607023794,0.160845250090829,0.0574376680742823,-0.0545231194903319,0.0895364257106185,0.0157753354763566,0.138097340471072,0.0888404664989548
stable,-0.102968544069955,0.009905641502761,0.271950724108476,-0.0461398751361833,-0.319173063919329,-0.0956775269726536,-0.089922302037936,0.103760414201089,-0.132369447012144,-0.175081033020969,-0.051080708862643,-0.176273923622182,-0.0116085255278782,-0.0120829211201997,0.0316159598502867,0.108499284719792,0.221848592371189,-0.0600041408082546,-0.0048115191545864,-0.0660121829958479,-0.160073277820086,-0.0743566053134653,0.061139638987119,0.187515573538846,-0.132341114044149,0.164480870559158,0.0472681084514592,0.226883142837938,-0.0111181472356623,-0.0710082296855793,-0.136071621496784,-0.118786331560943,-0.0951784308441316,-0.0625766290049012,0.0947694190241056,0.0843748522018463,0.125974914081649
stable,-0.0401475257817838,-0.203305092660952,0.129875629352819,0.253589345700761,-0.178486276391303,0.0797815588131611,-0.0134649210106599,-0.0210722210166824,0.0095661797575733,-0.0779748250617308,-0.0218139327672696,-0.0027766645021982,-0.0586142465464035,-0.0610676007983457,-0.158745332875675,0.195260372904583,-0.0320837877754,0.0223654620177062,0.0042600880033726,0.156158850873627,0.1706507573851,0.0778797338116555,0.0533081547922028,-0.0283562107724489,-0.0319316417752795,-0.146212306115753,-0.0068275517554052,0.0591657757968401,0.110077631087146,0.001026985500813,0.0285083567725694,0.0688460650545038,0.0238869220189107,-0.156710380124064,-0.0284513020225242,0.105969689083894,-0.024989980519784
stable,0.240203934315508,0.23123442281077,-0.294129220188075,0.244019271769186,0.228598371479138,-0.313980074110703,-0.071314900288713,-0.147011195369686,-0.033756718394706,0.12079219638801,0.233948168286914,0.181705793080278,0.0034587768261888,-0.300171327319264,0.177325785683456,0.0034837499440675,0.162344689747159,0.24280391336576,0.353581889484444,0.224565212941741,-0.203604442668953,-0.129574409508658,0.108033707942911,0.0737261935594375,-0.256276910461276,0.0890624627277857,-0.0604238461027592,-0.125141681085203,-0.0341895857712687,-0.326350091833246,-0.133368936030771,0.222830968644615,0.0863556542288309,-0.119869578421939,-0.0607859563119992,-0.0915875224244018,0.0118983032737248
stable,-0.0365081854894166,-0.12750983793942,0.086526077713002,0.0660426369603899,-0.0213209726672595,-0.0474864096790795,0.026431534664588,0.0042276583433961,-0.0039536911903932,0.0082719844675284,0.11676096897729,-0.0747733861554011,-0.0670522124318952,0.0467878151478884,0.0362304192673349,-0.0280177545498524,0.0312716029435001,-0.0288989214864916,-0.132890893655165,0.0299618467423475,0.0352503137173986,0.0100164084437206,-0.046204278137372,0.0531736703625824,-0.0604905145912644,-0.0274152221939416,0.0564794031853645,-0.0631194161214358,-0.0733318565296268,-0.0663446086797456,-0.0291084130099842,-0.124995722567846,-0.0575528572898106,-0.0390872649422393,-0.0285041439367802,0.0213223294776449,-0.0067247321765303
