group,ARNT,ASCL1,ASCL2,ATF1,ATF3,DUX4,E2F4,E2F7,ESR1,ESRRA,ETV5,ETV6,FOXA1,FOXP1,GTF2I,HEY1,HOXA4,HOXA6,HOXB13,IRF2,KLF4,MEIS1,MYC,MYOD1,NANOG,NR2C2,NR2F2,NRF1,PAX5,RFX5,RUNX3,SPIB,STAT2,TFAP4,USF1,VDR,ZBTB7A,ZNF263
progressive,-0.155583705855705,-0.0227050403265291,-0.0668711660913514,0.0704839043210898,-0.106604413939532,0.0820552047639612,0.16512069333218,-0.0201667309044936,-0.0596960892774387,0.0707313207629488,-0.0472496677161399,0.251003980266016,0.0854571808395232,-0.0266522489313732,-0.129201782295993,0.154413059542835,-0.163407105383008,0.200622661845975,0.0972575705804123,0.01544749136533,-0.20418958221611,-0.113314439478469,0.195582697289587,-0.173340417345053,0.0749488547394537,0.0225286415670555,-0.0684473004617129,-0.0468304343007676,-0.0125884569260698,-0.0059082129958751,-0.168279834751843,0.0396645210587756,0.0399050648216941,0.196036294099662,0.024741644185906,0.0855694345955519,0.0640625312976551,0.0059402854975976
progressive,0.0760828197979444,0.126819264813415,-0.0130822672125092,-0.0210401127964847,-0.167386723774497,-0.0026835033579589,-0.0990975149361502,0.0395202748882124,-0.136387061738198,0.0107844892108879,-0.0459178915405952,0.0547255383002523,0.119822719140937,-0.0030993635077606,-9.71847089210301e-05,0.0016965888720167,-0.0267137410358977,0.092534156919716,0.0325779718439698,0.0157183082707626,0.0925439507275917,0.0678725953187088,0.019386466005154,-0.0337509686795515,0.0065791787830027,-0.0454997712812838,0.0618757714193957,-0.0072677588136525,-0.0032974997747856,0.145641456810958,-0.054490486911234,0.0273367778907635,-0.0282498621327193,0.019766164402799,-0.0979975949747184,0.0646391319800339,0.0519358097953331,-0.0195062518091729
progressive,-0.0386579167137439,-0.0661336047684933,-0.10892943537914,0.132747469509012,0.0142211150337075,0.193178175299347,0.037009375430459,0.0065557744457208,0.175950542509731,-0.107208629272478,-0.0328134991231392,0.0965427929971977,-0.0947060620697021,0.0876241093787684,0.0859635239582539,0.106927850323316,-0.0635953028473806,-0.0529595769151736,0.026540761902311,0.0963237402513366,0.0561708450039835,-0.0614190778017291,0.111503869711941,-0.142050060001631,0.163594763229439,-0.0160262301009757,0.073426329860943,0.0280108994028843,-0.0680967991368984,0.105790432113707,-0.0946864903467042,0.0279243321665475,0.0140487333196106,-0.119580969241461,-0.117657671077628,0.0300004403214789,-0.144726869500883,-0.150931858449795
progressive,-0.169384860463078,-0.150744140760489,-0.16121386622832,-0.0770920285359507,-0.141669197055074,0.165634083700218,0.0570047169957041,0.247402653238208,0.201841145755658,-0.258031899200861,0.110861290208986,0.343564879732038,-0.124176479545988,0.117127582467112,-0.164127501249124,-0.0599319862468349,0.0905953702514602,-0.19571255922383,-0.248947411534217,-0.166231262988525,-0.0547182565699257,-0.180016833271796,-0.0102802096662906,0.0199032494308369,0.0165560458856454,0.110855836516855,0.105269892352029,-0.0589598656245451,0.0446684653961554,0.198867520121416,0.261673602121108,-0.139816305153683,0.121118321683721,-0.201609363840105,0.106968717450729,0.162640006720487,-0.165106438986577,-0.179821863778125
progressive,-0.0908799143093166,0.0136815129852582,-0.0938824182902443,-0.29430729742949,-0.210422907859242,-0.126693286535434,0.040858817060047,-0.0757126261582386,0.17705487392687,0.20525364842816,0.274311239989497,0.075557857911799,-0.380451303397756,-0.202405912693672,0.221349546057876,-0.392399412022891,-0.164456738666689,-0.0504544483393004,-0.256636706246098,0.0945943522238664,-0.063269259144497,0.0905703778164375,-0.110349759711415,0.0117933403786954,0.427500850315386,-0.139167607198463,0.361879113825007,0.292573893069367,0.0678503992391083,0.150929993927871,-0.106635321796865,-0.0426231750694581,-0.327118165674679,0.272918325771541,-0.0409207243586228,-0.107223441133335,0.374229619890885,0.309505539229856
stable,-0.53048353823498,0.0847322044871909,0.0326255856997008,0.0315053425238452,-0.0593713737746721,0.448920378588119,-0.352026798281109,-0.117922905042598,-0.466163197142712,-0.119819400207436,-0.0846795740249174,0.193815558345461,-0.144316371929472,0.432060077476056,0.0174504059714384,0.0164385474705884,-0.0024445713816783,0.420164457092988,-0.108204491399676,0.373278666572103,-0.0196503782262917,-0.394368904441636,0.328404666005712,-0.37888655591827,-0.0192224244134526,-0.463973637389388,0.115443309792141,-0.250644909190055,0.0748337492269233,0.380425192337379,0.356204861849145,-0.494678731841182,0.0079819396947632,-0.0818033097957602,-0.0965305153105166,-0.0743899873435813,0.0736970826963834,-0.39101527434693
stable,0.100917911586485,0.229098898024124,0.0936378617067962,-0.0616426029554867,0.204790257065053,0.274471513516489,0.010920983689681,-0.117570836338327,0.0366741222694918,-0.0245079864780412,-0.0293765009002886,0.0192322982298138,0.0270685766396364,-0.124902994773127,-0.0657440309734322,0.0118916570069728,-0.101769219957768,0.100207175131315,-0.0440844435369573,-0.0435754762544821,0.11667408445968,0.0268280290073238,0.0057210346203932,-0.0834524569229782,-0.107635067888294,-0.0227738622370366,0.103041032250525,-0.140026594023817,0.0107192145169855,0.0512311924617124,-0.0681028519623319,0.014855785513959,0.200497360402747,-0.117538722926456,0.151406254181157,0.0594934280138923,0.11415530232486,-0.109464320538047
stable,-0.191406435864281,0.0506141265519628,0.132656895204298,-0.190541647750436,-0.0359047213192535,0.0019217513640992,-0.0081354141080199,-0.110861031816473,-0.139487119844201,0.115993709418088,-0.231090601532929,0.399484064812122,-0.284915654322408,-0.0051967359804182,0.149440190450764,-0.0725140848053433,-0.381267463339932,0.155645845897335,-0.110180411541688,-0.166880084079965,-0.281616647814038,0.157255312664768,0.0222923158235508,-0.0824431335198559,0.0908507957377899,-0.017375835250397,-0.174326870615849,-0.0542254176569992,-0.11913256997945,-0.072682238049702,0.0389474943124106,-0.132368632499683,-0.192455391817185,0.0047162981393934,0.0680059763970606,-0.161403092692282,0.046626492471457,0.322782163492513
stable,-0.0864067620313124,0.0694924156161244,-0.0060392017388036,0.123003673506586,0.0550906857758349,-0.316983942573491,-0.172654375603946,-0.0894076750135209,0.0471561705745837,-0.0242882250006389,0.154210033779187,0.0295871452725579,-0.0807063536022719,0.147357004694867,0.0338106077782535,0.137973273983525,-0.0044332491103176,-0.163809579445858,0.0064286331945101,0.0657054057016539,0.228795200073033,-0.0473587231583567,0.207079875154368,-0.0783420344547786,0.0904831327797443,0.135602926485324,0.0999042392654724,-0.295667694471664,-0.0506200608911305,-0.0254637533886073,-0.126427776708463,-0.136036967736267,-0.0750288529059201,-0.0357963465013139,0.101609056845562,-0.0864236414132935,0.0159184628783041,-0.155619462174607
stable,-0.166471637025759,0.0955164441311419,0.0892131501573272,-0.0401349257381303,0.0837731183025848,0.16081898826227,0.134234106589305,0.0360521144773264,-0.163885414846252,0.10092645464287,0.018418665121739,0.247472282016223,-0.0110155938516174,-0.0170513003297044,0.0394394541389201,0.0489709792258101,-0.115453403262537,0.114121314690909,-0.076008008827434,-0.106477844203741,-0.134413275061085,-0.171479123929245,0.118450191297425,0.1032932971149,0.0864972010481117,0.153326995327755,-0.0730349362826892,0.0848752717173648,-0.152770618048387,0.148063618742562,0.190101404126285,-0.10672934720519,0.0067279794562759,0.0934066794000554,0.0977077736982724,-0.143557081585604,0.0313409112695882,0.0102895525743604
