group,AR,ARNT,ATF1,ATF3,CEBPB,DUX4,E2F7,ESR1,ESRRA,ETV1,ETV5,ETV6,FOSL1,FOXP1,GATA2,GTF2I,HOXA6,HOXB13,HSF1,JUNB,MAX,MECOM,MEIS1,MYC,NANOG,NR2C2,PAX5,PBX3,PRDM14,RFX2,RFX5,SP4,SPIB,TCF12,TFAP4,THAP1,TP73,ZEB1
progressive,0.121378788732579,-0.0727211677025703,0.0728126379930676,-0.103816492957108,0.0182871978276612,0.115309734958086,-0.0292979340462668,-0.052099190709967,-0.0461719158857457,-0.204801980423326,-0.171518228468642,0.184358370497193,0.185831042174198,0.0906013227375188,0.138552335773436,0.0004985130832099,0.0753143504381671,0.200891625504569,0.233587680842809,0.027335896315101,0.110482390377094,0.0425748467119416,-0.163196718790655,0.0751748582451588,0.0157008753638517,0.0682116823810563,-0.0687559306095148,-0.098406025274196,-0.0159958670507053,0.0290532510191867,-0.0685066740679099,0.211065408565125,0.0572855561811606,-0.181541085549877,0.249480643816704,-0.0797506595272834,0.087344980395817,0.0607820080354177
progressive,0.044993685585286,0.148245642626952,0.0072572156674128,-0.184700720500879,0.0042760638371539,-0.0224258629871607,0.0888501920647489,-0.164051230423409,0.0588764342067715,-0.0550029648218772,-0.0206517434046281,0.0321046542405536,-0.0521585148392139,-0.0073676286981632,0.135777983460798,0.0164748259624337,0.114360108822392,0.0291475378999818,-0.0682885817464476,-0.0490406611613594,0.0360201857324003,-0.148157762867784,0.162923815735272,0.0111359428156762,0.060240448246517,-0.0732233682228399,0.0311582568341222,-0.0205976635528321,0.189425196442509,-0.0291400268094546,0.196757523015194,-0.0312874475911906,0.0392003814616309,-0.0976509368355083,0.0112861646262209,-0.0064790666887915,0.0329489008158146,0.0427944382789121
progressive,-0.0428857678957383,-0.023073914019005,0.126718085885722,0.0097546484300426,-0.143021629740629,0.198508934917847,0.0122028827508592,0.140213780504243,-0.0269681156203774,-0.0458460217831899,-0.0663553333980522,0.0268269723967302,0.07065719867198,0.0984361370665009,-0.171515293395321,0.0846716697135876,-0.0221790059201355,0.0721489624240384,-0.0730356121428009,-0.127073196230324,-0.118106847719587,-0.0900711487799207,0.0588004171237876,0.204266527376093,0.163792206471604,-0.0167870344720814,-0.0258712525897999,-0.0521163845698994,0.107353686058423,-0.0713861884068813,0.09384072391786,-0.0813105090100317,0.0349562214693464,0.228109972268707,-0.0710153120638934,-0.0465547409487375,0.198605783193647,-0.0494301587496352
progressive,0.400649309337128,-0.233879219828358,-0.110537890923639,-0.266899400746599,-0.169516211840526,0.192121005630389,0.198646620075658,0.195885521370253,-0.273219430426328,-0.193873241347281,0.214001487531063,0.439768958795908,-0.0939740216682351,0.144903222493231,-0.0024343414621619,-0.245937923592546,-0.206337668688496,-0.385355708864832,-0.0687306631391832,0.416006899769559,-0.0113112465702693,-0.424215314017531,-0.364712820022941,-0.0002232841162161,0.0984220046418834,0.142192498862826,-0.0545099156155358,0.0710547240317506,0.262624326814166,0.365969473920914,0.210800628035793,0.224329739394575,-0.0790534690486418,-0.0999455102885049,-0.315414682437135,-0.453519992782393,0.198571738207415,0.0398249005087803
progressive,0.115835952680297,-0.208060851674297,-0.126778412286871,-0.0313786588154717,0.222671347036314,-0.105109259882867,-0.334253611193492,0.183216844792892,0.226801740239922,0.0295600528526889,0.175264296684452,0.0920707798446109,0.0429684188494769,-0.108808119468188,0.120428703332071,0.132141758685587,-0.205718240603593,-0.11938069311623,-0.41377909227789,-0.18284695883436,-0.0813132632173029,0.0572090282529621,0.0303922962593861,-0.0999308564634177,0.417724542502232,-0.138090757851978,-0.143762342549469,0.0424135899116788,0.238144909634906,-0.408169155240153,0.394082664986057,-0.154304092367634,-0.0613394214565704,-0.0366803575544315,0.35296367592924,0.0887109823879445,0.34316169802814,0.508284954682837
stable,-0.0320414450469145,-0.519124402593919,0.0512112320167267,-0.0454820842821929,0.0409365628012639,0.48470588280717,-0.107005291109449,-0.476815182783288,-0.112238746652318,0.0158228139805146,-0.100852323481594,0.210723392626252,-0.124896676725278,0.434126295903877,0.0517226492250467,0.036384477424494,0.452447451419329,-0.112512069164022,0.0149891519864536,-0.0265465197826731,-0.24451158952319,-0.139065766732075,-0.430250527910076,0.343243585759099,-0.0221529595738008,-0.47254671437357,0.0775356654530722,0.0479833535980093,-0.0855018738902598,-0.215369261435683,0.410397954105998,0.273589175875461,-0.502355868167326,0.0373822368145764,-0.0863233525380838,0.0856227629071849,-0.225493055491351,0.0284100523119372
stable,-0.0323351294510599,0.0087647383693837,-0.0075304300128038,-0.101920850539501,0.0577282571259413,0.0212487302385061,-0.0653518196654053,0.108854990479013,0.060946772105715,0.0803473659710176,-0.0600898319091086,-0.0571519240226485,0.0031078445097814,-0.040570100980481,0.0404152832738252,-0.113050792232052,0.139987258920158,0.087302672393862,0.0585337930058846,0.0724226346115748,0.0560252623527277,0.0727516222382183,-0.206031524968848,0.098197363743096,0.0098799096626387,0.118610925024994,-0.1318000631674,0.0479578084199615,0.0737972465148115,0.108117792102398,0.138711827110247,0.0161149508955337,0.164009403231802,-0.0664198199386635,-0.211268717701813,-0.061083447112372,-0.0605464231924098,-0.125805110331155
stable,-0.116931345741537,-0.138725887643714,0.0560932337138357,0.052576441551794,-0.0090910273576589,-0.159324241735673,-0.0564520900569012,0.0932787254408213,0.205608735405719,-0.0894748482043271,0.151485224286043,0.250912355071386,-0.0859819797984898,0.171684849107929,-0.0476720715298991,0.0402317833503414,0.347022058329724,0.144706826694806,0.140081567161962,-0.0351679216204174,0.266845576703493,0.0057098031474419,0.0004146784408756,0.0797299048437489,0.254189909671384,0.0100798759474393,-0.215050644521042,0.0423849214087343,0.0392907822729697,-0.239086044921028,-0.255146859919559,0.157258824116696,-0.108861065315265,-0.0939087176875362,-0.144268224497726,-0.0722816420787898,-0.189212987820327,0.0073366185693387
stable,0.0144195378427834,-0.0729715641732118,0.0052600781593881,-0.0352867583288386,0.0075980242334306,-0.145861390385994,-0.0024641591011758,0.108011906591933,0.166984643012806,0.134360378542067,-0.0939782200035287,-0.0201111443520847,-0.0556395104757216,0.115143543639385,0.0073612245539517,0.0940924127423637,-0.0897831393873806,0.0313056388444023,0.0730941711138557,0.133405967651173,-0.0201580234764486,-0.100943977072463,0.147458886700854,0.0658483413275688,0.07002058339595,0.135545578968291,-0.102923718555212,0.0424268095780995,-0.0876254976378144,-0.0089503066670027,-0.17235049970922,-0.0940178869549135,-0.217879745697142,-0.0049860155861841,-0.114201153036789,0.0106271368846322,-0.0463850905147688,-0.0652497309703075
stable,0.0962217429944579,-0.0632749490836288,-0.135657812424389,0.102475716179832,0.0276168906420279,0.217473965469425,0.0623433122961927,-0.0684342786730785,0.103719554765739,0.0588160108846751,0.0393816426599832,0.213823588447472,0.0740240993976954,-0.0785930307255308,-0.0452392212126361,0.0340435799340457,0.105384995692726,-0.143467324574987,0.133358942355695,0.0199797755131581,0.0988138065173452,-0.0998325079032745,-0.112265970737928,0.146379156767209,0.0582011798352114,0.136830495074041,-0.18546915581402,0.116600921655258,0.20051998104704,0.0233493122255214,0.130692851132308,-0.116229597980219,-0.0306798779172883,-0.128627642389203,-0.065243247179406,0.0254157517247309,0.146823322970203,-0.184707408952544
