group,AHR,ARNT,BACH1,BACH2,BATF,E2F2,E2F3,E2F8,EGR1,EHF,ELK4,ESR1,ETS2,ETV5,ETV6,FOSL1,FOXP1,GLI2,GTF2B,GTF2I,HOXA6,IRF2,JUN,JUNB,KLF3,MECOM,MYC,MYOD1,NANOG,NFATC1,NFE2,NR2F2,ONECUT1,PBX1,POU2F1,RARG,RBPJ,RUNX1,RUNX2,RXRG,SMAD3,SPIB,STAT2,TCF21,TFAP4,TFDP1,THAP1,ZEB1,ZNF143
progressive,-0.0055072837306245,0.123872371750127,0.170820351190799,-0.0157285071368757,0.0923830702183237,-0.12075203888265,0.0053642973021074,0.0819173861439627,-0.139321824728123,0.111912248874491,0.123413431439242,0.159473686218155,-0.0445356600176257,-0.123302732268777,0.0777108176662998,0.172718380717727,-0.0133415562737282,0.0042411619684332,-0.14293107893182,0.0117456432328604,0.0522592333902645,0.189314031356577,-0.0679047161492916,0.0771596280466937,0.0253270477092623,0.136847237021691,0.0393835361255758,-0.0064021020252151,-0.0750425064115541,-0.105683114303128,-0.187021636034868,-0.118376619183093,-0.160693683325986,0.142525181973449,-0.0292937679842515,0.0582508259916726,0.0481748952466564,0.0369297045136057,-0.0160029488303197,-0.155098762752077,-0.0808980312825992,-0.0465167139224023,-0.0183945121589033,-0.0005281272924258,0.257396327425156,-0.105978312091034,-0.112790923540056,-0.0179793902696603,-0.147317533561488
progressive,-0.115346837848894,-0.0740924564874614,0.0385606478190139,-0.110499178893019,0.0843571506700695,0.137149172630581,0.173477804815235,0.110668248012062,-0.0252784868481068,-0.130544104625641,0.042096694326709,-0.0785549714412121,-0.103433909294989,0.101594619237599,-0.0796338295416517,-0.19170239442758,0.112403670494076,-0.0882176885811294,0.0773464684109235,0.131516062520767,0.0982996668099736,-0.0996234097779058,0.146999154669169,0.0666374939424001,-0.0072585997565765,-0.158671747300488,0.127550898876846,-0.0666844997064389,-0.110576510956437,-0.155297188336991,0.123389372444441,-0.0808597701940837,0.149106832476071,0.0260715195768909,-0.117538671136575,-0.0655904784563094,-0.156027293994562,-0.0074648185923597,-0.122480341620528,0.109154207515521,-0.109482489706308,-0.117427221986354,0.131441763087286,-0.0113321799207802,0.15214780214639,-0.0861426115460604,-0.141723136734553,-0.115184592147212,0.109814562684518
progressive,-0.0298979569403365,0.0106074206630705,-0.0365014965146392,0.0452343591453743,0.1267900703061,0.0222565137027746,0.132965484041092,0.0224705766224301,0.0332279920777945,0.108991190782349,0.0574600653313335,0.140050665184619,0.0085225684244538,-0.112536042582137,-0.0014004538898589,0.019338775808456,0.172610841252503,-0.196760756554484,0.0679363347689813,0.0097270492188535,0.122263091800991,0.130252764154331,-0.148203145955725,-0.18907710372713,0.0450165275123445,-0.171106370873515,0.0588718253613151,-0.0731379129680753,0.0760481134356455,-0.056846518794011,0.0636467852064478,-0.0694980895912567,-0.163746827396345,-0.0612235025068264,0.0711555697332373,0.170087310777127,-0.267190472091847,-0.0172569385405386,-0.138856736787667,0.0221072726531556,0.110472295138416,0.0521145222813444,-0.0462745240366581,-0.0733044900992157,-0.0284130838708951,-0.0190041140608255,0.019714139660528,-0.106390024811465,-0.0511188282078763
progressive,0.142678629326023,-0.0585349975482746,-0.0404190726665694,0.0205724836662226,-0.0312927585622634,-0.272623343750666,0.232723743726343,-0.0987408130248693,0.0670666521805356,0.188899391186522,-0.0432460974670046,0.122568202904746,0.247192423846171,0.236834412766434,0.390223747755614,-0.19043046844788,-0.0365025223506861,-0.0403247473710036,0.227857105288456,-0.25022040253716,-0.227937760251332,-0.222055416094527,-0.0300747319195227,0.411317071097352,-0.0826699699136916,-0.412213844921861,0.0402071825098637,0.0735600602086143,0.145799566279308,-0.356828492025522,0.0806358244093166,0.0211015255413524,-0.302994721889577,0.146697707137086,-0.366530327136106,0.098221340382623,0.161724136830695,-0.250272349801384,0.115787717890162,0.176779274222954,0.251419290714133,0.0310589958732525,0.170894195999611,-0.203171218515605,-0.279386057332751,-0.139282918685655,-0.392717216438396,0.0805825101118229,-0.080545600213558
progressive,0.358735806910382,-0.33669966995196,-0.0310381333329276,0.204139021951007,0.189479520910581,-0.201732238198101,0.0530430133594946,-0.404964809125287,-0.214047469349333,-0.351640483379089,-0.405777489353541,0.179508559648543,-0.371457378175742,0.342638487004584,0.0419780594824992,0.193918005234122,0.0270997599190818,0.379177840344153,-0.386992073308133,0.318601906407382,-0.359611001002348,0.394650021612833,0.35523503054252,-0.114150315137816,-0.364705880894863,-0.0533555826780537,-0.3382312596129,0.129153642428657,0.553497749304614,0.134404806980452,-0.210202866731055,0.389648912515886,0.264839983615202,0.351890538833936,-0.168474862703403,-0.0771421078204081,-0.0839248620331425,0.289564216713234,0.0834560080553038,-0.351046601673826,-0.413873034704224,0.0328822923124268,-0.44400471701333,0.21767327344462,0.405589947762405,0.417686380390646,0.0257557118492773,0.387836010468243,0.0002813123867032
stable,-0.115658530003709,-0.405238325190851,0.125040192403141,-0.265795417016144,-0.0797933732169592,-0.227072843104347,-0.115393171200029,0.220603650733239,0.0361883306635926,0.145547589367896,0.0463232558408058,-0.402638599466863,0.247287640555497,-0.167144138493482,0.085661412648576,-0.197504433565209,0.388348656424499,-0.122312263897476,0.181719251764926,0.0548836965584989,0.315675490446972,0.3506089863801,0.2104483426472,0.058285118280537,0.189202160484763,0.0066904993274431,0.356973597284431,-0.39927475278002,-0.110842877299247,-0.0840650689480493,0.105214479917184,0.176052184004437,-0.160579460766779,0.0673065080041191,-0.0692389792057889,-0.375281116428231,0.278671367194178,-0.229623706995496,0.03498602478461,0.101727192810538,0.10774257971857,-0.401003109151724,0.104709336193095,0.0334277799790839,0.0199469145956773,0.211923769979718,-0.0324797366006118,0.124151392806395,-0.0082922244968886
stable,-0.10622725380465,-0.131108594541189,-0.0136893961479464,0.173193180608184,-0.0429420383458469,0.120026876417421,-0.0406053590887772,0.002630210505938,-0.0454358359892403,0.0317586195611639,0.0660116457517148,-0.0567775911322339,-0.0990101607956502,-0.056563228062521,-0.107457405511526,0.0048006365867815,0.0231804428566854,0.0601684251440567,-0.0163354402897155,-0.116418634405917,-0.107216247058099,-0.119620073773761,0.133131646011604,0.0342682508403884,0.0149091950929322,-0.0862452053858408,0.0963744694157707,0.0785939053634734,-0.0679189898833651,-0.128063055587682,0.0029907302140915,-0.038054925747988,0.190543800549068,0.0672259638227591,0.120392876999516,-0.0691960335117402,-0.375497109677782,-0.0757152285721863,-0.114648312122805,0.003323236566544,-0.118958105998823,0.0338845896644817,-0.102555068263829,0.116953324108213,-0.0964237972812444,-0.211305351039561,-0.0006144668674441,-0.176426896233683,-0.0835632310704551
stable,-0.221848820407645,0.0162463224564585,-0.232110920539166,0.0804945996264767,-0.165491385259132,0.142539849836176,0.0657623575172917,-0.159395008834396,-0.137965564765842,-0.242525229806126,-0.102789232464901,-0.134737128893084,-0.150614945021635,-0.0519674032421332,0.389935771976389,0.070504873737323,-0.149805833301663,0.260469885773812,-0.0084756455418802,0.139615832234299,0.19031749635014,0.0783476497160571,0.223835550175496,0.111753549441615,-0.0198432646571241,0.166596904242855,-0.202918810563162,-0.220278663010473,0.0700642683452593,0.0504853669233734,0.165066801881325,-0.0627422078298731,0.0116560153718674,0.186936851341942,0.0145960549880016,-0.168743854153275,-0.0453663333683059,-0.0608676321618202,0.254910246826681,0.0511262474936479,0.0283189101990043,0.008547744606036,-0.198400602542727,-0.0906765896867127,0.0510221044009783,0.253500309572077,-0.0875362748923677,-0.0903321163801902,0.120149084912211
stable,0.127553902513337,0.0480298314517817,-0.155412845645914,0.0127108690299568,0.052951296546532,-0.114189090340121,-0.0094254683305194,-0.147055162706141,0.159768444810427,-0.0839267251754908,0.0615008188954901,-0.0656259694615482,-0.0548515925809109,0.196056256575494,0.0901271196648072,-0.146745082654817,-0.0634940182915498,-0.003991224940778,0.0867488156036891,0.134643514893026,-0.111707243392364,-0.0574239298160194,0.0421817458145534,0.0657816127557926,0.0960234667886229,0.0675648746851971,0.0029391245331727,-0.0859163049600564,-0.0785648740156305,-0.0061605787628817,0.172606000242676,0.102582202815851,-0.0227106490508663,0.0825560989564086,-0.0642710282256069,0.0213581208892544,-0.0300632865324569,-0.135321588779579,-0.150288682307497,0.149906210026292,0.0016626082129359,0.10990347033116,0.0642107013673727,-0.115387181744653,0.241913114593678,0.0499820085842421,-0.105220899595017,0.124957434534935,-0.0655945994952664
stable,-0.003490241922969,0.0386049734627558,0.19429355835063,-0.0845851050916876,-0.0260001626913674,0.0175037717032812,-0.0551017179289487,0.108693491256322,0.0904928361571439,0.100762028054682,-0.229905840968388,-0.0209335167722823,0.0370617762310618,0.0427083021537226,-0.0265221143199912,-0.0667463303395955,0.0413339824173356,0.0801550750430154,0.0786452680385304,-0.0818657279334181,0.0824805117321944,0.0469889017624953,0.0379179970573492,-0.0262552676964997,0.0032982481165174,0.0747651218277819,0.215832915110829,-0.0415434510542358,-0.0928982626213949,-0.0700339834801716,-0.0648000653651646,0.211485947838909,-0.0126623263550698,-0.127801278105142,-0.0288348003454832,0.0238590143715918,0.0455819715157435,-0.0649475694458021,-0.0316612739055837,0.0832785748550463,-0.0021626134658385,0.125405299974415,0.172063189003713,-0.0144460433003405,-0.13239266367486,0.104772295247013,-0.177481716548001,0.007954166721514,0.128775327906292
