group,AR,ARID3A,BACH2,BATF,BCL11A,CEBPA,DUX4,E2F3,ELK1,ELK3,ESRRA,ETV7,GTF2I,HES1,HINFP,HOXA6,HOXB13,HSF1,JUN,JUND,MAF,MNT,MYB,MYC,NANOG,OTX2,PBX3,PGR,PRDM14,RFX2,RXRA,TBP,TCF12,TP73,ZKSCAN1
progressive,0.0444975865828134,0.0314135754903911,0.0104170236259121,-0.004710243993272,0.0267511269714293,-0.0348476803195803,0.0822631806090326,-0.105812010801677,-0.0739419885316236,0.173198850031654,0.0035822707995508,0.049982117259911,-0.103247783604934,-0.129982182160355,-0.0395866015974385,0.0244521646571078,0.0181120949898573,0.009733548343276,-0.1416060415126,0.0897479518860129,0.0983583065829987,-0.0832167003215215,0.0157940144858117,-0.022535566137268,-0.0824734806959976,-0.0028510000426045,0.106827664630769,-0.0596583110340148,0.140145889772423,0.0871168110252353,-0.028003368398357,0.0321281178313289,-0.104832203578318,-0.105575423203842,0.0427243744859043
progressive,0.106866170217611,-0.0339451613411637,0.0744153867987102,-0.0814339431591893,0.0429029337030911,0.153254441162652,0.0430612528111345,0.0637663029898804,0.104258152520721,0.026494895803142,-0.0271065481620218,0.107943512440638,-0.0738678343713797,0.14592465260441,0.112208088609494,0.0010711639163715,0.0845524434434778,0.0723572383941463,-0.065874650136019,-0.127364247123402,-0.0686108676960077,0.0118631210666063,0.138706073565964,-0.0521773442811053,0.053018366274565,0.108696493564259,-0.0825684347187781,-0.0253712162802,0.331921802175427,-0.0574976385996946,-0.117374697550031,0.0614903692757154,-0.128691038477639,0.184442533158865,-0.107821490884194
progressive,-0.0188492731790398,0.0280944147042484,-0.0737747628582988,-0.149626321801119,0.0376336226114139,-0.0132696500097033,0.0339726871082476,0.0392131791773533,-0.139421836442825,0.0172666613779631,0.0549293087231805,-0.0546696137365174,-0.12800136749992,0.0362282144482956,-0.201443873537047,-0.0218731921560971,0.197788284695371,0.0357546530020275,0.0454832854877001,-0.162444560819299,0.124389315758949,-0.0290369547440789,0.0491740095334543,0.104291215217573,-0.091831966328016,-0.0776885190690696,-0.0607487678507883,0.0812707822674526,0.124803300120042,-0.0650360265570834,0.021407268797672,0.0479748297420979,0.0505969852986115,0.0115151812321584,0.0387312158344579
progressive,0.0993440818454496,-0.157358034674445,0.0315594457940153,0.100373964671599,-0.115080024298431,-0.0836679031732032,0.13572910546995,0.0889215564563924,0.0493829510066128,0.149049479296957,-0.0786380166039276,-0.0345128884466018,-0.0448353442493125,-0.0186907749609335,0.132761764263704,-0.0581334803904645,-0.270226799085692,-0.0698040958981205,0.0072230783367022,-0.0447825297454074,0.15472425875602,0.0807394779172033,-0.109116154923255,0.0643989483800457,-0.0062710274110449,0.133940361614007,0.199412278336545,0.115716578056023,0.136436541851205,0.221850103364007,-0.151313553688045,0.0578610687387436,0.0119833329649888,0.253437346265341,-0.215932099215907
progressive,0.195423773380026,0.414958063298138,0.46780831554962,0.330506960704071,-0.235607967610168,0.105025410039899,-0.311861494581286,-0.138362217573225,0.0067830919860479,-0.41904077743192,0.346612785751512,-0.559910488725106,-0.0532681678714762,0.0238211903396281,-0.0181632557920242,-0.242680385794673,-0.118366562524306,-0.46999433571574,0.221109510331933,-0.109397450372138,0.0756427272188192,-0.124217381204215,0.469479978029594,-0.23772969306552,0.511818045070472,0.353202993605256,-0.0822007877171784,-0.45912852959591,-0.0358764486086707,-0.131900599141018,0.479767131752511,-0.404381583376764,0.206578905698314,0.0074260390937302,0.119813193516591
stable,-0.0444368162826695,0.0189676089980625,-0.154672843218083,-0.0051639125626033,-0.0966956445007537,0.0008547487742124,0.234003094788829,-0.0451060483745008,0.174739929265306,-0.0516915743497701,-0.0885340295118324,-0.052665281500175,0.0805395400943717,0.0358507947843302,0.0684448546700116,0.243779283893885,-0.0824702175111692,-0.0223226730902838,0.107176242346306,0.167183566709855,0.0701403885971821,0.0066512571680038,-0.010579364922718,0.227992947855218,-0.0392161248141288,-0.0562978664831129,0.0519246257288956,0.123091316161417,-0.046072652079947,-0.120101301024849,0.0264337188795517,-0.117795600637216,0.045358804515327,-0.108899216978659,0.0924586828515324
stable,0.0750101371630749,-0.0922236108690089,-0.0084823367488312,-0.0619506267334313,-0.0549892219110431,0.0428855293669447,-0.010678404918825,0.0012114944814824,-0.0152455765812143,-0.0021804400162077,-0.0533913994679734,-0.0987255479700919,0.0398492916494214,0.143298917945913,0.100622805839699,-0.0518554645138959,-0.018910691207082,-0.0295365855291863,0.0499769604288315,0.0834587170997287,-0.0311981708397025,-0.0364842375762429,0.0310500159418122,-0.05333763861895,0.0708399206068472,-0.110601069468916,-0.0924717859511289,-0.0750757754089757,0.0631027342305273,-0.0312600583286946,0.0365792567512612,-0.126861225793911,-0.110586066441282,-0.0007832830677489,-0.0368886941962218
stable,-0.0956071218319056,-0.0031157568572368,-0.0522972837323613,-0.174253404498695,0.0396461659944469,-0.0928266563950013,-0.0611865952909347,0.0227016825083714,-0.06959341431781,0.0290231524575685,-0.0490425036032793,-0.183772409700332,0.029571067705429,-0.218315603834108,-0.0569750079379768,0.0419441388996531,0.0111218617476171,-0.0496558415673023,-0.0064441375420016,0.0098052295848477,0.094576714052347,0.0567378505918879,-0.128670127012506,-0.176338753576373,0.0811405237204831,0.0081124168041442,-0.102836331967857,0.0217366974449752,-0.0158813643484356,-0.23970065417971,0.0927203444812373,0.219149743465179,-0.123297286447664,-0.0562962472577913,-0.000695116359226
stable,-0.151390629475591,-0.108196022235863,-0.101453909584394,0.0209271354170011,-0.0396734675413225,0.324084521677651,-0.157909761116237,0.198025515168041,0.0256440414152128,0.007608308116596,0.169358978402805,0.110161195540053,0.168731691163562,0.0223030017640119,0.0589037419693565,0.118622222247495,-0.0192351751095906,-0.0158892347768332,-0.0478551554000388,0.155699553734217,0.0480867126035874,-0.0676367565031885,-0.165548698492561,-0.0078717197502624,0.123304823474811,0.0609007697036643,-0.0727065115734742,0.0606741131816724,0.0446439838100874,0.0607096431229576,0.0278321957302274,0.0580657254231807,0.0250486086060879,0.0394223076115476,-0.147080480046576
stable,0.0198227277211638,0.010743436972581,0.0116946056831776,0.0051489012774835,0.0587264292993054,0.020431256000478,0.0792388975132536,0.0486596825331823,0.0496803275882506,0.0297807533968841,0.0288130605827374,0.0474134740759615,0.0478263419473314,0.0467269257395448,0.0251214256305452,0.0071819293358449,-0.144846489297708,-0.0036575539886204,-0.0289246921686519,-0.0195059531451542,0.0814178728384813,0.00593623725686,-0.0633244019425197,0.0399726984134839,0.0622401484774793,-0.0247148481849585,0.0598782813697777,-0.13771112789005,0.0079194113437155,0.0821959609530869,-0.0352207042255323,-0.0550107592874041,0.033615565950859,0.0028213498507338,0.0108214100862075
