group,ARNTL,ASCL1,CEBPA,CLOCK,CTCFL,E2F7,EHF,FOXG1,FOXH1,GATA3,GMEB2,HINFP,HNF4A,HOXA4,HSF1,HSF2,JUN,KLF1,MNT,MYB,MYBL2,NFAT5,NFE2,NR2C2,ONECUT1,RUNX1,SETDB1,SPDEF,SRF,STAT4,STAT5B,TCF7L2,TFAP2C,TP73,USF1,ZBTB33,ZNF263
progressive,0.0613012280751976,-0.135640550499559,0.227736823824128,0.121511711639086,-0.322765628472535,-0.183663350689203,0.302854919342369,-0.0651997153433719,0.176957120664163,0.100579584979263,-0.358288773870504,-0.0007602858987725,0.0296419064545769,0.167637263430881,-0.108228661954756,-0.252574370450291,0.0908992274413955,-0.148791878918753,-0.235330439214301,-0.195432761274153,-0.347841197735699,0.0881839206600649,-0.0005939011428101,-0.28051545495503,-0.0895958801863568,-0.167496298568191,-0.208886817513223,-0.20113837186403,-0.22695573983086,-0.216424971318074,0.158178752234297,0.406092038618253,0.122350568117063,-0.309519553178418,0.300493180167459,-0.0983079708804985,0.261748641022106
progressive,-0.602262408959775,0.56496405237782,-0.561318541859114,0.557464867845258,-0.514499922446229,-0.384471162919194,-0.568948680154079,-0.345462080886185,0.555857088704534,0.258705591772838,0.415688117610103,-0.436596059063003,0.5517831398649,-0.554755714575647,-0.497915726027143,-0.0164926044812201,0.56240174899206,0.558986353755266,-0.495740985221445,-0.563593201142484,-0.552605953389367,0.563235159930826,0.55267332266598,-0.551662026558631,0.567800374619014,0.0541997184718342,-0.552695274452741,0.556806314242419,-0.587931676995462,0.446652248274174,0.620186421329465,-0.24250820097565,-0.0611849284109153,-0.583450484663498,0.5200862736979,-0.563401690726946,0.566157018444572
progressive,0.0740317008101474,-0.0953745724964927,0.317201433237372,-0.250978045138526,-0.476736111817196,0.133654990866647,0.0292939460811669,-0.294651098259354,-0.282893546555502,-0.371328398478325,0.380804768754973,-0.0312219801859781,0.134622764805461,0.122945610470749,-0.151120755779483,0.322615106551934,-0.283706536774288,0.122822384596552,-0.0886557568436393,-0.343362887431182,0.0915981502787292,-0.302484957798233,0.428602883152268,0.241572304326356,-0.0882913388620207,-0.182691375024164,0.0862896697836041,0.198199802118203,0.202474387473725,-0.362598145842393,0.348911808656447,0.338964324824181,0.241038075079076,0.291139160844745,-0.19675640636008,-0.302329422700923,-0.261439471031467
progressive,0.306245729747521,0.0050118404560367,-0.0071890593942605,-0.160940625279687,0.220639886561303,0.358530419315475,0.100873710580379,-0.0544263732316053,-0.134554317168357,-0.261863538547935,-0.169328316820101,-0.407066137416042,0.290651211175561,-0.280656231831411,-0.25259429884986,0.207181584687675,0.184865432256213,-0.116164812577145,-0.103411749229646,0.197425785076224,-0.358835202632,0.166570232816751,0.177493229523772,-0.107565276130626,-0.115316066211397,-0.292706790135441,0.0691311431979265,-0.0949229188308335,0.153787101159998,-0.357076206540667,0.18572101232861,0.348087148815182,0.0298332297448516,0.22182075107017,0.203211201124875,0.176402569942666,-0.240039412995169
progressive,0.225507502160699,-0.233975487389656,0.0082784034700999,0.0711563534910878,-0.142628676580271,-0.284119862607399,-0.138837041403126,-0.36674591250935,-0.0791187873630923,-0.0411392416720232,-0.123670500694546,0.0238557046562039,0.0435090136577389,-0.216628756454218,-0.292461459997118,0.174036054630955,0.386336027591266,0.0741896616328038,-0.207907995546784,0.256693701492716,0.0103638028175297,-0.176279438777433,-0.0859753276417628,-0.0574748698935563,-0.0958967730219589,0.050049584338314,0.0976662027712932,-0.0356097737053534,0.0544731587116498,-0.0031912929407637,0.126071869640071,-0.0744108403514706,0.0326396594832565,0.253376020712714,-0.32330009277123,0.0209171873939166,0.0915679895280517
stable,-0.427509295984387,0.50742012453136,0.498318886805582,-0.439895951323855,-0.264445577157421,-0.512607164606122,0.486692420542858,-0.367611014976607,0.15277433834266,-0.397033656995911,-0.448303686587133,-0.412758906775083,-0.458637429000168,0.410361542155822,-0.437000784543235,-0.384091471499276,0.581465118005562,-0.314755262015065,-0.416736485453861,-0.51516051458169,-0.36900137339514,-0.152446414582242,0.448625094988688,-0.102488319567944,-0.348415138926655,-0.579633200302913,0.343852471440575,-0.450492511815729,0.103219908135562,-0.392661994920026,-0.419419471907981,-0.577138728092364,0.473678853541034,0.0678628760542764,0.382501340680313,0.438989789464351,-0.171493778775759
stable,0.218351259463576,0.24304706228732,0.111440620269415,-0.0521182345835196,-0.201261381268092,-0.176811826734406,0.173716751108739,0.156061551024299,0.255190991118079,0.291960983281914,-0.262200118512038,-0.0809027464840425,0.176508182226365,-0.0766887531895149,-0.34616769960367,0.0822672952793267,-0.294417911709786,-0.231046315419703,-0.350500805479604,0.23823750608576,-0.317603515120568,0.0567969520946231,0.0799566346327668,-0.240591368186716,-0.147702686762278,0.19063258915937,0.175385561575699,-0.194014645874954,-0.290439674923535,0.10467280385644,-0.311779959067966,0.165042516229625,0.1760508639734,0.0177064246660806,0.265016853338667,-0.0768078657709214,-0.169034947779464
stable,-0.344224747666824,-0.0091177961180942,0.0954973374505471,0.0177485645976562,-0.160894770027876,-0.565574817349875,-0.0608065982796895,0.564121718493927,-0.14289869958113,-0.575954094892364,-0.555650631207326,-0.668010302634594,-0.268056818624251,0.487251192202323,-0.587650742276784,0.649391475535298,0.553031859642759,0.23949783726311,-0.599139804110355,0.0148663190647035,0.074730798305921,-0.293877267526105,0.320264584662971,-0.0317286530414241,0.286476044232345,-0.353222782890198,0.500744253007559,-0.264535848319453,-0.306276512159555,-0.28327443631347,-0.228775245155754,-0.290683643666877,0.553119684298888,0.136543388101267,0.58039323205669,0.0186906836361283,-0.0439762005415612
stable,0.169454845902959,-0.425816894294789,0.231346626474723,-0.562313329196277,-0.588292595115289,0.189087903000439,-0.176004412572583,0.54693634729822,0.0698672587797869,-0.396816139875423,-0.13498629230175,0.46132148995048,-0.0350557644288365,0.49668048620014,-0.534034555302683,0.402764056106904,0.47232687976499,-0.428627805141793,-0.218704747468463,0.339388605554679,-0.345532659828995,0.0661586854790738,0.342132131552611,-0.238024946338109,0.239821474546404,-0.48140819147832,-0.0959933274057059,-0.433906686086059,0.0902583954293274,-0.560774307375508,0.354789653470262,-0.191240608268115,0.328055917901819,-0.0749175125575588,-0.334612704376701,0.3290209652046,-0.180666000167314
stable,0.211395202218152,0.317187445304223,0.277046120188869,-0.384323030602697,-0.0722977038778044,-0.341548345260344,0.211303543620646,0.115506861069929,0.370446781825408,-0.39512878521075,0.210097202650063,-0.172284336378017,0.226137135926621,0.255528610375716,-0.263839112277998,0.0220409322698186,0.183733399400013,-0.390641966053106,-0.322460316109783,0.135690983844449,-0.072313217451143,-0.0573715350114042,-0.248765748057465,-0.212363836690746,-0.276276867262378,-0.425000996840756,0.056956569873671,-0.0731659132070116,-0.146422291659734,-0.384363742258175,-0.247072198267389,-0.0366329167353964,-0.16696322662104,-0.12923325240062,-0.0270386895884224,-0.349311787160785,0.280749916976229
stable,-0.0840184746892385,-0.239524636341725,0.0710925318329543,-0.228129765738721,-0.0849051117066656,0.337786853161327,0.190196719749819,0.254798736241733,0.261153532414191,-0.154757398076159,-0.243704232778267,0.0771715811232136,-0.147333467228747,0.290266986717767,-0.178000767523641,0.119722156376078,-0.322020963620969,-0.000529643286009,-0.023767780928807,-0.254692561381958,0.264519121592456,0.0627927353307014,-0.153563007841992,-0.0487228737677958,-0.248013393319056,0.218637117768385,0.127453224933796,0.0966308170176648,0.30977700189298,-0.0023296918507195,-0.229197361647591,-0.0641585441065922,0.200306105166501,-0.12001082889338,-0.0013298016495322,0.218480779134281,-0.107156900289813
stable,0.286463936780356,0.0900408141042857,0.0805980037590731,-0.240231261730427,-0.0925206109869058,-0.138570358331249,0.20005999751672,0.174291279108048,0.213631221208142,-0.269102666404954,-0.199410186162871,0.103497831962476,-0.205724380133691,0.0962005609805362,-0.209142478539465,0.122206901203513,-0.0738465403076656,-0.270606896089309,-0.239503518356383,-0.0556822867350861,0.0584229433434877,-0.328954599609662,0.09820341389956,0.247401857755904,-0.167343993744076,0.231184912826136,0.208721645630409,-0.0038672702312639,0.227575951818174,-0.326999356070249,-0.279680733742541,0.139957123206982,0.231486580591583,-0.172432387884512,0.0979195996514663,0.146562216155004,0.246885097614716
stable,0.0362712224764809,0.290802605985969,0.0995839967031042,-0.474863253920125,0.0110213704373842,-0.32348375536465,0.34084428636177,0.274573593288488,0.100637845261575,-0.32187864524881,-0.261830858671063,-0.0413033333992415,-0.108621110247085,0.144408047082298,-0.240008850189744,0.228568279532027,0.140611534190047,-0.19873944320677,-0.132401717274761,0.300383965755859,-0.301066502842033,0.359700381251811,-0.264239417844043,0.262194050124964,-0.362678059189515,-0.412165733373397,0.264654062654337,-0.350550020214255,-0.110729479287007,-0.14248650679661,-0.213371340533029,0.0998874439543409,0.0739537565372087,-0.0448883158263219,0.358882912920275,0.0318163845024137,-0.0420167333884316
stable,0.165645417673171,0.210628733461142,0.166005618418082,-0.358634230652654,-0.147595066120834,-0.0021157695955148,0.276613933659772,0.0605743862559075,0.106233183425761,-0.363643798034103,-0.250662709491277,0.0414595256800041,0.0448891677933438,0.120064160520763,-0.197347038795801,0.210190586304564,-0.02050063777797,-0.263146571021142,-0.153938012942736,0.283498847815349,-0.357879773327077,0.0402320796665996,-0.13391296477561,-0.174862086406469,-0.278674623291812,-0.388571206787069,0.108809018372863,-0.239983563419858,-0.107688995898651,0.0319439675433319,0.0265108831972756,-0.0159936445836672,0.0127427888348007,0.181527385124794,0.235670501548013,0.139316301064659,0.196804665067905
stable,-0.0701298234692053,0.28289657602832,0.223464522240858,-0.0854632933463705,-0.0546774894844652,0.130988246547567,0.0404137965754742,-0.255438967178512,-0.059669782002612,0.178058433147237,0.190182572119879,-0.0231785009771102,0.150244231974704,-0.225604076177206,-0.0483776917829942,-0.131701431193016,0.0343517270891531,-0.0246048702680093,0.0306669397543305,0.0242482779452845,0.118982971682499,-0.0582434127117129,0.231190689233228,0.210508334515191,0.0722693774055539,0.270891301163252,-0.184239366741133,0.148342406253505,0.0729825620510035,0.224058842778732,0.129443013149093,0.076905077600976,0.0943781014144899,-0.006180933593896,-0.0539643048390156,-0.273149719207176,0.0782125827843002
stable,-0.137653890446529,0.507869102338944,-0.180467633736805,-0.447431474741525,-0.154758425477941,-0.320850810947936,0.170451216184324,0.362971352702328,0.248857932272205,-0.401489652199765,-0.28851528168402,0.0245677481097314,-0.10748432878138,0.312400820730393,-0.31761679399504,0.195021734937746,0.0754381853669316,-0.418959619365988,-0.255614856465178,0.0086173100657441,-0.304621866899215,0.310196649784487,-0.0315913749148075,-0.195550612524703,-0.175203545879299,-0.102958178218849,0.295850549590316,-0.202541802525604,-0.273441425747296,-0.0693495494421921,0.183689689618161,-0.0690409042402462,-0.315224241803777,0.152074955699236,0.503559580072072,0.243379581302678,0.386298505680168
