group,ATF2,ETS2,ETV6,FOXP2,HES1,HINFP,HNF4G,HOXB13,HSF1,IRF2,KLF4,LHX2,MAFF,MEIS1,MITF,MNT,MYC,NFIC,NR2C2,PAX5,POU2F1,POU2F2,PRDM1,REST,RUNX2,RUNX3,SIX5,STAT3,STAT4,STAT5A,TFAP4,THAP1,ZFX,ZNF76
progressive,0.0486723011598524,-0.0207657345529185,0.0500415214757019,0.0514200246411505,0.0867737573388662,0.05724965418931,0.0071013799432197,0.114510911940619,0.147033375510645,-0.0682544723889009,-0.0480410673871217,0.0288418137040312,0.0231769547362536,-0.156471712840408,0.0807723950731255,0.0711251936273855,0.1893190761464,-0.107411852709799,0.15864157893417,-0.0895911021921566,-0.0004038039575556,0.0084009788870769,0.0741073090610578,0.0804707024611587,0.152032190019696,-0.0219957121247833,-0.12169351681783,0.0754092287173148,-0.0102273795456763,0.108637188856864,0.0783727784517892,-0.105803599016775,0.155917062576869,-0.0481176508963133
progressive,-0.114475946351686,-0.0099605651653496,-0.174487989173473,0.04007184409924,0.0178846260814089,-0.0111801795079022,-0.0356167050280395,0.0053536416950447,-0.122129998839188,-0.0136628841264192,0.0145690141070023,0.0096592845741624,0.0505320011309886,0.0388354495718618,-0.0353322046216779,-0.130828236464247,0.0600379758346989,0.0443561303794887,-0.140956603477853,0.0418070677573432,-0.0961946977198535,-0.0094899572545585,-0.0953022969814004,0.0467701887873555,-0.0457641404334925,0.046619167123925,0.0695142038471274,-0.0152417469713747,0.0838505835735928,0.0539810918483261,0.0322949911682418,-0.020541997169247,-0.0809956639462168,-0.0323239751238497
progressive,0.0809479728877004,-0.0175687345597048,0.218652161254073,-0.0012937011695613,-0.228455659051282,0.0729895898733086,-0.0233419139006865,-0.249709321122647,0.02148922475505,0.104124765678923,-0.0195630642900649,-0.112419450402498,-0.288696838863181,-0.179079902703878,-0.104138399531998,0.119649937149941,-0.0061927990411789,0.0055921520695969,-0.0883556997251185,-0.115042452246872,-0.183333664863279,-0.0847025845372998,0.0835906680754051,0.105859294764576,-0.0470966305750328,-0.210352931912806,-0.0006112510795292,0.0652758587779849,0.251327962457163,-0.0574023086271709,-0.204726695210522,-0.159116912056946,0.227236944073633,-0.0532371665127576
progressive,0.264173962653899,-0.257382925103158,-0.0863443655196077,0.105420621434472,0.148994733922274,0.341848423206025,0.216764057429734,0.0935147370896171,0.124039485427186,-0.038719458703294,0.294550811807059,0.0123509513349724,0.408756370907997,0.0497037120193837,-0.475042594260697,0.149862956912226,0.413912300808892,-0.2622499038197,0.228031784182606,-0.268249406846479,0.158263082811851,-0.0977243860976785,0.220823068379602,0.455792419860463,-0.338835662042156,-0.312419224382591,0.144057913924206,-0.209045911102657,0.316064665390873,0.0851255666851332,0.181512012938675,0.143904536992227,-0.104144306250506,0.184657609481133
progressive,-0.0219713454403715,-0.221873031092299,-0.0901388530887037,-0.109543745073077,-0.139590029435979,-0.0149918439685726,0.0578703956114629,0.0682927004998443,-0.180371600816042,0.194299305546761,0.0490130013669827,0.337488629463713,0.0361807340869936,0.108761289751127,0.145599286308559,-0.222373802498347,-0.0626590221818003,0.193297762734665,-0.094770988594651,0.184972438109111,0.192014536006666,-0.0945519011045049,-0.214799634981866,-0.0577139045470728,-0.0159933867806693,-0.158588044652938,-0.306628591565983,-0.337269541973566,0.197366530408808,0.0091703763732604,0.236238910803311,-0.0872281192910477,-0.214204968937183,0.243656587255402
stable,0.0051978192382094,0.120526683031768,0.0906005115767276,-0.221071194691596,-0.129649213070316,0.343285627012146,-0.0533071805277974,-0.0842500655348581,0.141359749954785,0.0835335496585318,-0.144082376096847,-0.001333732649198,0.0461444179784213,-0.222109713789983,-0.46547317381289,0.221153384827901,0.242691657497701,0.115445271864162,-0.205802232261471,-0.12779439974937,0.171312663156798,-0.0139237758785501,0.199894558621539,-0.129689277766497,-0.224160824952507,0.120198737199268,0.297069322617131,-0.16585883242696,0.0846099768606028,-0.212021605403752,-0.151059048675802,0.227080563648868,0.17802834011924,0.210064425825577
stable,0.596775799783885,-0.570978063230853,-0.429513120770609,0.113260930619709,-0.566449285927135,0.217348966528168,0.558200332576596,0.575867507208401,0.557396613440497,-0.587056107543445,-0.49224043955746,-0.0239541256873094,0.313033652015904,-0.620852588756203,0.359477877416716,0.469008867748011,0.569462774988685,0.568522966735387,0.562754130749395,-0.561460368738361,0.605666141754046,-0.566100214290196,0.55751195354431,0.221458491708499,-0.560017702043039,0.395947930030578,-0.0019192837380665,0.180619551247,-0.569913150632148,0.0433227194166435,-0.53633087246933,-0.115197912045662,0.588290063574723,0.614862226539077
stable,-0.412194304672836,-0.361771801412136,0.179762985762762,-0.205610153382511,-0.287973348363909,0.368428795377111,-0.0999515043084462,0.390846846395796,0.555283451857095,-0.342879461828346,-0.563011038563715,0.589453874325433,0.578385716282096,0.0023665734289025,-0.0733718258654657,0.609819285125172,0.284238348122376,-0.520171229758887,-0.244070996386921,-0.486870160795044,0.424445749430624,-0.109852474776304,0.12443829468505,0.114448778952846,-0.247443766001581,-0.575632763517862,-0.601673120805277,-0.575447623419683,0.302374028174476,-0.561779454432348,-0.35869686586846,-0.015165388911743,0.0189808848481369,0.144626614956097
stable,0.275871405055314,-0.0010026264875136,-0.551729474087216,-0.100254162191006,-0.486435091090819,-0.455329422662601,0.132229096872607,0.398787108122505,0.4248056898015,-0.337597795605819,0.25821329769058,0.418352266835316,0.31401606911413,0.370656585281177,-0.213875869305018,0.324412105547539,0.48972181467927,-0.371832580073061,0.146707168836195,0.007487570963584,0.483263542250026,0.415537153529383,0.305062747940868,0.046827627666521,-0.0745216988325103,-0.400890562724483,-0.442914797230752,-0.434704656271329,0.373388045349337,0.439517748357701,-0.278589529100061,0.35255353968075,-0.183989840836217,0.404385813224485
stable,-0.171754697347495,-0.165904634432934,0.170696371272829,-0.202360194574805,-0.210609848176398,0.203179000854523,0.329433352722275,-0.182284736610757,0.24020644918634,-0.125125094641455,-0.094448111390401,0.212176298387489,0.168284434681309,-0.056987909050685,-0.237340303531929,0.0958976223039199,0.276970656940428,-0.247732225878684,0.150078849494847,-0.228611564101098,-0.0200607538530847,0.0783429945833415,0.317559182007403,-0.160712649843025,-0.222140830490092,-0.117514514994684,0.165362801815714,-0.194433661499679,0.0465055425496994,0.0924790089834787,-0.156125707051744,0.0494577858601319,0.115412566956316,0.189055517316245
stable,-0.180744438698782,-0.0817335724304069,-0.150301217073727,0.245866962341641,-0.349699615634822,0.020813471333817,-0.0005222976534193,0.203880601956234,0.229525476842424,-0.182158368767446,-0.175666010594561,0.339303548303182,-0.191985858906756,0.2682166739541,-0.162972795240633,-0.0368267928298504,0.246862873977678,-0.0712671842409415,-0.0792455964392336,-0.0656138680981765,-0.196877065239928,-0.252399289207221,0.174823963399578,-0.0928319467908394,-0.128914660800283,-0.0305051280212598,-0.286742313276708,0.132303585217781,-0.14534630124543,-0.272597002260338,-0.0291158403044831,-0.156115009020247,-0.024179857014832,0.164563729519805
stable,-0.0587468979123334,0.0044520359846121,0.112328846684192,0.0582077105818595,0.0603184655066027,0.041311835032715,0.0061640804424735,-0.0293361131428155,0.0010865483640562,0.125616517191663,0.0624594215716449,-0.0677723285921165,-0.0031272033943443,-0.129232895936445,0.0990356346830879,0.0281805731830306,0.006295829453594,-0.0127682940167343,-0.0036798288468778,-0.0148021607173221,0.0332777775638444,0.0797450026605179,-0.0549799290780794,-0.102685400927008,0.0178361284812942,0.0862929700744054,-0.0739012205500216,-0.0738297352821581,0.0131053553669509,0.0129445135142582,-0.0218915320591368,0.0095540891723546,-0.0014924627726607,0.0260509771799357
stable,-0.226273905649233,-0.239053588366491,-0.17796938457602,-0.582770599212526,-0.42398108152619,0.589412348503386,0.476243363995519,0.101899075466654,0.437709709095361,-0.379107425879238,-0.17684211764182,0.088316233904206,0.377533777290964,0.471069263308423,-0.556028084609769,0.586341519418571,-0.0212745139376938,0.158432008849226,-0.328201914389216,-0.328153814208,0.273027481331022,-0.412625447962888,0.505354161247376,0.594616446676163,-0.471496156573794,-0.508279248667649,-0.262628862896639,-0.419853023982612,0.0887982999287186,0.048064873754124,-0.627259664035111,-0.607704673376777,0.132136895770714,0.415952630283615
stable,0.0800483135403173,0.0605552679684693,-0.0635285018600545,-0.252733812617711,-0.202183957280365,0.31587816567348,0.185721655939555,-0.0900513265745222,0.216860185311185,-0.0553868028302924,-0.147318720171161,0.211101979237278,0.0221461465724655,0.222667769757215,-0.323998108357858,0.134844522244864,0.391944748062209,-0.126965925686,0.226873383301195,-0.247563721086068,0.214274059726751,-0.262085255102281,0.364751955888406,0.474419773965082,-0.253250952415597,-0.317232364862714,-0.145002602564309,-0.0292556189949306,-0.380530132148068,-0.0084142132530135,-0.151512682338998,-0.328929599969348,0.217861937037631,0.108056568733213
stable,0.0399730098215515,-0.276298289099875,0.0638356853816898,-0.0209555475731164,0.106473562524678,-0.0718302873460001,-0.0731627210067184,0.0654103797079933,0.0184118105844722,0.0564467350813424,0.0249528485552715,-0.0265275428815751,0.158922996623865,0.0445759624676695,0.442731366356881,0.121009202459788,0.0881828822729984,-0.0001211303327925,-0.153593261980992,0.257038566185855,-0.0760698489937404,0.0442125714692918,-0.0657737707063711,0.270605163458624,0.215733122703585,-0.244804402573805,-0.383498633621309,0.180605326193737,0.0364602301705666,-0.125491024773113,-0.180363065528152,-0.041547704147855,0.253768047200456,0.156136998969636
stable,0.207716156913599,-0.0214170626613477,0.0402008892325851,-0.326031350690289,-0.23979697872945,0.250582116185831,-0.206966399186392,0.174201374840845,0.333573859308277,-0.178109469655778,-0.220773965504511,0.202253019140845,0.256799536654334,0.0571003051609686,-0.319950998113079,0.259234833793929,0.0199736431737253,-0.192692101690987,-0.0542891172929455,-0.342710657596158,0.324288623861411,0.148196903619976,0.269454623045065,0.14171819464138,-0.3239081172103,-0.248305602238821,-0.0767232064264002,-0.0206223963267579,0.143519677845689,0.311055751286579,0.13615100533071,-0.0397555550170952,0.208195735363377,0.0221319622138114
