group,ARID3A,ASCL1,ATF1,BACH1,BARX2,CEBPD,E2F2,E2F8,EGR1,ELF1,ETV1,ETV5,FOSL2,FOXK1,FOXP2,GATA1,GLIS1,HEY1,HIF1A,HNF4G,HOXB13,HSF1,HSF2,JUND,KLF4,KLF5,MEIS1,MITF,MXI1,MYB,MYC,MZF1,NFATC1,NFYA,NR2C2,NR2F2,OTX2,PAX6,RARG,REST,RFX2,RXRA,RXRG,STAT4,TBP,TCF3,TFAP2A,TFAP4,THAP1,TP63,TP73,VDR,YY1,ZBTB33,ZBTB7A,ZBTB7B,ZEB1,ZNF76
progressive,-0.118900071241393,-0.0556884934013049,-0.0312803155512465,-0.15142648483318,0.0860528339003632,-0.086029585802592,-0.0091992722880923,-0.0385151235776663,0.0648342950645233,0.169383315551711,0.0558558797052581,-0.0963680148814766,0.282389994008087,0.0916765487512339,0.102145167177638,0.159919014949026,-0.200317234446165,-0.0517735137366227,-0.0188007366676277,0.108266391320814,-0.121052845095013,-0.0127236839102172,-0.134546041041459,-0.0718598702110017,-0.1598911172317,0.116728698909557,-0.0726479807254478,0.174774549424869,-0.150403568531244,0.15287484132433,0.0042032560770459,0.0544819171269759,-0.222384328850656,0.000367319944786,0.0077695142751591,0.0896214169082535,-0.063074414063238,0.0440039994614636,-0.107717736213412,0.179777540065246,0.0535775661236734,-0.0604473790150843,-0.0154297624907932,-0.0530172869673858,0.13067755757232,0.0899538647063827,0.0475214366542571,0.0856762147164686,0.0420813817757794,-0.0543075563936914,0.0484676342335478,0.379748377854619,0.0175569634368646,0.243347138611012,0.103405214076841,0.0779392477781893,0.0944291235273525,0.199408233823308
progressive,-0.0840599809823573,0.0591353192842665,0.0541256555944534,0.123426655501589,-0.0780430626184636,-0.0730631391598976,0.0703035587552294,0.0674868458010602,0.0780861076900055,-0.135908160973412,-0.0001862677641267,0.0261737514104703,0.0068934725480196,-0.0763971756102341,0.0846986133165062,-0.0120080096848622,0.0034365619843726,0.045165236974758,0.027564498540106,0.0440351081873669,-0.0626595366870518,-0.0451824550033747,-0.163661275190638,0.0398730410880971,-0.0336753334237274,-0.190847759738839,0.0858436122195209,-0.0956719760090339,0.121891120404039,-0.0777393992046771,0.0372449438110478,-0.014589931339712,-0.0504503891224393,-0.0478927292351858,-0.0806742904461705,-0.0743544913061547,0.0942569671118019,-0.0740852639496017,-0.067569022755822,0.0261745340481347,0.0218606352419716,-0.0502633387206481,0.191623353664258,0.105070671720792,0.177475612604931,-0.0749219036128434,0.135521537967199,0.0763995235232273,-0.131571565674981,0.0442980744426047,-0.0415392766756009,0.106915348695779,0.0386255166510463,-0.106659426179521,0.123730318915375,-0.0380565390690288,-0.0825901874486174,-0.0430834207874587
progressive,-0.237199787210276,-0.192142316528045,0.0978712576860773,-0.0602955568789551,0.282633432029157,-0.129310617889094,0.21027527506266,0.058840915761828,-0.0419381073273072,0.140991734930799,-0.204735807534247,-0.0543366855248011,-0.117540007806814,0.157202109924268,-0.157006438699962,0.231771806774782,0.0794660279517501,0.198688201555117,-0.0442596174730455,0.0063031920356845,-0.121982806380396,-0.262831200763157,0.0959577751321088,0.0631729856580897,0.190614867513502,-0.0516109398652836,-0.112785500422419,0.0706494466240118,0.255460917980967,-0.11778725129179,-0.132079593237702,0.074085827698935,-0.140724014224675,0.0006476869207646,-0.0584108941177138,0.216682370035282,0.169843381113149,-0.163831420667129,0.172138346712955,0.200891398867554,0.0663272361305253,0.213825418477296,0.0199053757873394,0.0031390821604738,-0.228244415828088,-0.0457021239406032,0.0965425135582324,-0.159516035914026,-0.278158780000455,0.238859200538886,0.152581083685136,0.145289676125147,-0.153871907033077,-0.0106390540099366,-0.007681233177405,0.0023078586649727,0.0659192085387555,0.0541053687673852
progressive,-0.0731871126727181,-0.191810075456666,-0.151114566215233,-0.0330045198953816,0.289101504326529,0.17080256135189,-0.12091867760309,-0.129166705259613,0.0895411507927465,0.169614029115193,-0.0193915514813321,0.1217473410303,-0.185786064618929,0.356050890968136,-0.0241829082359985,0.0893563905610558,0.0366983457214971,-0.0702116456578778,0.0675808805678336,-0.190181703563929,-0.305310767638143,-0.116935302160146,0.178463216928559,0.243467105906617,0.173431947634235,0.264255389587223,-0.37006233480725,0.0370306383770006,-0.100539899809142,0.288289386591709,0.0325205583929678,-0.139247168348351,-0.186725032662073,-0.175846239915507,0.103122406629715,0.179562126664809,-0.0598292236830178,-0.172010396896375,0.0861947845068256,-0.0916521053801982,0.240971463971093,0.140976193203129,0.116649888966415,-0.168134568453967,-0.130782667883057,0.0886173496342929,-0.0523809044920226,-0.228855880718358,-0.264288480972003,-0.161470790843808,0.228256099369212,0.062333138464737,0.0008783005043805,0.013728788260781,-0.120011422137027,-0.053631483075183,-0.159082695908821,0.170187613118053
progressive,0.0947135735822337,-0.2610010049457,0.0455924224958989,0.268776698919316,0.373514359913319,-0.206071504144135,-0.474848203063451,-0.255442476723598,-0.224246017769212,-0.151110775655928,0.216532779168879,0.344285245217319,-0.084408436990695,-0.0249509216261803,0.204322753692237,-0.001280335152282,-0.27770781729865,-0.14904974833762,0.130875234712543,-0.368923889977089,-0.133654498823594,-0.263374309130419,0.393968494663192,0.369423532963345,-0.415421915385577,0.0006870091061025,-0.120570098121004,0.0409394971863859,0.143616130862081,0.134341507929697,0.0846894861704642,-0.0722296392006946,0.302065412878651,0.0740096173392331,0.17946551512598,0.362522214215678,-0.354184421882524,-0.208944451315109,0.0959939087345158,0.0617683641759507,-0.508449193889195,-0.118415387742773,-0.124785835817542,-0.0628613332083866,0.266934265407496,0.278707103271163,-0.206789740936878,0.33398010862578,0.0218281529620776,0.253131627912162,0.55544686228394,0.229023853825289,-0.15604475014521,0.675205040552278,0.273679445721957,-0.161447139934108,0.351592523891319,0.136027803008312
stable,-0.0998202908300023,0.154961228811425,-0.080820808310065,0.0989056758527297,-0.150498579122929,-0.246655600584004,-0.194776197791292,0.2263420774473,0.0817598553433113,-0.0947465030799711,0.168289252007342,-0.180184440928509,-0.223202798727654,0.182066959698052,0.0457813443811155,-0.138829723381708,-0.212241991663691,0.0231295099660815,0.15659264568286,0.0826869268215626,-0.240462459151423,-0.122943596592894,-0.0893091682608332,0.273894697791921,0.104048046500042,-0.117568159521863,-0.294150122653788,-0.185899281580263,-0.0204759866900097,-0.0899468064460716,0.362128470833118,0.157854696038784,-0.129693096339461,-0.143730514861389,-0.160056755319922,0.203391575576366,-0.0112023862315942,0.176616350769763,-0.35597755645791,0.12515989187515,-0.187897660237288,-0.0690805801848578,0.147935425597201,-0.0906429276629325,-0.0681688027888893,0.256397930998169,-0.116052794916304,0.0875592943936048,-0.057795230771069,-0.0042864310800554,-0.159615102623056,-0.0457206009033695,0.168494712131594,0.0796135377016885,0.17601699588483,0.166651871405709,0.194792742333133,-0.0937937490861883
stable,-0.0572099632262648,-0.0291570725794999,0.0297307778454455,0.0821213698172007,-0.0412536697262623,-0.138602622371974,0.161263671601117,0.043019866777505,-0.106803664832608,-0.154285340594459,0.161506369307808,0.139733976567036,0.112152277651074,0.0260631399827427,0.0018433909783074,0.20806727590763,-0.26786601467194,-0.0438572664983039,0.0217038445335393,0.255650847653206,0.184140246274624,0.144857800669889,-0.121779286683179,0.225894750199683,-0.115827943682192,-0.0103211368242721,-0.105803849089265,0.111450739241909,0.21988226960846,-0.286991582041515,0.0282146891178928,0.222711890198947,-0.142785915667469,-0.183276291842915,0.238074099236259,-0.119045386562253,0.100190306713113,-0.141208689349681,-0.0845353783043711,0.16717672641428,0.164111201182683,-0.0883259088989611,-0.0625060841743267,-0.149982859875575,-0.16657893664309,0.118957694261107,0.0783969172241782,-0.0444427052411634,0.012265188683472,-0.153101494528993,0.0878547171681575,-0.161188330328301,-0.0400580901838827,0.0892343270326597,0.0553153154803864,-0.0943266560132704,-0.244328659982757,0.17685437466254
stable,0.0502926328699996,0.0586896845568369,-0.044496221462872,-0.0273760189945629,0.0145277146659652,0.23989479896784,-0.0290961917187597,-0.0250607154226582,-0.0779458360950018,0.152337192058488,-0.0832204889507141,-0.0578499793881532,-0.122605107105191,-0.138021441804035,-0.120355023352213,0.181392621390418,0.12936351084149,0.229304730869586,-0.0008967725102447,-0.046558798236435,0.129510255434076,0.0354306666320341,-0.0487518146478517,-0.183112794114615,-0.197885083101556,0.234130997470176,-0.0442434946645303,-0.0743098311898275,0.0381454415948659,0.0198512823858727,-0.008356289300008,-0.171275396979384,-0.0380476118664756,0.0532519821538073,0.0390911289693059,-0.0742364588935348,0.0520698729357574,-0.0319903211836405,0.0831878790412507,-0.0701846776427016,-0.091291441542917,0.122841528948801,0.0947970068102374,0.0192806089702624,-0.208858317636006,0.0858700440946191,0.0073372296292753,-0.0756386850004629,-0.0750027917659258,0.0983677918964848,-0.0049730111931755,-0.0478142797507777,-0.106569184126541,0.146035327054677,0.0184653612336763,0.127203104339537,0.0431510626975049,0.0159380932502592
stable,0.0429418040835406,0.235740452452738,0.0356189226453432,0.128648167441275,-0.111139779493384,-0.10791052474776,0.0152867578033457,0.184003178206774,-0.0908100426624732,-0.0514228468102061,0.0662361424515994,-0.226069684293474,0.0284890680885572,-0.00912325165916,-0.128965022888121,0.0476047993760001,-0.0918917216017029,0.0532232170311688,-0.0268732267102017,-0.124685653347397,0.0861628294420787,0.176029589797277,-0.122879213098717,-0.0005013842894521,0.0013074839703147,0.127466940047481,0.193041449477891,-0.0959841342887327,0.140965467685299,-0.0376086777310868,0.0541179391167045,0.0937127299169045,-0.0410346013747528,0.0019581909416134,0.110713663547627,-0.0686920756660346,-0.0848468474329597,0.0473899203948063,0.21166915053686,0.0433824880958194,-0.128655451474536,0.0025967578574774,-0.176376795382709,0.179953255713765,-0.13615921973871,-0.0499733241913057,0.122714108344805,-0.150800126592931,0.208174028577216,-0.100100827086632,0.0932162016496262,-0.068978580974293,-0.0994124859434855,-0.11770269346137,-0.0829068665744983,-0.0788132398819251,-0.155196040665828,0.0841354401844876
stable,-0.10003043687217,0.134455866636201,-0.155461634897972,-0.0117003895980088,-0.228285325214688,0.162638243527586,0.0960703812032013,0.0361440999416299,-0.160648009483354,-0.0881080101396393,0.130241974893494,0.352267954329272,0.302631522820508,-0.131385394391952,-0.26607741559566,0.152903324607754,0.0564295088278395,-0.0361353517618457,-0.208585026067376,0.304333714945181,-0.368584929660053,0.235642683273176,-0.268139393971456,-0.108404157532251,-0.192723789245352,0.235170003844837,-0.0712700783883777,-0.188287351214803,-0.0247149039169305,0.121001628994794,0.3153108291077,-0.121448804470429,0.108912523979709,0.129088140895294,0.213728030047161,-0.0071288407907925,-0.0704336320556801,0.138675451638767,0.232447283318676,-0.167947416636605,0.128827593255055,-0.203995703180599,-0.171172069763717,0.102661880093917,-0.113608722777183,-0.219394582500696,0.270593929557568,0.0107218432021503,0.0347153694368778,-0.265586776941098,0.083471891434016,-0.224757633288385,-0.0974596754689263,-0.0470493309125893,-0.207629345284287,-0.152026516302719,-0.228182568817223,0.221679431170994
