group,AHR,ARNT,CEBPD,CLOCK,DUX4,E2F4,E2F6,ESR1,ETV5,ETV6,FOXK1,FOXM1,FOXP1,GATA4,GTF2I,HOXA4,HOXA6,HSF2,KLF1,KLF5,MEIS1,MYOD1,NANOG,NR2C2,POU2F2,RARG,REST,RFX2,RFX5,RXRA,SPIB,SREBF1,STAT2,TCF12,TFAP4,ZBTB7A,ZEB1,ZFP42,ZNF263
progressive,-0.0732489171161514,-0.0477963149003316,0.0428078978983284,-0.111299618809724,0.104905562505642,0.0752085706056946,-0.152525600164508,-0.0375882600990777,-0.122080002317036,0.229819736575078,-0.030411258125108,-0.0749819284380956,0.0012865949312188,-0.0393807936064519,-0.162939693299943,-0.19277175477452,0.100059083022741,0.213835740472285,-0.019227955208731,-0.0454566351499657,-0.16828753272935,-0.0495430621112212,0.0945899099076492,0.121473333888614,0.0630935165558549,0.126058831481553,-0.0363039544826831,0.0989602119071095,0.0309400898495058,-0.384632362248995,-0.0618572865507692,0.0529037762731949,0.0302120877353997,-0.0409031879645667,0.197139767459156,0.205053928806528,0.181105406430229,0.0341176588255408,-0.0727246640214021
progressive,0.0513411553096298,0.0304521449564725,0.0628065122879184,-0.0783801569083912,0.0455892510295375,-0.0782753574989099,-0.0542755387751062,-0.126267455420655,-0.042139917947689,0.111593276235515,0.052006141490655,0.0979128065589812,-0.0431728329907781,0.0281978267237452,-0.0655863354732245,0.0572642068267887,-0.0248404758574127,0.0430408912881937,-0.0683759600421512,0.0222137050471044,0.119724654877643,0.0049346196766554,0.0741670698567257,0.0215313779565967,0.0682998108309454,0.0567017581974862,-0.0635921308827351,-0.0777392972101243,0.157398157704704,-0.0084947837886748,0.0629286526068822,-0.116561069825963,-0.0309384443745691,-0.0530315170078821,-0.0295896231978638,0.233124401509684,0.0716096626843475,-0.0812029553911105,-0.0827093526583309
progressive,-0.144697073546163,0.151396144363373,0.131136584857268,0.0322108581782094,0.100749124614945,0.103527063102593,0.0933518111421539,0.118604294180036,0.0368956229491815,0.196459477687359,-0.06185046972053,0.0052048766306724,0.0630192181913886,0.216029813818687,0.146775266164763,0.0924987374994372,0.009070390061943,-0.164144897779903,-0.044854386652025,0.0340169691592211,0.0089546426249577,-0.119537038136522,0.149877898761358,-0.0814162962114565,0.0233809822710411,0.16496114269267,0.098486788346595,0.0540615691394962,-0.112951459936096,0.0409475348504025,-0.0795605791860225,0.0144609135558323,0.0281115950527672,0.115135629104144,-0.0433526763981501,-0.173658735814712,0.087018772804241,0.0031755384497604,-0.109500833421812
progressive,0.119528126143591,-0.236771372281061,0.177847098042064,-0.231637208735088,0.167266576724937,0.0706745014303789,0.138832362949481,0.196252924392087,0.117134182652691,0.404351506524738,0.299994111113912,-0.0173370041991885,0.0395873183876728,-0.309400836676104,-0.177125915748963,0.179011350742081,-0.189233325852996,0.0655035289582926,-0.181483001965886,0.184932134672023,-0.259081671386174,-0.0131857753097862,0.0829468700551406,0.180350105017743,0.0854512403243794,0.0656044126817132,-0.0225925008719785,0.320690270644295,0.128129145211978,-0.0082983678981253,-0.0959322412116453,-0.0009433991433387,0.0309740296772479,-0.0450404926266249,-0.22204780183589,-0.153330989957295,-0.0235822519963483,0.0130848915863656,-0.221646993529328
progressive,0.21991350839718,-0.177012601910141,-0.0090252627479939,0.0485262414875015,-0.0893253744578849,-0.139335220780673,-0.0332574750576762,0.117915675971222,0.424496433496398,-0.0032453855771895,0.0379246486020155,0.0338447353049772,-0.0280957665682413,0.245969318316902,0.292857412798775,-0.0999887842115079,-0.231875072381679,0.14709323773186,0.111393996382774,0.0227795159084641,-0.0783528803635773,0.106046837288928,0.357734215908498,0.0131979013472377,0.0990306227553852,0.146011442539463,0.0751693116545246,-0.359032370139374,0.202172067241877,0.0826182442650264,0.008314368764419,-0.131051760450323,-0.400944206736223,-0.0034617446156689,0.237500407382141,0.371086659426078,0.368583076266532,-0.369417603986381,0.0243867544800246
stable,0.0187605666942206,-0.537472435573469,-0.133508100187093,-0.161484666013697,0.445026874481621,-0.360629915420158,-0.0481929848895674,-0.498829221604109,-0.0770570071378495,0.226956868772728,0.0586459642163371,0.180554406801627,0.416145444634427,0.0622509455017732,0.0123394805555385,-0.0158733177410758,0.428696843785409,0.128301241375741,-0.0672100298481843,-0.0160836280257504,-0.389787123260976,-0.392388897052625,0.0006953578912991,-0.460430092445572,-0.0600249487909734,-0.351828576646627,-0.0143490175581353,-0.216326407622274,0.376472864469655,0.0860821849278182,-0.521461559958387,-0.0151580924814538,-0.0077162493402992,0.0210185877106266,-0.103773981812786,0.0586981870130714,0.0180206018307109,-0.0309549681577446,-0.401597847999579
stable,0.01855148645207,-0.0087417413357787,0.127970020278711,-0.235669195378632,0.177949079647393,-0.127137935561582,-0.075608724198016,-0.0028358805665395,-0.10341321103582,-0.0175544403332952,-0.0005482540701778,0.0376669953435929,-0.002927458403483,0.104789910968679,-0.0753631015227704,-0.10404758466127,0.0102245745233727,0.0032100760989508,-0.0256272389263679,0.0113180502850217,-0.183549883118735,0.042332613221777,0.029822838105008,0.102914081500692,-0.0598682528070904,-0.136079813892006,-0.111747400673414,0.0613595766550632,0.164368874847146,0.0209852736020964,0.0860619400758766,-0.112013037048124,0.0482415063697229,-0.108695008267213,-0.201519759334853,0.0629934223022526,-0.103027492464324,0.010048696558382,0.0132114675495077
stable,0.0329343641198283,-0.0158081752590687,0.117998163176838,0.0605886858716706,0.0021247976851502,0.0329583280034954,-0.147545631738382,-0.0403791439790764,-0.063951617546288,0.303590454217365,-0.0505078788090406,0.161141141738854,0.02855696136997,0.0278620087436239,0.0989388877002652,-0.0909189746330065,-0.0907112876412249,-0.066547704943558,0.017653394301436,-0.0589431658598625,0.0940822072770647,0.0119739538723315,0.0423361944785569,-0.0040099565336293,0.109874406613689,-0.118892814833744,-0.10155095101998,-0.0311450608060176,0.103611845015351,-0.0905914682228894,-0.120977672712782,-0.0444130643963729,0.0169264898302004,-0.048590768115672,-0.133798350474685,-0.138838754006,-0.187189883285,-0.0682092008778108,0.160358321539062
stable,-0.0572009054511533,-0.0227524272109162,-0.0871559991678178,-0.0904326763539083,-0.199450858453039,-0.203786432420958,-0.112241854213093,0.0209321848476137,0.0878836142488467,0.0563419823505347,0.12818312965557,0.0347677133337349,0.109342235835549,-0.145729013190647,0.0325945053764896,0.0966017439531619,-0.189778637450421,-0.0670032298126308,-0.0293985404593211,0.0049740441549146,0.0285576872696553,-0.164083224075674,-0.0439616840264713,0.0383756722206251,0.0353435411627611,0.0235980990435028,-0.168544082759532,-0.0179422169153061,0.0033826873303464,0.0981509376521738,-0.0576839744039556,0.0030056285217999,0.0033947339376482,-0.0196022394014946,-0.0340087770737213,0.069676371972901,-0.0008444671718564,0.0719290875383382,-0.17093533430894
stable,-0.0235689907403228,-0.117321216618011,0.0163983272744631,-0.0213832138193456,0.238867537969325,0.0684198179937222,0.0647445709832951,-0.0513937277330965,-0.0160077963180608,0.123455593952715,-0.0559603187259858,-0.13328896433355,-0.025794861929275,0.0483882102603911,0.0106781812664101,0.0136737436703016,0.0665172582139525,-0.0398320569421873,0.0132358576388538,0.0648983265644699,-0.064299150152057,0.0421778456114379,0.0006458465056592,0.10938433251166,-0.0121554586798357,0.078275381784848,-0.0599136683468538,-0.0179997233898884,0.150298980354623,-0.0392747100849737,0.063506717541387,-0.164903568624469,0.0189191516261143,-0.0567431159260149,-0.0194506518367746,0.0566525613321718,-0.0835985123421337,-0.0464028133483818,0.0087808730137669
stable,-0.108007879586392,0.172925972692795,0.0571056514133272,0.0391291029043648,-0.0680008611685903,-0.101752657554879,-0.0148517494275879,0.0380034411721997,0.131668975443825,0.0179460612203973,-0.0805734637811187,-0.135342545719371,0.0305606948521125,0.0034921265096197,-0.0489738331730505,0.14554305968568,0.006437849769811,-0.0024481588710853,-0.102965933242532,0.0130935504559706,-0.0256661530684989,-0.0078828880491773,0.104309445891046,-0.0247539023562894,-0.0796248059184868,-0.0526959463158263,0.170043591954477,-0.271284773444885,0.0387401679803404,0.106109971874943,0.0992592117405853,0.0843041607235876,-0.055057971196888,0.0430406516265741,-0.0835662499430755,0.133212579423115,-0.1550462139252,-0.125981468164426,0.0155138859763266
