group,AR,ARNT,CDX2,ELK1,ESR1,ESRRA,ETS2,FOSL1,FOSL2,FOXP3,HNF4G,HSF1,KLF1,KLF4,MYB,MZF1,NANOG,NFATC1,NR2C2,ONECUT1,PAX6,RBPJ,RELA,RFX2,RFX5,RUNX2,SMAD3,SP4,SPIB,STAT1,TCF3,TFAP4,TP73,ZBTB7A,ZEB1
progressive,-0.0231854279212012,0.0709527158809216,-0.0512839695084992,0.009453845434242,0.0218588174097492,0.0352994765389339,-0.0273118848278756,0.189083890845428,-0.056411202765918,0.0234088570599721,0.0119837149534496,-0.0205740998618168,-0.0042079154468512,-0.136824746241668,0.0772971724672692,-0.0888107552745551,-0.0374942023499851,0.149232045604038,-0.0252009449438634,-0.0845400003824246,0.128825517596299,-0.284255394414366,0.161259980907869,0.115759567751928,0.224194849048524,-0.100766541585658,-0.231288724204499,-0.0390465693870702,-0.0232529221402049,-0.0638634954986711,0.0615035252204039,0.250731714051288,0.0419534755779536,0.103082291513544,0.0056695143963106
progressive,-0.180357369254551,-0.0659434858629601,0.178416594984414,-0.0728245519094245,0.0112300221858919,0.200332732968312,-0.187003584019607,-0.187176471282142,0.192301890127202,-0.197203167521276,0.14751720423969,-0.261901253103675,0.192640779761285,-0.182459555968912,-0.175744492293997,-0.128881334316631,-0.183902323124402,-0.213879138477015,-0.218392567012217,0.224448976116148,-0.154775409314604,-0.236019417911899,-0.160643631398254,0.163937669241064,-0.0092991927582903,-0.186038934293694,-0.158346372772625,0.0915766999913569,-0.176777990929769,-0.237892108260064,-0.170276358875417,0.242765081102307,-0.205706007888864,-0.0097107562416697,-0.170074402073164
progressive,-0.0222258089547563,0.0057640844696168,0.0092892522726483,-0.0844009751645689,0.135024308467652,-0.0636873700681507,0.0682560425023523,0.02497846272213,0.0620484494806434,-0.104639774203498,-0.0292395035788908,-0.101548954707076,0.0466004588288573,-0.0118457241159469,-0.0341295479587565,-0.0667354417523223,-0.0050602722750748,0.0041648582791987,-0.0034389088247416,-0.0993329386541962,-0.0677384886326132,-0.119095404928055,-0.0613934919286726,-0.0940940415922202,0.120448831198037,-0.232639701093953,0.0180403401232228,-0.10086956983382,0.0677743662607515,-0.18840258559948,0.0689880987871309,0.0415875144887733,0.184380474479044,-0.165846244453577,-0.0107205406292278
progressive,0.313272263453188,-0.210745316048133,-0.279642266285663,0.302034223310559,0.170221348740344,-0.0918888026437053,0.0361964461435268,-0.0453189931484961,-0.128978886044862,0.0673868687605172,-0.171579732534734,0.0094149098114777,-0.112776194470956,0.0945710934864363,0.136403798074303,0.0427787464994933,0.0062816631304059,-0.0170852962727989,0.225866816865893,-0.141728386734347,0.171287369728226,0.18936559628728,0.0851920394908511,0.191483847564624,0.0361012903244273,-0.032085438944462,0.215909932606501,0.0304029737371963,-0.0583318961778069,0.0345787972188361,-0.003342865297059,-0.181722791222799,0.317341898556993,-0.0565515170117577,-0.100171496114884
progressive,-0.0027071218775334,-0.172594758773443,-0.323186282751584,-0.0706369941068039,0.0803952241304711,0.390738417044455,-0.170265374832309,0.0864390311128714,-0.0144799542286675,0.306471379065884,-0.311822666498217,-0.354286706181853,0.0941511806477052,-0.303229128445117,0.317457257382851,-0.36225068100762,0.320542117196784,0.313176227436984,-0.0711721228500373,0.322902979299284,0.11536746140884,0.0602492008558033,-0.323375151719784,-0.382018966345888,0.344119260060419,0.307321289422784,-0.337131108237019,-0.310248758429884,-0.0408586534539356,-0.196644074057578,0.319125599935284,0.248551562151214,0.272632355596715,0.397663612545122,0.479286484968893
stable,-0.014064128814273,-0.353578430481186,-0.0215644173535378,0.221237332801654,-0.3665175905381,-0.0608176438208841,0.115866541320963,-0.0636243923100004,-0.115492577435386,-0.0720701680966139,-0.0376082757837186,0.0452751604741181,-0.0002214550857507,-0.0405085392840778,-0.0148224898797411,0.181931122507886,0.0287252632298848,-0.0693978023614432,-0.34181852115988,-0.038622805476386,0.288551986118303,0.168101670696121,0.0359687100261882,-0.120303720425123,0.242203109844145,-0.0631497495382828,0.18651907954277,0.220126499475301,-0.381015302062599,-0.0072997962015357,0.0576384219168068,-0.0773564346550419,-0.188808394329575,0.0318030369726651,0.0010980441268725
stable,-0.040518247357633,0.0517697465171416,-0.0074173895733066,-0.107308115089686,0.0790823715085053,-0.137113590899665,-0.0294082259769256,0.0252849827641779,-0.125998627063803,0.0604863839892208,0.0721258658783676,0.0416204148571148,-0.0364932354410835,0.0064733806387728,0.06175659496396,0.0046557927556587,0.0507472761070281,0.0262592642365338,0.0952497601261848,0.0599161482257557,0.0983282918806232,-0.120080037016137,0.104765839719525,0.111828608135487,0.201879523245899,0.0311708290464445,-0.0103278778524877,-0.008575159693278,0.160496346236206,-0.0537232519170079,-0.0126044962580878,-0.196869109332895,-0.0634957213714944,0.0731365979574888,-0.0592773358970201
stable,0.0383771334142757,0.181358859023313,0.0009385931849158,0.0422366933212142,0.0466626456673262,-0.0111255657694769,0.0029290580425822,0.069488260966013,-0.119986192578599,0.0525935836375273,0.0416055703175639,0.0932120128468177,-0.172337036599338,-0.0311192188722969,-0.0887698778595865,-0.149907896008072,0.044348527987275,0.0759936826959472,0.0170726863807973,-0.0791412063936392,0.0165224765827432,-0.0425279808613606,0.152230105008683,0.0164253807360278,0.0984632798900108,-0.0435879438546707,-0.0044906829105888,0.0485641059988368,-0.0732588163467957,0.101505616420428,0.0038029206630212,-0.0639295237415544,0.0361196549781418,0.0541147519027358,-0.162862100224023
stable,0.151836803035307,-0.165415130855487,0.0474104779596533,-0.017779841021589,0.136658593452091,0.0795953334266993,0.164879000264682,0.0538075735805491,-0.173829098698934,0.169552211128749,-0.0727678744744091,0.0467989730000732,0.0711594827019946,0.209396075035864,-0.0914886793900638,0.0522623990206558,0.0387035226504827,-0.22601733906644,0.146635971589812,0.029462868181758,-0.0912102805118454,0.126032023170401,-0.0685712241355014,0.0330686807267175,-0.101938970906069,-0.110538943240204,-0.0255677153179514,-0.0150797366175583,-0.214397529118792,0.112381968128322,0.0292878051316993,-0.0245817699457457,-0.0175099521527485,0.0283018597594935,0.0054573474424556
stable,0.0632882329099643,-0.0332698593781088,-0.287016298139277,0.105112337242465,-0.0055420952348902,0.0474823821531926,-0.121217009609919,0.0440106141242588,0.0256250452323406,0.214047592761191,0.18754648435887,0.160107828962161,0.065775841491087,-0.0790951525465254,0.0005473593982301,-0.0718281641697851,0.0341330030445487,0.110850548682189,0.0989629788681049,0.126884117307132,0.0394139662995905,-0.0270723084671583,-0.0863508479759258,0.0337631706374239,0.0709590254819179,-0.0941090098524024,-0.0548418983412656,-0.102351606638639,-0.0727151485028315,0.0577642156854249,-0.0872772414420762,-0.137019374889117,0.0365005253049865,-0.102025458883776,-0.1212600436397
