group,AR,ARNT,ASCL1,BARX2,CTCF,DUX4,ELK3,EPAS1,ETV6,FOSL1,FOXA1,FOXH1,FOXK1,FOXP3,GLIS1,GMEB2,GTF2B,HOXA6,HSF1,HSF2,JUNB,JUND,KLF10,KLF5,KMT2A,MAFK,MECOM,MITF,MYBL2,MYC,NFATC1,NR2C2,ONECUT1,PAX5,PPARG,RBPJ,RFX2,RFX5,RUNX3,SETDB1,SIX5,SMAD3,SP1,SPIB,SRF,STAT2,STAT3,TAL1,TCF3,USF1,XBP1,ZEB1,ZNF384
progressive,0.0788726999829654,0.181596348679482,0.139823579222182,-0.0007811243650599,0.250356153692844,-0.0138052721611186,0.308564985086761,-0.108812710141657,0.231134004258298,-0.0126648769456601,-0.0323459659181346,-0.0036437017859768,-0.0594025377678217,0.16477551925147,0.100873983286078,0.11566203506377,-0.0439538912006869,0.0147718266425132,-0.151732828443778,0.243008485333081,0.0670353049314489,0.176406623298564,-0.0862157325898196,0.0212850594787696,-0.156482157298401,0.0300257715874966,0.154113287562225,0.12496367327441,0.0125211686055007,0.150738459444933,0.177426488938405,-0.012347327871437,-0.142261985251983,-0.107296818940621,-0.127355721775127,-0.242067427492682,0.0581439308532,0.291000117316956,-0.144241451743856,0.0958094232336863,0.0693276847446367,0.0377025784037533,-0.0163804329017167,-0.085703481893445,0.0916047953457969,0.220979387512518,0.0457432918233168,0.11520773127875,0.166687767326172,-0.0209095634931918,-0.145300721283418,-0.0734627763389005,0.086132289037469
progressive,0.0301860053959076,0.0709287609417698,0.0021066211916895,-0.0886466502549298,0.0585018315151957,-0.0215017226701375,-0.0040042582390912,-0.107991412486943,0.107527681247064,-0.0528051067937152,0.0310043995083923,-0.0011639043948291,-0.0350864547647002,-0.0504696708455062,0.0011837350070608,0.0685986640045462,0.076938199163827,0.0442382823096251,0.0616983736637732,-0.147201109164125,0.0114956533675397,0.0172709378220919,-0.0597816687199948,-0.07885109052833,0.004611380059723,0.0199427314623846,0.0704879111775422,-0.0335068702288606,-0.0182289089360535,0.0121515890028956,0.0104415800558399,-0.0089840300568106,-0.0087811476393633,-0.002535267502236,0.108040226301668,0.0569901286904569,-0.0008313602820208,0.0424443746185123,-0.017342633112468,-0.021496383659152,-0.0399159715589718,-0.0237547853059995,-0.0144618553278875,0.0022911984286152,-0.0619012560812204,-0.0327677985653026,-0.0584034411698924,-0.0292547293368732,-0.0339957710919572,0.00023491648336,-0.0163434753423328,-0.012038707056346,-0.022494015997577
progressive,0.0182498404061797,-0.0718661371934497,0.0721397786781909,-0.0221338818682692,-0.0134069167330163,0.035690126502931,-0.0119378940254579,-0.0056092714323695,0.0512869331235305,0.0924430672344098,-0.0599191470521555,0.16175925995509,-0.161263521642013,0.0386213498311706,-0.168754931042839,-0.051072416391725,-0.0237613285933094,-0.150344392590218,-0.0603049739655441,-0.0934262057543805,0.0672377302520917,0.0028311660540405,0.087688072680997,0.133617393576962,0.0057449551602606,-0.0315278954981822,0.0740658812065222,0.161812320630802,0.18332160254498,0.220490605880959,-0.0270654926708362,0.0140315166871072,-0.0798646550521475,0.104914600055596,0.0431406033824932,-0.0529500063022628,0.0565520681734277,0.0685286206911898,-0.0063468148247608,-0.0235862283634611,0.145383219411183,-0.118046359284565,0.0491826983267389,0.0636849390083733,0.0147357076547655,0.131830006815134,0.091657011224225,0.0887432221180049,-0.0859613266914108,-0.113166293138403,0.0296389354428491,0.0701158929046198,-0.0742341593494933
progressive,0.250229970937324,-0.0303475335315929,-0.201700321992617,0.158858686764621,0.138180501502418,0.121958110350985,-0.0021852644574115,-0.0483439908567583,0.351273353869609,-0.0896054694695458,0.0447160942937302,-0.315987315198579,0.278250589766626,-0.150222147562264,-0.157212518384809,-0.107137093952291,0.153107411773498,-0.309713447071007,-0.143915273552391,0.0678642197481994,0.317447825490442,0.150744740698713,-0.0208363384482333,0.286994398086464,-0.289205792200698,-0.0363972367085303,-0.322034267885324,0.0526278793305387,-0.155463206622803,0.0622889761293532,-0.23118557684907,0.170139822286425,-0.186667517849152,0.0039304504841298,0.0668341611713578,0.103049865527227,0.20706790360198,0.304724057863021,0.206751597229919,0.0180679700701531,0.0483123602195522,0.237920152083774,-0.121915477753012,0.010544004150393,0.0738795417977389,0.138434921845163,0.130582272347479,-0.114716069675888,0.24936906750728,0.0639282682836859,0.0705624506263879,0.103219020674025,0.235970054537764
progressive,-0.249769761892734,-0.128053743695577,-0.227872920295693,0.219602188520255,-0.169502468455244,0.038565059657886,0.151756837059668,-0.17713942768084,0.0412902816222066,-0.223119626171878,0.0616026918446429,0.212503935962024,0.310136597265185,0.15616155628107,-0.343377967504398,-0.360172940075212,0.0718698071520834,0.0854325397187023,-0.314382873349127,0.319041101590465,-0.139271517827781,0.392812226392075,-0.297651278033298,-0.368855624008047,-0.309502824715343,-0.212123672432119,0.115536735836198,0.0435718628016378,-0.347655932215832,0.247488180713303,0.406058072683773,-0.0189814878677681,-0.146338081758519,-0.371644223227352,0.142440380576991,-0.061951266747056,-0.452703732352144,0.382101470299745,0.0784610416704402,0.270842699174981,0.351743765162313,-0.321449437279865,0.422472781724681,-0.273155968981904,-0.100262817385005,0.0376460894606151,0.177836577485667,0.257058146215917,0.315048334526461,0.13337743311425,-0.131222606444787,0.450327085290237,0.3172982270784
stable,0.007879907124145,-0.345285640959187,0.052508080388812,-0.120680945389994,0.213831403720411,0.325328748193285,-0.0811555002818386,-0.0130487927334291,0.180612905374444,-0.0543480128416192,-0.0631638280350146,0.243863302157271,0.0251171740821949,0.0099935516973122,-0.0958353323549117,0.0018046070499176,0.0375025280244128,0.261832937853713,0.0200919801658556,0.0438541693085251,0.0050781581198598,0.139837830114271,-0.119395368413927,-0.0109898332223807,-0.0259284155063354,0.0061966206053963,-0.102211209064281,-0.201912832672939,-0.0117671354908356,0.164666138960117,-0.0521029137922051,-0.314274669583241,-0.0223725002214148,0.0332279630682573,-0.0510211629567623,0.0834445768287608,-0.152675530859662,0.213125469282152,0.21556325669293,-0.104140912973958,0.0904418268969424,0.0794487431638764,0.0586092889452669,-0.311739940471434,-0.177664118563273,-0.0175392776420237,0.0274676279191175,0.0128908561554219,0.0564737034249734,-0.0792813896652071,0.127993638399541,-0.0319702544411545,-0.082674922820742
stable,-0.115092651381194,0.0275324165211076,0.192601417684779,-0.300857797102367,-0.206377420908296,0.206278246908287,0.141420287457744,0.208284989945513,-0.0217460421501931,-0.0056621007783102,0.0554205126348413,0.077500807896177,-0.097425599120273,0.318480159844764,-0.128416249752817,0.137147847049934,-0.048159384152677,0.101180743046552,-0.0231197857058779,-0.067847259710084,-0.0215532038168417,0.0836795929708321,0.147620499013882,0.015057919001416,-0.0229526591503066,0.0641184397467704,0.0883750533416441,0.0946126081940825,-0.142285917309677,-0.0073333663340229,0.0911617203048691,0.041763885522446,0.0267127005580676,-0.053293781301308,-0.307515310991881,-0.309539195214294,0.0252765141134881,0.10135337926879,0.0689853119694503,0.11802195749258,0.0954519140830503,0.0027327946669236,-0.0424887127817734,0.114414350195945,0.162008687422643,-0.0127848754086097,-0.0138298755198191,0.116882680862843,-0.104537354417238,0.130299331382624,0.259488771024402,-0.105014858861727,-0.219112097131716
stable,-0.009043339297829,0.0586121428240544,-0.30375123307592,-0.143143142028494,0.111443008025568,0.0705945673936778,-0.121261490691782,-0.00806633567726,0.245801191879028,0.0181189762360074,0.029407001538119,-0.0033508801862491,0.0983220916336286,-0.0100203429183981,-0.198105651493067,-0.0118370851880512,0.0391285912832852,-0.0102787240411932,-0.0472110757807199,-0.0194754771306818,0.0510544949822973,-0.0885762786582004,0.0779988014437754,-0.0140252503217223,0.0613170702033157,0.0671548686964679,-0.119113697608548,-0.0438924932348202,-0.196628034447083,-0.232526861695429,0.11886339089584,-0.0063061142782182,-0.0830291589281928,0.006766355653197,-0.0429720104848626,-0.100130759493194,-0.0817937741848286,0.179582954752692,0.0600413134095149,0.007113555286953,-0.0471141828596718,-0.0354951067439789,0.0893514220265857,-0.188157978265455,-0.0270250505623516,-0.0507961138595022,-0.0858955745092011,0.192421266791575,0.0748174838693605,0.0354870323338916,-0.112823732150504,-0.268086563720107,0.140470512289582
stable,-0.056183216993773,-0.0018233657856279,-0.05563936355039,-0.0199951117543795,0.143357582550326,0.0342967577733427,0.0010440043779227,-0.0637158299763439,0.0386803622020395,-0.100811976232814,-0.0518736640383941,-0.10687569933482,-0.038162001888815,0.0723774244373661,0.0747907740923783,0.105949448939058,0.256150115999094,-0.0778256705398283,-0.0446967409194643,-0.118584329829082,0.137885057276284,0.206586615136499,-0.114864760743087,-0.0965679770407004,0.082700928193012,-0.0135514196171537,0.085913062592993,0.0813813552176607,0.0142712970544888,0.140435584250721,-0.0554791210179646,-0.0919367250618918,-0.0979737410751593,-0.0362463752511846,-0.0231429063496746,0.0366190605349315,0.0518603104940253,0.130873232524096,-0.0002306521300061,-0.0116952769498932,-0.0940380873621061,-0.122842896524143,-0.12476337899609,0.0120861716123248,-0.13620008276866,0.150676538822997,0.0040473379023192,0.0618706129362943,0.0667604380924257,-0.0606991429075786,0.0153407945625702,-0.0234718891245782,-0.0102967966669083
stable,0.0297116135392425,-0.0671042585123685,0.0461636548633114,-0.0728058583972181,-0.0870086527728948,0.0163461199560277,0.0831914647013351,0.0814233215680974,0.0676471690394459,0.0269051361230434,-0.0471478043382867,-0.0353847583160619,-0.0697352935579524,0.0492661393123968,-0.0074785197559537,-0.0203794005525316,-0.0485967051799705,0.0446978010595382,0.0380546881684015,-0.0764031198951868,-0.0163835827687104,-0.0424110912984633,0.0626429040747665,0.0825639741372391,0.140146349738266,0.0319200717532342,-0.106285741242754,-0.108026075974962,-0.0525227709944318,0.0676715591320432,0.0459893211332689,0.0504596832755233,0.0415271352152374,-0.145140960291293,0.120588220883251,-0.022568549943217,0.0927481312106419,0.0427203096315064,0.0638937278008111,-0.132732131135524,0.0551814296676166,0.0659445742800636,0.0868273438459163,-0.0765171712940938,-0.0486933878765734,-0.0474455205253891,-0.0735574705120889,-0.0555555496675144,-0.0942595316646065,-0.0101590740804475,0.108504038641828,-0.10081058119486,-0.0287647882968784
