group,BARX2,CLOCK,CTCFL,E2F4,E2F7,ELK3,ESR2,ETV1,ETV5,ETV6,GATA2,GATA3,GMEB2,HNF4A,HOXB13,HSF1,IRF1,JUN,JUND,KLF10,KLF9,KMT2A,MXI1,MYC,RFX2,RXRG,SMAD3,SP4,STAT1,STAT4,TCF3,TFAP4,TFDP1,USF1
progressive,0.160152095624027,-0.267120564757247,0.0416439339687531,0.163647378878033,-0.112521146061918,-0.0912934153250329,-0.0382995262508914,-0.191131872378956,0.233361020548511,-0.0149938279025664,-0.0315672769487024,-0.0277908165591553,-0.0912179775569608,0.067523660403416,0.0029009250813167,0.129874118711466,-0.0710760934817188,0.136281757011648,0.150797812383091,0.102220461730623,-0.329196703908671,-0.128173339940386,0.167275249724408,0.0004251946927698,0.0319124618874564,-0.0101818126967572,-0.137644208822889,0.059390097409464,0.194725453330753,-0.102364479287852,0.181256382740431,0.0728774559435609,-0.0428189343562998,0.154933173669223
progressive,0.0838828567710575,0.113373627105833,-0.163338345985495,0.157613534614401,-0.125294501852353,-0.142056965662486,0.1238634866099,-0.0555154371536142,0.155319557899047,-0.0975236512531326,0.21059486664281,-0.0292701523582254,0.0142703811566521,0.191706516004219,-0.171453185435883,-0.197650444549302,-0.189094369145813,0.159142102023356,0.0987955814240599,0.0907512796940652,0.202261660419714,0.163310581138106,0.134930404698889,0.132100641469056,0.128845400713019,0.0806718896905866,-0.121214570088736,-0.14837534444668,-0.13149131562906,0.214989216543076,-0.105065184125003,0.191679501558111,-0.106803863892577,0.075408575107174
progressive,0.322968572027646,-0.352237765306276,-0.304022136673749,-0.29708253682187,0.150421509144773,-0.188669198869964,-0.142851786725001,-0.396639652111222,-0.262887885470876,-0.0112086802493539,-0.399848776331992,-0.281932589939528,0.0827238409756393,0.185439070563598,0.121684169319281,-0.361226763795635,-0.050199014429562,-0.401905676428614,-0.226979900851945,0.226211001289932,0.292034054819584,0.0130165319024755,0.151032127918898,-0.027113273921339,-0.261905944469243,0.0660450967202427,0.187298682284797,-0.415640848116853,-0.508016816569968,-0.135196547671015,0.278144353073028,-0.16522788919843,0.133210161290324,-0.29294248152163
progressive,0.0890591282603874,-0.29734770884945,-0.0102744832471763,0.30890122987339,0.390139178196714,0.0280163700250776,-0.312730179132767,-0.193338806064268,0.253301185581758,0.513107775004695,-0.0322739330075189,-0.516144809385267,-0.131683742510294,0.528446703576463,-0.499788093306032,-0.110219039394918,-0.434876926135253,0.147726141859282,0.117142171531275,-0.0931466064320889,0.0623081892272147,-0.477123271766074,-0.382586051921376,-0.172429259771146,0.528126944132272,0.537574134860009,0.205183512284195,0.266525619786407,-0.0192427151478702,-0.521021481078802,0.232344015541629,-0.427978286211643,-0.17788966253514,0.352193937259883
progressive,-0.24197738427793,0.223006012416506,-0.433538963787758,0.250077174536947,-0.10157075389444,-0.123129131009694,-0.251678653979794,0.0732676845102704,0.031629218996237,0.0115491305974575,0.0822606075354907,-0.079642804600067,-0.321496998151624,0.354234933685217,-0.301940470339929,-0.453095491599453,0.11133361895949,0.191469186465049,-0.108623422979287,0.0459809386186775,0.147336108741965,-0.0326455424888132,0.378195529964742,-0.0318756004489827,-0.359747718690403,-0.321065830609319,-0.527595083373452,-0.279612151184845,0.0744379964108128,0.0221435330655252,0.233508021839794,0.557684418290028,0.239729153521625,-0.0920542702821346
stable,-0.192791993357655,-0.360616306507632,-0.239085196928605,-0.168956207257451,-0.374490083489568,-0.300878389935834,-0.329907989152756,0.352430141598528,-0.273994677232444,-0.180945020754301,-0.321870417216964,-0.316650776214513,-0.31476557664272,-0.275777792912181,-0.356607129268706,-0.290082853090248,0.333708937916212,0.459649627789037,0.402828751350129,-0.380413498965233,-0.112186419981913,-0.341945578163247,-0.195091147361295,0.406969287232764,-0.358667788481054,0.296528586796219,0.169420920331277,0.114580669711084,-0.432757604833564,-0.345148047124758,0.269159385388797,0.268071356191461,0.509919239763998,0.295163344587662
stable,-0.318968968193255,-0.130517853732362,-0.277291059039529,0.357241811509218,-0.290261616005134,-0.159353334063473,0.112914134765996,-0.21923208768014,-0.0061181188277721,0.363035983711318,-0.0402751477391984,0.129757546166883,-0.260196830754959,0.313722362489028,-0.245781810290552,-0.22919163328548,-0.166187036482283,-0.303062342743474,-0.0165962207854018,-0.264827575243588,-0.385176164193168,0.0653157384012802,-0.155380152874717,-0.0983873043654894,-0.249795484807517,0.0607919688244873,0.301927320797553,-0.428930716268185,-0.149516477198826,0.0483254631383809,-0.343778686446742,0.250957703764921,0.0716236319314054,0.250941989936064
stable,-0.547188763703382,0.311949925478434,-0.374323980538351,0.420831719970716,-0.583668545618133,-0.308158576965024,-0.169113259741047,0.603660740510279,-0.395909179007559,-0.0247791706412207,-0.373009752587273,-0.420457364130106,-0.503182039887007,-0.152179631716864,-0.540450358572404,-0.448398646871797,0.418832500481501,0.544170021924847,-0.05542855946392,-0.601852681450312,0.522314012847538,-0.30882763846739,0.0629316063118884,-0.176536656410163,0.114863522924154,-0.174003780722632,-0.185059225547452,-0.502353678026934,-0.326087832224872,-0.424925739163769,0.33585294415227,0.502990879457759,0.300544019866661,0.57326623225991
stable,0.539060565243182,-0.445756012066366,-0.531802224087428,0.056425890423487,0.115523695418283,0.508817277040706,-0.114534630904915,-0.0903793708721069,0.282671997214574,0.373020159740385,0.381718886109783,-0.318771651631523,-0.176036678885485,-0.0459026761168072,-0.55297348608597,-0.517655240647423,0.506591881885626,0.498865415535438,0.255398303194227,-0.27749021140849,-0.213654739381817,-0.0318949299141206,-0.430069016768773,-0.17691771450783,0.297518767804208,0.469569180610933,0.0417327609233082,0.0400139012350265,-0.355536283888772,-0.507625358276416,-0.169003998079869,0.367240614070639,-0.203402797623707,-0.264847230195731
stable,-0.002175295324096,-0.127525873738856,0.157033571830379,0.0387292439729883,-0.128283815884109,-0.102214406963797,-0.247928112171221,0.14972613635121,-0.120317835278435,-0.0192301101566756,-0.177136607478616,-0.0890262318660291,0.231555586548946,0.0208006833158174,-0.0930959495997126,-0.115135518086388,0.116095900193712,0.206386310832344,0.0628983514303334,-0.124853319876678,-0.108002494524114,-0.071136637027762,0.0860691135907092,0.038533776841668,-0.247235751094276,0.17652313509468,0.128001165581369,-0.173875738112075,-0.0256452055959164,-0.251614552083873,0.0614927107841896,-0.0854427893226433,0.127547020101396,0.0627841884170536
