group,AHR,AR,ARID3A,ASCL1,ASCL2,ATF1,ATF3,BARX2,BHLHE40,CTCF,E2F1,E2F2,E2F7,EGR2,EHF,ELF1,ELK4,ESR1,ETV6,FOXA1,FOXO3,GLI2,GMEB2,GRHL2,GTF2I,HIF1A,HNF1B,HOXA4,HSF1,HSF2,JUNB,MEF2C,MYC,MZF1,NFE2,NR2F2,PAX5,PBX1,PBX3,PGR,POU2F2,RBPJ,RFX5,RXRA,SP4,SRF,STAT2,STAT3,STAT4,STAT5A,TCF7L2,TEAD4,THAP1,USF1,VDR,XBP1,ZBTB7B
progressive,0.225018521743785,-0.0395303442376301,-0.064310104939574,0.0179591696824216,-0.166555642874249,-0.0711611869093211,-0.0268578362326511,-0.129741338664338,-0.0729179347338129,-0.005077915941288,0.0449506970045201,-0.0841339135011291,0.197696284884633,-0.0114129972149228,0.0068768820045527,0.367793568900381,0.122507947087925,-0.0097571040719438,0.0970456581924874,0.0808643454539441,0.0185126977018877,-0.0396241625460142,-0.0683419467423796,0.177816185338047,-0.184179412104197,0.130372266788221,-0.0496885215779159,-0.055838311692492,-0.0483774107182484,0.152872242596431,0.0675374547479862,0.169182555509003,0.202713218925471,-0.0336127544363046,-0.0434894768514381,-0.0540979820719674,-0.205499622684478,0.0495032304188573,-0.0652248334463187,0.0022399121126698,0.0458278981879112,-0.350437181849327,0.10174126452711,-0.313733114151767,0.147498798983734,-0.0354257932458268,-0.0140797826307401,0.0075429919940796,-0.0100197953354192,0.189850728846015,0.0640239590990026,-0.0604260269724733,-0.0922609244648996,-0.0523646888245716,0.118637941867082,0.0285958203954661,0.110025421157424
progressive,-0.0752897937387998,-0.0426237928158548,-0.11445366273689,0.145239656002334,0.0980604896872828,0.106341163546788,-0.19791535681049,-0.0461716611855087,0.073320298642534,-0.109791830043301,0.0402045461954515,0.102216255485788,-0.0202457615771247,0.0612294656445811,-0.104225094197373,-0.0679441093257003,0.0142655320486279,-0.0180656624223863,-0.0270753503304506,0.103615653881646,0.0739335961754487,-0.0337815081337559,0.0208883739606693,0.0455822783991604,0.101361496156896,0.0773711481335217,0.0080098972128976,-0.10504899578876,-0.18179604618124,0.011263845632815,0.0516496810361093,0.0358026899403428,0.12790532195882,-0.0718244698169721,0.098259522094191,-0.0882909299931544,0.102358972521749,0.0205682249340534,0.0497087293470357,0.106588796890267,-0.097584509086266,-0.0916266514174604,0.0291999055576797,0.0525067546953146,-0.0024948480772908,-0.113510187412671,0.0548172277910123,0.0322278210503719,0.137460420377288,0.053775007706776,0.0283567178803517,-0.0407977861989879,-0.047730748372956,0.0920486309778432,0.0731305235568773,0.0234827382414142,-0.0854905903145626
progressive,-0.0139303783640651,-0.0847809182433959,-0.130909437157497,-0.0537105584481773,-0.205991440909463,-0.0139090419714064,0.158690944427181,0.178935370990176,-0.129540097957222,-0.0837080024982723,0.00947640639656,0.238182723333288,-0.0752405026688597,-0.159740999751598,0.0914553990754536,-0.154397757418639,-0.164217832139809,0.192813170386618,0.184885938499885,-0.266544885288897,-0.0381509941018152,0.0165014136794393,-0.175155781433491,0.0022906141547169,0.142069894546048,0.102077874563396,-0.076546594705182,-0.0939098462452284,-0.166887929278242,-0.0955009315263491,0.0001470687065403,-0.102977051111155,0.09512068652861,0.217587770319471,-0.236731848632496,0.303747171931424,-0.118832276898645,0.19999439054432,-0.0316258680183685,-0.0582155853552586,-0.0095053629294539,0.102371249962453,-0.0856579963844735,0.160756764444957,-0.0753967155436824,-0.0614297605064881,0.221626444644155,0.0915948476417587,0.134122088280679,0.0959520438282761,-0.0323612115510704,0.0512233446753909,-0.174593415084129,-0.0712109725124582,-0.108714254694277,0.175234268877914,-0.077963940788939
progressive,0.283518306023534,0.183493998917718,-0.097997915149582,-0.218455812485272,0.0159793903478612,-0.120227531470005,-0.0796500326377638,0.146638219280792,0.0101098888000237,0.0831041411867144,0.0343865886215025,-0.119895087316532,0.0509839664413805,-0.132141722978506,0.249682112494296,0.232732978412444,-0.0642224168184889,0.286626176055796,0.345987459277439,0.0623670749661172,0.0372861637692239,-0.303173894168102,0.195308871011074,-0.131559600850848,-0.050639107361014,0.0228420860471542,0.0854698744780285,0.181909026584354,0.0919504663162754,-0.0633133682826428,0.381329997269718,0.0959963530471349,0.160204975502409,0.0305821032468995,-0.0714865284873284,-0.136922849268707,-0.260356190749799,0.207565162727299,0.0295033840435131,-0.160021510471654,0.164059120584585,0.314260423883723,0.175469817835751,-0.0292481883240419,0.0359674226459024,0.0778678009104298,-0.0505742738539051,-0.121296594619141,0.0173381351245052,0.0066875072864667,0.0161035396167932,-0.000888356991024,-0.212971173671124,-0.097672368177716,-0.0667440264141286,0.0956032136955171,-0.0477395322132926
progressive,0.314258408011874,0.0511487882670971,0.334585151433223,-0.148641287040723,-0.0445101939926283,-0.0006638594274468,0.0183667774926968,0.0100843408264549,0.0360064708505708,-0.222740644085269,-0.0208325410803566,-0.336608342069252,-0.435807907942027,0.0887991015094411,-0.0314226795658186,-0.0179242045410655,-0.131128043097601,-0.0910119662675973,0.19163408805633,0.0346471396419891,-0.0057534483712062,0.0153952162460298,-0.156259864279518,-0.0509275017912814,0.270538522861444,-0.03294007254284,0.187081909125266,-0.316186761586839,-0.336545117361876,0.306039196053008,-0.133246070794694,0.327472371853435,-0.0800424795378799,-0.367240712792872,-0.0617073143988711,0.119842432831004,0.0135933120858169,-0.0898423091811433,-0.0443205198705007,-0.0883881409114978,0.303763106587476,-0.0778296147797237,0.192392784544841,0.0575977084194381,-0.300096073559674,0.0999582623612861,-0.282772503738679,0.0766915700469577,-0.0483036764351819,0.100938245325612,0.0296840001129815,-0.117028933352777,0.262382535609954,-0.13545893555285,-0.0020231906360285,0.134447340234836,-0.151865747116894
stable,-0.0124868370480408,-0.054023915975542,0.0135197349680145,0.103045602246933,0.0049090041949,-0.0659072354132498,-0.0841422516770648,-0.157740761280766,-0.0141430320935708,0.209037867470109,-0.0544594531440881,-0.0870088754875392,-0.115762036805017,0.0010346916505209,0.0751921179968944,-0.0993821742398615,-0.01206196530437,-0.175841538628763,0.073903734671952,-0.118078130775108,-0.0925148526002351,-0.0764434632099969,-0.055340562676404,-0.0262005373111747,-0.0047877092265449,0.102105881357006,-0.082925956928439,0.0380008118724667,-0.0381896868511684,0.0119464878404923,0.0784385763705432,-0.0341977152787326,0.193160491854194,0.0531892495206378,0.115081194864338,0.110034024938098,0.0911629615180804,0.101036042283601,0.0807685353929715,0.1247293806026,-0.0863340934473574,0.149463712868638,0.175948435273537,-0.0291370196545826,0.114379215990724,-0.0772741543701748,0.0175810802813441,0.0764473415463152,-0.0396430449072509,0.0653758063792335,-0.0800594785555766,0.0533373050095893,-0.0261143897657043,0.0064718767727707,-0.0642144385687157,0.0258382522198406,0.0628105777798957
stable,-0.160663574872962,0.0528804972797679,0.13054820123778,-0.0277819609397547,0.0141065403859923,0.0187615115412285,0.0172029915109671,-0.075025457229366,0.0255427582221374,-0.0391757530905283,0.0351053829234246,-0.026042507839527,-0.031169776698089,0.0059820216373681,-0.0375111688468385,0.0457242824090323,-0.0378805218724248,-0.0393098931251585,0.0321655324900414,0.113516784189712,-0.0372422648704403,-0.0125873265054133,0.0434220650704958,0.0149612931647986,-0.0509451373382665,-0.2563965100064,-0.0727750241832681,0.0330995214753501,0.0375030580540469,0.0166358599226935,-0.0943940304156883,-0.0324831012231891,-0.0979534206369216,0.0191533252237762,0.0181638085032019,-0.134430151449263,-0.0006207876021257,-0.02386320020714,-0.0293392331557404,-0.154823804063015,0.037202958720758,-0.0804977467351395,-0.0895737238689312,-0.0307954324154001,-0.0214911052691682,0.0423714054504157,-0.0386254669949757,-0.0796542242848139,-0.0457055651948979,-0.0323795326383118,0.0291813846498732,0.0314867215240989,0.0800173382390221,0.0846729333013961,-0.120179488514436,0.18862147762558,0.0888343939106207
stable,-0.203366743897367,0.0890723980413136,0.0244304470259887,0.232399319220837,-0.0086249106568036,-0.377105246929215,0.0669022161543359,0.0860124723116056,-0.175705015300807,-0.221195911149132,-0.0701579771307452,0.0097999221370115,0.0420964182388363,0.0899291772456318,0.0574613253029434,-0.0580080320333179,0.0408316489372236,0.302255383679584,0.226410024592555,-0.107595148458479,-0.0265764749377573,0.132694699244031,-0.0511701180026638,0.314062617095284,0.103760041543912,-0.102878782933756,0.302451218926285,-0.0789297642225748,0.186182200999327,0.0340345339162989,-0.0215826761468738,-0.0124518577694251,0.0789705632323042,-0.0581712280722357,-0.104192511047044,-0.0196896020954278,-0.0520595364147656,0.0772243656158842,0.0362621598475264,-0.130344676283615,0.0685504961474052,-0.203276986075962,-0.135542470123146,0.0711861121759271,-0.207903593779281,-0.0012484496977208,0.0179434044790078,-0.0944252281178161,-0.0193224110078628,-0.361340509569759,0.131519687763823,0.0100447161953882,-0.0816632978744473,0.0446585960498451,0.143539076030116,-0.116750446241766,0.0379104398405957
stable,-0.0758765988676808,0.0683258851175385,-0.113517616473705,0.0875831412972193,-0.070192766060947,0.0646618560051477,0.0525699482432542,-0.0794660016776156,0.0869922477876084,-0.094936890544158,0.149120479655273,0.116769365849576,-0.0559428124378657,0.20154362205763,-0.0240908384912188,0.0204598406930298,0.311521994383707,0.0473314264872417,-0.0295067506383153,-0.133146780783658,-0.0839863981952397,0.191680716313358,0.162503055435054,-0.0187422123545334,-0.182657050626215,-0.090414047262519,-0.122236660040987,0.0110373524714491,0.111258029905896,-0.123398872948089,-0.0224380493991186,0.0604240607312506,0.0495763324709603,-0.132505728611741,0.0205968594778671,0.110709954766547,-0.0485230005625234,-0.169410270249264,0.214639926447662,0.350901437822354,0.137539945572505,0.0530018020918933,-0.0267773853796362,-0.0622872715286366,-0.211449346172164,-0.0841393209461742,0.02735237492315,-0.165507681645415,0.0078516657239814,0.168482946687597,0.194315881157462,0.027170091004036,0.00741124820129,0.117971950362925,0.102925575052977,-0.191179129690293,0.176207380682801
stable,-0.0323450377483218,0.174275547678009,0.163958469994364,0.139716745958213,-0.0019526152772101,0.0125794013980187,0.0962279942875094,-0.128797200618195,-0.0762486483763896,0.0133705049787301,0.11874864897437,-0.0557472852291042,0.0630658454807888,0.138579794285527,-0.0963495804129991,-0.0642762904566705,0.124687038610329,-0.160690772833737,0.180977119042512,0.114226382840708,0.0406558509772654,0.0814760113153596,0.0355079579252322,0.0731740228858468,0.035133954520788,-0.131916837255041,-0.203101871748564,-0.172135463777972,0.137569845017346,0.0525378130678953,-0.0091391303818575,0.083334962319247,0.138793737306646,-0.149615836316442,0.165866120817332,-0.0301655457492397,-0.145440071963601,0.048176587850828,0.205956204097762,-0.0319885438665576,0.136988902400855,-0.112104462152197,0.162572929791683,-0.135047213065797,-0.048895552198098,-0.207172532273264,0.0542549602841052,-0.0931795163508353,0.223064828746455,-0.0137215825814787,0.128511491900119,-0.200473342203846,0.17559487853893,0.0758814620127755,-0.17568438721887,0.0621818713917828,-0.115487161857787
