group,ASCL1,ATF3,BCL11A,BCL6,CDX2,E2F7,EHF,ETS2,ETV6,FOXM1,FOXP2,GMEB2,HNF4A,HOXB13,HSF1,IRF1,KLF10,MECOM,NANOG,NFYA,PBX3,POU2F1,RELA,RFX2,RXRG,SMAD3,SP4,TFAP4,THAP1,VDR
progressive,-0.0041607385189575,0.063719603272698,0.0625996730949596,0.265230200139077,0.0898202629243568,-0.199235811453384,0.0031153151305904,-0.087096108437966,0.109080267976856,-0.165444654136299,0.0671888256528025,0.0135672206770933,-0.0808235681077636,0.136061039077964,0.347245876876783,-0.0034855207402794,0.168834713052697,-0.0710375669912675,0.10093341622653,0.257663104343547,-0.220055802408347,-0.105536538807381,-0.191212361572955,0.122542713481396,-0.0280168811408037,-0.219452763081873,0.0501570392699405,0.225029130598886,0.225515753066968,0.123290109712278
progressive,0.0601457431012426,-0.0561223574074247,-0.0581150648556275,-0.0442283848259643,-0.0276359057726934,0.0130946091956405,0.0324399710613104,0.0423040248131038,0.0110138094974409,0.121850567144238,-0.012790083400393,-0.108342076256803,0.0084264793617599,0.0191615832061939,-0.0502824487653974,-0.0199787147665087,-0.0209735496587136,-0.172628914523842,0.0348511166969978,0.0410023858778067,-0.0019737220494965,0.0848753640399909,0.0246734241585779,-0.037659436873619,-0.0308300092510246,0.0494797461080993,-0.115924844500059,0.0195686301544548,0.0375189449231931,-0.0119319433788728
progressive,-0.0211067165808738,-0.10242491788841,-0.0661974792783069,-0.150485997912619,0.182683209577178,0.135328987964915,0.0397382947224847,0.162934265945882,0.190724763510727,0.0990546774601163,0.135486991609939,-0.030829610737062,0.11253488317499,-0.101516963928253,-0.0600066091869435,-0.175842936944787,-0.0551183241691445,0.0046887014661907,0.162541902827379,0.0153739814602475,0.103369915765343,-0.181400280459454,0.135514207548794,-0.002478162432469,0.131440888700062,-0.0927224356863637,-0.0285472518646934,-0.0313232776279718,-0.0976379366430184,-0.105414891171026
progressive,-0.199966730236007,-0.32922644091372,-0.33711650046611,-0.406487774368072,-0.409755360978748,0.258292467641045,0.416756746348318,0.487797360522931,0.418650305953249,-0.185970795452121,-0.181367463185114,-0.105135624591782,0.437818324481146,-0.405243630512125,-0.102391672153445,-0.447681240719396,0.0905039459694173,-0.44702635620621,0.0571745625405239,-0.192346007320565,-0.0062685709665057,-0.359113237277475,0.333920007790059,0.483204965784329,0.42154191502504,0.310404321721597,0.174173303877425,-0.454392781586261,-0.473493807752684,0.404081518119206
progressive,0.114469607507779,-0.154331231048635,-0.413338212177953,0.0446961709969066,-0.15542290305484,-0.122735124126188,-0.206357199801489,-0.292069047602954,0.0988431025046735,0.0999347745108785,0.152958843383692,-0.279530414845972,0.244784054419905,-0.310440327935947,-0.440130962273098,0.166932245063115,-0.0586695726763303,0.182745893838713,0.478994485693995,-0.401080295079708,-0.235738772082778,0.0311594381199649,-0.450642204161414,-0.351955054800485,-0.502792935429264,-0.417361803286537,-0.375971838936994,0.374038019954574,-0.0629738794436528,-0.341287859768424
stable,0.0439001952369954,-0.0061507410417749,-0.141914822252389,0.0280368119864332,-0.0427085062779771,-0.0478511095007462,0.04931817321982,0.109082472457927,0.107237975700948,0.0963405156883841,-0.0492857394450795,0.0363748387466661,0.0505581044156374,-0.109216387910078,0.0289811874068012,-0.0427605925177084,-0.206492822212379,-0.0860378190295043,-0.0677515126807404,-0.0551914733499635,0.0337427057888795,0.0268650637926257,0.0188251875098215,-0.0980653678540984,-0.0077139528841903,0.212764409096335,0.242835227184305,-0.0623150354338047,0.0685192561663739,-0.134982835664681
stable,0.165683804327754,0.120333721422659,0.115846363224689,0.0222250128007828,-0.0708471918538013,0.0427656502373667,-0.122050109768926,-0.0390330596550796,-0.0727618144351822,0.0244339085634821,-0.409378320881319,0.06051500189132,-0.0543937503393357,0.0753407063944764,-0.036963912871793,0.0195734759975648,0.191712821286207,0.0059630335444553,-0.0549422804743873,0.0540779299585485,-0.0050795983662297,0.131726649233281,-0.0946851664434001,0.112068215706382,-0.0414358802129992,-0.0043673095152143,-0.0818596576852298,-0.0499802682538309,-0.0274917639852568,0.0220360130797268
stable,-0.0151264225215303,0.011932172659271,-0.0343643354199234,-0.1336113682939,0.0191252693264242,-0.013863205321594,-0.117696440768588,-0.0840723345358884,0.204729692053372,0.0234057250612403,-0.03754249334333,0.0359735293051926,-0.157620541062116,0.189458442082167,0.143105612216988,-0.160420538422485,0.0073540160556801,-0.111565412065712,0.137666536884779,0.105635532598495,0.0976780688358394,0.40411686040765,0.133868839315543,-0.0644321231661781,0.0480102995670061,0.275823877904564,0.106552773113099,-0.0717298174358738,-0.0339298530709007,-0.256690562608714
stable,-0.0210400755264209,0.111104598007768,0.128398907105677,-0.0796869669309406,0.0112227479106118,-0.0023694488835586,-0.077577017566871,-0.0369556418502221,0.119506804412158,0.0018395363133871,-0.134954301509218,0.0482790367707292,0.013909901813358,-0.0074600048780209,0.0161605144683656,-0.149106726237986,0.0061782712700774,-0.0348141645071491,-0.0554649907543365,0.125451041068865,-0.0756525982330902,-0.0029284642035794,0.0194151719931719,0.0177575278663424,0.0465935025086276,-0.008992749703414,0.0158791878864896,-0.0012138271916285,0.0432539619634277,0.070115800074273
stable,0.0014526351205926,0.0153878721437658,0.0444580845773748,0.0241999183184619,-0.115243671230857,-0.0718302429117107,2.99110185976993e-05,-0.0241138544714719,0.184298413134242,0.046883988944419,-0.0239407514181899,0.0433434346778,-0.0945873725939631,-0.0783174040756515,0.0137754638803532,-0.0770198510840926,-0.0324272598143902,0.0348911567485352,0.0244170518773815,0.0476985532987147,0.0706265566415586,0.0135512705779136,-0.0883373166317945,0.0414290365961851,0.0043814533220713,0.0320410639764401,0.0196755980814736,0.0104274734073771,0.061819387263373,-0.109046470453725
