group,AHR,ARNT,BATF,CEBPA,E2F1,E2F3,E2F6,EHF,EPAS1,ESR1,FOXA2,FOXH1,FOXK1,GATA3,GRHL2,HES1,HNF4A,HOXA1,HOXA4,HOXA6,HOXC6,IRF2,KLF3,KLF5,MAFK,MEF2C,MYB,MYC,NANOG,NFATC1,OTX2,PAX5,PBX3,POU2F2,PPARG,PRDM14,RBPJ,RFX5,RUNX3,RXRA,SIX5,SMAD3,SPI1,STAT3,STAT5A,STAT5B,TCF12,TP63,TP73,ZNF76
progressive,-0.106994608118788,0.042666721128924,-0.085172141238946,-0.0070686269089808,0.006308951142539,0.0071778953411403,-0.0325776025595357,0.0579018625271544,-0.127107804524137,0.081457014545525,-0.155075319898279,0.199087083394499,0.0964840255967851,0.109395911996959,-0.0083122057321287,0.0146133519866565,-0.306107707806658,0.0422322490296234,0.0478907928378801,0.248453000066531,-0.106091842738804,-0.079248231238302,-0.056085925249838,0.0528468967251118,-0.0978368728520924,0.235712821202608,-0.170893226268026,0.0756423729770406,-0.0630843081667164,0.0737015574915419,0.0038868342296714,0.0807675827711857,0.0719922870170479,-0.217537838653421,0.199805133091546,0.334793272877848,-0.0496807138218252,-0.0641587810829509,0.126218047290838,0.0023232549980566,-0.128874310844047,0.166043789183617,0.0312065438988685,0.080231647127737,-0.103175416251882,-0.0431402176682816,0.0734335896698176,0.182337793722059,-0.295940540357156,0.0661126047151352
progressive,-0.0202360522079607,0.0373561638205473,-0.0143880187717152,0.0154024138179279,0.0638567117343445,-0.0710979703535995,0.0445606265766255,0.0094640632629759,0.0712359548405122,-0.0010035235411832,0.0108899029610738,0.0815638846185233,0.0329874913379294,0.178047655485589,0.0329389877001056,0.0189875016688051,-0.0048018601445619,-0.0091671875487091,0.0196866230691628,0.0425376903715236,0.0053303825429184,0.0431046811722921,-0.0648443461527924,0.009596193862565,0.0017026449415409,0.0100252001764209,0.0097325058102424,-0.0422901545646984,0.0390144864723526,-0.01310016356053,-0.0597422652154931,0.033576225148757,0.0224789273225053,0.0154124490533397,-0.110424385393337,-0.0099917493917147,-0.0007760582051817,0.0220465759301788,0.0240302074632511,0.0823608495641464,0.0409437604802775,0.018797668465598,0.0225391387349763,0.0366930020137487,0.0572727610345646,-0.0830741875480041,0.0410064807016014,-0.0275793357205693,0.0480269641417961,0.0066600512349863
progressive,0.0458517354381607,-0.173734576090314,-0.055969453290497,0.0103147475232356,0.0504542508497047,0.140200451772134,-0.113634827260677,0.13744122220735,-0.0118315503202825,0.200969450145074,0.148782640866966,0.0632929321737162,0.0006741345764653,0.0518261309962555,0.0429614241501754,-0.170845078974523,-0.139064681561785,-0.11100993610787,-0.139598778520917,-0.17321920509164,-0.0935174465241049,0.158582017391527,-0.0787744164387983,0.0979481716027574,-0.0417141123492758,-0.147142083896462,0.0321410756945908,0.12498438764223,0.208240007835697,0.0430493547471056,0.204012825805494,-0.150075546310718,-0.0377002434338483,0.130493076705472,0.122747856625865,-0.127083323557843,0.0423581225545705,-0.0216032449902544,-0.161935592657784,0.235617362024371,0.211602538996085,-0.151979895072013,0.193588979208289,-0.0130829329821511,0.105133241213031,0.0238397760066194,0.0513368135077825,0.125670734801603,0.198987755025368,-0.0243779438267203
progressive,-0.0568083270294245,-0.300786943867833,0.112225146645769,-0.0127714704774188,0.0177118382600182,0.196683596587484,0.147765396957569,0.241269382893112,-0.216713630124224,0.209868239997737,0.0863738016089234,-0.25104830084272,0.350803003004992,-0.131381614553089,0.119882126461751,0.100880598404245,0.205766023021743,0.136739582121374,0.0382848990799111,-0.11307657801093,0.0671406015855061,-0.0006404180458925,0.095665765744834,0.152648215653096,0.0961232072061858,0.0972299204191337,0.181521625570098,-0.0466383704112419,-0.204345003256318,-0.0960420482372363,0.105128901524347,-0.103232732886163,-0.092556639425259,0.171685158533417,0.0362382174447661,-0.0176498623200932,-0.111350105398732,-0.0006094300759299,0.306909281361861,0.0089009254673356,-0.0785028572384379,0.0837885195434771,-0.0458799029559683,0.184034602372298,0.0249364621141422,0.109118971561429,0.0078370051652884,-0.161552092355666,0.213827322064856,0.122691702405022
progressive,0.318669932184128,-0.337708281008082,0.190774930925641,-0.166790169977332,-0.342476764638755,-0.270273381902675,0.140670267104842,-0.302264925066665,-0.337174495527037,0.0414217533291262,0.0373649836731809,0.0972557146464794,0.0456920371774898,0.305182952363047,-0.171451896511796,-0.380375533792981,-0.112059365320806,0.250808004693885,-0.0723101398322891,-0.325182115052883,0.23333542661433,0.34350874990211,-0.337352424020719,-0.379912919709409,-0.143374780208806,0.319096960568965,0.374895336187581,-0.164904127944305,0.354540316510382,0.304827095375683,0.164512685258205,-0.318314075196765,0.0769718663667526,0.42539144269448,-0.0616700159101166,0.0316356861766265,-0.0604245164543439,0.311481621039383,0.115333249604552,0.43517750984698,0.0716695972550346,-0.428416227087071,0.0389663401163172,0.0543749476691623,0.0729150967108073,0.427989198702235,-0.239634095290667,-0.301766725284356,0.0611718161278076,0.0175437494770268
stable,0.0401678939695158,-0.226387712100528,-0.0572631951264707,0.0445604654648701,-0.0469671723646081,-0.0647616413874744,0.0148864247445181,0.0452348246636442,-0.0554205925979501,-0.12985202423326,-0.0265948379337493,0.164329683056193,0.0307837760561415,-0.0367261971602991,-0.0126024834808718,0.0427837709404611,-0.02690739519719,0.0381398652872627,0.0089534799123572,0.0938048179327673,-0.0357151108807445,0.146716327950926,0.0075656319647104,-0.064246834925633,0.0288624885275587,0.0024119774105675,-0.0552013606424317,0.140248878788166,0.0102222356102481,0.070354984314766,-0.0572419001332198,0.0649907222773714,0.0612814006404735,-0.0355689207520768,0.0254851558354429,-0.0291702011800347,0.0891076215589583,0.0928401015010166,0.0989029990294914,-0.0125748532271287,0.0688081160050178,0.099856801777201,0.0677249461733088,0.057001213472001,0.0498090956889121,-0.0413309200259158,0.0532811911009945,0.0118465644579466,0.0257798785420359,-0.0178900303050799
stable,0.0045742687634768,0.0375883419170055,-0.135830134804069,-0.0774814332371737,0.0034581810060296,0.137100530149193,-0.0517465915370461,-0.0735539880603992,0.0420188721056596,0.0866644962061191,-0.0051513368653387,0.0495221666315784,0.0404060407440455,0.04227957442274,0.0664755678512359,0.0869731113814739,0.019320155498234,-0.0047215303425844,-0.0879179811306763,-0.100987622426692,-0.108030812593006,0.114204525301815,-0.0857069436414911,-0.0053429882984357,0.0217320042316569,-0.0565773350124616,0.176171352269272,-0.0385818291253392,-0.0050111212948008,0.0473689064126651,-0.0140765159206316,0.0243495964153162,-0.058865173995057,-0.0046855956988787,0.0219835467375967,0.0829484312864369,-0.0622155510699695,0.0229784431476443,-0.0341921657863896,-0.0238479206051506,-0.0224344912860602,0.0338997564307452,-0.0704819283239915,-0.165700983534635,0.0905320503100508,0.0066542504932648,0.0582232826143534,-0.0059764244688556,0.0220934644712847,0.0432723570302168
stable,-0.132482902961017,-0.0966418684892741,-0.17632585663976,0.0633191609000784,-0.169956982168882,0.0943298209418163,0.0886141643653874,-0.0011517262875811,-0.0313802438504393,0.335401603882688,0.161740188654497,-0.0006188380052674,-0.202222508165745,0.0904105135751222,0.473488428780293,-0.0858293933416836,-0.139186981351414,0.155491643795754,-0.169260789412956,-0.0199059558361045,-0.130892833086371,-0.0285610929375541,-0.0424419731945958,0.0046412850395062,-0.0528762695611894,0.0207826430102334,0.058695065805163,0.0358582244163333,0.14494561278932,-0.180081859532842,0.120991425002091,-0.182368122163413,0.0332539478108326,0.112198768343915,-0.0077526650104344,-0.148486741375018,-0.114063877332013,-0.209459474838457,-0.0732377589289492,0.233852006212751,-0.197340563901968,0.0061797850803795,-0.275391507316331,-0.141043495367217,-0.134425366699773,-0.110952497361085,-0.129173838627295,0.0820905803931925,-0.160949451203321,-0.306470927136432
stable,-0.066711208463273,-0.0746565031999483,0.0997741394469215,-0.0223280943520873,0.0353559736185548,0.273684764447813,-0.0483590279220232,-0.0129481780694707,0.0666589453832752,-0.104097602739745,-0.07975084692274,0.129187800869719,0.247659057185876,-0.0717820338000658,-0.0917582895522492,-0.0585451022136068,-0.233585916319452,-0.0151131761583822,0.133517797047542,-0.336102560889261,0.195490050732009,-0.0352409948425595,-0.0132630631264578,-0.101063730945869,-0.321526387877857,-0.19717814821594,-0.136602625344416,0.127014963318808,-0.0166876014433179,-0.122700646064984,-0.0706335526171127,-0.0599248475255505,0.256809015916502,0.112902625142385,0.22921802940863,-0.181113784001597,-0.0622897518954538,0.0685534820331977,-0.0782025531778033,0.0666354269972761,-0.0717088654880687,0.105385887661692,0.0249138102349816,-0.0582066987706207,0.153409125294729,-0.137180132378392,0.111038139763461,-0.202139221084737,-0.420510048239811,0.105827510687674
stable,0.0052907877987079,0.0089523506751255,0.0367635483514805,0.166619504356118,0.0911590600593683,-0.0850271628995284,0.0014369551839401,0.0725359582925839,-0.0763083965466158,-0.0535335135285139,-0.005676099029777,0.0158516289287557,0.118429669525703,-0.105251294829006,-0.0085886485663757,0.0734420493715473,0.0853206868110317,0.186315550496345,0.088834587351601,-0.0664657500319364,0.0462210894362558,0.114748246836868,0.0752593251083066,-0.0340274733138224,-0.0688501108787027,0.0068155171794973,-0.073739998008097,-0.018549013347404,0.0184620623552146,-0.0802194418852385,0.171062545706124,-0.0259253387013776,-0.0083646339983327,-0.114460125205944,-0.0763673585803727,-0.0651412651846389,0.168070196767818,-0.014118062815838,0.0435251970760534,0.0329190282394264,-0.066046635959525,0.068661442660739,0.0875786857425216,0.0387004974656555,-0.0390983625677862,-0.0277008882519442,0.101947671628719,0.0079706791183359,-0.0914606616665957,-0.0156656875762275
