group,AHR,ARNT,ATF1,CEBPB,CEBPD,CLOCK,CTCF,CTCFL,DUX4,ESR1,ETV5,ETV6,FOS,FOXK1,FOXP1,FOXP2,GATA1,GATA4,GMEB1,GTF2B,GTF2I,HIF1A,HOXA6,HSF1,IRF2,JUNB,MECOM,MEIS1,MYOD1,NR2C2,PGR,PRDM14,RELA,RFX2,RFX5,RUNX3,SP4,SPIB,STAT2,TFAP4,TFDP1,USF2,XBP1,ZBTB7A,ZEB1,ZNF263
progressive,0.0114441648232545,0.0876935201557615,0.146395003289823,0.029367931880705,0.101028619483159,-0.0353707894156746,0.192245007921184,-0.0261751176209827,0.190691003565052,-0.0122922202978398,-0.128686688163754,0.196643436179911,-0.114054293164424,-0.0555843062545053,0.005555909379445,0.0937651389454273,0.197264579513999,-0.0773564115331143,-0.0938705728692947,-0.132670256852482,0.0090856537871782,-0.0517130476151148,0.157117174938769,0.135727840644635,0.0605649131363263,0.0739985702621213,0.0623939625112426,-0.225525455194097,-0.179363732874781,0.123557098563425,-0.0502415567646182,0.145553823940708,0.0797790997402403,0.108140825260559,0.0992706234047618,-0.12758192400497,0.249268716440661,-0.100517494156584,0.0137728793156291,0.20137191846118,-0.094876779229681,-0.0096540801593326,-0.166012589254621,0.0663339824053292,0.0498908743656681,-0.0364870137835747
progressive,-0.0348328030696548,0.125157792182522,0.0489181988464552,0.0468695644751152,-0.0510097168605298,0.0101920124232621,-0.0808808072313277,-0.0173520760707255,-0.057487403947286,-0.161061181631323,0.0268970721299214,0.0012737194236792,0.0210370599674656,-0.0631277314838031,0.0428633294301701,0.0859643997569041,-0.0087791092468477,-0.0832032950404818,0.076220784720832,0.101773417033793,0.0422328646475102,0.0099143972624011,0.110696976445641,-0.105622412055377,0.0013166030664138,-0.0087482631178631,-0.100999254430741,0.159385710186236,-0.0942469615615614,-0.106853247836322,0.0575340493130676,0.104354711388573,-0.0616478696371539,0.0175379051892422,0.141989245783557,-0.0048180148784654,-0.0504732951540423,-0.0133157472414052,0.0623407790223923,0.0674258762371873,0.0215163034836402,-0.0227320923723973,-0.0058660309193308,0.15831361911787,-0.0115236623818636,0.0173475620030692
progressive,-0.0355788768974199,-0.0338741528426697,0.154435817388737,-0.176290424889048,0.0091033918865486,-0.10218042290764,0.10760816804535,0.0142491469402124,0.218931837438084,0.179955544008083,-0.106115500533802,0.0506085723902704,0.10390319432777,-0.125541233443534,0.106946431314789,0.0003586913869059,0.042750448714867,0.108045816655788,0.111775605500765,0.0513597939741678,0.10455590737564,-0.0330319424583202,-0.0087161255044594,-0.114354122829277,0.152188168425504,-0.181097791841857,-0.137999931343446,-0.0312715723603183,-0.160588465035833,0.0354299861330438,-0.11043558862138,0.0760816766490542,-0.129680847877323,-0.0711066195929328,0.113185555920993,-0.0684341055697382,-0.0953863418160357,0.0205709886377355,0.0440739221759876,-0.0658939388926556,-0.0443965188321357,0.0362233182361587,-0.0964970067603966,-0.0877267391598004,-0.041833040974772,-0.256465845584887
progressive,0.215542409912025,-0.216022235162711,-0.234982148264407,-0.0794383417869313,0.175763260862223,-0.251981866165856,0.103696779744928,-0.0617952218447896,0.0956719750551818,0.18250671403025,0.14243176361852,0.380374651782049,0.12645167437478,0.354145113504471,0.0306638324266769,-0.117837993241009,0.155543806477476,-0.350478267128487,-0.134518736401945,0.0873663635425905,-0.121068634843642,0.165496091009468,-0.138604066732363,-0.0471482834396043,-0.313411766512964,0.409661712892836,-0.399679439282676,-0.322109962321571,0.0971087245274075,0.172194560560243,-0.176551155734089,0.104175241855698,0.184715000695341,0.249841736496601,0.180361131801329,0.184807694209678,0.248169163818782,-0.206463898066652,0.141720204581991,-0.297502560544893,-0.0928107443699809,0.168800342167604,0.2242624159593,-0.14493994106529,0.0030588859731257,-0.187445369948537
progressive,0.123497151068997,-0.0926383081680648,-0.328666755221143,0.0756489552196034,-0.0294996946650556,0.198713650031731,-0.013097246636632,-0.120964192993045,-0.174465209914381,0.213880508754812,0.260956461288367,-0.0311677402272682,0.0603894272986218,-0.0004324562568699,-0.15834076947966,-0.0951712662440172,0.132609622195899,0.107403600366909,-0.319894071153211,-0.355942389136582,0.232414348334951,0.160225043170307,-0.144502169259822,-0.377503422514812,0.0979204524484046,-0.203656007253101,0.0901671295573795,0.0918969545848592,0.150865454182337,-0.101997897156035,-0.360019833844213,0.21767994586874,-0.278007593702095,-0.391372912467283,0.0700888033455615,-0.144255051398754,-0.352235621220554,0.112438626786181,-0.380993962302405,0.331786618217134,0.354490571702805,0.0935958898797053,-0.112963752240951,0.436410142647022,0.420532820073369,0.160008815041872
stable,-0.0011326661995723,-0.48123741168144,0.0191562052720898,0.0754691136006002,-0.153436527368377,-0.183303099318077,0.340999757427552,-0.0028030886240543,0.417718068424448,-0.428007730513645,-0.111420714703416,0.173212197909932,0.0768574103547376,0.0920714262750829,0.422094493798735,-0.0597678241134464,-0.0612221220934987,0.026982483971691,0.0973344917738474,0.117894086553528,-0.0103341833462481,0.0980972199193489,0.415122067517834,-0.0146414375432683,0.385977724036658,0.0204946344333137,-0.0942617680340302,-0.376173632256827,-0.358946649915136,-0.432194431933868,0.175998348584971,-0.0780176125496378,0.0925401532608457,-0.229650579536741,0.364539816168889,0.353949765704542,0.241372965011713,-0.452899749850336,0.0405599533655866,-0.0502772736412406,0.252341753693586,0.298699973896683,0.226761050597456,0.0943882822118772,0.0239552750557664,-0.362318815775968
stable,-0.0425749840812128,-0.0409238615704477,-0.0614529997626004,0.0735170320423929,0.0429939707982826,-0.12572447231127,-0.138207491308133,0.0227306348731728,0.214137935278618,0.0513167907590368,-0.0461823870585279,-0.0496571916383888,-0.0144713894865405,-0.0655381202540313,-0.0465166076767686,-0.0276561506872813,0.0082489523603459,0.0192352442407391,0.0720039571782924,-0.0714529775359029,-0.078074420798729,-0.181032535380891,0.0189561215867373,0.0329497935591621,-0.0877510764522117,0.0189337191177611,0.099477860753091,-0.0816333860052846,-0.0686472196646578,0.123727019739575,-0.0766570105318786,0.144715711281808,0.0222934839920681,0.0512150714404418,0.099531747773061,-0.0098582972938308,0.013816268637018,0.163970330630851,0.123857196248491,-0.191507808779772,0.0139858008346763,0.0430920572840707,0.0737567990076525,0.0917786770908656,-0.14325410154914,0.0346868931130253
stable,0.0335569289073424,-0.235960127362024,0.112955304702141,-0.0095306786668332,0.29755832440721,0.0329103753294417,-0.193862305512042,0.0562102505626797,-0.116643054739057,0.0290071074332261,0.168862233833213,0.31558200315906,0.0492099112068901,-0.0655254113702126,0.246831806042281,-0.158533340872675,0.0764210364792808,0.246249109607877,-0.188210948312613,-0.0566412862812802,0.063689518494692,-0.136135447791324,0.138394394242508,0.136023697790205,-0.113410286849553,0.0150463394363322,-0.160265465890015,-0.148284269341508,-0.0711767685696414,0.0019236964478281,-0.115493626156122,-0.129901394157491,0.17930287679487,-0.136646304939295,-0.0609117327525999,-0.116395608308008,0.188474359029536,-0.11398500114102,-0.235289627355312,-0.170993465997405,-0.0462166076054978,-0.0519797148060452,0.19816468055511,-0.0269556966984052,-0.129997179872735,0.0338682324818872
stable,0.0019381459089162,0.0651679004308961,0.057817142204032,-0.0429784757604736,0.0065856056520219,-0.16260695285482,0.0010334372040714,-0.0758451474461856,-0.137713026630553,-0.0942027938919662,-0.0403642044630962,0.13813530423082,0.13699599685916,0.0299299776052251,0.104659879081476,0.166540992036792,-0.130968615727149,0.0348096298749732,-0.124065399572362,0.0959544639375168,0.043740019125057,0.0512435672528723,-0.133265276521762,-0.146422050984771,0.142329206551417,0.101732809561679,0.135678635114739,-0.155489590224685,0.0551800125750163,0.0107277759589112,0.16629917494946,0.0325009383794982,0.0760713246223968,0.0820241154090619,0.10495222511243,-0.0115843618603068,0.0116517337851357,0.0367381512231996,0.0709017324618673,0.0678327006718951,-0.0101779729295042,-0.0807332212065373,0.0371700533841561,-0.0468836412603755,0.032630869948811,-0.266138352195413
stable,-0.0083952124699234,-0.0875884232564258,-0.0718513547557607,0.0305011793437623,-0.0126323332679101,0.0043155564066254,0.0300115731347737,0.0485073562175107,0.234001498508605,-0.203130283886602,0.0004617565458514,0.158687791452297,0.0031815272547167,-0.0281920313730212,0.0243952091837147,-0.0260409873095654,0.0463845727138613,0.0937844710974072,-0.040247602682879,0.0037949046715167,-0.0279170045357452,-0.0741592700364941,0.0601265096094532,0.0544327601190213,-0.0324881843258216,-0.0142766504278258,-0.0649982374854838,-0.014239624072409,0.0320261081936719,0.0870191487487906,-0.0809892857829228,0.0846891363582893,-0.0103797064167819,-0.0325766184200785,0.0889655662709664,0.0318654475960002,0.0161349534420429,0.0617528842814788,0.0873949365804006,-0.0491164877020618,-0.054212199918012,0.0683842086607387,0.0559165993020071,0.0674606042586648,-0.0231778593183219,-0.0185406164748693
