group,ARID3A,ARNT,BACH2,BCL6,CEBPD,CTCFL,E2F1,E2F4,E2F8,EGR2,ELF1,EPAS1,ESR2,ETS2,ETV1,ETV5,ETV6,FOXA1,FOXH1,FOXM1,FOXP1,GMEB2,GTF2I,HEY1,HINFP,HNF4A,HNF4G,HOXA1,HOXA4,IRF3,JUNB,KLF5,MAF,MEF2C,MEIS1,MITF,MNT,NFE2,NFYB,NKX2-1,NR2F2,PAX6,PBX3,RARG,REST,RFX2,RUNX3,RXRA,SMAD3,SPIB,STAT3,TCF12,TCF7L2,TEAD4,TFAP4,TFDP1,THAP1,ZBTB7B,ZKSCAN1
progressive,-0.141807363218585,-0.114431743993317,0.0028797957363335,0.242286647381338,0.0726094839618247,-0.0155880232626975,0.0963376963921201,0.202541452567341,0.163553834680498,0.205278261930006,0.0651867351954388,0.152591546032608,0.300554848917537,-0.147797739715418,-0.303971470688344,-0.253309140818141,0.110385480471796,-0.0861756297301974,-0.043262157899659,-0.151412535583064,0.0557847539935414,0.0995034648757899,-0.202260496885748,0.189487047504728,-0.0032410244698109,0.0033564169818939,-0.0844522676475657,0.274405902266369,-0.141689462173631,-0.031311507300449,0.062602946337927,0.139200997565231,-0.119004799417826,0.0539334567344699,-0.068375080474951,-0.133486559684249,0.241995657568259,-0.0812990418282528,0.23112618463661,0.0744507470894108,-0.06544511408119,-0.0636038509536039,-0.0310631625461833,0.251149294015891,0.0030177650442589,0.105950394355213,0.0385586587658389,-0.23176586051881,0.0429786936851941,-0.13524504122708,0.137141492077836,0.0491747698774797,0.0449328407919918,-0.175017829902662,0.130177804826911,-0.205609388269027,-0.014143108328788,0.143801646851325,-0.381339641507159
progressive,-0.0569634360642753,0.026083695497267,-0.0546735824848291,0.0041836423682614,-0.0246425521834586,-0.0388676018906577,0.0749627502468987,0.0429247697879613,0.0179460617737991,0.0686090722190459,-0.123086286446335,0.0564575381804441,0.0460600053574938,-0.0433940566407257,0.0232280350740624,0.0056214574065183,0.0200395470957056,0.0619025969827319,0.0944797580810156,-0.045537466095905,0.0166713322375667,-0.0041603444394007,0.0855932623584556,0.0119951050876803,-0.0329099886534358,0.0226921827102675,0.0699803217462724,-0.0044266064835224,-0.0653307208007981,0.146024761547415,-0.00315187694729,-0.155982961997565,-0.0118752871678255,0.0053285691579845,-0.0040871223772673,-0.0960473758657818,-0.0537616349837125,0.0255678127867813,0.0553492224217878,-0.0430512442589191,-0.101452495361451,-0.0360585373251743,0.0026759335434225,-0.0635733913095952,-0.0004526454750068,0.007192403466836,0.0346906160734993,0.0341081678519832,-0.0418197823048565,-0.0113361065284792,-0.0238570791532997,-0.136605741736612,-0.0525135316518922,-0.11466907757654,0.0347405402067721,-0.0297880661861095,-0.0351532463751607,-0.0242464873928277,-0.0452412495718197
progressive,-0.105022704833014,-0.315638290445653,-0.0791086912594358,0.235283748636204,-0.0061696580889794,0.163299035376392,0.163016363402859,0.101321393179581,0.187210990470763,0.0784507339877094,-0.0141923880044491,0.090229538218151,-0.146482066284358,-0.331904411589265,0.0593554771090002,0.082961405565359,0.053282459010972,-0.143907415858765,0.125533737579159,-0.251756840427103,-0.0658182765038651,-0.22030857670505,-0.0406830201907027,0.331146592993555,-0.003953380963164,-0.14551405570833,0.1893177422735,-0.312048114781814,-0.228209701298573,0.170907018664029,-0.0996793186666674,-0.114629525266826,-0.0993161133673423,-0.344348421090754,-0.316549927693627,0.183233449509861,0.0161799504850131,-0.215607041145272,-0.339003424257892,-0.239485977576068,0.228839471906272,0.100884097220526,-0.110503802986465,0.142784781297215,0.0351817887058028,0.135010899358445,-0.349827103244432,0.360047587620785,-0.145619554365118,0.127253124084833,0.0330911435682241,0.0898824395839844,0.0668611830728807,0.0258181789158845,-0.242913475921806,-0.303388366259324,-0.148269100783698,0.0734874651191047,0.131708227667686
progressive,-0.0383316754913154,-0.216252048672807,0.0563121733274529,-0.323775454158327,0.262748925339413,-0.0275328593851599,0.240902570724026,0.109489023105264,-0.138120524876586,0.093042076542954,0.297716452670256,0.011559196024133,0.137070205700164,0.0236684238767844,-0.133362109988009,0.0080358655256914,0.310085773092982,0.201148203087111,-0.180042330597455,-0.104432141332995,-0.0683645503451153,0.0638747556518611,-0.175036614576676,0.0224731350711412,0.0823015325426622,0.178659434036348,-0.097718057720797,0.140687340076338,0.381432149733269,-0.213766245912914,0.244097587650406,0.145133075372476,0.0942032548476038,0.0358472940022972,-0.279379215844563,-0.0196789165314332,0.0497970676377166,-0.0257505857082555,0.120189771521064,-0.206573194015934,0.0415608029186891,0.021597632212311,-0.0468109775299208,0.0250896947515087,-0.0131410705077012,0.274087824377964,0.214961534718557,-0.236455414157013,0.152340339978203,-0.0874124226081709,0.0398723331195165,0.0283230859915066,0.215827088681264,-0.126457576078598,-0.157199665098885,-0.0010147874045531,-0.224643231917179,-0.0870286794719953,0.0704538185309601
progressive,0.0029930825731458,-0.283558941870175,0.0973464474980295,0.177518302135865,-0.045323821821923,-0.36690203875813,-0.0797086394777057,0.191022805650416,-0.127776120325012,-0.159381647020017,0.258580955158565,-0.199396310468145,-0.132728959344861,-0.284984219285959,0.0747201685224626,-0.0049528390198485,-0.0055585819215565,-0.335688463352466,-0.0781408343203436,0.394124837399599,-0.25907980225409,-0.411192534453609,0.0142171422224428,-0.320758682422131,0.0114734831970591,0.270838340934305,0.0678788369267007,-0.102584342001035,-0.122431330015823,0.0489939111675661,0.111527957785078,-0.240586827784296,0.0153929960904644,-0.0689477949885385,0.112988867136256,-0.0101194696520646,-0.257120045807387,0.20206870562274,0.198719303695648,0.149725392528082,0.275719916083365,0.0336721789478909,-0.0877258249414893,0.0676294133789385,0.0331020679815774,-0.229042080716447,-0.0149654128657293,0.189882583717789,-0.374812328415729,-0.126065787426072,-0.137076055463001,0.260754503217636,-0.101372856197619,0.0931418791214675,0.305151894719299,0.0964200171777701,0.0886522552617487,0.214967466235583,-0.186390654049119
stable,0.0312152245038856,-0.17480628750962,-0.0361314147446333,-0.108950807817501,-0.0619091649781794,-0.0090711642637972,0.0283893738555481,-0.135305050940231,0.0692975257365862,-0.11204042256506,0.007205458645808,-0.0099472731883569,-0.0252071893047704,0.0329087471658039,0.0255842330339002,-0.0344615678896091,0.0374872319411841,-0.0305292505208441,-0.0077179488042678,0.023806882405155,0.121604980237581,0.0381749751054001,0.0110518666581289,0.130292284221252,0.0968677166736012,0.0522695211752235,0.0967989267467574,0.0232225843049067,-0.0013119519103713,0.0511247048511018,0.0422747923035977,0.0135538530820525,-0.0238795229027903,-0.0229499742998127,-0.0039965282384511,-0.0917544708708586,0.0700284057006157,0.0701352850574516,0.0268757352912839,-0.023952215435166,0.0343913730247738,0.218141651892589,0.0034500073597524,-0.213378183614993,-7.34730534821043e-05,-0.0485330105346831,-0.054537091093526,0.0143943702441604,0.0966974069681855,-0.271039076280538,-0.0482978655426961,0.0033362594171803,-0.0462586240653848,-0.05876704717753,-0.035568711061662,0.228628629408649,0.0471386355954764,-0.0019914215508595,0.0102436110350854
stable,0.0315788507803329,-0.107521966420575,0.356908333591019,0.0465648467337186,0.328702817877335,-0.00069189766958,0.346382940470765,-0.0483981084161485,-0.116658221362521,-0.0489424101542834,-0.159679430031768,0.33025958763389,-0.115039341100878,-0.136324544408973,0.0274795574445389,-0.179441924182873,-0.0193410777133585,0.24074899983388,-0.116883288461602,-0.236570899620663,-0.300118628439084,0.126251289051564,-0.341047447727256,-0.336109996500224,0.211571087395382,-0.189647414809179,0.210435734076573,-0.143727048047608,-0.23016951046726,0.303066539938627,0.310688767837197,0.244315344964727,-0.182672338302332,-0.169575703842423,-0.208278562770836,0.0569760366671974,0.188407208272104,0.317210370871414,0.0975555678461123,0.386426184170266,0.101162652125458,0.208610486652864,0.0559301759041063,-0.0607407347013895,-0.0434139073465769,0.128723687866994,0.280589215645782,0.29354693628786,0.006261139625785,-0.199750723636793,0.153022252454187,-0.24646383415685,-0.274141744504734,-0.352734240507162,-0.249235431964531,0.102626590051828,-0.176213513628095,0.0589588978457527,-0.0842946410824228
stable,0.165749966390424,0.0499594383279164,0.0319963046954954,-0.0622384630081065,0.149751814042676,0.0022348499589631,0.108951043848473,-0.244121516083423,-0.0609650202013011,-0.0421332467735095,-0.0051781051879373,-0.0791389887355111,0.0092514354905003,0.0312878994254844,-0.205370061134608,0.401033283390852,-0.0011722420539467,-0.235570052466862,-0.0990249366722475,0.137219787480339,0.194465680014082,0.222279020258085,0.015323480662023,0.21830689070838,0.211045736690768,0.152011964189854,-0.0296180870033157,0.121137301171876,-0.149802414419105,-0.0559808831230096,-0.198817312387007,0.306351545695458,-0.0303939594418992,-0.188444235218989,-0.187305726749329,-0.104506644118761,0.331019229204768,0.0786667185555038,-0.0783884164851423,0.241271028211236,-0.0358250665119833,-0.164856026406838,-0.128288821040558,0.370681490929311,0.0607288851112974,-0.215473269628336,-0.289763055622701,0.113387010182113,0.272103524248856,0.258382388840429,-0.359979511314502,-0.0944118690211047,0.0344251227641044,-0.0564278531148023,-0.0917553492585636,-0.00156861166931,0.0643805456102826,0.384023123514518,-0.0552050106844262
stable,-0.0958728821363883,-0.177509260253959,-0.133408668778293,0.053618844777829,-0.129043378511288,0.0350066693023111,0.166937316197691,-0.214886733753005,0.116763728750093,-0.021438454370148,0.0559481242157817,-0.0103422602342521,-0.105162749265248,-0.170259296900286,0.173070004010373,-0.0431377361313981,0.0312863104451466,-0.181433349958899,0.0550138171431767,0.0647500754289476,0.123585468028821,0.0350040740048872,-0.107433634511163,0.144560661808802,-0.152183050342804,-0.0295487588198438,-0.137877770942253,-0.0100463963279272,0.0308243475036919,0.104596974426837,0.0839332163377241,-0.0710657317100147,-0.119486195747767,-0.0945570663424697,0.0523237913633016,0.0061378784075298,0.101813517939702,0.0092171988009903,0.159191651036054,-0.0366780408433044,0.0392370041032724,0.13159844882512,0.17625313630079,0.0543221703797067,0.006638770810343,-0.107437527457299,-0.157818738698809,0.0263137205809491,0.128733240469132,-0.047434251016669,-0.052126548759085,0.0621898145202676,0.108663805490093,-0.019303822238988,-0.0539211969277137,-0.0085385285246397,0.157653937312391,-0.0825784710824469,0.0708581079161025
stable,-0.119916178821684,0.0292300800376581,-0.0617082835032848,-0.098932388191703,-0.0079143142409854,-0.117796730549613,0.0008772186160633,0.0207942132105357,0.110897233883009,-0.077804785434581,-0.0713890066919333,0.0095936883115624,-0.0723827095950312,0.0417285005442053,0.176051704513075,0.0295855440133138,-0.0292019944940365,-0.0642689172753383,-0.0719401602287217,-0.12355108463726,-0.02826623065305,-0.0085011808701126,-0.0221037269386726,-0.123942059650984,-0.065543526128219,-0.0206376716643431,0.0723314383238517,0.0996161398436109,0.111714240326416,-0.0276450653114785,0.0189247565848368,0.0269772254333849,-0.0399769930990032,-0.043627204525582,0.0604256935067131,0.0552852308068934,-0.0094769514566896,-0.0906312410495421,0.0872330923256096,-0.0855999381694456,0.106520637353413,-0.0740878455851172,0.0369915907364581,0.105570578172778,0.0600199685312311,-0.112625252519247,-0.207502512525972,0.036173978130239,-0.0113899507777154,0.106777195763582,-0.109317270513596,0.0579702289825372,-0.0878100582954746,0.0676840890715738,-0.125388717715331,0.0839846153026673,-0.0836707239931995,0.087159089948981,0.0436573106119101
