group,AHR,AR,ARNTL,ATF3,BATF,BHLHE40,DUX4,EGR1,EGR2,ESR1,ESR2,ESRRA,ETV1,ETV6,FOXD2,FOXG1,FOXP2,GATA2,GTF2B,HES1,HOXA6,HOXB13,HSF2,IRF1,JUND,KLF10,KLF3,KLF4,MAFF,MAX,MECOM,MITF,MYC,MZF1,NANOG,NFATC1,NFIC,NFYB,NR2F2,OTX2,PPARG,REST,RXRA,SETDB1,SMAD3,SP1,SP4,SPDEF,SPIB,STAT1,STAT3,STAT5B,TCF12,TFAP4,USF1,USF2,XBP1,ZNF143
progressive,0.153702863862052,0.141764440996149,0.196627141084493,-0.16039152174939,0.150700358594945,-0.188259389867011,0.222393255515139,-0.236103156488634,0.061186438104757,-0.087238945345496,0.187282420845483,0.144004771849298,-0.212681305785767,0.203960182794541,0.270306310719849,-0.0067856619036605,-0.162509442772419,0.0949438357847784,-0.0863012398543844,0.101306837331608,0.19792976644653,-0.0012772195482383,0.0336904187163706,0.0794485989870729,0.0163590344668577,0.126749605041181,0.098780113668366,-0.0278701777370566,0.251621489480702,0.0413075436170761,-0.0272881536391252,0.114882780377802,0.200195503113477,-0.264553048704186,0.195042742151235,0.0632766436945503,-0.190649845983515,0.0392173380272827,-0.250769239908731,0.156578340060165,-0.157723911300538,0.0582971041900261,-0.0669466289787289,0.0737045754491547,-0.138741149154117,-0.0796818705501327,0.0775893553409032,0.0657179114386515,-0.158252814151436,-0.125250662027064,0.20853784851716,-0.27241037402626,0.122959519546318,0.245029835609685,-0.141806014146001,-0.0039771646691979,-0.0903615508232868,-0.10761902725084
progressive,-0.138530179973226,-0.10774255254456,-0.178571450032981,-0.203414238970294,0.126442494609698,0.179023276106591,-0.174229791366263,-0.0290927062692874,0.0542091901885836,0.0183008672590057,0.149579659231911,0.179439170157427,0.106223468943438,-0.147333525552951,-0.161266740767061,-0.17459522768299,0.193764579577564,0.129951600663622,0.0281997572777877,-0.157374614640585,0.202217014551896,-0.141913141691878,-0.0098965964854135,-0.176719804093416,0.142319097098117,0.0607006541327818,-0.0071030728424856,-0.0901113970291787,0.14083594551977,-0.152296731762553,-0.0247640442916581,-0.151410663371159,0.204179514604276,-0.143708978319475,-0.156161335488607,-0.204951670838364,0.193401436794206,0.168943961462814,-0.106942873910049,0.162762889034497,0.23830882015096,0.16129044061187,0.0224682173897116,-0.184842734773796,-0.148565152971877,0.0408157198272117,-0.0778585772631128,0.153175155042719,-0.147200500617573,-0.15324243202153,-0.0788707899897785,0.165788059547651,-0.0232747766243282,0.165810230370214,0.0994453133281677,0.0804372732805172,0.0547022998628278,0.143401644848085
progressive,-0.0928714538121281,0.198839912206007,-0.337527094033487,0.131740324585508,-0.205921190644748,0.281524051723733,-0.120140077374513,-0.219552859312521,0.172472967907337,-0.209780136237364,-0.0972575117381391,0.285134544654907,0.186707266434779,-0.0241920395419704,-0.134360027571963,-0.122777149392012,0.041855588937528,0.136219269068836,-0.119572185576931,-0.108524726658264,-0.2108638127394,-0.0966201438163841,-0.227017766784735,0.106528043263572,0.0426945886544355,0.0239692628394613,-0.130864321280726,-0.169557236217886,-0.0968028962299679,0.158591336227596,0.192620288742056,0.0666495031639046,0.276313342410806,-0.0504562800049075,0.0743817426791297,0.114489856058671,0.138162335019874,-0.210441669767527,0.0168577773902109,-0.0095084117331964,-0.236773120828848,0.0227987411822097,0.0216788162675619,-0.316823964205389,-0.0808248980208525,-0.0813580517563491,0.245357198040447,-0.081146602682781,-0.0908188874479927,0.127928199859181,0.207063015642015,-0.0099501892619011,-0.0970460626645711,0.110717755621269,0.0759404244214311,0.135280586217247,0.0980172180524585,0.0692760027277246
progressive,0.0748593322031185,0.214473342264347,0.0541872358208768,-0.0751290634911899,0.207126245351702,-0.0442893298235775,-0.0035872892119137,0.0150200620819441,0.0043992214648392,0.235830035824435,-0.0476767166595601,0.0221289191766983,-0.141650002068143,0.363307507116807,0.0580620558474859,0.184481139902908,-0.0728466165002509,-0.0867726922919969,-0.0243757671143893,-0.0095323311043295,-0.144884039136288,-0.17201462529433,-0.0022085104957316,-0.172058439513712,-0.0450684014119664,0.0740364463953475,-0.0033024967859297,0.155793779762444,0.101980334000671,0.116692327352584,-0.232381035242446,-0.13818320195953,0.183541872574903,-0.100192166172137,0.0506533451888351,-0.192128090379449,-0.198530443186666,0.0652722333245613,-0.127548669398868,0.104155983831866,-0.179832725065333,0.165552027935462,-0.037613138145222,-0.193023543488072,0.318521159742113,-0.185765444208547,0.156687863676711,0.0372763163337217,-0.149787124124022,0.0183828034195243,-0.115602448645453,0.0812959148692278,0.0862715671578135,-0.168866847470593,0.0254820761537886,-0.03320843990296,0.179486318893342,-0.0951685920811018
progressive,0.158113509924939,0.131259310620227,-0.117643980598913,-0.215147311719292,0.0207680840417281,-0.0115134242346136,-0.253922767724694,0.0090664294381562,-0.070680503543827,0.324195438802445,-0.17750123792764,0.12658492312443,-0.216402180845681,0.198426180610167,0.125486912638841,0.0698648386116745,-0.151399960098761,-0.213641468767626,-0.239899605237304,-0.0763901580688942,0.0113251938656554,-0.0484065765504328,-0.0447988278120661,-0.304462621789987,-0.0021019057867005,-0.0068704084669765,-0.199555562823916,0.247020987529558,-0.109424587821069,-0.39942484292943,0.138098347359044,0.13960419031071,-0.123855582774536,0.0165956441964867,0.47845022616374,-0.0661629746888287,0.227037196691822,-0.111777467433047,0.16990927971299,0.310517365324811,-0.133612190232206,0.107542284131486,0.396068068016341,-0.100765990848989,-0.283945511573537,0.124388902153251,-0.0469007335987667,0.246111207412926,0.178881593966667,-0.0790881266906293,-0.1948184318718,0.219445238477173,0.0824449016037183,0.0836997707301067,0.216276693933042,0.297153009128775,-0.0400303251317902,0.171760211674413
stable,0.334503691268201,0.349287969169287,0.426782213915569,0.331526145040765,0.418440307513652,-0.451823188898069,0.550420034509897,-0.462070160421805,0.368570031451076,-0.485284732881359,0.464821539758903,0.294714003414167,-0.367542125818155,0.511265606734647,0.350443641932501,0.527472009074769,-0.471101294212764,0.417834462479416,-0.311395813897301,-0.375431507742185,0.582215075580316,0.287173215988903,0.250853645254163,-0.435701742164731,-0.158977446044309,0.112206714748877,-0.282857023025843,-0.417575066600342,0.285236304433116,-0.45889953326986,-0.489407701897005,-0.478487759921327,-0.0226910609454733,0.506145911079816,0.292483751876033,-0.465581420464025,0.515200548301832,-0.443355040943536,-0.305053701455969,-0.451657949766131,-0.452246727400127,-0.396863156642536,0.456446595065459,-0.51434927595911,0.38154807305911,0.397937735417456,0.127626205054445,0.394799955859829,-0.480211281299806,0.351348833911179,-0.322971229855959,0.460746578765722,-0.365366604379116,-0.457977369239546,-0.473839896836832,0.580568119131408,0.492207375302381,-0.47874124418691
stable,0.0548802924313912,-0.0584585522462178,-0.111184436625903,-0.164446021561683,-0.0374263497975822,-0.0538314921408386,0.0938044047871767,-0.0254558551592832,-0.0658239767677572,-0.148895434609506,-0.178138454475502,0.145830274529137,0.145163244874342,-0.112151996125167,-0.128898594125044,-0.0666693696635783,0.0494206669235524,0.0275736132299564,-0.193780055547244,-0.157317600250822,-0.142509786247574,0.129852715297929,-0.078310014472583,0.212816055695631,0.097445580402776,0.222401247401718,-0.0414059269047169,-0.186224051124334,0.0805071808354937,0.028331046171299,0.0982854758014422,0.131441491975697,0.122680924842846,0.221153315547555,-0.016060632521549,-0.114148198425415,0.260605798463228,-0.0295698155302044,-0.156298730778113,0.0802713992908499,0.0529842667459659,0.143087634281856,-0.0985395823366023,0.205247834612377,-0.155190068851873,-0.107172485368856,0.108077739900364,0.169901982071419,0.226835895106676,0.0761262864360509,-0.0212466048376769,0.223907561622163,-0.20850052042903,-0.165805125024979,-0.117110738558892,-0.122624728205262,-0.0070282446960385,-0.187890403595288
stable,0.154990305102559,0.190024338050602,0.116314914334367,-0.279069171793544,0.11343551464839,0.287522896776885,-0.256106159813176,-0.278379399166819,0.223285815760202,0.0909296775485257,0.0945790559806135,0.0393330809471615,-0.458474219637367,0.224641299177834,0.0816097264758092,-0.399065547007753,-0.320303137770166,0.27897292445028,-0.0502411131837316,-0.459653249592349,0.0659534919715557,0.406308159588358,-0.380922922802517,-0.363726730806042,0.0472574455425521,0.428003914882418,0.530475253010668,-0.361023784582715,0.22073526116371,0.336240093692273,-0.254494016813506,0.030710923113108,0.184826981514354,-0.423039156092391,0.462524628666387,0.145774621985045,-0.204397274644671,-0.0082532096848754,-0.249256557217565,-0.183880549305592,-0.356556303732884,-0.160195682250746,-0.0840961161767921,-0.230295830594586,0.269604849705931,0.115817636394171,0.457816529458397,-0.0901998018621081,-0.237097309518565,0.26877872667625,-0.224889938147933,0.339063349094679,-0.0272941424272412,-0.254141109888205,-0.434203847910998,-0.163468091921717,0.392328232979283,0.0519334623027877
stable,-0.456210717920023,0.268848237023591,-0.116330342413097,-0.246028695640604,-0.485406627604485,-0.187852040927162,-0.0842079516560529,-0.306099524596399,0.50224023992038,0.403112190833974,0.0627482992473151,0.204991477163488,0.154613936816135,-0.256889675581601,0.171506779851797,-0.36277727946267,-0.336843894526205,-0.166555575195334,0.0037206562335433,-0.327458847418593,0.105060791384726,0.460213022270011,-0.505096611161401,-0.30560996456567,-0.0778364185153749,0.322638192103657,-0.444072046738333,0.190321599304397,0.42540832606065,-0.272497574635373,-0.291476789555082,-0.372279579219618,0.148409216722965,-0.075898727825846,0.17423381054149,-0.346122568096276,-0.124066599688821,0.233284420569049,-0.0233997606786655,-0.3339585123204,0.280954270869899,-0.0152259213507837,0.238844855485975,-0.0801838890824773,0.0223831681210274,0.111701884739855,-0.215567182617442,0.312521826925449,-0.48802124080564,0.457111266618526,-0.456512915469856,-0.273780101036864,0.164119862943681,-0.369823317534575,0.270725488203153,0.121901656441817,-0.173436009009931,0.271229553716274
stable,-0.267281173647615,0.233641476385555,-0.212035803235353,0.115314621486205,-0.0422129132604078,0.148205896617903,0.0655206669417105,-0.266713966860917,0.151488710584818,-0.196658406651688,0.212300677668603,0.195979010172798,-0.120701107224487,0.375039833169768,0.255647912468203,-0.0224279067105375,-0.283263833160489,0.162733403363543,-0.25477377161796,-0.219053641220528,0.257919960812061,-0.128024176640472,-0.0090755386726611,-0.191218725144671,-0.138021299794488,0.123055894315909,-0.237476587598449,-0.314177569394611,0.200352475450074,0.318665479202028,-0.247062547955196,-0.373244475974977,0.175270808543038,-0.244768365385766,0.307469932687152,0.235541752570583,-0.369783989981172,-0.273593431423441,-0.180288697302458,0.0368973858918394,0.031733162751298,-0.344926748475623,-0.366932264216251,-0.0921647524783698,-0.189462850622522,-0.0189409148665677,0.0297536911354803,-0.12250967132726,-0.300483156245139,0.156785923147196,-0.184807116447826,0.233103260372476,-0.254843487525946,0.0947444711593895,0.133080029508202,-0.255085353408705,0.364554974762449,0.251597257154312
