group,ARID3A,ATF3,BHLHE40,CTCF,CTCFL,DUX4,E2F8,ETV6,FOXA1,FOXA2,FOXK1,HES1,HOXB13,HSF1,IRF2,IRF4,JUN,KLF4,KMT2A,LHX2,MECOM,MXI1,POU2F1,RFX5,RUNX3,SMAD3,SPI1,SPIB,SREBF1,SRF,STAT2,STAT3,STAT4,TFAP4,USF2,ZEB1,ZFP42,ZNF384,ZNF76
progressive,-0.102568060399071,0.145493462740612,0.177758280937492,0.0392057778539373,-0.242299614263601,0.0311629671694193,0.215296076238182,-0.0371447783736986,0.122785038274464,-0.0684293936395679,0.229713715053972,0.276492086911919,-0.10341023952834,-0.17553586379081,-0.115359825618077,-0.39300055128686,0.225612770571726,0.0303699151560244,-0.24350673768222,0.132369504642839,-0.0517916770635668,-0.110919670097654,-0.199947361607257,-0.0801076108987632,0.0916150529456346,-0.0019346726108482,0.0364499805920518,0.0738099825210081,0.109607274287876,-0.0840939254439693,0.237309702922683,-0.0710822578967649,-0.0128338741754699,-0.14631926616459,-0.200628123070082,0.150455301443888,0.167245078140452,0.145975376353472,0.0880895975350562
progressive,-0.172823815370729,-0.271236909555433,0.122712189311833,0.0059359720644795,-0.129635450726382,-0.151625007637236,0.120486008600715,-0.0634503563795157,0.175038524865541,-0.102093825123424,-0.120409533825341,-0.131324013766626,-0.120515069015357,-0.0948715473371645,-0.0830424290824146,-0.0177115579764681,0.15915547876825,-0.118795916064964,0.142420503673299,0.130239601451832,-0.0066686004125562,0.208909967626152,-0.0782489901620129,-0.0278062283257505,0.076248410038246,-0.122480470742452,-0.127585161998623,-0.129289784741695,-0.0724246712695785,-0.167477463824378,0.106553069275444,0.0186292552809483,0.198998836737766,0.11669974247198,0.0629509760963277,-0.142378442546844,0.106769492889751,0.109248805107355,-0.131446373407223
progressive,0.111375040282082,-0.109709905675517,-0.0507873644494775,0.05989551413653,-0.119018417958801,0.186249935334649,-0.0431781394880252,-0.0350938123097498,-0.0390851263006013,-0.140514895896979,0.0087355056160298,0.110577384643294,0.053360961282141,-0.0668065058080824,0.0078361507806697,-0.0897381567366959,-0.172852204610081,0.101588389985062,0.0259666888919935,0.154405184670618,-0.195602466673166,0.0717366399941579,0.0327198191240903,0.0779759615987958,-0.0255856963794612,0.155683255170826,-0.0054128258951802,0.0762956480076672,0.0835322288980968,-0.003759075527037,-0.0361237064123521,-0.171290287098544,-0.0126494067856099,-0.0805768806036728,0.0161633417119538,-0.150756156781663,0.151177373603287,-0.10779887151903,0.0941271601230991
progressive,-0.0045010744351347,-0.194962315371343,-0.0274294954133782,0.166770507992295,0.0532739313521926,0.323008749042689,-0.237493828915422,0.321475883900909,0.126122111033682,-0.0179232591712154,0.424125654067329,-0.0378793502508835,-0.1849616065028,-0.149088990993977,-0.207523293616478,0.094724472793601,0.0305460464946478,0.0284417907623847,-0.359428031510677,-0.190031324458272,-0.476725179698542,-0.266914950185055,-0.295880057810358,0.282648794449464,0.361423777972151,0.281751876046612,0.0808366596676788,-0.0668417108060408,0.118147366398225,0.0936283918051245,0.182662308790131,0.330509624077864,-0.226631913555933,-0.331469725094086,0.0421208265571685,0.0248170317040018,0.0345732513295013,0.181636278090392,0.145896895483677
progressive,-0.0062709310829715,0.0509353177759726,-0.214875373230799,-0.125898539854556,0.113132715864221,-0.0722116910931974,-0.138824336576599,-0.0108781457561751,-0.131241629093618,0.0272273589367793,0.16457994638166,0.0965595408592245,-0.205117036596583,-0.247509810499324,-0.0081266147707896,0.120523456069151,0.112300857659337,-0.35034028244152,-0.169699073796331,-0.0779387148883602,0.0200925751025822,-0.163204180888968,-0.117867908722791,0.2697460202068,0.0797304094834949,-0.178657546772005,0.0930401407616385,-0.115948235942289,-0.0836657386835229,0.120235505152076,-0.0599257852979879,-0.0389053683514967,-0.0436085666637253,0.187999954303778,0.106701812049541,0.432598261086009,-0.0428406975515247,0.183232766898866,-0.059605839834571
stable,-0.0568920817870749,-0.133829711232406,0.0253504740600183,0.242458015498281,0.0055216410539379,0.156070046350385,0.170316913167753,0.0446012720126324,-0.15056804491026,-0.0920508699426683,0.141547303575033,0.117400034695099,-0.112228851638762,-0.102509473473393,0.305303955321806,0.102044475308318,0.16206289265722,0.0983979081983722,-0.134953097142524,0.0296586779375396,0.0528776477379009,-0.0830647525192007,-0.091101864406063,0.298223074409717,0.233634785637279,0.046956716362634,0.132529132362107,-0.163152285062935,-0.038890120808615,-0.0402394835097688,0.151674943243349,0.1588532948314,-0.0710746955469057,0.059405321947813,0.0867647102829948,0.0684489519193856,0.103033923901517,-0.145036462817232,-0.108776110544647
stable,0.366804203514424,0.0895050264812217,0.234126378985665,-0.01338037649592,-0.11829297574274,0.0548922708006187,-0.0469767018829712,0.0602909946755953,0.137678158078151,-0.161711227545376,-0.142789889870242,0.0375846342231116,-0.0411443430406527,-0.0159091795420445,-0.0398220396061312,-0.0708964850016888,-0.175536567643488,0.0637651093631531,-0.0511229822383391,0.241590690615092,-0.0023261463560169,-0.10876685257048,0.228620033079607,0.0577905132165976,0.132932089444297,0.185965834760793,0.118973323202387,-0.0293984368062522,0.144713869689058,-0.0073818643424574,0.0918280259942245,0.111353557528064,-0.119858844826552,-0.173120421577268,0.128698326853137,-0.0344717771135716,-0.0499196294697502,-0.227094443586375,-0.0005947533296634
stable,-0.181754300409979,0.0450939184206448,-0.250228766294723,0.349810501534341,-0.105096242149217,0.37034562755526,-0.0987000553558159,0.0896107372809828,0.0597538503067734,-0.0452862849407471,0.30112574140512,0.133125647182455,-0.322061631009586,-0.386528461058865,0.388187622294747,-0.0292958179572444,0.432608257895034,-0.0218656611182935,-0.219297832916609,-0.269056639449734,0.124789764644689,-0.0557943061013346,-0.377759753850869,0.0841603525447513,0.204020725111819,-0.401877706308694,-0.147248555866631,-0.155319934439256,-0.294288714669818,-0.120333273595652,0.170172232845487,0.126905796365814,-0.164753909195939,0.279684889685386,0.371820437542711,0.242574181848986,-0.0399481140079086,0.193881406448094,0.144803898006998
stable,0.304794610887198,0.354723617843536,0.396860982653968,0.360692223247035,-0.430512962018107,0.0609516831169137,-0.387438138869588,0.371506173162451,0.380805952917893,-0.36172258286187,0.118826765510374,0.353192556542335,-0.352953667544984,-0.385714035954366,0.0145842939392556,-0.227091741713647,0.3099729521833,-0.164759811056486,-0.100154815394233,-0.376782241775651,0.303503645093435,-0.351844884774454,-0.378117848442656,0.409016571786827,-0.0338534665487734,-0.0901250970357754,0.361599518832932,0.352216489881443,-0.365227494666431,-0.0286944294140731,0.354951648250097,0.381352501987588,-0.3583745173687,0.379621160011841,-0.0089667829712564,0.269211008872765,-0.350208857095629,0.391378600815783,-0.386214737640732
stable,-0.1936983935891,0.0059542195022132,-0.0331201643613837,0.0875275141263137,0.0300841864000189,0.0512258417137151,0.0364535767672537,0.0936604942606326,-0.0173683717666852,0.0331274291484777,0.0382589935340892,-0.0622019976208122,-0.0768929906910095,0.0644974828641283,-0.0891354224233817,0.0029886396712686,-0.0044086477653708,-0.005987825001222,0.0278124640409392,-0.0304336929636298,0.0776130951356009,0.0256356994796167,0.137629891668143,0.0390827735209506,0.0127935712900362,-0.0880250348682648,0.0637115266397497,0.0305614126077012,0.012396070262011,0.0239751097587189,-0.0010049778378631,0.0746657007071883,-0.022964741917528,-0.162265862704442,-0.0163211644244887,0.0489874905056734,0.0355253713246158,0.0573001879857465,-0.0175536472723783
