group,AR,ATF1,CEBPD,CTCF,E2F3,E2F7,EGR1,ELK1,ELK3,ETV6,FOS,GTF2I,HIF1A,HOXA4,JUN,JUND,MAF,MEF2A,MITF,MNT,NFYB,PBX3,RFX5,RXRG,STAT5B,TCF12,TCF21,TFAP2A,USF1,USF2,ZFP42,ZKSCAN1
progressive,-0.0628498008214675,0.0736265189294333,-0.210227535908108,-0.175540124374568,-0.0061940949872887,-0.0476918935761511,0.188602158983845,0.136073451784248,-0.0961847270383861,-0.0808517640694646,0.0331382882808142,0.0055969871081424,0.0043739950665174,-0.0103930343302011,0.177568852349499,0.235732915035015,0.141049350777134,0.0156950645341869,-0.0692621159573599,0.0329536404627649,-0.0126639626898458,0.0927987176996127,-0.0397568334472551,0.0111460137440643,-0.13933955994247,-0.192630838650374,0.157123303041863,-0.0941703872051214,0.0312030832267135,-0.146984459214431,0.192803496350368,0.026090496887999
progressive,-0.121549209043971,0.16019689830319,-0.167586518467318,-0.013256305837494,0.173002292922286,-0.134748243510255,0.0375425937865793,-0.0527178938791176,-0.146326740163011,-0.109380252620432,-0.173424165135564,0.154196310550658,0.0767033054695936,-0.185429373835784,0.162091693387301,0.112863319956826,0.119858493634735,-0.056060606024096,-0.16267973324099,-0.172673990836618,0.152319261525232,0.114132969791816,0.0279048706427082,0.26568592423748,0.113276319140762,-0.0820126035724527,-0.080513868252624,0.199793195063012,0.117554732561844,0.004380049939004,0.128479044960358,-0.0417459897777672
progressive,0.097325199268542,-0.0571792122313306,0.072975641995053,0.1697582218081,0.0055730394727151,-0.0153480423410198,-0.0111767043560877,0.0519328438056282,0.0463181851850966,0.0274505764192903,-0.0881022390590113,-0.0897191036883365,0.0851865429110345,-0.0513949359517731,0.0640188872781601,0.0066574931167646,0.0814565249463456,-0.152240486912041,0.0855532625719839,0.0438351711210237,-0.0916029590772393,0.0490407056658495,0.094327835358812,-0.0430059292324528,-0.0801058658096583,-0.0305366754932329,0.0004570253590418,-0.0632469698762045,-0.0088177624685245,0.0413843530014881,-0.0417392936583385,0.0864979387007251
progressive,0.234540771940968,0.0405853279634488,0.285065969948148,0.18073763699235,0.23310826541738,0.112214896511622,0.11014744879446,0.105685890964331,0.111988636843533,0.347765352221437,0.0690855614050986,-0.249640776540052,0.0362015468942261,0.196684701223841,0.108960999659918,0.0085653425600909,0.128171859603593,0.109874523069827,-0.0734636859826191,0.0568845088034039,0.0440089195662192,0.0706905909256043,0.188270669816785,0.275537609675753,0.192271223573182,-0.05088155698442,-0.173580760866112,-0.0954306715082015,0.131438483561626,0.0309975745281811,0.217606649907438,0.0414352158417078
progressive,0.245061260065991,-0.202061688039868,0.413528501196732,0.0799270632749568,-0.506655740074489,-0.410789464759151,-0.0043890583879311,0.0146191944801015,-0.370825933121672,0.404123376079736,0.0392045215403174,-0.0079201053616802,0.23516112836389,-0.259284449278008,0.0157742098453466,-0.0604238038218192,-0.107548430723817,0.41564052929318,0.336373474798363,-0.120022596668463,-0.442700889278921,0.167972234545636,0.22130094398095,-0.417521554316579,-0.0335944469091272,0.0660338784530094,0.448343964349118,0.159062116013746,0.000858011414182,-0.0937212467798833,-0.482070413014273,-0.132661764808145
stable,-0.117764805411853,-0.0333259906751675,-0.189473094613242,0.22900683106728,-0.0925028337952247,-0.113428946987472,0.047100207012996,0.265711867678045,-0.0814367085817002,0.0286228011316021,0.0884650941006765,0.0735601084661236,0.0940153972483869,0.0894547361826736,0.104444097875393,0.201722886806458,0.109465774509216,0.0116769258006687,-0.123172630126823,-0.0381407808176131,0.0553516950596088,0.10196045907664,0.233601472763773,0.0944754119142638,-0.0429986097560393,0.104380740764101,0.0167563044481721,-0.0826034102685572,0.0298334424264487,0.135675500449428,0.075139732368837,0.0912585621853793
stable,-0.176253719717294,0.0085926576677591,0.173148538613141,-0.113145157501378,0.172841957647755,-0.151227031437615,0.0016400468064129,-0.113857716208297,0.0698171991721757,-0.0700902175897722,0.0891434177965062,-0.125274791359276,-0.164033079720197,-0.176167231613374,-0.112033720822652,0.216082137005815,0.0862434845807591,-0.0604784202497084,0.143004852662765,0.0491233067254173,0.0184232570020669,-0.0193223460226625,0.16296488709343,-0.0052370483224065,0.0175015778050745,-0.0090728602745955,0.0613839636064173,0.0475820112615393,0.052300130960429,-0.109129915005237,0.062583824689897,0.0147791388324457
stable,0.168291006146613,-0.0220184436321562,0.214709172158653,-0.252465855965051,0.0057184229082751,0.14403382510022,-0.1681400800288,-0.171116678463459,0.134886025403845,0.351356002270325,0.0645376849340084,0.238907659714785,-0.0700884121558239,-0.0990326876387649,-0.0251627377532752,-0.25094821000259,-0.250252272903783,-0.0596242013207398,-0.0234522417513865,0.150230180714906,-0.183366848359339,0.0712706667453646,0.0371445945508194,0.316441760349419,0.0035886876902371,-0.0839568454260395,0.0044271661225355,0.4188367465017,-0.0199641714730251,-0.0188070712364533,-0.0153357705267379,0.12236754240963
stable,0.0135920155858717,0.0468052580555389,0.0329503408142345,-0.0186772847495275,0.0537834191383103,0.0096196967635477,0.0274920016823932,0.0102456530860067,-0.0198966476656774,0.0537859229636002,0.0924787870800723,0.181273195246152,0.0805305327969775,-0.101860620441086,-0.0593957435254765,0.0426739463273105,0.0921470302291691,-0.0409450549646791,-0.0923172903488779,-0.0777049659573982,-0.0813154820253409,-0.011168312705311,0.0018027542086815,-0.0057437752148825,0.0315569620404411,0.0347130338182786,0.0427615802124547,0.0907286132024773,0.0132514953464541,0.0406758937460218,-0.0046521073885142,-0.100258172255591
stable,0.0973959926665773,0.0225128023479436,0.0975869831025026,-0.236435174796083,0.109563382091865,0.0758955568010841,-0.123297898818472,-0.0542757030914515,0.0949230766235085,0.196184233354954,-0.119697250648758,0.135231530010833,-0.0537480383083534,-0.104435152186551,0.0631797533761166,-0.104389943305246,-0.0562852525119829,-0.0585451107170207,-0.0327532974672246,0.057285706503031,-0.113800176831136,0.118373987669382,0.0641769851358837,-0.0998780871866283,0.0702270172959788,-0.133636818456881,0.0623348940985894,0.0240193907585308,0.0644988176904898,-0.0666287613888821,-0.0354614363938026,-0.0981505806465519
