group,AHR,ARNT,BACH2,DUX4,E2F1,E2F8,EBF1,EHF,ESR1,ESR2,ETS2,ETV6,FOXK1,FOXP1,HOXA4,HOXA6,HOXB13,IRF2,JUNB,KLF3,KMT2A,LHX2,MEIS1,MYB,MYOD1,NR2C2,NRF1,RARG,REST,RXRG,SMAD3,SPIB,TFAP4,ZFP42,ZNF263
progressive,0.0394299982737125,0.0397328999656248,0.0446596418787751,0.0726367436044983,0.127207237054254,-0.0796792079414606,-0.095693987546433,0.0795507041933766,-0.100907568182985,0.166462837384138,-0.135963849602266,0.126383436240644,-0.0256296136134025,0.0729832447823678,-0.154215971249773,0.13913284381841,0.0731874739534299,-0.0469130468898201,0.169464317785815,0.114457829476489,-0.111068543120772,-0.122810573101951,-0.189664648042668,0.111740893088426,-0.102536812131908,0.0791009410750825,-0.100655150106391,0.0895992383515904,-0.032770750471215,-0.145463948121335,-0.224730108301097,-0.0947416829847388,0.255931277277858,0.0126346720884049,-0.0996707196076763
progressive,0.0424617622522381,0.0744701459822502,0.0732972690727763,0.04375901235584,-0.131889103938017,-0.0670967000127942,-0.236521633938646,0.04852288257941,-0.11488691141225,-0.0807785051438099,0.0756792041845613,0.109699418551711,0.0209308779063436,-0.0384049347928625,0.0381501581891336,-0.0016153439697959,0.0731887251942646,0.0713992587526894,-0.085964490450481,0.0505128536854582,-0.0270741599193334,-0.0542478183939692,0.126642816476617,0.0670891622434531,-0.0820614334856637,-0.0193373934676368,-0.0819129394296442,0.0863104740632371,-0.048833438676263,0.003445514365813,0.0830745096851064,0.0711120697407938,-0.032063409446202,-0.0639067160276442,-0.0896459369966702
progressive,-0.0299217759017428,-0.027409162685471,0.0073090096854399,0.113810539383054,-0.0320550131261029,0.123588503936491,-0.0164147862214612,9.63494582632656e-05,0.0732843012312111,-0.0678744296957572,-0.0269838701548558,0.0890246412448294,-0.105268557723902,-0.0298841393946087,-0.0315303602166537,-0.104275706665705,-0.110223027523033,0.116891463857051,-0.0254257187595046,-0.0391675602443028,0.0838684397674593,-0.0322334101699184,-0.0558585984281283,0.0745413605694896,-0.125167731775837,-0.0180572433927928,0.0030079096501563,0.0721958534448932,0.130330707824491,0.0331178680875695,-0.121664525691796,-0.0099232414709736,-0.096052882587049,-0.0729019143187287,-0.0867897854512072
progressive,0.0746940115116061,-0.326946249825411,0.276282172433266,0.160398275551067,0.133361700795825,-0.163271227084169,-0.18535311999315,0.321564581355285,0.199600558650184,-0.0467952784615302,0.214105826290957,0.440078606706534,0.484713032732911,0.0601137142723898,0.284774158802476,-0.31162384164887,-0.428547239513131,-0.212129137415618,0.394534276277224,0.0085492816989304,-0.425164086710618,-0.0250885335447629,-0.20500132556355,0.121812599333699,0.0661761058265699,0.235547921351399,0.115084490615153,0.133091594241431,-0.0075657118720708,0.261651400736915,0.203534837957622,-0.157252489114537,-0.2765713774309,0.100260006137369,-0.0844901487192045
progressive,0.473487255116028,-0.270550822748,0.353304619157879,0.0203931218801204,-0.401707196547128,-0.404038727249886,0.116296751453553,-0.431799486150721,0.0375221007763801,0.113281305077986,-0.392629770344392,0.272726918070574,-0.104452575483544,0.138772707428137,-0.413986591581652,-0.282799130706487,0.122327644204686,0.177258507561656,-0.13084550303876,-0.4448871451622,0.0262685792510698,0.135508564444276,0.0337605645759311,0.358713770388277,0.189227031835813,0.0601845792071847,0.409634400936504,0.0350351346934386,-0.063635244647266,-0.369905117761514,-0.59084096715483,-0.108400634140213,0.116172403149406,-0.422815321176094,-0.0590343573938242
stable,0.0507033444537353,-0.489969374857632,-0.153700655364861,0.433412730931205,0.0378460968940618,0.0696177469285944,0.0757061220939784,0.0110675076325226,-0.409062972909678,0.0981690210488909,0.101319660683473,0.240860724516048,0.0260452213206134,0.373035704309416,-0.0432129005408255,0.406718895884544,-0.0508423432611433,0.319971985765193,-0.0079569947838553,0.0260318141418484,-0.0228137596119214,0.218851300879646,-0.353277265449832,0.0333713680746646,-0.299136424586172,-0.418506932781507,-0.270856847180424,-0.278285608595977,-0.0363531625321499,-0.0350209721898479,0.246540393917454,-0.441556004962071,-0.110442085140893,-0.0533987085125877,-0.401400272805992
stable,-0.160395777032717,0.0221425643177852,0.0565420992160641,0.142462315544917,0.0217789046329214,0.0045496922844231,0.001505028979595,-0.127863109464916,0.121083497276478,-0.0850295840121661,-0.028568230602591,-0.0167465588435454,0.0615228405426464,0.0554177290384884,-0.154033857437245,0.170439219715025,0.0416551223670728,-0.0331780269083857,-0.0846920301143627,-0.0032261895915965,-0.0289561747405342,0.22255547735737,-0.0332630224941635,0.0420048184914159,-0.0206867113556759,0.0534446172257882,-0.110257488093687,-0.108876916936124,-0.135508462405634,0.0269114237912498,0.0113541960372675,0.120993037688758,-0.162537058682992,0.0590270058774124,-0.0139744885245333
stable,-0.112599229392808,-0.0727593825440512,0.0838206669224456,-0.172238855375085,0.0534561998127474,0.0180536821063729,-0.0408490588919706,-0.135658923618295,0.12541462041774,-0.159591666357356,-0.140376589439348,0.302779632202799,-0.164261274462065,0.0754265858011151,-0.20984401841387,0.0886504674149668,-0.012679227495292,-0.134177144031038,-0.04249103086704,0.0567321341434956,0.143396215949598,0.289347500484792,0.0312375156232716,0.0478574758587303,-0.0820185025595645,-0.0390549041484801,-0.0866480625673212,0.118189943727435,-0.0646376284820005,0.0139527569783947,0.145799101766773,-0.0417381266443253,-0.170861200839905,-0.322723584485349,0.136523962512478
stable,-0.0591898326460622,0.0334770761835537,-0.0589717134671844,-0.0414414389084315,0.0051264032427947,-0.0002916289573945,-0.0013267912483114,0.130600364700959,-0.0117242071342618,-0.0783337070971757,0.0330070956323807,0.0610818056341176,0.0203200309073824,-0.0011713361429234,0.0856063548569938,0.0075847630489304,-0.0115518809321651,0.0910882562090091,0.143395886476228,-0.0005555411130532,-0.0567965470700889,-0.0077667298777179,-0.0317405583008863,0.0317092262641414,-0.0400025753748403,-0.0935176941350726,-0.0273106903364967,-0.0320249567882628,0.0208129079469459,0.110024857186272,0.0192667924414203,0.0068858176138526,0.0450699297791544,0.0114868067020027,-0.0926970357880244
stable,0.0233047870237214,-0.123263018066696,-0.0840362042894422,0.152602931711822,-0.0262920278912978,0.0861842955544972,0.095228250061812,0.114349591843968,-0.033893859809409,-0.045134613578655,0.0968741230041457,0.0723119836328922,0.0456425030672097,0.0121064297926015,0.127208548754505,0.0159791957639506,-0.0889230570351923,0.0530682086980247,-0.0061127392699481,0.081462592646043,-0.0229844118893382,-0.0136409375026407,-0.0046033859244928,0.0626557718916034,-0.0429322803565153,0.0122427664486466,0.0247873395370927,0.0030172431642438,0.0402743329889473,0.011292846171539,0.0761550674540322,0.0707107482538929,-0.127253963816382,0.0676175846438137,0.0294403481626284
