group,AR,ARNT,BACH1,BCL6,CEBPA,DUX4,E2F2,E2F4,E2F8,ELK4,ESR1,ETV1,ETV6,FOXM1,FOXP1,FOXP2,GATA4,HES1,HEY1,HINFP,HNF1B,HOXA4,HOXA6,HSF2,JUNB,KLF4,LHX2,MNT,MYC,MYOD1,MZF1,NFATC1,NFIC,NFYB,NR2C2,PAX6,PGR,POU2F1,RBPJ,REST,RUNX2,RXRA,RXRG,SIX5,SPIB,STAT3,TCF12,TFAP4,THAP1,VDR,ZBTB7A,ZBTB7B,ZEB1,ZNF263
progressive,0.154376058588914,-0.0665231332279893,0.0614739303687496,0.0836185530628315,-0.383693640304405,0.192595274066514,-0.366440289827093,0.0535773982452785,-0.0073632300989004,0.0366467756025783,-0.0699609857640628,-0.293769305792251,0.322704946112518,-0.248006041074372,0.0758089972352131,-0.17225197623654,0.133117220802595,0.103078354834933,0.0975233161498131,-0.0669053711597631,0.0826663915082332,-0.303796757164114,0.322906364902914,0.262446395035815,0.119253657013649,-0.0897046049226313,-0.0461455026496522,0.250979257082601,0.301382020529255,-0.0497641743271038,-0.241105158653426,0.0873745557337347,-0.317278083021286,0.223350550050016,0.317589366606443,-0.0843555627276888,-0.0691484440528071,0.0691324221035711,-0.180272106254117,-0.153989242957358,0.0174982574156337,-0.365737612910599,-0.302336470933744,-0.222480787091488,-0.0497710408767763,0.227653587844835,-0.0886837778713073,0.333583849643781,-0.18437143640865,0.185714991294585,0.0349553155332319,0.342970423046203,0.19540140403271,-0.182501446047816
progressive,0.136886548569497,-0.0407458412194513,0.0075785070395442,-0.126233805307962,0.0794649860099834,0.0764673990411443,-0.0415641847163342,-0.118557608043813,-0.0903799899514192,-0.119364679591703,-0.076317106387906,-0.0953509194572778,0.100092652666948,0.177040988198455,-0.0848867934755572,-0.0365023281552663,0.054834274534015,0.175623728478417,-0.0824723420012829,0.152909999794504,-0.0304620664216167,0.0652803653973471,-0.0457115104824467,0.0554234217347094,-0.126898850298542,0.160019593755945,-0.0934497173938126,0.0510153382152283,-0.0747886301044719,-0.0278687666899888,0.14175001882829,0.0740401726913448,-0.0254047186401459,-0.0988114077980911,0.042903292256688,0.103499787115862,-0.0515022864117206,0.145655373422689,0.023579414366566,-0.118164592755594,0.0589237376286308,-0.122016593458094,0.0080188645135326,-0.0504825507594984,0.140647622216787,0.0175504245819093,-0.0370178319558738,-0.058501415273031,0.111998085193225,-0.0537033223183964,0.0116807450096852,0.107822203822997,0.138698326504285,-0.108896044830385
progressive,-0.0128280468218646,-0.103667976651611,0.065966913139968,0.123134533949826,0.0229629996515703,0.129045526143935,0.087022148131913,0.0153296886344863,0.141179840362299,-0.0863772170643734,0.066119324090737,0.0681029188293163,0.035931444738429,-0.0644923559610998,-0.0346333238818796,-0.12828347139009,0.199917369044364,-0.179860688557457,0.143637185396126,-0.0558387174460107,0.0364517441910541,-0.113921554753344,-0.128721934420874,-0.113060395341856,-0.0338352310707101,0.0153709822418375,-0.0599463051881634,0.0231386851810281,0.17730574045171,-0.204758481411646,0.0410728742500835,-0.0295872450635633,0.0462961401835795,-0.208591278966698,0.0678746777995933,0.0428935469378409,-0.0018386917164196,-0.137321515849976,-0.0399632024016277,0.138662431899598,-0.101886345192622,0.199231895162334,-0.0288672347099306,0.111076800603277,0.0210957778064353,0.0978635970437546,0.0862465791065714,-0.0890973395995259,-0.0897835642744167,-0.114821004600739,-0.238891777248146,-0.0428454961947413,0.0479516384419321,-0.16645002647551
progressive,0.448725702529579,-0.308445576279876,-0.224540495138519,-0.274844339658097,0.0059173786904422,0.108728940768435,-0.127457097203471,0.0343295084412845,-0.0694989116725397,-0.200721242245637,0.231753789290958,-0.1917423994018,0.366598421381255,-0.0999801501442175,0.0948686348503111,-0.0778679119460246,-0.393181023421043,0.109894175679642,0.0858789019605755,0.0473145269202651,0.22581871427593,0.283036376685721,-0.154231636302231,0.0591166141634522,0.424608334630208,0.162762626008466,-0.0218168457031788,0.0506958861719464,0.0651714796833711,0.191990147946006,-0.003592353890977,-0.253384142958115,-0.141374575862565,0.137516777102797,0.30947740812882,0.0489235312018622,-0.179303244473514,-0.222279449358711,0.31965960104451,-0.0004437693703897,-0.0162683673175697,0.038872018836961,0.32504608999737,0.111835326361163,-0.180405861620801,-0.0071765402475297,0.0657010081652165,-0.27341229862236,-0.313724526029482,0.16529183916854,-0.136136463785082,-0.0909904172544818,0.0113991555449192,-0.214397778639213
progressive,0.0996257515085505,-0.11309202228159,-0.117621866225839,-0.0549128020996712,0.240112544310122,-0.214659135480533,-0.095219168624009,0.0434803388118047,-0.499515444464461,-0.394281314739222,0.288800662894567,-0.0067177277540563,0.110780877412075,0.101752004788504,-0.0163629056761646,0.0140825760715767,0.14443114671221,-0.128776992129364,-0.178297122866834,-0.01198713805655,0.197926446625246,-0.0112167564333784,-0.312713308477813,-0.0325409197627681,-0.0466543110992717,-0.0624009114768991,0.175369672698782,-0.0729089168169596,-0.0001848915895611,0.082769801593556,-0.321742181101384,0.017872853657581,0.205568632327108,-0.237493246791339,-0.0405837039086795,0.119594043181158,-0.239681130601146,0.0595350918387007,0.120610946923745,0.155062413111978,0.361709579711527,0.270188242878741,-0.401029857758205,-0.102029342172846,0.0157466003776274,-0.205907600241304,0.137497712103666,0.395051696362393,0.0614456382641663,-0.18402876214323,0.38673157483214,-0.196817097087879,0.350492823278148,0.0735560373804238
stable,-0.0008037559255588,-0.503136377514504,0.0726048182948616,0.112422478734023,-0.0465543594344129,0.393542065346472,-0.219265948528008,-0.380649189236853,0.114469278908348,0.133009182795147,-0.465886428177445,-0.0152551136411894,0.19219926934654,0.178131604001814,0.370034660759662,-0.107506039397171,0.088568933842647,-0.0189418763201851,0.0645803432183624,0.146403697828687,-0.0778532745805114,-0.0351152442627887,0.381108694269989,0.143498915600304,0.0187203427464386,-0.0557748796326255,0.26142468508274,0.0950725266147771,0.308546765630769,-0.350602245811895,0.227611718139395,-0.117944947015686,0.182398274502747,-0.0527681636191369,-0.49300346019252,0.367600814507879,0.106141505947621,0.048868842074073,0.213454305717885,-0.0299257376359951,-0.0756861660879918,0.0964257708267738,-0.035157897741913,0.232220277767573,-0.522200593270937,0.0323721484785281,0.0006785823710965,-0.120308318194542,0.0854724707523741,-0.169177538151044,0.0363791192804296,-0.0014265061678347,-0.0241985515486563,-0.382246451027096
stable,-0.0273406086626191,0.0735806708765703,0.0878186180906502,0.101479547392996,-0.15984908256494,0.0391809678241667,-0.0297031159616079,-0.140921806347004,-0.0985321592547538,-0.0862369599782959,0.127593539362745,0.0988636118916831,-0.0045423527433194,0.148834935633402,-0.0101280554842722,-0.0562804158143643,0.100067849483154,0.0206522815473559,0.0106264441208229,0.0401136319959641,0.106151940860658,0.0247337457699817,0.14264136811122,-0.0826841264211377,0.0732558714860027,-0.0487719248748746,0.221712781757944,-0.0183907826249496,0.0508489474208878,-0.0076875237506778,0.117943912775938,-0.002180450284909,0.19677580955364,-0.204247405217851,0.111862845601326,0.0183895729437929,-0.148787758068292,0.26951575202632,-0.229128127248369,-0.0546878705716,-0.141790357417498,0.0153853297911874,-0.0080461942136323,-0.0590330452863812,0.166718861853704,-0.0706102987963517,-0.0363993060043895,-0.217272042231785,0.0228333366728433,0.079953271209941,-0.0325501005638456,-0.0333636111417104,-0.0889212424649606,0.162674897746936
stable,0.0616038157872545,-0.0470403036656172,-0.363728899401572,0.0808250995841581,-0.0451819803773688,-0.19138337178029,-0.0682235940243624,-0.32767104710041,-0.0212789979959082,-0.130609022181781,0.0570816299313025,-0.367900157254593,0.397218596772194,0.411806035803122,0.357148999346615,-0.192898742702038,0.327296192188188,-0.367613034343104,0.28661247075748,0.333038650417968,-0.0413456992544184,-0.37672121114645,0.0654241456373445,-0.37799731297529,-0.0772440388269757,-0.427175087204214,0.447640570284237,0.394817930206688,0.0689573525759455,-0.0309295180765113,-0.366408713242136,0.103771005593989,-0.430788050507118,-0.0190458197954381,-0.0893032011095144,-0.087476780366987,-0.09521314770433,0.352953814584304,0.0337050395542384,-0.195275482358252,-0.0707917489549031,0.0487470898616908,0.123056094482334,-0.396875644405693,-0.126174568326562,-0.378747022799734,-0.25602590504747,-0.323404081610226,0.100110188472504,-0.367565180524523,-0.056650945564069,0.429735266498325,-0.282233846357273,0.173079286172865
stable,0.185191290740119,-0.24375532886507,0.0750635560458518,0.263069640035473,-0.147729191764769,-0.23223906420876,0.137252106007657,-0.226486938695052,0.31859903550219,0.0632012988774395,0.202029592995787,0.240073151609532,-0.199271263802079,0.392225761532504,0.360342791814811,-0.0930755898443131,-0.226453300534153,-0.33572085939972,0.282868100450243,-0.365686453946176,-0.0942721472820019,-0.104678352628648,-0.169067799403552,-0.347927907717346,0.0639557547718858,0.165485335267821,0.335711248496606,0.154604591579923,0.202624267625964,0.0448144398575335,-0.0155696630446247,-0.370520738212501,-0.23386450819791,0.25375787628093,0.177411264669363,0.018098531926487,0.372536625140655,0.324450874135706,0.192055878289269,-0.0656965295984029,-0.0661770747541012,0.21742625978436,-0.143477568499729,-0.188570724547567,-0.338162028790667,-0.313028315784757,0.0935369131937835,-0.223455900125485,0.127576329297672,-0.120694922668072,0.0767406586392389,-0.0298502637090887,-0.284778267444144,-0.12203684501536
stable,0.0820856254301012,-0.0753574075955277,0.0981841056941196,-0.0234299647957711,-0.0847355123552511,0.180790881328193,0.0485269263201014,0.168073539692851,-0.0002632196087079,0.0289072853559806,-0.124229806802374,0.0778172547962544,0.238770870495098,0.004655289324215,-0.0558181505167615,-0.17182331343956,0.129199701236599,-0.102923289714337,-0.0641023413925213,0.0247668085385942,-0.24352464489723,-0.0512099151742175,0.177665211167833,-0.129691305917196,0.165203064431147,-0.110258421841568,0.145555884121164,0.100575970834118,0.17507870121412,0.15191487410344,-0.180149086903774,0.104617734598871,-0.205941006556621,-0.152647037705836,0.177197270262902,0.17411993074263,0.0151315027027021,0.0655976731588797,-0.0517488474061469,-0.152070991189914,-0.199779351489725,-0.195171116147181,-0.166819587557274,0.150771626490631,-0.0815199745612928,-0.135683712553895,-0.107009052599548,-0.0411670817335044,0.0837802982893526,-0.222354183120536,-0.0894093132265189,-0.155405850950958,-0.136965751174656,-0.0355495111271515
