group,AR,ARNT,ATF1,BCL11A,CEBPA,CEBPD,DUX4,E2F8,ELK4,ESR1,ETV5,ETV6,ETV7,FOSL1,FOXD2,FOXH1,FOXK1,FOXP1,GLI2,GTF2I,HES1,HEY1,HIF1A,HOXA6,HSF1,JUNB,MYB,MYC,NANOG,NFE2,NKX2-1,NR2C2,NR2F2,PBX1,RFX5,RUNX1,RXRG,SMAD3,SPIB,TAL1,TFAP4,TFDP1,TP73,USF2,ZBTB7A,ZEB1,ZNF263
progressive,-0.0002845472949129,-0.0168731956410854,-0.0173803323521802,-0.0325485389600375,-0.335194418671153,0.029452939759735,-0.0031598518152828,-0.0740488440285851,-0.10696454078851,-0.207804430527645,-0.21478042872551,0.109647087463939,0.042861083664381,0.224028215810179,0.0478934402590907,0.0305085184344119,-0.0166597851699008,0.0852448621889082,-0.0028615361028741,-0.0783881902760069,0.121806894848967,0.151119855697495,-0.144462825838283,0.226293120488236,0.181176311090795,0.108465298295551,0.0826380418097061,0.174310460232897,0.0556657119354618,-0.176733701712155,0.0669030353482723,0.126885146168663,-0.0014158522658166,0.0351461803942424,-0.121217147632898,0.15097299257754,-0.148079330167176,-0.100780226596653,-0.0604410580702502,0.143377415592365,0.146505141100158,-0.154766191597629,0.0808045475465173,-0.0613222367899804,0.0479576928740711,0.1955367705389,-0.090910565988424
progressive,0.0792058002288736,-0.0240187798441723,-0.0513431108054958,0.0884913526941375,0.0768766835772129,0.0659715317050967,0.049515406446925,-0.0697551210084417,-0.0854022005666355,-0.057005676701893,-0.0611783317845378,0.101011579952417,0.0593551514466565,-8.44483862045926e-05,0.0635195124913705,0.0589419575570126,0.0194713850477446,-0.062319139001748,-0.133955498613587,-0.0553355590640075,0.111533698072819,-0.0605954871190365,-0.0715413551773585,-0.0262913462372137,-0.0527568672709745,-0.0992743560076364,0.04924094919176,-0.0452763990608337,0.0708544580359979,-0.0754478470427692,0.0430882810539969,-0.0038612516585153,0.0673159198533359,-0.123247141641465,0.122196814838045,-0.0150431227961413,-0.0257650518303315,0.0778335139530489,0.089532631456178,0.0459987343642623,-0.0319252600025773,0.103816472779926,0.100522231714499,0.0150416147892448,0.0446302181056789,0.0718866887566594,-0.0804943921219418
progressive,-0.0535219981691303,-0.0798737570065842,0.14411506365387,-0.0585774517461417,0.1169975323577,0.0098880274610236,0.194369163621596,0.122263818076737,-0.0199981816431104,0.134549308181372,-0.0722883177252598,0.0129420816326587,0.073902689555631,0.160744448856177,0.0935228792869661,-0.0570730138183983,-0.159155678071624,0.0864306366235956,-0.0989555718038169,0.069244805160726,-0.0699405512294121,0.147727070029938,-0.10649282088125,-0.0245009538192391,-0.0567243878121195,-0.196446613192488,0.0250694476307737,0.126926973275193,0.1940559272963,-0.0969127589419713,-0.0480621986625904,0.048384470651116,0.0664874219317991,0.147625418818604,0.076546374022251,-0.0797773765988008,0.0619146233656403,-0.0172099265648154,0.0113442751848753,-0.0304464202243748,-0.0815852622166745,-0.111143928528732,0.16418327168701,0.0635094179256806,-0.13762068070753,-0.0598258792157104,-0.210870543594816
progressive,0.337126445505369,-0.196317687084351,-0.265291922995678,-0.242827011085783,0.0155590315820383,0.117764150848604,0.201477660475676,-0.101909133481231,-0.236120273267875,0.0566123964068115,0.149337786603931,0.328904315026143,-0.100816577656105,-0.0694911880433158,-0.0120958614946538,-0.247695090661157,0.371653119165063,-0.0110046696593219,-0.0915987346271395,-0.144681125446652,0.0027457114556538,0.0174317895694266,0.0802435195907172,-0.193472404373723,-0.110094436236015,0.325310201918519,0.159395847346103,-0.0022383072522244,0.107509675576072,-0.0632236549391284,-0.227101572748857,0.182916487356681,0.0859627287976504,0.110196735470577,0.184309120936523,-0.148609416053847,0.185329385302559,0.310049884101403,-0.0932614381862264,-0.120899963385388,-0.316090994899759,-0.15121736454029,0.253126498021522,0.135088185224291,-0.0866938273273227,0.0310539556437508,-0.199880428426709
progressive,0.135888247888335,-0.206119844613152,-0.128036652127726,-0.311065386374048,0.207263581003477,-0.0150231320458896,-0.141143252924963,-0.338205941798515,-0.306954117727745,0.177959199975693,0.339380589983173,0.0843273749407138,-0.315516684758015,0.119845026629453,0.0180833996848672,-0.136815601718328,0.0533537570189414,0.0669858583198412,0.392332493675784,0.162812420752471,-0.31576397911268,-0.218453650552062,0.139752222179973,-0.273136614727327,-0.321173543120974,-0.1633070094618,0.328654197349586,-0.0047295045329652,0.446057192226723,-0.0664912696105115,-0.0100154213639264,-0.0063987414269529,0.301760936279783,0.303770202911435,0.404048063728032,0.210694790174452,-0.312023651998374,-0.317896892921665,0.0631218840282029,0.104852806377896,0.419009372185255,0.308159677706736,0.355856576362719,0.0640801496525292,0.31944248263832,0.36522285004565,0.0106336572505885
stable,0.0338722762208764,-0.472480084105551,0.0723450423342794,-0.0728987181219712,-0.056295174095075,-0.0657932990644839,0.421265760921923,0.0661800143283344,0.122408224125882,-0.405806581291619,-0.0198605301185778,0.24580849612164,-0.210611767513652,-0.0458939552447917,0.0214696637054378,0.309488415225812,-0.004294340308645,0.354876512783552,-0.183607288985931,-0.0430196561329622,-0.0342083772810758,0.0189425552826975,0.0208493079696777,0.371196181267499,0.0752389615587602,-0.0173322369064262,0.0282650470697744,0.241886937953368,0.050496814716141,0.0211702437254124,0.0032553747780821,-0.444482989009038,0.0456864749230837,-0.0059836604428623,0.286599279022476,-0.111294425532063,-0.0633866126375088,0.178437721043366,-0.469458491974108,0.0594599835705569,-0.135725162325814,0.240503009137809,-0.18027215418468,0.319502065763868,0.0063035061923386,-0.0569674236070503,-0.387341543533255
stable,-0.110516493394862,-0.064769210857067,0.0203932060864671,0.0616741277196951,-0.039521317418686,0.153348900537256,0.0966999597502635,-0.0660355191314632,0.0246332454834392,0.0950896185139206,-0.0734173621915036,-0.084348144924253,-0.0503544117795246,-0.0565688484572275,-0.0635975571542116,-0.0228135720215733,-0.0286736608160719,0.0257951910251109,-0.0220666503705039,-0.197646026498239,0.007758034305908,-0.0816116569906033,-0.192017720052,0.0758874824526761,0.0179297601861084,0.116350491506179,0.0638718127076506,0.149494760547336,-0.103363398882712,0.1589887354249,0.0723185196975259,0.105991276763119,-0.0136241907011465,-0.0010478746477634,0.18724433855,-0.114356071143007,-0.0684856163101944,-0.0085225519991228,0.0536521527816058,-0.0663886534945195,-0.216423430507697,0.0249790987256078,0.0694746352307817,-0.0474814028292294,0.0159668913467832,-0.218925709052791,0.0309065378883183
stable,-0.109305364624208,0.0600079652697263,0.0501372868982464,-0.125503195825381,0.0828849021760736,-0.0103426151817857,0.0678389167492067,-0.0056312460077162,0.110873154705902,0.0529129152571633,-0.0933155055767298,0.146668361928246,-0.0934034937956004,-0.0941633920494825,0.0497053447328818,-0.114760634194183,0.0897639811059542,0.0800852770301919,0.006071187102069,-0.0457378759547181,-0.0044154088015047,0.1203918802019,0.114344689886795,0.294720538571456,0.0201732989083244,-0.0086388433072919,-0.155803138832808,0.135677833498413,0.0159738611895019,0.085676528392967,-0.0750219549806402,0.129254693520862,0.0321956891776391,0.0598879813349028,-0.0518250609147636,-0.041930385756319,0.0603199235002674,-0.0319077277340627,-0.101978345670986,0.0878842327937194,0.104298035077574,0.0192374242167011,-0.0297080222622985,-0.0567843968874683,0.0734141702540053,0.0284281936241812,0.106657719129103
stable,-0.0170850818846773,-0.031602094062176,0.0211730049648222,0.0109923998316199,0.0168655475085822,-0.116565516309494,-0.160624376865815,0.0805847970537728,0.0728082139620957,-0.0227604073765869,-0.025473225024048,0.0457101933083767,-0.0308252801159933,-0.0655635795509567,0.0998977909859649,0.0180199123323351,0.0586289469785895,0.0948967496492046,0.0815618456506796,0.118192724404837,-0.0305188969757287,0.168145238596326,0.0735126539381371,-0.137371826492267,0.0101335620526104,0.114890058900724,-0.122919950887896,0.111942025850304,0.0531381751105401,0.119183041562936,0.0933817212075811,0.125840240583095,0.0568401036832649,0.0217918024095298,-0.0402338962343555,-0.0120430286315037,0.011559329264393,0.0120285538374754,-0.0416994691297158,0.0636987435869839,-0.0135351386492491,-0.028819314910245,-0.0388575845688361,-0.0982500769324158,-0.0448610053920527,-0.0064581706022707,-0.114662080894779
stable,0.0933036604192364,-0.0486706724091349,-0.0921265760193913,0.0890139494407886,-0.0976160085155957,0.0816679531549844,0.193641427944163,-0.0778619447950206,0.0015911378656439,-0.0880118339563562,0.168434013921388,0.212477796624073,-0.107177881389849,0.0452175286992821,0.127795311068102,-0.100114185970444,-0.128572930367025,-0.0759622561525106,0.173522517907027,0.061806969067385,-0.0622862814569408,-0.0105155129142693,-0.196590838616047,0.0930062224093451,0.133293889874574,0.0502570541934399,0.111022487179141,0.123399045575041,0.0886170453067408,0.207782629711477,0.0868922798480922,0.119896237400437,0.0379476754464528,0.0526630825723454,0.0375518688696371,0.117816457908764,-0.117284005456556,0.0380142605851985,-0.0397693003308317,-0.148708898272809,0.0296678866139126,-0.125001524865416,0.12495547319322,-0.0640507876337007,-0.034355827941397,-0.124000918522178,-0.0662657495911231
