group,ATF2,ATF3,BCL11A,BCL6,CLOCK,ESRRA,ETV1,ETV6,FOS,FOSL1,FOXP2,GATA1,GATA4,GMEB2,GTF2B,GTF2I,HINFP,HNF1B,HOXB13,MAF,MAX,MYC,PBX3,POU2F2,PRDM14,RARG,SMAD3,TCF12,TCF3,TFAP2A,THAP1,TP73
progressive,-0.0117341940071561,-0.193011220512487,-0.0339128735039607,0.0187043626741311,-0.221181421582277,-0.0459389866931871,0.0672275519626952,0.120342486418415,-0.0874585083922435,0.169904142305492,-0.0886166139998013,-0.0694743725525647,0.034958518443016,-0.0024238863232563,-0.0938687664968869,-0.0111192495006636,-0.0641121521671575,-0.111084819898495,0.288590824838721,-0.046017948439157,0.0593122351242629,0.104782236901993,-0.199055383249452,0.0680458827845646,-0.12598944764535,0.151288312498054,-0.146098372285672,-0.284314926655445,-0.0649472324502932,-0.0084417284782313,-0.0412754581206041,0.189319160693352
progressive,-0.0164726357084768,-0.0649073601649681,0.187082357884178,-0.114613143175864,-0.0974129522923721,0.0304424816149018,0.0706648778742767,0.0639281102267045,0.0615110539533841,0.0230308573833696,-0.0426945107621559,0.126843149031334,0.0104618501436495,-0.179849279625325,0.115258111006688,-0.0881033922367195,0.121305077693733,0.0202519898878796,0.0943501416420923,-0.0606246164590684,0.0740218567791031,-0.0385800879291787,-0.134828951941527,0.0547687804828658,0.171642457251155,0.0806131133916722,0.0932757196214754,-0.103747008318747,0.0611925027686477,-0.0722474086982014,0.113592992838573,0.150457623646986
progressive,0.159599412638817,-0.0343137993331969,-0.122857558090846,0.0688640619604478,-0.149379813585858,-0.188730594278822,-0.0884905153669354,0.0885445417486895,0.171580741531583,0.18838372924814,-0.050671265148043,0.153273628027351,0.186451307361632,-0.128820817850832,0.17635228892882,0.0683731265784216,0.100063905927906,-0.0657908221287848,-0.0127392642194029,-0.134154552814728,-0.208620915665761,-0.0766007964258393,-0.0095117751528768,-0.0722442342797571,0.0590954657464791,0.193172502448255,-0.075946998907511,0.22367861635435,0.0574762402759367,0.106429623082408,-0.182018012093638,0.0558562318143543
progressive,-0.0511623145179979,-0.187630822439467,0.0087985607899102,-0.241213480372068,-0.217809787389209,0.0848894268818178,-0.0717204495945669,0.425680538033983,-0.0520366794164672,-0.45080761690368,-0.0939386107827224,-0.0437999086337859,-0.0139138066452061,-0.0134393123283235,0.0456866219412719,-0.0339904074298645,0.062382626717517,0.0618433646303774,-0.27084051127962,0.148668784644877,-0.0984540507656384,0.120635604083649,0.0433169663468697,-0.0362530554038421,0.0367923174909817,0.0306393793165686,0.055817146006467,-0.0071906304935304,0.0400546419189257,0.104667532725292,-0.336150359613752,0.146808823242497
progressive,0.138367988585367,0.102790488048933,0.170599746520143,0.157680542414734,0.0071552515045341,0.0234864505403459,-0.207568545960236,0.0487617139568254,-0.0521074565584826,-0.199320131031398,0.170864755835126,-0.0358756360157893,-0.0792046590154684,-0.0409108130004615,0.0607865116241675,0.118061649824814,-0.121937411056436,-0.130450835300257,-0.0301779357436603,0.334971774138192,0.0730431924421196,0.0170599746520143,-0.012057923831715,0.446507569581555,0.198094462949603,-0.108753197636045,-0.209158601850133,-0.228073641707026,0.0367037901251104,-0.216313853354667,0.0961321290099914,0.15098905721142
stable,0.018974965789482,-0.0585091109798564,-0.0295972248466315,0.0817050620949892,-0.0855016264549797,-0.0406568672867176,0.0044985970956466,0.119646008361978,0.0587047747406334,-0.0201753641893507,-0.0385461045735322,-0.026475295385782,0.0599309015747925,-0.0260200395790255,0.0086281580994488,-0.0562663672907693,-0.0304153301369871,-0.0325694973080211,-0.0254233755838028,0.0406282910486317,-0.167255199414623,0.119672718797577,0.0382290654509884,-0.0353566625227031,-0.111355364112361,-0.137509692370364,0.0563145344549656,0.0375354288265224,0.0261342463312381,-0.035780248787251,0.0029520432344283,0.0363319862225964
stable,0.0092514800727834,0.035636958597516,-0.132489246608666,-0.0557420307297971,-0.145053881529521,-0.0067396997293981,-0.120330395121423,0.242127216403251,-0.111809580038207,0.0958101189414618,-0.0648788467240086,-0.085241276010418,-0.0306293234772137,-0.0559044715077741,0.0789831654110222,0.0427932711457257,-0.182277663569941,-0.121532456878453,-0.143410363069989,0.111168735243521,-0.0826199277697305,-0.0564000751362686,-0.145616372537182,0.0822835798059193,0.126482759959469,0.144926476997774,0.232629208561537,-0.024557223494168,-0.0748909318513196,-0.0439309936142233,-0.018051311080525,-0.104567269431068
stable,0.0242502376084504,-0.208349606666551,-0.323283080632724,-0.0215763853225796,0.0087553901348075,-0.120348657459955,0.159874436045416,0.212381472258495,0.244223088596548,0.0538481797886427,0.0676644890765181,-0.259996286623609,-0.026527651227331,-0.220225896945751,0.108708543407899,-0.0062164956930184,-0.0293702008183042,-0.191328048581733,-0.223810714679174,-0.154897865544899,-0.15420620659398,0.0571377772381368,-0.0738303755780058,0.121504233999906,0.0322211852745324,-0.439203433833744,-0.0267300879934537,0.0053477045717417,0.0788575552700533,0.146834134361011,-0.150157471271525,-0.0041246491097503
stable,-0.0548090881095659,0.071391491372575,-0.129421774777029,-0.0559820233528132,-0.148008671851259,-0.0643188669207554,0.034143919847407,0.172065098513937,0.0253081411386805,-0.173919536643719,0.187589609222802,-0.220294244992408,0.0937560402270293,0.0174727336395465,0.180704554372781,-0.0529621527638555,-0.0073577302465534,-0.0405262881646077,-0.0540175443899757,-0.0096673372767003,0.137571048743173,0.322429644563787,-0.0429859508761935,0.0516591692633612,0.0257220447266494,-0.0627145215933713,-0.0002963599708418,-0.127987492555276,0.0817503352479062,0.0952053280169265,-0.0115742948949862,0.0282454811028467
stable,-0.0469722470460516,-0.0613958001429242,0.0107220130183507,-0.0634996869069446,0.0196430306933623,-0.0016137681106907,0.0528616806071899,0.0457033260384282,0.0166264648067068,0.0064190286974403,-0.0451826464846332,-0.0007970149346022,-0.011461577274231,-0.0173510585122811,0.0064406263384869,-0.0037690029087224,0.0689274649310993,0.0119079285225259,-0.121565826883406,-0.0534155909685112,0.0752372181466884,0.0276498912614729,0.0859552263044477,-0.0582844525556053,0.0191102412039694,0.0186079172612184,0.068194670796695,0.0318040759406476,-0.0279304698874305,0.0280434641684024,-0.0704105506265395,0.0050866020432961
stable,-0.0044235054422064,-0.200831819793189,0.130346064201839,0.104424633824977,0.0200213463574683,-0.0688702415615412,-0.0501164475733925,0.0049602448701586,0.0440680826673446,0.104306881356164,-0.0429793396025198,-0.0467427458875406,0.0056281318890383,-0.0059041337074745,-0.0907722007608828,-0.0885308541653423,-0.115772482856576,0.215266777200299,-0.0227580009567489,-0.0368446851889021,0.126934357750921,0.110104788630132,-0.0465168978984139,0.0008959156092806,-0.0529474910564046,-0.0882286851316141,0.0005224097624352,0.124840045984163,0.0241476669974308,-0.0180494597765411,-0.0417351508182823,-0.0499656745709961
stable,-0.0377477963586796,-0.0198107880625473,-0.0332574311092735,0.0248692759573929,0.0368313325345027,0.047093706722885,0.0469592900763609,0.0874487174693731,-0.0574045470441644,0.0005561159297369,-0.0519804400138387,0.174375435652408,-0.0525712582804234,-0.0692128590909362,0.0612651454126334,0.0263083247613569,-0.193749003555346,-0.0198859032473696,0.0001446662818799,-0.0442270301372108,-0.0184789211597333,0.0636244650481921,0.0001366129969575,0.0290347277660179,-0.13696704864737,-0.0640783774710949,0.0710225054246959,-0.0445677573011123,0.12303750135202,-0.0198472474797417,-0.0023645908765988,-0.106220192506835
stable,0.0998792166850446,-0.0165871200720495,-0.0365408421892501,-0.18095428181523,-0.131112424740468,-0.0795961428804124,0.103806877565603,0.0426485472659328,-0.032113847009096,-0.228566774358721,-0.0936557825507288,0.0599187047661563,-0.135656180685194,-0.0381213697844277,0.164183031701387,-0.143255520538526,0.102346620910328,-0.107272333737655,-0.0548047706453821,-0.128307889520262,0.0541179977265682,0.202505572480147,0.0701902130253387,-0.121418838388724,-0.0325097497234193,0.0252616052837367,-0.0633819433612257,0.225656376519651,0.12423403458063,0.0095687972469717,-0.140178211490706,-0.106743696589262
stable,0.0735276561653025,-0.0968800847438405,-0.0779410657139148,-0.0184812669791932,-0.176077812580038,-0.0149737510500055,-0.013830470069214,0.103636563633775,0.0020561076752365,-0.0720923687199352,0.0034896477602328,-0.0154717487557341,-0.0790657175784931,-0.0107775778520302,0.0531234754643121,-0.0824377285292346,-0.0264830783322303,-0.0080681828639024,-0.104711443911012,-0.0063381551804758,0.0074061023826927,0.153989373764048,0.0770036632413489,0.015500749301246,-0.0717772520052916,0.0423159952033528,0.0285357476531884,0.0036520959082701,0.0275661599299184,-0.0947151334274311,0.0608222325259118,0.0493835606057845
