group,AR,ARNT,ATF1,BACH2,BARX2,BCL6,CDX2,CEBPA,CTCF,E2F3,EGR1,ELK1,ESR1,ETV5,ETV6,FOSL1,FOXA1,FOXP1,GTF2I,HEY1,HOXA6,IRF2,IRF3,JUN,JUNB,JUND,MECOM,MYC,MYOD1,NFATC1,NFYA,NR2C2,NRF1,PAX6,RARG,REST,RFX2,RUNX1,RUNX3,SMAD3,SPIB,TFAP2C,TFAP4,TFDP1,THAP1,ZNF143
progressive,0.0494107364731028,0.0535445290157674,0.115654532823375,0.151240895455073,-0.0226167031020509,-0.035350342325769,-0.0207399979510297,-0.151735850659738,-0.0120989050029209,-0.0971991197753594,-0.159510771999683,-0.0401532409784436,0.0290854926519081,-0.10169725434368,0.169364046907364,0.181520238392307,0.0170507485088512,0.0863742661325946,0.0821854785671894,0.0262990781663869,0.1040528744844,0.136582430435435,-0.113269123712004,0.0201900477236242,0.0171584470950514,0.0958036210733179,0.0921624922760374,0.172022139673158,-0.0976115824459135,0.0363448356536606,0.0312532131315981,0.0886313535242379,-0.0693326834608668,-0.0952880427351253,0.152595147890059,-0.0171126179094343,0.141658012742532,-0.0180841966445173,-0.135308379075279,-0.0052863965609353,0.0293558848470491,-0.094272926273706,0.279049328304109,-0.110574367597717,-0.128635649649426,0.0136204339654094
progressive,-0.06046004560126,0.0628466164519721,0.0897600353552761,-0.0775496378795555,-0.0172949291337145,0.0612640935809043,0.0813141468955701,-0.0996101872181588,-0.0141381570377677,0.162299604392539,-0.0250548571093835,-0.0194881975234645,-0.0126285926830941,0.102906859149666,-0.0351283974193703,-0.139004777472461,0.161569267078943,0.0982736172838016,0.0904031233090609,0.09681745555453,0.142016384685273,-0.0558952493538688,-0.0746501009651226,0.101374730305386,0.0814698418738548,0.0880819894782075,0.0095222146139351,0.0852885056649251,-0.114900637525164,-0.0935290572692121,-0.0963646614630933,-0.0945820667841812,-0.115951390591173,-0.11077810527406,-0.101835798043011,0.0710713729135346,0.0928603962272067,-0.0137011580890555,0.0315887811497669,-0.0957885148284744,-0.0772630688615532,-0.0571129796429652,0.102019322558478,-0.0667006312767592,-0.101792925512759,0.10845772359286
progressive,-0.0329892245865931,0.090469333233018,0.235804710519547,0.114125189759001,0.0568006623002507,0.0803851168318898,-0.0350328248246991,0.246682616457799,0.156813059977267,0.135432296471051,-0.0584932653661626,0.0647713796688103,0.185237066525517,-0.148839336208946,0.0702625688337982,0.126050826014252,-0.0886827801745488,0.204172123825481,0.147760038694448,-0.0254416579845115,0.100967681201339,0.0731329290064083,-0.0072551942252434,-0.169945014136953,-0.235795691320262,-0.185839849677764,-0.194563670186663,0.186752292005481,-0.1592287021859,-0.170211832115816,-0.0739987721378162,-0.0522985786569058,-0.0385458029464009,-0.151841977971076,0.203813610653883,0.13336389343491,-0.144740110133686,-0.0010063923202735,0.0346667956536959,0.0642399985109064,-0.0600565932423158,0.217229669591062,-0.0197505432353617,0.009295036463647,-0.0678394106257609,0.025486753980939
progressive,0.373016109530828,-0.269765383424902,-0.100226606346296,0.151924199389011,0.234778811784881,-0.355727248210116,-0.380754258244292,-0.0240062503676761,0.298679184605749,0.229380642173392,0.141806549503707,0.0962921161497886,0.291705583519664,0.176745422093893,0.468065324724879,-0.148207761991756,0.065392671665751,0.0683963489754506,-0.135968185803729,-0.119858172428974,-0.283761647476905,-0.191856481082073,-0.192576055319605,0.0800049348756417,0.373846072997982,0.148067390502237,-0.354477533104402,0.128054232020868,0.0139131314222882,-0.279382874701921,-0.189175794481266,0.102490266968533,-0.0605737048022766,0.0234106936597185,0.0889437368149881,-0.0166537825428897,0.320169650802053,-0.205522940275207,0.354470718954425,0.170863447834064,-0.15613534407457,0.0377067803106934,-0.236688136608333,-0.212842700180105,-0.368674133165718,-0.0845363446101023
progressive,0.122603269953088,-0.253661937833975,-0.0432027631347403,0.205027970190868,0.133866847484645,-0.0004320276313474,-0.0214779451012709,-0.102822576260682,-0.0139174615526914,-0.108037766953376,-0.0153369809128328,0.0997366646082006,-0.0930710954388406,0.283039816765599,0.174137994549528,-0.0978851176167117,0.0532628351218299,-0.0099983537540399,0.257611904749152,-0.0572745202700558,-0.167410707147119,0.201911199421861,0.0661928049457272,0.257334172700428,-0.299117416475027,0.201170580625266,-0.130657499366065,-0.114425604074012,-0.117048628978622,0.366328572266073,-0.0779192692251567,0.141643344848899,0.210397456466185,-0.0615330783504802,0.125874336304718,-0.0361360254505578,-0.420671476466272,0.0748024984561504,0.17382940338428,-0.350004099624446,-0.191079649521652,0.125473167789896,0.0615330783504802,0.0940277280511099,0.181420746049385,-0.208237318309448
stable,-0.198026148560593,-0.476704529354665,-0.143775276293292,-0.318898360505385,-0.253172044656378,0.241923286888043,-0.204094164387834,0.168715110548416,0.452220145979103,-0.224794780184372,0.090641813394962,0.366517266873158,-0.385329212270911,-0.216325794416392,0.0757820550548341,-0.269708531374661,-0.293690302636191,0.510999678148996,-0.0126616573167952,0.190271764183021,0.365021717025014,0.427993259163279,0.385993769826347,0.361996026122683,0.195629100846768,0.393645798258169,0.0523410785500711,0.427618615609307,-0.475026808605844,0.0052656132608386,-0.302506618136978,-0.391875928804727,-0.117261116861507,0.425699937811836,-0.386645332051644,0.185991622248434,-0.358596069712347,-0.358518664800465,0.285844478390187,0.201358340231221,-0.417985390028109,0.385932053822123,0.0795392176488814,0.390399659300934,-0.126767791555024,0.0305779645613664
stable,0.0248988880333006,0.144826302224866,-0.0415881473224161,-0.0295258471433815,-0.193510169517092,-0.103680691486182,-0.110462216535394,0.024548975385698,0.0015594722841251,0.144395267959999,0.160567528285356,-0.203297432101506,0.119187028087728,-0.0815459922919017,0.118501732037406,0.13739762039315,0.0571435201254422,0.114801617673829,0.0405450686168464,0.084098296309709,0.017898818925638,0.0877978052880819,-0.0067312780773242,-0.131531437771577,-0.175802652315749,0.0739629372333026,-0.0104307870556972,-0.172091035633307,-0.0887161746417379,0.179569359051706,0.180873964165173,-0.0839542146312844,-0.0758202590375324,-0.0698747709543053,-0.049406697225163,-0.230438061543237,-0.109293217707504,0.0875925797041074,-0.0738424655778131,0.118757809978471,0.113435868654813,0.0074280764465121,-0.0408586581522411,0.0593392522584087,-0.0656164914331345,0.122371354257952
stable,-0.151273419251661,-0.0097670463385482,-0.0524369797701618,-0.0998107482740607,-0.196914195886823,-0.0348435185405446,-0.0058298804800819,0.0094076701445706,0.163060958414128,-0.0190788828313915,0.0789030399222051,0.0526446193489045,-0.0392838110705796,-0.0766908797948315,0.211528827775248,-0.164506449327682,0.0138719210875375,-0.0315212852806623,0.0071236347784015,0.0171142929709803,0.188904099829943,0.176669336959415,-0.162621720843711,0.193512101250501,-0.0169465840804574,0.0025555640460633,0.0173698493755866,-0.0837985422979452,-0.23170181146386,-0.003665637178572,0.0208837499389237,-0.0616370103359898,0.0950270518253359,-0.0019086868969035,-0.10300520333164,0.06926377178596,-0.0133927528289006,-0.0831277067358535,0.177436006173234,0.0044163341171031,-0.173307173011313,0.0486435643892866,0.075860321479861,0.0401782584867018,-0.0996350532458938,-0.0067083556209162
stable,-0.21570862125466,0.0529811703428897,0.120041194226049,-0.0362931177094112,0.152735541020264,0.0779621474675494,0.0790070295007285,0.230073645018056,0.00306731192939,0.189312424161011,0.12318545949275,-0.120708523948045,-0.176601897149807,0.100953159385176,0.142034217550421,0.0124135352250186,0.0582681050953507,0.0281973861450902,0.0014344583033172,0.0014873637227187,-0.155728304404134,-0.0152439751629974,0.0613233930657858,0.147651811174141,-0.0337308120561261,0.38402961787224,0.161672949711427,0.10746533555514,-0.0403139295839232,0.068643579277517,0.360016569443449,-0.0359877091519572,-0.106101818609656,-0.0187802214916278,-0.173100520302146,-0.0563935698942848,0.0299228242551155,-0.158472171837638,-0.11271499603484,0.0777240730802427,0.0249665483739138,0.0421764408260342,0.193068708938515,-0.0248727614940657,-0.110959498027428,-0.194402165986612
stable,-0.162873822487684,-0.0744487677388887,-0.122784270596683,-0.196416327620945,0.148864155676376,-0.0692646383367468,-0.0562248097989546,0.158110087059755,0.164289682397146,-0.0830310703657095,0.167298196601362,0.0711859377526807,-0.0691590724347724,-0.0960787422448146,-0.040303875752461,-0.18809477049196,-0.0459734715012204,0.0969537764102516,-0.203485686189145,0.0354001914030804,-0.120336828901276,0.153201888229037,0.0155047809486888,0.324142404853856,-0.113626987210469,0.19384827175244,0.0958666072227909,0.0659952874330517,-0.188187704966355,-0.0739954043706686,-0.260255973015926,-0.121282544340173,-0.116404806858276,-0.0042327138605463,-0.119445241637603,0.18776265970834,-0.208834480158039,-0.180333921065211,0.191375111193657,0.192137192124023,0.231076326488022,-0.160775637484814,-0.201198075373402,0.165521269386573,-0.147566721100576,-0.0285373133550269
