group,ARNT,ATF1,ATF3,BACH2,BCL6,CDX2,DUX4,EPAS1,ESR1,ESRRA,ETV5,ETV6,FOSL1,FOXH1,FOXM1,FOXP1,GATA2,GTF2I,HEY1,HNF1B,HOXA6,IRF1,IRF2,KLF4,KMT2A,MEIS1,MYBL2,NFIC,NFYB,NR2C2,PGR,RFX2,RFX5,RUNX3,SETDB1,SMAD3,SPIB,TAL1,TCF4,TFAP4,VDR,ZNF263
progressive,-0.0029919266934704,0.126174151627792,0.0160850582005114,0.128639038926797,0.0048377153151344,-0.114100576678603,0.0718936969620224,0.212875584240421,-0.111925676120657,0.0097766958414325,-0.0991570535857537,0.179706624620193,0.194567294358454,-0.0281816479704195,-0.135734508154466,0.0521630911596209,0.0009321002391196,0.0571780205942917,0.0048331123509906,-0.147389213366569,0.0857140968037839,-0.0391965411665345,0.032927304002678,-0.140770150927783,-0.0211207009738293,-0.1215458711812,0.16347427156708,-0.0703355935993459,0.0899649341905838,0.0460825755256602,0.0412724779953886,0.0931432809318781,-0.0394635130868749,-0.137545774545051,-0.0497028068247595,-0.187609914055099,0.080215856134014,0.0558914921160994,0.0223220746153613,0.178519059871093,0.139762101780291,-0.0928555956728906
progressive,0.0628645243962338,-0.070799733611408,0.0514207910151051,0.0799231065396054,-0.0361410510442544,-0.0694792155700723,0.103975291391013,0.05575520618973,0.0078996626241417,-0.117715183290753,-0.0841334868008402,0.173086940083601,0.106561873121465,-0.0155179777618133,0.116232814813652,-0.0535021573666262,0.0102782589815305,-0.0742091811087399,-0.0886577358977876,-0.102250147260265,-0.0842537401619928,0.0819515311598015,0.128599246940732,0.0542614930559166,-0.0934247606483827,0.0499187584663693,0.028767780491573,-0.0758170971201257,-0.098648596909268,0.10264494131386,-0.0618888839189582,-0.105331356023382,0.0749450711741578,-0.0586594383081315,0.087461252769842,0.110614940809619,0.104122771928276,0.0827675901326545,-0.0245604254721282,-0.066956163917211,-0.095958400647509,-0.0897982520526182
progressive,-0.0081513628074542,0.0544724762595353,-0.0140786661580464,0.117691007845021,0.0236903462539391,0.0663067064404158,-0.0186724394576459,0.119117364266286,-0.0383433284101776,0.0469724074158653,0.0436261299704202,0.0693579016844245,0.176284069321545,0.0324982858267378,0.0660599241389588,-0.0246374771050969,-0.0281354464239147,-0.0029312001799974,-0.0615936927627423,-0.129415053879073,-0.0986940534343885,-0.149704030614153,0.211674311659547,-0.139761798077777,0.0656886186578674,0.0846734980935048,0.0756210402770606,-0.0252344336814043,-0.127399287740872,0.072319289301909,-0.0841776694327792,-0.0179554878173273,0.0968194135664396,-0.0197395653728149,-0.16923983078393,-0.0548966097562291,-0.110519227384023,0.0034255194688487,0.107222004524494,0.134000525633364,-0.106068844412487,-0.122518733785145
progressive,-0.304271184517227,0.0028697473313274,-0.205501539474093,0.253756518670742,-0.449505294335319,-0.346920718259262,0.164803926343022,0.0352439989222993,0.222912890179749,-0.142330166260224,0.124092634721335,0.423114014539975,0.0558807377153106,-0.148723492774344,0.0123845054041177,0.132161576335968,0.0150258219421508,-0.0240522578999344,-0.0434551968393435,0.0898649476518364,-0.289776088010993,-0.293134157457328,-0.169328771038938,0.0756516280523017,-0.300691523522906,-0.237551610837455,-0.0646377074079505,-0.0345819599764639,-0.120547169953556,0.0386048040667567,-0.193474042675064,0.357970202979216,0.20000552194441,0.334800207724042,-0.0462415053779108,0.196323272270467,-0.138810690624616,-0.22347917969127,0.052551393099271,-0.188972451413196,0.20836307971105,-0.196693959366172
progressive,-0.279863133965717,-0.0486596827748414,0.0383680821368398,0.13668240605636,0.0059386577699646,-0.0972882731006255,0.0051613465435295,0.0424411929633601,0.087463059198485,0.0404823686727435,0.18164208739337,0.130152991754304,-0.0811823844888888,0.0601327964770245,0.306353900562628,-0.209314367054462,0.199084951314575,0.164541240411796,-0.284775740916788,0.0711395234433465,0.0707664140546576,-0.0105092477814035,0.0308437094649474,-0.197188311922073,-0.0628378395450189,0.0347613580461807,0.0561840554467339,-0.0631176715865356,-0.0057831955246776,-0.0710151536471168,-0.187611837612392,-0.473382536899017,0.2457858097988,0.134381564826112,-0.0107890798229201,-0.300632889936065,-0.0759588530472445,0.0892664212438146,-0.316490038955343,0.193457218035184,0.0953916337081237,0.0250605139402698
stable,-0.40288060981105,0.0288111624830129,-0.0397565889211621,-0.162412421002661,0.178547295504404,-0.0173958689880328,0.349381110452513,-0.0242206559099864,-0.361792596244984,-0.08351619614221,-0.0894225395787472,0.177429727616427,-0.0987032574972519,0.220185871410249,0.12795035509833,0.323792151487983,0.0544692209418921,0.0502945944755033,-0.0464394700039636,-0.0659801796928042,0.313333938265838,-0.0692318954437431,0.307915615948608,-0.0359823498274646,-0.060743588095239,-0.31656635938493,-0.046034140164001,0.170743567396686,-0.0467895772769152,-0.375031089878353,0.129344843724666,-0.177008097139214,0.318209492133986,0.299559899789399,-0.107116144696146,0.150528686162563,-0.399864184016455,0.0256431835333419,0.207601161644668,-0.0662537737704997,-0.0729007269181374,-0.304636479009059
stable,0.108338235625573,-0.0825393048837265,0.117990102375753,0.05952481210157,0.0270305792495731,-0.104505832046716,0.200283685779419,0.158916109678423,0.130201973357547,-0.0862902067835536,-0.0824486798824172,-0.0405495182032715,-0.033845700992327,-0.0049229447019946,-0.0143485530596436,0.016175650401476,-0.0534103615098784,-0.11799557636912,-0.0280961832918136,0.0219987629017103,0.0680697157485088,-0.0374603612794476,-0.0388319007287925,0.070281209069049,-0.116146583053817,-0.116033453857552,-0.114953860721149,0.0153527267318691,-0.0752309155163967,0.0410494762641857,0.0514579705420748,0.0681056008161413,0.221573870650758,0.0551729873742694,0.204215837681865,0.0174985321319972,-0.0075960781298753,-0.0303003779545303,0.169268039358179,-0.201242851061733,0.0890868091729496,0.0162863467118001
stable,-0.0637215927673428,-0.0665724012654407,-0.0686603173485547,0.191164778302028,-0.0153863354432551,0.115012054393684,-0.0144708645452743,-0.0779033612395706,0.0647253985765322,0.159171479551544,-0.0723302313869511,0.35183795134412,0.155220499886575,-0.0676484810928917,0.224531283399484,0.0584214980948228,-0.0019594289395377,0.0808425046488772,-0.0619227727572754,-0.11216927634206,0.0706438376275129,-0.0685960737767665,-0.0135313023078731,-0.334090664637651,0.243659806899397,0.0582127064865114,0.0695356360141678,-0.228169075651986,0.066186939834712,0.0091466785333337,-0.149382365300329,-0.0687647131527103,-0.0869456439687487,-0.120906402105244,-0.14118327945087,-0.0589836293479689,-0.052936703153412,0.105809162735036,-0.120456697102727,-0.0979794774233585,-0.138766115062342,0.158729804995501
stable,0.0564471418483313,-0.120309779673143,0.0664689310360897,0.0263250107165064,-0.0029094348220426,0.0819678007211347,-0.18504802573622,-0.0162899364382364,-0.0406125216939928,0.0086594635425678,0.0994244096533907,0.0016183655714143,-0.191069794944483,0.0372042921100142,0.0318793862858606,0.0440304131619798,0.0080229869335115,0.135236182730688,0.104437719718272,-0.0170689258364172,-0.108510203827831,-0.0623119054414567,0.141132347446841,0.232230628555955,-0.0741670371198174,-0.0155363094855778,-0.0501367238553164,-0.156261650068563,0.073267274171531,0.109757794600421,0.0214952764477855,0.0509857619125584,-0.0191510618402368,-0.0384132353465708,0.199863317127668,0.0217174997799797,-0.0111159975517147,0.0622587650794103,-0.0551427875071914,0.0397997157017825,-0.0573396583836113,-0.193159177361309
stable,-0.11846446942413,0.0032513943471452,-0.0397961351089882,0.0175951650119324,-0.0092655918064574,-0.162228002114597,0.142815562547817,0.0283893329886015,-0.0557383594492433,-0.002483201207505,0.0440843444059212,0.150838611943251,-0.0230928386108908,-0.0535626008881393,-0.0941991037329267,-0.0042450239879645,-0.0180594989669795,-0.0249379079656597,-0.0427336090133871,-0.167244435169465,0.0941424115294511,-0.114992462466701,0.005309358086765,-0.0020814859504622,0.0597911628704801,-0.0541324172574329,-0.138325622727819,-0.0089125289347312,-0.0685983931582371,0.0877699138311547,0.0164560376333438,-0.0056129875622678,0.0429931343435604,0.0255883062838157,0.0303301450921898,0.138615102123362,-0.0473320634076223,-0.0553150515377162,0.0531636421401795,-0.0521765362375236,-0.0967580170565808,0.0302067453689033
