group,AR,ARNT,BCL11A,E2F6,E2F7,EGR2,ESR1,ETV6,FOXK1,FOXM1,FOXP1,GATA2,HOXA4,HOXA6,HOXC6,HSF2,JUNB,KLF1,KLF10,MAFF,MECOM,MEIS1,MYC,MYOD1,NR2C2,PAX6,RARG,RFX2,SPIB,STAT5B,TAL1,TCF3,TEAD4,THAP1,USF1,USF2
progressive,0.169558538260735,-0.102333042584366,-0.0229410616715713,0.0395098631166913,-0.0214474186721927,0.160987432070802,-0.009195384223729,0.170765475792741,-0.184827916539213,-0.332828053366191,0.169271832793362,0.350539052399071,-0.100076393099236,0.212677653269114,-0.13077468737594,0.0989064498210851,0.0717249218014326,0.163472983501656,0.197098448114604,0.300606058258852,-0.226453388548213,-0.161694947175771,0.0570497637254939,-0.192818675371802,0.153361991495027,-0.108647499289169,0.161156218354013,0.21204643881272,0.108596632190119,-0.146377013939109,0.246488089151334,-0.174832531575878,-0.041808131137407,-0.0682520862208339,-0.102168880582886,-0.172041777550724
progressive,-0.129607852597644,0.122848630692678,0.0684928421567811,0.158502843951141,-0.131472021133345,0.1426835658566,0.0329902489500226,-0.0874013788047914,-0.165462962424614,-0.0895733360454517,0.155948804180186,0.208977917263673,-0.132361272736589,0.12212540304605,0.146096533220458,-0.0212548569481303,0.11854944412661,0.138116011799016,0.0710309618223067,-0.0290170454951184,-0.121854761253758,0.0184991625084094,0.130201445100065,-0.234933753914886,-0.129121910331932,-0.113978857667992,-0.14960956981844,0.122651524625463,-0.109762304030103,0.111758382010786,-0.158897056085571,-0.120063370342875,-0.083458499360228,-0.166180883369433,0.0856933789223455,0.129209091861662
progressive,-0.121481091018005,-0.108534556880631,-0.102444515688149,-0.0780760363528611,-0.0587643244964986,0.0080296025304371,0.147370379944862,-0.0364820451973593,-0.0284977948416211,-0.183934059056679,0.140332478301174,-0.180565904215709,-0.0449387140395443,0.0726239490844771,0.0642972898097623,0.0415123572410437,-0.190706650478379,0.165265592211463,0.18308143817234,-0.0047687811695874,-0.112307101945999,-0.10295548352309,0.0404080317871259,-0.0321305040350016,0.02062692492263,-0.134743578639115,0.0885652384911342,-0.0765960437185209,0.151234385229207,0.0699149125157972,-0.0273095678645104,0.080446443350456,-0.0972826823378378,-0.14185026441443,-0.0370156891196495,0.0473076092979826
progressive,0.303796081359368,-0.319755252407627,-0.263039720925847,0.173318407698015,0.160776512320168,0.151226790101567,0.390529335323224,0.509662257130113,0.367490150516401,0.0359252760888725,0.146336739924725,-0.164740936061405,0.167864753869271,-0.354745302971933,0.110600703018243,0.0934210763734074,0.416121877793895,-0.26268044073899,-0.0398266201026462,-0.0716640555922008,-0.383368414957696,-0.266666805254997,0.119508657574824,0.103866256462305,0.143466612325137,0.0064012210391196,0.0666944701068174,0.383729066442977,-0.225213825222532,0.260903237982628,-0.140648594065627,0.211703793157963,-0.0188101004699238,-0.392436811429783,0.225611501765236,0.124571491352979
progressive,-0.0665163441961717,-0.145015065290094,-0.333556665032907,0.234049472107759,-0.190145539957472,-0.0428660884819773,0.0043086237138891,0.0341544916298073,0.239678987763132,0.0252541959288539,-0.0606981296920149,0.197033047938069,0.0556032607748613,-0.170269261218947,0.105388307045566,0.229646498969478,-0.342834358431427,-0.149480938044636,-0.239710437571263,-0.183446730825659,0.0598175350643587,-0.0372365728266039,0.275940616537688,-0.0596602860237058,0.0756053387459087,0.150172833823508,0.052646978810587,-0.468413442296824,-0.145549712028313,-0.130485253933767,0.265436380622075,0.414634270393536,0.382524016292216,-0.0533388745894597,-0.0415137467323625,-0.0533703243975903
stable,-0.110915155300926,-0.414066071099251,-0.226711768094857,0.0399001454561607,-0.110198483993417,-0.030599460851813,-0.451005038296788,0.0938011587261138,0.129753780557222,0.0538073771050996,0.382679247681766,-0.0373025154390142,0.0754760328649755,0.305843038844061,0.0424195152521485,0.0187703617787158,-0.0079316067694787,-0.0826069956808846,-0.23997582830336,-0.151715674128739,-0.0285945901253407,-0.356450458329629,0.343933726108942,-0.416963270198972,-0.37027443138562,0.297578016874463,-0.40668485646909,-0.218004414023673,-0.451468506370512,-0.0119888565561924,-0.0589733133582285,0.199129086437381,0.0163849483466822,0.0096311007813931,-0.0237848235648575,0.26294334667535
stable,-0.0490074657033749,-0.047630264001739,0.114042941796704,-0.123409381078345,-0.0436601070536837,-0.0725911275248176,-0.0061221874933736,-0.0545376766216227,0.0272131876203811,0.0403522544763529,-0.025985203154624,-0.0844630709679165,0.0205014697360762,0.0922511098979049,-0.103995240216829,-0.189231305390282,0.0868444312814913,0.0346055562568711,0.146684212145203,0.0479042366315493,0.143833184466239,-0.177907307206804,0.0737946501486273,-0.0122957448548368,0.101176012932397,-0.0352641913513035,-0.178405105690432,0.0512946479254524,0.0951687960961754,0.105921610270183,-0.04122248450363,0.0819055853923208,-0.162454150102612,0.015167565099456,-0.0162316552241658,-0.0093762240184202
stable,-0.0345152150684419,0.0050845080610481,-0.373377997961706,-0.054475724597201,0.0814003233659739,-0.0965253291779068,-0.0518410979873688,0.165178236599357,0.0671990433471223,0.104405111812801,0.0749021132216012,0.140856134847614,0.0242498101679372,-0.0078797826348944,-0.137016648507675,0.0645001575516844,-0.129112768678179,-0.20140435248455,0.143249789511425,-0.180006043677864,-0.0368526429448478,0.0463710348126867,0.0293021886361824,-0.381418428560615,-0.0066347609137847,-0.0527166293912459,-0.141892314215505,-0.1112005206906,-0.260498706047158,-0.209549204260068,-0.162897035510356,-0.126156846140318,0.0258402250116773,0.0471180478453525,0.016169217578025,0.0621948592680813
stable,-0.0052156774248103,-0.0365897035787914,0.0256228482827675,0.0567739511739924,0.0340612207017696,0.0872889958426796,-0.0189363619395553,0.147567930707723,0.108173513252408,-0.0114769134135258,0.0439279981576709,0.083396319520748,-0.0217083642503488,-0.116945059026073,0.0885296122614963,-0.0378266853791936,0.085325090359377,-0.0125842604904774,-0.0967329460230272,0.0994855637022767,0.0217071527108773,0.0205973825549827,0.0316696417850273,0.127274644560087,0.0838482237436177,-0.0762712558888526,-0.0163800136546889,0.0690141344545636,-0.0465049426135528,0.0273408112533554,-0.0121468947412656,0.0651953620403935,-0.143554100438642,-0.0764214867833187,-0.0894419014835363,0.0175915531261896
stable,0.0553364248021635,-0.0348591047005012,0.106118262449087,0.0017752588917949,0.0994000064079443,-0.0113449316482359,-0.114649621511679,0.179023916745889,-0.089333283314462,-0.0845115258341401,-0.0172691532373084,0.0728932857275979,-0.0603616175550647,0.0912905170882398,0.0259055066840013,-0.020156152664757,0.076837474762345,0.112324192047194,0.101311319560983,0.0870461594934075,-0.132933043575093,-0.0939474057468407,0.0810596796959163,0.129120155209694,0.1574572856781,0.184841297895755,0.106008422170335,0.0923030783133732,-0.0253402446108275,0.100919171305288,-0.138175701619372,-0.105161728996393,-0.0814253832122316,0.05232117069629,0.0257104248107725,-0.0396594479416043
