group,AHR,AR,ATF1,ATF3,CEBPB,E2F1,E2F2,E2F7,EBF1,EGR2,ESR1,ETV6,ETV7,FOXA1,FOXM1,GATA2,GTF2B,GTF2I,HEY1,HOXB13,KLF10,MAF,MAFK,MAX,NANOG,NFYA,NR2C2,NR2F2,PBX3,SMAD3,SP4,TFAP4,THAP1,USF1,XBP1,ZFX
progressive,-0.033411978346771,0.126017790689925,-0.172309195319902,-0.0928197410169059,-0.0728185601752416,0.107863757429153,-0.0671713032498493,-0.0740676275929557,-0.114822190096897,0.0827328890340769,-0.34583295343272,0.156430166987526,-0.0306884132959912,-0.354201475100572,-0.0926403169679525,0.0183426585430053,0.0251607724032345,-0.103605886728989,-0.0532475369894015,0.114051586809725,0.15035735302295,-0.244525074715326,0.0623912625610651,0.164313323599876,0.004322279333121,0.220997521219231,0.254326688466485,0.0733660335553815,-0.161566755465897,-0.210797954128726,-0.076830297885174,0.201267776759317,0.200267142640154,0.0984025893093406,0.357175773758222,0.145871751799115
progressive,0.0937050249479265,0.13855644402332,-0.0787222094998903,-0.0481909622776671,-0.0389959362308677,-0.196502031478978,0.0075275108937724,0.191965818629224,-0.224102904756144,-0.0912033761437011,-0.119934729923798,0.073615115278396,0.129716432479105,0.0273075350229118,0.153039080140386,0.06547610694691,0.0943059922944616,-0.0483684695289591,-0.0655881772030224,0.0954033782251185,-0.151328692473275,-0.0800963863986634,0.094620390731072,0.139687676675622,0.107710046215117,0.105767996542083,-0.003314722273067,0.0694737808478293,-0.107934186727342,0.109237661585346,0.107202345390447,-0.0415133801718606,0.128319691099235,-0.104906033364199,-0.09691519845858,-0.167122324942044
progressive,0.0594961664579197,-0.0811660139839578,-0.0427296052671837,0.12760129407282,0.048471671023146,0.0094672995596469,0.0906152590986758,-0.0977505261883263,-0.0572754697316521,-0.0050003289767956,0.114755556505833,0.0689393934243279,0.0305037369760926,-0.117585590748454,-0.0794222555112315,-0.154103714691522,-0.0098088294762206,0.0603808342594409,0.158782825002289,-0.151708491664274,0.0701392617435681,0.0336542376162039,-0.0293542706489459,-0.0083283649920422,0.0778108963013178,-0.0565043944794758,-0.0099570263783462,0.188475616493654,-0.0850898466818616,-0.13098575022847,0.0048461139263604,-0.132216461557797,-0.124133336109373,-0.111272553171612,0.0741533666661168,0.057352953391139
progressive,0.224812339199781,0.47784783710479,-0.174548354304081,-0.311855547570413,-0.171793080699313,0.0177130571653753,-0.286992678038954,0.18927448775944,-0.166839856390047,0.26894986013552,0.208017706569329,0.496856772211874,-0.0909471939678934,-0.0165915981264413,0.0583376723874182,-0.0414313026473757,0.0058811873779336,-0.196523773406013,-0.0562569093832234,-0.335827245520508,-0.0315711840498947,0.0742656610947089,-0.0088258690099343,-0.0232522199761493,0.10971766573134,-0.188391492064143,0.255646330855917,0.114421525515545,-0.0474433042023904,0.390067436340399,0.313147337569088,-0.425830124647598,-0.357937566742554,0.130613867872353,0.20373081697457,0.0926409650315568
progressive,0.132262326941006,0.0380713112771639,-0.396571017144785,-0.378861995529638,-0.153210803729657,0.0177090216151476,-0.0546388105930773,0.0921856386516741,0.496130272810432,-0.229507686054151,0.506064602009173,-0.0682136703677548,-0.453215204750031,-0.503473037870371,0.364608392766226,-0.0746617287607267,-0.508872129826209,-0.12899201981347,-0.528000341326891,-0.114491601417792,0.168914448332636,-0.0053682400018043,0.0281369820784226,0.0433778473709015,0.487985356945626,-0.482401153265588,-0.456639771647734,0.556353287083547,-0.189832073167253,-0.492736557866763,-0.169438931551203,0.589457433761341,0.0638943968030847,-0.133434701194274,-0.158517339823394,-0.267980072733749
stable,-0.0231786719147695,-0.0503021627073714,-0.0380003052960796,-0.0376082166826233,0.0854423152402567,-0.0405600166571499,0.0156376734469811,-0.0900171730817971,0.100002302956053,0.0002311124236031,-0.221457176204116,0.0399899045228208,-0.0699596822829128,-0.0812216050163929,0.0889870679235428,-0.0193838125671895,0.102413621811728,-0.0405980526241329,0.206040595718774,-0.103448143130943,-0.208231248983225,0.0653257998384263,0.0504652757493021,-0.0250649899577554,-0.0342855541586123,-0.11292778877482,-0.318497184867661,0.104876130146064,0.0708392580836939,0.223045664553073,0.138484587109658,-0.0090793895069238,-0.0233941140898029,0.0101987675964241,0.0716333123157655,-0.0100465287572887
stable,-0.169051413798566,-0.146812252722445,-0.0474185052775171,0.178280355704397,0.230021622984823,0.236812971977162,-0.215387557326163,-0.161340573886727,-0.0901095023839911,0.254956053213609,0.252077250513232,0.167780048958121,-0.192821439135243,0.0695695459416575,-0.115418900158931,-0.0657299268871967,0.133272095626309,-0.131842721771277,0.153221949171858,-0.040273459183295,-0.0517455213692803,-0.0131955758989405,0.167443368211655,-0.215588714956272,-0.0452920685773654,0.176088284490494,-0.117405559653871,0.295690777174102,-0.19936969733591,0.128707458285686,-0.170381728155992,0.0125033748696542,-0.142749597866625,0.181831912170726,0.156135392310049,0.0735969526326849
stable,-0.118314212665152,-0.148830402967972,-0.0248943659362365,0.0931079674255063,-0.0053499295892522,-0.0457582916437986,0.193069282620802,-0.0824001113417862,-0.0375214792717062,-0.0383051759828374,0.124319888482085,0.18830312711229,-0.134228054044243,-0.0769782096055934,0.0434231953208365,-0.0609684053639148,0.0278852084868797,0.0159058444738755,0.0040064495130274,-0.0365218661197533,0.0037985299774212,0.0373535442621781,0.0160417918625411,0.0825600494460987,0.175524072577724,0.0672699666738263,-0.035338324147841,0.0496367906733761,-0.0031027992236619,0.0416318885525368,-0.0485811991849138,-0.0738674134767158,-0.126511040511166,0.0468218800374766,-0.182225479148416,-0.0612962784777554
stable,-0.0749254276678464,-0.040957322787262,0.0992064259443624,0.0686709026653688,0.0046141123212962,0.145580001174556,-0.0850292617224939,-0.164365255644735,0.0575047749361238,0.0280267276733396,0.0137688676734688,-0.100713148605271,-0.0388122603899171,-0.0895795400701465,0.131688283212188,0.102182534413671,0.129296315822448,0.0616636185397354,0.0741377405213761,0.0145324665279981,0.0968879278450423,0.0260671451239403,-0.0630691703744921,-0.0881607396748223,0.0068338484236583,0.136682990546152,-0.0100905854940799,0.130309228498566,0.122808134388143,-0.0184696978457526,0.0061545585909224,-0.0199571498731086,-0.0062123704915808,0.0436672556306232,0.0207689253115199,0.042906065605288
stable,-0.0465951607868654,0.03686863397388,-0.0317677035752604,0.100474861897506,-0.114843497740348,0.117371579171992,0.11186164046134,0.0511075999167427,-0.0237107397935259,0.0290626160792296,-0.0396289928634286,0.0629523283501894,-0.0279642060704556,0.0292686109574776,0.046497415276835,0.0760062389213276,-0.0754567816408706,0.0386444740331649,-0.111042614732996,0.0099426127340333,0.100824929345911,-0.127430697581989,-0.0837158414888622,0.0868266806422035,0.0878858273208105,0.0683485593558365,-0.0226758116176388,0.013265684864808,-0.007075013580547,0.0196893216326186,-0.0659439097249859,-0.0073411877685838,0.101528091555562,0.0165447692226502,0.0376533042883284,0.0544002154456121
