group,AR,ARNT,ARNTL,ASCL1,ATF1,ATF3,BCL6,CDX2,CTCF,DUX4,E2F7,ESR1,ETV6,FOXP1,FOXP2,GTF2I,HEY1,HOXA6,IRF2,IRF3,JUND,KLF10,MECOM,MEIS1,MYC,MYOD1,NFATC1,NFYB,NR2C2,NR2F2,PAX6,RARG,REST,RFX2,RFX5,RUNX3,SMAD3,SPIB,TCF12,TCF3,TFAP2C,TFAP4,TFDP1,THAP1,ZBTB33,ZBTB7A,ZEB1,ZNF263
progressive,-0.029169202417703,0.13585252084967,0.101580307698754,0.118696989468466,0.0445536485690644,0.125971007902777,-0.19832498140222,-0.202100249530867,-0.080343281839485,-0.0057863068412428,0.0039192402182984,0.120468074698309,0.0076122385814297,0.181640215901464,0.121795817302875,0.0460413601621328,0.0524743987711765,0.129878821764754,0.0559228731090263,-0.146328204325285,0.0566084544883204,0.0880149374737868,0.127401587714237,-0.19992467128724,0.186848349112836,-0.163248352766266,-0.0356570875370903,-0.027363838118895,0.0528583243435813,0.0373984642404975,-0.0122216307215509,0.0070660587492586,0.127038229583212,0.0980267108827462,0.0913857125886499,-0.0064398944228366,-0.107126661057244,-0.154680870796353,-0.005692610719406,0.228129489231403,-0.077002215251058,0.19757769769879,-0.0396860207760758,-0.0374555960221054,0.215590205804112,0.214897768611025,0.0826696879865566,-0.124739246691312
progressive,-0.0376468540259747,0.0870336148758322,-0.142003834257997,0.13802069181612,0.0877823315075351,-0.252096719839014,0.0658074608185787,0.0587881485251717,0.0217450740096173,-0.108835762570514,-0.0317126927183357,-0.0654109489012877,-0.0226237083717962,0.0823197790712194,0.117543254390569,0.0916520775488238,0.0875052237471556,0.114784192299419,-0.0472690267461442,0.0318786569867473,0.071746878913,-0.011798482448028,-0.0834312139908987,0.08269225996322,0.0952311983780073,-0.137986898186805,-0.0890116686450452,0.100239414242427,-0.132094791173424,-0.08496469379224,-0.102656785192729,-0.0840762968260369,0.0562791592909497,0.0567507681622731,0.047127093503023,0.0344507276623565,-0.0800135516128849,-0.0647410840713188,0.0083710574659899,-0.0919472085781711,-0.0890732481473517,0.106787117664511,-0.0251792577175182,-0.0933702958570848,-0.148055146813927,0.116624067673213,-0.0753973418485142,0.0850600669238611
progressive,-0.0904972958426925,-0.135012271161663,-0.0046061879905667,-0.0158660922164886,0.0407599226031803,0.158873330703476,0.198667282320204,-0.0397901988156926,-0.0949180954621219,0.169066688875203,-0.128919973961169,0.121393356205034,0.0373583837449029,-0.0078876372157187,-0.183036866008724,0.142368511750802,0.19194001118456,-0.105497992140471,0.092903591866443,0.121995305491075,0.0351689996209851,0.155507068174929,-0.0290721990592492,-0.113675345596105,0.109980337696877,-0.172332376336007,-0.0799459204522106,-0.200983511119111,0.0677680810930864,0.182070895022272,0.0017458030415607,0.0946854217979414,0.176535513495397,0.0882080872112393,0.0680795635790054,-0.135470112887954,-0.0932901303730655,0.0749291760283964,0.159554088811256,-0.0751520924098854,0.0172095949870792,-0.119916253717591,-0.126954256778948,-0.119251257374159,0.0520648604415242,-0.155419252630707,0.0529009845121599,-0.16514276011283
progressive,0.419292269446623,-0.165416219885408,0.0848063884821852,-0.26834552791002,-0.116218632306774,-0.209188093381414,-0.288161771165139,-0.24699113690945,0.179707381991157,0.240966498040982,0.161355782075955,0.123541849006358,0.380871244435016,0.0324467502728576,-0.0847832482063686,-0.178151538740669,-0.122646184212989,-0.207183056541546,-0.215484970788899,-0.0728020301041875,0.219369814740686,-0.0144395321095135,-0.403752893639477,-0.398259119922094,-0.0023276395086037,0.0261770967192736,-0.272994000963752,0.0530361509787872,0.0816674781273079,0.133855606057054,-0.0785380961212962,0.0585503425865964,-0.0685210790781298,0.302444766114717,0.1676363251711,0.216083895574739,0.392721788038468,-0.0816906184031244,-0.0795780473403449,0.164538250597075,0.0639556387787983,-0.33263329770642,-0.0565398609759486,-0.37267822560327,-0.154269412905317,-0.203818188199284,-0.0525760678478468,-0.231792059276076
progressive,-0.0374266851504233,-0.211406864351732,0.0486700926235957,-0.239499981106618,-0.0663823098758536,0.0640104129568556,0.0015093889484532,-0.415913664939107,-0.225823069002266,0.0294792902789754,-0.355445695432703,-0.0055138902402681,-0.074730154876483,-0.307083641370016,0.128298060618529,0.345311226778802,-0.161504617484501,-0.0916722757264688,0.259183645148692,0.169606031636404,0.389299133276584,-0.138586548552884,0.0558781949488624,-0.126326613828713,0.112156840026906,-0.085295877515656,0.364779263828241,0.0371186465895144,0.0189135676398024,0.356708653532429,-0.189566930383296,0.152140245232873,0.168497092817132,-0.489688900276773,0.447456813576172,-0.0455280993023256,-0.315400682514555,-0.191199534756113,-0.239407569538345,0.38255308879268,0.0077625717349026,0.270550268046228,0.15063085628442,0.152540695362054,0.351810840413979,0.392410322741763,0.572120019175976,-0.0116746614584448
stable,-0.124415490513564,-0.55115505389437,-0.079012005121794,0.174814963205001,-0.0541441863644188,-0.14182573355593,0.227616567934,-0.119931111188424,0.438681282482949,0.427928502186024,-0.197288766192258,-0.469302732668288,0.15935564435548,0.50263180742274,-0.0289264243549604,0.0177022871075144,0.106263505564578,0.438492815202903,0.438920240496508,0.395633307778544,0.354455472093363,-0.358943248925805,-0.0497829666789681,-0.409260803941188,0.427411892325748,-0.457953265151487,-0.0951854611311086,0.0414512878353727,-0.462354971798951,0.214479303762442,0.394461356509835,-0.417871031195928,0.0962767687890013,-0.293138440000864,0.387316776155002,0.367290971553881,0.232918614016435,-0.48861789199212,0.131411901799958,0.216237655353917,0.367688527095791,-0.0091636434441189,0.372321500177783,-0.0239981984509235,0.0047416933156487,0.168556518817114,0.0797588904769687,-0.390468341678215
stable,-0.141263535610777,-0.0100468356022549,0.137930098515657,0.208097831575885,-0.093887279923213,-0.0253001652136889,0.0094716258660661,0.0100015197091728,-0.149301970831633,0.0601498996295452,-0.100853843219701,0.0931924362292875,-0.0190399256373741,-0.00130086823741,-0.0628676447906556,-0.14302783438144,-0.114834702553389,-0.0370206678004426,-0.0967566822731714,0.0880814077015346,0.207467034344182,0.102653790492922,0.102182505204868,-0.182893131843622,0.113740474788434,-0.13736274353427,-0.0317259588527304,-0.0528492071480654,0.0752388836020682,0.0382659485423387,0.0344539756162726,-0.222948151844842,-0.128785955503598,0.0851153314463344,0.186068265418908,0.117316805070473,-0.0544539939750794,0.123893047474547,-0.0514516650054135,-0.0105519567571434,-0.0627141749660842,-0.212123695517299,0.0731422682821365,-0.130601008074513,0.0370599415744471,0.0946050836696334,-0.188541304757375,0.0471883457842498
stable,-0.135798654264424,-0.115942206285281,0.0167237365958419,0.0623274053588597,0.148441097658612,-0.0940211978779576,-0.000829012681586,-0.0329532540930459,0.0022718135985771,0.0642564540987042,-0.152530362136051,-0.167484475507738,0.146679445710241,0.123219981076513,0.114858112778592,0.0356316027566317,-0.0793699929860809,0.244024665590328,0.05663591444874,-0.0397128959582861,-0.0421600776241219,0.0043602878541113,-0.147046124396328,-0.1445431438,0.0278835226941158,-0.251422009518326,0.0239377411807975,-0.0550655731191972,-0.0562931495900073,-0.047676200466983,-0.0296531459182706,0.0284654258263829,-0.0087126044324381,-0.169469323178074,0.0808207651788565,0.0558627006976453,-0.0716697405782719,-0.108321666635317,0.0206695181091602,0.129764398495572,-0.170346163514367,0.157783432878024,0.0268631993937022,-0.0125547593605581,0.0043363740267578,0.202303008134352,-0.123602602314168,0.0036508443092924
stable,-0.040929559257606,-0.0043038240928077,0.0221219440395381,0.0046100392556609,-0.0264653959769504,0.0883196580295272,-0.0087421426885157,0.0640914340070692,0.0249559353506504,0.0004371071344257,-0.0764769367116504,-0.0933139672934746,0.0814820535695809,0.064390444107267,0.0677131788351686,0.0432435852137557,0.110720197825073,-0.0410172208532463,-0.0584931003238466,0.0645405495792539,0.203308855477907,0.0129703136234421,0.0947934068253772,-0.003809076457139,0.0626780408828407,-0.0537953994725452,0.0093833932648437,-0.0127397516184703,-0.0534495564650875,0.0782061517489393,-0.0271967098364705,-0.0211108335802345,-0.0486293695486449,0.0202065982169856,0.0389433636522756,-0.0890725870770133,-0.0255107251751139,0.008086481986877,0.0225362351422219,-0.006314036573656,0.0187211544662034,0.0665651721854129,-0.0550634904998904,-0.102536447492348,0.0512075811354915,-0.0229301119007155,0.0327998468947967,-0.057881870841916
stable,0.0702772970068777,-0.0792064638174667,0.0105139481966319,0.163020592650381,-0.180645223272416,0.0155152014859675,-0.0667981187454752,-0.27398789515807,-0.111465446916813,0.212902749143397,0.0981832657476759,-0.119412806116038,0.319451735246402,-0.0986412452999713,-0.161224285459385,-0.033104266628203,0.0220464990208609,0.139215674376031,-0.103891320332744,0.0381873523979478,-0.0487016193632846,-0.0301467761217072,-0.0789818229572227,-0.105125000759435,0.225745712575447,0.121876159591415,0.0530782681443887,-0.126509143949717,0.224788176924048,-0.0031156908609429,0.220486438788616,0.113085475013951,-0.111776519634496,0.0455577402411435,0.151557487865453,0.015948863539911,-0.010008881952771,0.0391455711251429,-0.163781356934029,-0.150880741904763,-0.0244409984559608,-0.0690812312873749,-0.0959466023599317,0.0036845108458014,-0.110880415266387,-0.0679929549285446,-0.170162605485646,0.072344147751636
